rho_a(555)  rho_a(659)  rho_a(865)  rho_a(1375)  rho_a(1610)  rho_a(2250)  
  4.74529891E-03   3.92080205E-03   2.64086038E-03   1.32812010E-03   1.05876592E-03   7.25564422E-04 
  3.52694031E-03   2.72990238E-03   1.63908699E-03   7.32185653E-04   5.73571435E-04   3.96088717E-04 
  2.50708081E-03   2.03031247E-03   1.23992704E-03   3.76463509E-04   2.24232971E-04   7.40056297E-05 
  4.72305153E-03   3.90875484E-03   2.64502488E-03   1.04019858E-03   6.69091109E-04   2.19167632E-04 
  9.98433814E-04   9.75675795E-04   9.50342769E-04   9.65535680E-04   9.58278986E-04   8.31342531E-04 
  2.31213319E-03   1.74407548E-03   1.05633756E-03   3.28827774E-04   1.90475034E-04   5.29012372E-05 
  1.26600765E-02   1.12350514E-02   8.26244767E-03   3.53914420E-03   2.30463419E-03   7.61102479E-04 
  3.46800773E-02   3.28577860E-02   2.35424599E-02   8.70085218E-03   5.85359036E-03   2.80305529E-03 
  4.91584140E-03   4.14267424E-03   3.04388629E-03   1.53630400E-03   1.10727281E-03   5.20468402E-04 
  1.04484724E-04   8.49869214E-05   5.76798548E-05   2.87633965E-05   2.34133125E-05   1.67267638E-05 
  1.61231021E-03   1.41305128E-03   1.02039874E-03   6.79886277E-04   6.43886288E-04   6.12979084E-04 
  2.00975976E-04   1.61914311E-04   1.05364609E-04   4.21693441E-05   2.86451649E-05   1.21275896E-05 
  4.21031786E-04   3.26048023E-04   2.00644126E-04   6.74959488E-05   4.23863999E-05   1.81642125E-05 
  1.16997555E-04   9.67331087E-05   7.42525057E-05   5.14328231E-05   4.62382463E-05   3.92798183E-05 
  2.75832880E-03   2.95276129E-03   3.14858546E-03   3.67694189E-03   3.79399787E-03   3.39491125E-03 
  5.22900725E-04   4.19969823E-04   2.79794900E-04   1.26424683E-04   9.08199198E-05   4.38349880E-05 
  1.11248028E-02   9.00231098E-03   6.01005820E-03   2.37744332E-03   1.55725115E-03   6.18162032E-04 
  1.57540375E-04   1.47537452E-04   1.18891662E-04   7.48943091E-05   6.13747287E-05   3.55039659E-05 
  4.23569747E-02   3.50913209E-02   2.24340448E-02   6.94136332E-03   4.08171908E-03   1.30751111E-03 
  3.87360696E-02   3.33438285E-02   2.14180926E-02   6.02433188E-03   3.38900575E-03   9.70507131E-04 
  4.41600015E-03   3.58106731E-03   2.36825591E-03   1.00167778E-03   7.18720499E-04   3.86213535E-04 
  8.60390882E-02   7.97432015E-02   5.61034700E-02   1.92594441E-02   1.23250642E-02   5.45633859E-03 
  5.32112576E-04   4.39087624E-04   3.01360112E-04   1.62267532E-04   1.34669478E-04   9.14607887E-05 
  7.23306550E-04   6.61931596E-04   5.70393750E-04   4.63663194E-04   4.18982873E-04   2.95296930E-04 
  3.45930063E-04   3.18186594E-04   2.74428390E-04   2.36516579E-04   2.23437728E-04   1.54268787E-04 
  4.31896292E-04   4.01474603E-04   3.51038058E-04   3.31472746E-04   3.13809969E-04   2.50493148E-04 
  6.81682766E-03   5.43975185E-03   3.50050812E-03   1.17244632E-03   7.03531814E-04   2.26384872E-04 
  6.96581655E-04   5.78996957E-04   3.49267116E-04   1.36326382E-04   1.10221946E-04   8.11439229E-05 
  1.29240966E-02   1.09114184E-02   7.64112923E-03   3.89983199E-03   3.10467083E-03   2.05675371E-03 
  9.11581099E-03   7.47145059E-03   5.06292479E-03   2.28372226E-03   1.66045295E-03   8.56355614E-04 
  8.94406075E-04   7.31355300E-04   4.99896130E-04   2.36600113E-04   1.75092698E-04   8.60685216E-05 
  3.41635972E-03   3.26843056E-03   2.53798294E-03   1.52164987E-03   1.32611328E-03   1.11314588E-03 
  1.09675701E-02   9.50173915E-03   7.71703823E-03   6.26029555E-03   5.87238419E-03   5.18353256E-03 
  1.40454473E-04   1.12268295E-04   7.47581184E-05   2.91954545E-05   1.86038524E-05   6.23453540E-06 
  9.77801756E-04   1.03786609E-03   1.00439777E-03   1.04723685E-03   1.08180716E-03   1.06191862E-03 
  7.19922893E-03   6.26956875E-03   4.71129706E-03   2.69667607E-03   2.21964237E-03   1.45256734E-03 
  1.25297760E-03   9.80975956E-04   6.25456091E-04   2.10357348E-04   1.26381284E-04   4.12830479E-05 
  3.12325067E-02   2.59617821E-02   1.70826821E-02   6.59613655E-03   4.54792558E-03   2.31031299E-03 
  4.80540263E-04   3.81220127E-04   2.48707000E-04   1.03868070E-04   7.41287815E-05   4.13593201E-05 
  3.97457446E-04   3.47023059E-04   2.67970122E-04   1.76151864E-04   1.54547325E-04   1.10258146E-04 
  9.09608059E-04   7.17926356E-04   4.59631628E-04   1.70378082E-04   1.07246424E-04   3.40919263E-05 
  3.55915904E-04   2.79728518E-04   1.81824077E-04   7.18719848E-05   4.88384558E-05   2.41392896E-05 
  1.95626637E-04   1.58970112E-04   1.09450058E-04   5.28387258E-05   4.09335014E-05   2.54489267E-05 
  5.24419749E-04   5.71797152E-04   6.06552716E-04   6.50081742E-04   6.50527972E-04   6.01670512E-04 
  2.60834568E-02   2.13600012E-02   1.48993192E-02   7.20469515E-03   5.26098600E-03   2.33448686E-03 
  9.86561223E-03   9.75297173E-03   8.53840740E-03   7.80047922E-03   7.60727210E-03   6.26516745E-03 
  1.27054491E-04   1.53449133E-04   1.79319576E-04   2.07470301E-04   2.09717533E-04   1.87929340E-04 
  9.20548729E-04   8.29370713E-04   5.94009005E-04   2.67723833E-04   2.00868352E-04   1.20315630E-04 
  4.67979415E-03   3.92890746E-03   2.33577631E-03   6.28211874E-04   3.77144407E-04   1.50832470E-04 
  6.76365422E-04   5.53079570E-04   4.08264116E-04   2.79313257E-04   2.37171394E-04   1.35529215E-04 
  3.39135376E-04   2.91686300E-04   2.55467224E-04   1.66321417E-04   1.33590989E-04   7.97300543E-05 
  3.21363444E-04   2.86789842E-04   1.85069490E-04   1.18740766E-04   1.01453176E-04   6.08538133E-05 
  9.19615722E-03   7.80298489E-03   4.88276156E-03   2.17918434E-03   1.86618585E-03   1.58863216E-03 
  1.01019181E-03   8.48768341E-04   6.07147397E-04   3.41211990E-04   2.78225087E-04   1.94969642E-04 
  3.05888631E-04   2.29973637E-04   1.29670880E-04   4.18042723E-05   2.71708864E-05   1.14346368E-05 
  1.04371076E-04   1.15589849E-04   1.13897467E-04   1.30202941E-04   1.29570949E-04   1.23563372E-04 
  1.58815516E-03   1.24339210E-03   7.66102436E-04   2.94781168E-04   1.99112998E-04   7.61149486E-05 
  1.08676558E-03   8.67320188E-04   5.57910941E-04   2.38711991E-04   1.79450222E-04   9.15342433E-05 
  1.69427445E-03   1.72287670E-03   1.63649417E-03   1.45319267E-03   1.35174962E-03   1.12048522E-03 
  4.87240366E-03   3.75079402E-03   2.26627425E-03   7.94995782E-04   5.33551320E-04   2.78437091E-04 
  4.37062225E-03   3.47193469E-03   2.13833566E-03   6.10787285E-04   3.22090253E-04   6.22697885E-05 
  6.98619209E-04   5.38309506E-04   3.38565899E-04   1.22743251E-04   7.83289839E-05   3.16222820E-05 
  1.40957755E-02   1.59551480E-02   1.53864370E-02   1.53813212E-02   1.51790968E-02   1.25411073E-02 
  4.74890548E-04   3.95413221E-04   3.13217053E-04   2.52713845E-04   2.45368566E-04   2.32557710E-04 
  1.47388953E-02   1.26439739E-02   9.12717481E-03   5.32018524E-03   4.55599669E-03   3.46121430E-03 
  5.09684088E-04   4.04892158E-04   2.38049686E-04   7.79629847E-05   5.28251377E-05   2.36655082E-05 
  4.65301422E-03   3.82752147E-03   2.54249463E-03   1.17853759E-03   8.63414142E-04   4.33146115E-04 
  9.17889874E-03   7.71221475E-03   5.41947616E-03   2.83626710E-03   2.28523111E-03   1.48196034E-03 
  1.16229405E-03   9.27731258E-04   6.48671633E-04   3.20320546E-04   2.30064693E-04   9.41984026E-05 
  2.61139306E-03   2.04043530E-03   1.27001841E-03   4.47554890E-04   2.78464165E-04   8.96617581E-05 
  7.86579764E-04   6.10740350E-04   3.68262970E-04   1.07865709E-04   6.08685025E-05   1.64542390E-05 
  9.49885153E-04   7.18816480E-04   4.09050954E-04   1.13853098E-04   6.66774434E-05   2.45251051E-05 
  4.58015477E-02   3.86375738E-02   2.57785808E-02   9.21971533E-03   5.76195731E-03   1.84263614E-03 
  4.63508529E-03   4.41108032E-03   3.59090018E-03   2.76831370E-03   2.63632943E-03   2.38827108E-03 
  5.64264085E-04   4.73294533E-04   3.06222895E-04   1.02661699E-04   6.29303890E-05   1.92550921E-05 
  8.05466903E-04   6.36207239E-04   4.04839191E-04   1.36990173E-04   8.36361745E-05   3.00267186E-05 
  5.76869894E-03   4.81066355E-03   3.38816406E-03   1.65653334E-03   1.22902675E-03   6.33262047E-04 
  2.01160522E-03   1.93475321E-03   1.73346033E-03   1.56194628E-03   1.47864356E-03   1.19592642E-03 
  1.55587565E-02   1.28303228E-02   9.04995235E-03   4.27284468E-03   2.95743470E-03   1.15818737E-03 
  3.32576422E-03   2.77099304E-03   1.87643976E-03   8.97704618E-04   6.36188887E-04   3.04163921E-04 
  1.94772475E-03   1.49667986E-03   8.88792166E-04   3.12992507E-04   2.12352980E-04   1.04506903E-04 
  7.91539106E-04   6.62957953E-04   4.69064891E-04   2.52492531E-04   2.08737712E-04   1.53435898E-04 
  8.73463655E-04   6.73073088E-04   3.98818560E-04   1.48243445E-04   1.00624098E-04   4.12038121E-05 
  1.22074037E-03   1.05271174E-03   7.16183293E-04   4.00246992E-04   3.57750877E-04   2.79903106E-04 
  1.86233737E-04   1.60853021E-04   1.19427328E-04   7.46940280E-05   6.02063261E-05   3.83441529E-05 
  4.53563224E-05   3.96762591E-05   3.01897767E-05   2.22617488E-05   2.08185776E-05   1.66674553E-05 
  1.29829807E-02   1.07020791E-02   7.20169816E-03   2.81091724E-03   1.82412563E-03   6.06029975E-04 
  7.50128500E-03   6.18380239E-03   4.03752410E-03   1.56610114E-03   1.05886258E-03   4.12097531E-04 
  2.00921160E-02   1.77956408E-02   1.36289991E-02   8.49595916E-03   7.29744705E-03   5.07448358E-03 
  1.06701286E-02   8.25212148E-03   4.75864501E-03   1.50141426E-03   9.96835976E-04   5.30155122E-04 
  9.14709203E-03   7.16805405E-03   4.45509867E-03   1.72574978E-03   1.24844429E-03   7.44500945E-04 
  1.92482098E-02   1.69104753E-02   1.23435692E-02   5.55912728E-03   3.82679078E-03   1.67377623E-03 
  1.01647300E-03   8.22724279E-04   5.36197631E-04   3.04537221E-04   2.73543108E-04   2.38141031E-04 
  1.41234556E-03   1.16105554E-03   8.38363472E-04   5.21356170E-04   4.54356501E-04   3.43592936E-04 
  3.57408438E-04   2.64010688E-04   1.46105969E-04   3.97572613E-05   2.29672017E-05   7.77756074E-06 
  7.69997927E-05   6.05871298E-05   4.02405507E-05   1.65298169E-05   1.13323629E-05   5.64138020E-06 
  1.24404124E-02   9.95337690E-03   6.44862539E-03   2.51207678E-03   1.72334029E-03   8.96692481E-04 
  3.41392898E-02   2.85096869E-02   1.88343706E-02   7.34102263E-03   4.98902197E-03   2.26819610E-03 
  4.21313667E-03   3.38397722E-03   2.28725590E-03   1.25514969E-03   1.04860528E-03   7.81876629E-04 
  7.39672514E-04   5.82863714E-04   3.66696579E-04   1.06523334E-04   5.31444916E-05   7.99842622E-06 
  2.96294525E-03   2.33471787E-03   1.50522384E-03   5.80065266E-04   3.88938037E-04   1.88075796E-04 
  5.64197627E-04   4.42452715E-04   2.67539870E-04   8.63131148E-05   5.35381751E-05   2.09782093E-05 
  1.85814011E-03   1.49646799E-03   8.84066284E-04   3.50458490E-04   2.85388925E-04   2.25959816E-04 
  1.05784780E-02   8.36873835E-03   5.18526703E-03   1.43874475E-03   7.14140496E-04   1.07409197E-04 
  3.31382640E-04   2.59311387E-04   1.79640803E-04   8.84472235E-05   6.37582367E-05   2.52980876E-05 
  1.53025204E-04   1.46292332E-04   1.27905286E-04   1.25875483E-04   1.26004583E-04   1.09193496E-04 
  1.61392696E-02   1.29232538E-02   8.02727243E-03   2.99983428E-03   2.12890112E-03   1.23415377E-03 
  6.63076415E-03   5.47783568E-03   2.99926415E-03   5.75804986E-04   2.79586530E-04   7.45532060E-05 
  3.32252130E-04   2.78583067E-04   2.05742330E-04   1.05899595E-04   8.16856293E-05   4.92119886E-05 
  2.88060331E-04   2.28852324E-04   1.45777561E-04   7.18649339E-05   6.04438569E-05   4.96577191E-05 
  7.48696385E-03   5.79489650E-03   3.53416184E-03   1.16723720E-03   7.27894335E-04   2.52021819E-04 
  1.06752617E-02   9.02070286E-03   6.48542442E-03   3.37962969E-03   2.49551280E-03   1.22286237E-03 
  6.75462414E-03   5.37932633E-03   3.58536116E-03   1.65369423E-03   1.25898644E-03   7.38494017E-04 
  1.14287911E-02   1.13643891E-02   1.13234118E-02   1.09954897E-02   1.03757327E-02   7.98863909E-03 
  2.73858095E-03   2.32101765E-03   1.54197073E-03   5.34193153E-04   3.26023782E-04   9.92587128E-05 
  3.89823725E-05   3.51005154E-05   3.10956483E-05   2.84038745E-05   2.77781761E-05   2.49553440E-05 
  1.26757662E-03   1.06097126E-03   8.02821788E-04   4.27964091E-04   3.15961375E-04   1.64483976E-04 
  4.48079067E-02   3.83548646E-02   2.60306557E-02   9.48840868E-03   6.04134115E-03   2.46100032E-03 
  1.26585663E-03   9.97787350E-04   6.27625004E-04   2.01136659E-04   1.15775297E-04   3.66427627E-05 
  3.15546323E-02   2.90918090E-02   2.29827226E-02   1.53774479E-02   1.39278596E-02   1.12366883E-02 
  1.57598211E-04   1.57917540E-04   1.19517146E-04   8.06315487E-05   7.06053512E-05   3.70663310E-05 
  6.76746682E-02   6.47105274E-02   5.09827002E-02   3.52915287E-02   3.35154624E-02   3.11479856E-02 
  2.72944869E-03   2.19354261E-03   1.49694986E-03   6.32092479E-04   4.10523859E-04   1.17856344E-04 
  7.35646220E-03   5.80575376E-03   3.55121258E-03   1.60772995E-03   1.31149310E-03   9.98315027E-04 
  1.80520538E-03   1.42596677E-03   9.29493476E-04   4.70087266E-04   3.88100433E-04   3.01813972E-04 
  5.75966855E-03   4.51926981E-03   2.78950242E-03   8.32514695E-04   4.46066264E-04   7.92063847E-05 
  5.08093743E-02   4.89668088E-02   4.02453377E-02   2.05991797E-02   1.48795093E-02   6.72935068E-03 
  3.09601955E-04   2.64659209E-04   2.05218099E-04   1.20773606E-04   9.17889205E-05   4.96263906E-05 
  3.27898179E-02   2.82990492E-02   1.94946400E-02   8.95520690E-03   6.77098033E-03   4.34525425E-03 
  6.14282415E-02   5.83733076E-02   4.10004147E-02   1.41829356E-02   9.15490187E-03   3.88208065E-03 
  1.46850135E-03   1.15582094E-03   7.50112602E-04   3.53956519E-04   2.83221456E-04   2.06375690E-04 
  3.37877894E-02   2.87266694E-02   1.73681487E-02   4.15824490E-03   2.10498121E-03   3.89056878E-04 
  1.53437789E-02   1.25478001E-02   8.44893455E-03   3.90643643E-03   2.98588171E-03   1.95045720E-03 
  2.70424230E-04   2.10894971E-04   1.44189617E-04   7.67736427E-05   5.76903017E-05   3.03722265E-05 
  4.30496385E-04   3.17421444E-04   1.81208168E-04   5.43627461E-05   3.09853491E-05   8.88921530E-06 
  2.15643906E-03   2.52705464E-03   2.58285762E-03   3.07171162E-03   3.18952612E-03   2.94605913E-03 
  1.67937482E-04   1.50708932E-04   1.19159123E-04   9.97831461E-05   9.63232991E-05   8.67341184E-05 
  4.71406305E-04   4.03798941E-04   3.06383508E-04   1.68390693E-04   1.25112055E-04   6.38050821E-05 
  4.37074368E-02   4.39511089E-02   3.72817191E-02   2.03247272E-02   1.45891496E-02   6.74213309E-03 
  1.12802012E-04   1.13228498E-04   9.91081787E-05   7.40123719E-05   6.50098561E-05   4.41257149E-05 
  2.47320650E-03   2.06313133E-03   1.51658461E-03   8.34204639E-04   6.46917058E-04   3.65400781E-04 
  3.36064880E-04   2.58076705E-04   1.61178862E-04   5.81102855E-05   3.60179279E-05   1.09832519E-05 
  2.64828368E-03   2.40877646E-03   1.66685282E-03   7.41665956E-04   5.69213322E-04   3.87733754E-04 
  1.72309444E-03   1.38345092E-03   7.91253725E-04   1.97837955E-04   1.13161386E-04   3.95127215E-05 
  7.80268664E-03   6.20535121E-03   3.94155572E-03   1.50885418E-03   1.04177940E-03   5.58748739E-04 
  2.26047844E-03   2.06806511E-03   1.65516806E-03   1.06018446E-03   8.94657399E-04   6.35762889E-04 
  9.26155445E-03   7.78247414E-03   5.25592416E-03   2.10520672E-03   1.41927656E-03   5.51844513E-04 
  4.60628863E-04   3.58295490E-04   2.48835370E-04   1.11984387E-04   7.74178610E-05   3.39387699E-05 
  7.57754868E-04   5.87941888E-04   3.59576822E-04   1.11467951E-04   6.09730273E-05   1.21459667E-05 
  1.33024595E-04   1.09519208E-04   7.97535631E-05   4.32806209E-05   3.39802739E-05   2.18568049E-05 
  8.49951360E-03   6.82020453E-03   4.41322566E-03   1.77932760E-03   1.27201423E-03   6.97364655E-04 
  3.96923246E-04   3.22055936E-04   2.24541672E-04   1.05634492E-04   7.37254442E-05   2.72225239E-05 
  2.63821480E-02   2.26999929E-02   1.52649368E-02   5.97601185E-03   4.19624989E-03   2.25242961E-03 
  1.74188092E-02   1.46064404E-02   9.59168320E-03   4.74005534E-03   3.95879380E-03   3.07252035E-03 
  8.05049656E-04   6.17517318E-04   3.65972443E-04   9.43527340E-05   4.39629485E-05   5.14530367E-06 
  1.10308752E-03   9.39991258E-04   6.86220586E-04   4.62549664E-04   4.21386704E-04   3.43542347E-04 
  1.74957224E-03   1.40169667E-03   9.50210270E-04   5.20423327E-04   4.43255186E-04   3.50445768E-04 
  3.72377648E-03   2.85492422E-03   1.68967793E-03   5.20358677E-04   3.14114261E-04   1.26844592E-04 
  4.92163485E-03   4.12611795E-03   2.89842620E-03   1.48754160E-03   1.18125069E-03   7.16029341E-04 
  8.37116315E-04   7.30522510E-04   5.28692731E-04   3.40265508E-04   2.79089022E-04   1.88624830E-04 
  5.96459394E-04   4.55756146E-04   2.66883405E-04   9.91347471E-05   7.17764868E-05   4.42421383E-05 
  1.07889125E-02   8.71588092E-03   5.71997932E-03   2.08062625E-03   1.32737618E-03   5.04318170E-04 
  1.45749999E-02   1.16784498E-02   7.31806580E-03   2.13865448E-03   1.12963044E-03   2.16252919E-04 
  2.73098117E-02   2.35422169E-02   1.69679308E-02   8.13385564E-03   6.03363479E-03   3.43467523E-03 
  2.87793253E-03   2.20237586E-03   1.30840612E-03   3.97013188E-04   2.33182146E-04   7.58084668E-05 
  2.33931947E-03   1.93987237E-03   1.31920704E-03   5.36565693E-04   3.65779134E-04   1.57736285E-04 
  2.64906647E-04   2.02565268E-04   1.27466400E-04   4.38241691E-05   2.62241972E-05   8.17392673E-06 
  2.19482792E-02   1.89836045E-02   1.42007499E-02   8.03012091E-03   6.53930475E-03   4.71386517E-03 
  1.02452159E-03   7.96421234E-04   5.04707133E-04   1.81499522E-04   1.14326624E-04   4.39455401E-05 
  5.45615257E-04   4.31574768E-04   2.56082423E-04   8.88162847E-05   6.10355112E-05   3.29028495E-05 
  2.14664949E-03   1.64523452E-03   9.83736430E-04   2.93719273E-04   1.66118431E-04   4.70060328E-05 
  2.23307741E-04   2.36208579E-04   2.38174927E-04   2.20314863E-04   2.01549706E-04   1.55265473E-04 
  6.25621836E-03   5.52511140E-03   4.11309504E-03   2.87967051E-03   2.67668003E-03   2.24293442E-03 
  1.64643224E-03   1.44804105E-03   1.20413418E-03   1.01709823E-03   1.01085523E-03   9.47520866E-04 
  2.07120252E-03   2.10213580E-03   1.68666727E-03   1.12840947E-03   9.99821368E-04   5.66909151E-04 
  4.49572498E-02   4.09882546E-02   2.87500378E-02   1.08909040E-02   7.50368912E-03   3.97818795E-03 
  7.62702963E-04   5.87778801E-04   3.28930235E-04   8.21950565E-05   4.53840310E-05   1.34278694E-05 
  1.08471876E-04   9.10821310E-05   7.14168337E-05   5.54058745E-05   4.96858472E-05   3.83951410E-05 
  2.22880356E-02   1.88487432E-02   1.30895619E-02   5.94499804E-03   4.48819530E-03   2.87007428E-03 
  4.18363894E-02   3.88898690E-02   2.98773800E-02   1.36058328E-02   8.92570222E-03   3.15965813E-03 
  3.03823853E-03   2.42604577E-03   1.54946946E-03   5.68017646E-04   3.72432852E-04   1.54611056E-04 
  4.99632631E-03   3.98255152E-03   2.42178512E-03   7.20360683E-04   4.16631583E-04   1.43858132E-04 
  1.27006495E-03   1.02774709E-03   5.94441854E-04   1.49377759E-04   8.48836158E-05   2.73849835E-05 
  1.38826264E-04   1.03269001E-04   5.98036985E-05   1.84902252E-05   1.12555311E-05   4.39807496E-06 
  5.45435491E-04   4.24072304E-04   2.76911604E-04   1.28926673E-04   9.86249989E-05   6.45635133E-05 
  1.48885885E-04   1.17418656E-04   7.59620769E-05   2.95860238E-05   1.91010728E-05   6.70494622E-06 
  3.32343299E-04   2.48315573E-04   1.38803573E-04   4.05748201E-05   2.53454226E-05   1.20253063E-05 
  1.19315127E-02   9.54891911E-03   6.22912257E-03   2.09080910E-03   1.23969118E-03   3.78369439E-04 
  2.82320612E-05   2.70846041E-05   2.55713866E-05   2.37729408E-05   2.25110021E-05   1.90082580E-05 
  4.50074622E-02   4.23666012E-02   3.23751124E-02   2.21106276E-02   2.08817902E-02   1.91022732E-02 
  3.85485119E-02   3.27411358E-02   2.06132424E-02   5.20044091E-03   2.57380526E-03   4.36014239E-04 
  1.18053443E-02   9.83294904E-03   7.18008509E-03   3.45762025E-03   2.53306553E-03   1.29986014E-03 
  1.03645148E-03   9.69073563E-04   8.21827142E-04   7.24581101E-04   7.21772850E-04   7.02672620E-04 
  1.80513114E-03   1.37693256E-03   8.80312027E-04   4.92188156E-04   3.73179674E-04   1.84828143E-04 
  1.89323751E-03   1.59641857E-03   1.21540769E-03   8.51401989E-04   7.19868270E-04   5.47154301E-04 
  1.17155085E-02   1.03969600E-02   7.87462434E-03   5.42709518E-03   4.96647596E-03   3.80281027E-03 
  2.07629202E-03   1.68883733E-03   1.14803406E-03   4.72447616E-04   3.04090793E-04   7.80536110E-05 
  1.23928625E-03   1.05381147E-03   7.37292821E-04   4.50100396E-04   3.78891923E-04   2.50874434E-04 
  1.28540885E-04   1.11175187E-04   8.17519411E-05   5.75918032E-05   5.13202633E-05   4.09869384E-05 
  4.79207155E-04   4.79332259E-04   4.64949100E-04   4.48107486E-04   4.42911334E-04   3.95927612E-04 
  1.82949227E-03   1.43395280E-03   8.82914720E-04   2.59779559E-04   1.37129672E-04   2.49763084E-05 
  5.13547440E-03   4.41388558E-03   2.78531604E-03   8.65673281E-04   5.44296807E-04   2.28713248E-04 
  1.47689110E-04   1.20902782E-04   8.24004477E-05   3.64559852E-05   2.63810744E-05   1.32589161E-05 
  2.09535429E-03   1.62121976E-03   9.70821194E-04   3.51175131E-04   2.36239887E-04   1.14747373E-04 
  1.05526128E-03   8.64528928E-04   5.92973332E-04   2.86412689E-04   2.20551152E-04   1.40086853E-04 
  2.90509259E-04   2.27621426E-04   1.33225285E-04   4.59506573E-05   3.20155297E-05   1.73462162E-05 
  2.00879644E-03   1.62245456E-03   1.12791787E-03   5.45524192E-04   3.93483047E-04   1.73348341E-04 
  1.67979810E-03   1.48326617E-03   1.18965554E-03   8.88574095E-04   7.94526449E-04   7.09612438E-04 
  6.82313775E-03   5.68826325E-03   3.69883779E-03   1.31910958E-03   8.49192533E-04   3.81369896E-04 
  1.23493142E-03   1.17938709E-03   9.11416415E-04   6.88575943E-04   6.41619107E-04   5.30188410E-04 
  4.57797371E-04   3.77101693E-04   2.83842967E-04   1.86155770E-04   1.66581145E-04   1.35357958E-04 
  4.02310728E-02   3.51845731E-02   2.52300738E-02   1.00037521E-02   6.40468324E-03   2.34631112E-03 
  2.49798664E-03   2.01700300E-03   1.28522296E-03   6.46596617E-04   5.59215464E-04   4.00174323E-04 
  5.49106552E-02   5.02363255E-02   3.66755246E-02   1.68765852E-02   1.29661703E-02   8.39214436E-03 
  1.28589605E-03   1.06472828E-03   7.01545831E-04   2.94756424E-04   2.21172597E-04   1.36307082E-04 
  1.62645367E-01   1.66054556E-01   1.25586255E-01   3.21119675E-02   1.66149388E-02   5.75005660E-03 
  6.05271953E-04   5.50840062E-04   5.22120947E-04   4.48568612E-04   4.22417844E-04   3.65258460E-04 
  2.00703663E-04   1.55988360E-04   9.42837957E-05   2.71456651E-05   1.47324095E-05   3.23453471E-06 
  1.68533902E-03   1.29885793E-03   7.77972482E-04   2.17643576E-04   1.15228610E-04   2.35276127E-05 
  3.25222440E-03   2.63697532E-03   1.75993769E-03   8.78327296E-04   6.86892141E-04   4.44214925E-04 
  4.57559930E-05   4.13703641E-05   3.23269517E-05   2.72326428E-05   2.62308620E-05   2.04324011E-05 
  1.50809958E-04   1.47693738E-04   1.23591360E-04   9.11014678E-05   7.68709638E-05   4.85577697E-05 
  1.36918048E-02   1.16776551E-02   8.30956817E-03   4.47970792E-03   3.58153815E-03   2.43166471E-03 
  2.25852560E-02   1.90726196E-02   1.33979440E-02   6.65161845E-03   5.26628666E-03   3.67289747E-03 
  1.16319500E-02   9.01255777E-03   5.37131002E-03   2.21831062E-03   1.75796125E-03   1.23583177E-03 
  1.68019021E-03   1.33390623E-03   8.47895300E-04   3.90584467E-04   3.12132098E-04   2.31824695E-04 
  2.02449006E-04   1.55037380E-04   9.13273280E-05   4.12082675E-05   3.30595854E-05   2.41930093E-05 
  5.83754044E-03   4.74413806E-03   3.13336068E-03   1.49042437E-03   1.18553517E-03   7.29979136E-04 
  1.06517506E-02   8.64132518E-03   5.87325319E-03   2.77630029E-03   2.18661757E-03   1.47341140E-03 
  3.94740017E-02   3.25030221E-02   1.94278939E-02   4.89023973E-03   2.62847266E-03   6.38861585E-04 
  8.56252631E-03   6.93162301E-03   4.50843387E-03   2.10193421E-03   1.68214289E-03   1.18986795E-03 
  1.86987798E-04   1.50912785E-04   1.07893983E-04   5.70387095E-05   4.53454303E-05   2.73694925E-05 
  1.98234886E-03   1.62779439E-03   1.11546836E-03   5.57232333E-04   4.23354655E-04   2.34484900E-04 
  8.01908351E-04   6.34505981E-04   3.92015726E-04   1.28583585E-04   7.93143662E-05   2.97861988E-05 
  2.50595780E-03   2.21385336E-03   1.73656948E-03   1.07435386E-03   9.11829930E-04   5.96646109E-04 
  4.70116681E-03   3.62736513E-03   2.16718537E-03   6.82791174E-04   4.21011916E-04   1.66447904E-04 
  8.81103874E-04   7.25744128E-04   4.92201608E-04   2.36886214E-04   1.86264746E-04   1.21397079E-04 
  1.23782107E-02   1.04756561E-02   7.82408129E-03   4.65623764E-03   3.80211614E-03   2.56276502E-03 
  1.00913362E-04   7.99254721E-05   5.50445495E-05   2.52179367E-05   1.83420556E-05   1.03174696E-05 
  1.51249514E-03   1.36765391E-03   1.16914003E-03   1.01429764E-03   8.77784366E-04   6.53407377E-04 
  1.11777851E-02   8.93162383E-03   5.62912540E-03   2.04429982E-03   1.36880894E-03   6.55551531E-04 
  2.03133227E-02   1.72914468E-02   1.12878164E-02   3.79311888E-03   2.37306000E-03   7.33994352E-04 
  3.63757305E-02   3.03890854E-02   2.01895261E-02   7.50900534E-03   4.90794981E-03   2.11812269E-03 
  8.72148556E-05   7.39576136E-05   5.56686772E-05   3.06132439E-05   2.38962942E-05   1.39469848E-05 
  3.26805507E-04   2.83746539E-04   2.41317849E-04   1.86402993E-04   1.56951493E-04   1.11723998E-04 
  2.56629784E-03   2.20893146E-03   1.55320624E-03   1.04642459E-03   1.00178214E-03   9.41206715E-04 
  5.64741072E-03   4.71919157E-03   3.09413564E-03   1.16448153E-03   7.81877723E-04   3.57619240E-04 
  3.35384067E-04   3.12366252E-04   2.74939581E-04   2.54110490E-04   2.40883203E-04   2.12207007E-04 
  4.54504984E-03   4.33847136E-03   4.07424772E-03   4.07451245E-03   4.04555335E-03   3.66828274E-03 
