rho_a(555)  rho_a(659)  rho_a(865)  rho_a(1375)  rho_a(1610)  rho_a(2250)  
  4.33047562E-03   3.39555237E-03   2.09724093E-03   7.24357157E-04   4.66318432E-04   1.99003166E-04 
  1.20357620E-04   9.35084207E-05   5.82083531E-05   2.24974809E-05   1.48753651E-05   5.70897455E-06 
  1.62710242E-03   1.25728461E-03   7.32458122E-04   2.48550088E-04   1.69577335E-04   8.83217733E-05 
  1.23078230E-02   1.04844761E-02   7.54652141E-03   3.43377217E-03   2.41260717E-03   1.06584509E-03 
  2.35701725E-04   1.77728456E-04   9.91577933E-05   2.63330979E-05   1.49934311E-05   4.75257069E-06 
  4.26773881E-03   3.40724466E-03   2.30213164E-03   9.36479090E-04   6.02442367E-04   2.11742945E-04 
  1.93169023E-03   1.81234928E-03   1.39622048E-03   1.04125949E-03   9.91462134E-04   8.84583324E-04 
  2.18939720E-03   1.75984863E-03   1.14875574E-03   4.54072880E-04   3.15487787E-04   1.71978858E-04 
  1.82658812E-03   1.41083965E-03   9.62667034E-04   4.66348413E-04   3.23006802E-04   1.10480770E-04 
  2.15857126E-02   1.83511140E-02   1.32379144E-02   5.70470219E-03   3.80718847E-03   1.45856121E-03 
  2.07814279E-01   2.32506529E-01   2.47733378E-01   2.38205924E-01   2.31552734E-01   2.04276711E-01 
  6.78937301E-05   5.69408838E-05   4.43576827E-05   2.77149861E-05   2.19738900E-05   1.22021903E-05 
  1.35389319E-02   1.09570561E-02   7.10512107E-03   2.32138217E-03   1.32497191E-03   3.20745973E-04 
  1.88137519E-02   1.78617673E-02   1.54705924E-02   1.26526917E-02   1.18778611E-02   1.00574108E-02 
  5.25171882E-05   5.49743202E-05   5.09222217E-05   5.51512530E-05   5.38378044E-05   4.78442594E-05 
  4.23179290E-04   3.32148359E-04   2.27192912E-04   1.19127696E-04   9.89579264E-05   7.76094570E-05 
  7.06646913E-02   7.16612262E-02   5.88012553E-02   3.71498812E-02   3.23364146E-02   2.53891847E-02 
  1.06678104E-04   8.50243306E-05   5.96430506E-05   3.10143118E-05   2.50880114E-05   1.84339538E-05 
  1.19912731E-04   9.66417657E-05   7.12285383E-05   4.48912103E-05   3.67762276E-05   1.81786436E-05 
  4.43909802E-04   3.52338008E-04   2.36202774E-04   1.17768639E-04   9.03328164E-05   5.47441300E-05 
  2.01397537E-03   1.71813605E-03   1.29869362E-03   8.49355676E-04   7.48430489E-04   5.75629250E-04 
  4.01900654E-02   3.32556389E-02   2.06229108E-02   7.41753220E-03   5.34452128E-03   3.30485180E-03 
  1.06725404E-02   9.28678310E-03   7.35379350E-03   5.28171639E-03   4.87697392E-03   4.16767806E-03 
  2.50999909E-03   2.10234529E-03   1.53614363E-03   9.59430315E-04   8.37021621E-04   6.51637650E-04 
  7.85542303E-04   6.21945071E-04   3.54735734E-04   9.96883370E-05   6.27670623E-05   2.94357700E-05 
  2.30836754E-03   2.10352995E-03   2.01277099E-03   1.96441135E-03   1.93489870E-03   1.93708465E-03 
  9.99677786E-04   8.44023845E-04   5.70279658E-04   2.68914374E-04   2.12019456E-04   1.33051291E-04 
  7.16346074E-04   6.42598254E-04   5.59602093E-04   5.24379972E-04   5.21954151E-04   5.16293642E-04 
  1.37389884E-02   1.10633932E-02   6.88623409E-03   2.28625858E-03   1.41286285E-03   4.52796466E-04 
  3.62418065E-02   3.43197514E-02   2.69187577E-02   1.68087956E-02   1.43551063E-02   1.05396696E-02 
  2.85568156E-02   2.32025172E-02   1.47698781E-02   4.76292486E-03   2.84895205E-03   9.74157769E-04 
  9.21668178E-04   7.25127755E-04   4.72053235E-04   1.62319944E-04   9.33216761E-05   2.28128465E-05 
  9.97111129E-04   8.11249612E-04   5.46791700E-04   2.36621121E-04   1.64481183E-04   6.68949247E-05 
  8.28273797E-02   8.36892247E-02   6.48343485E-02   2.68359414E-02   1.88078137E-02   1.00199460E-02 
  1.39804185E-04   1.36447782E-04   1.28142324E-04   1.14171664E-04   1.06530713E-04   8.23328076E-05 
  3.00960594E-04   2.44855008E-04   1.75846618E-04   9.39667252E-05   7.16736757E-05   3.97700281E-05 
  3.75169168E-04   3.04502242E-04   2.67733650E-04   2.55202013E-04   2.32215882E-04   2.17259867E-04 
  4.91101409E-03   4.13599939E-03   2.86405407E-03   1.22607972E-03   8.50841083E-04   3.62681856E-04 
  2.38909015E-04   1.97395646E-04   1.47613649E-04   1.17331198E-04   1.14848915E-04   1.07978603E-04 
  1.04407550E-02   8.39865502E-03   5.92820175E-03   3.02129554E-03   2.23429328E-03   1.02156692E-03 
  9.07552574E-03   7.88287975E-03   5.37966134E-03   1.81826260E-03   1.06853208E-03   2.92506514E-04 
  1.08068690E-02   9.42951060E-03   6.82302365E-03   3.53942515E-03   2.75276357E-03   1.72143283E-03 
  3.37396914E-03   2.78446388E-03   1.79498652E-03   7.73044226E-04   5.84510544E-04   3.81957391E-04 
  2.42169963E-02   2.34981249E-02   1.94831671E-02   1.38332933E-02   1.25328276E-02   9.30105548E-03 
  1.18810644E-03   1.20734664E-03   1.15091384E-03   1.00973928E-03   8.74555863E-04   6.06449638E-04 
  1.24978007E-03   9.76084378E-04   6.55763582E-04   3.36385356E-04   2.66149777E-04   1.77229729E-04 
  7.19729112E-03   5.70561394E-03   3.58327657E-03   1.23701930E-03   7.76390048E-04   3.14243190E-04 
  2.54630157E-03   1.98355826E-03   1.19723196E-03   4.37429031E-04   3.10029196E-04   1.77709236E-04 
  1.90275320E-02   1.68976060E-02   1.29475273E-02   6.88499035E-03   5.04229759E-03   2.28402291E-03 
  3.08173768E-04   2.83878458E-04   2.36856867E-04   2.22038039E-04   2.19830500E-04   2.05001352E-04 
  6.35157070E-02   5.78288944E-02   4.10268084E-02   1.40475733E-02   8.53537874E-03   2.92560062E-03 
  8.72217057E-04   7.21033628E-04   4.89273935E-04   2.46134638E-04   1.96615015E-04   1.31898827E-04 
  6.08413813E-04   5.85870352E-04   5.26572183E-04   4.81476180E-04   4.63893289E-04   3.91964669E-04 
  7.17069298E-03   6.36992499E-03   4.38856680E-03   1.75857105E-03   1.22431143E-03   5.91720034E-04 
  1.11900897E-03   9.12994165E-04   6.23161730E-04   2.43482537E-04   1.56651348E-04   5.77075665E-05 
  3.51969626E-04   2.66456577E-04   1.66714570E-04   6.25766675E-05   4.03043239E-05   1.57598285E-05 
  1.21633554E-03   1.16434021E-03   9.88280559E-04   6.67591384E-04   5.69426412E-04   3.96881428E-04 
  5.80334821E-02   5.13872858E-02   3.28221764E-02   1.07046029E-02   7.45458343E-03   4.27030870E-03 
  6.30306207E-04   5.39181562E-04   4.12585561E-04   2.29881088E-04   1.70682933E-04   8.52476238E-05 
  1.03684573E-04   8.84153720E-05   7.47054217E-05   5.56980315E-05   5.10781605E-05   4.20120143E-05 
  4.90061435E-03   4.28813653E-03   2.94511331E-03   1.57967771E-03   1.35507096E-03   1.06245529E-03 
  3.34009906E-02   3.23162740E-02   2.63396792E-02   1.69735531E-02   1.46839888E-02   7.75720203E-03 
  1.39115501E-02   1.19815965E-02   8.55094772E-03   5.56176475E-03   5.20710369E-03   4.85245496E-03 
  6.41782728E-04   5.16655414E-04   3.42658727E-04   1.48359206E-04   1.06721047E-04   5.57734024E-05 
  1.44781880E-03   1.10642007E-03   6.29521184E-04   1.71991423E-04   9.86786972E-05   3.12529784E-05 
  2.28333223E-02   1.90833766E-02   1.31729475E-02   5.77421178E-03   4.11921989E-03   1.89869841E-03 
  4.36648644E-03   3.42891770E-03   2.15264251E-03   8.08899532E-04   5.55943330E-04   3.00809666E-04 
  1.28278058E-03   1.06032129E-03   7.33929258E-04   3.51571178E-04   2.71925102E-04   1.77389928E-04 
  1.16715795E-04   9.88851258E-05   7.49561929E-05   5.32089794E-05   4.72112277E-05   3.63172765E-05 
  3.27103393E-03   2.63906628E-03   1.78545309E-03   9.23931738E-04   7.73727559E-04   5.86779890E-04 
  1.24718758E-03   9.98846833E-04   6.29061524E-04   2.58906660E-04   1.83438921E-04   7.64727586E-05 
  1.44111981E-02   1.22595301E-02   9.70334952E-03   5.52273671E-03   4.33280115E-03   2.79345351E-03 
  2.65300155E-02   2.49409573E-02   2.27280698E-02   2.02987474E-02   1.90065254E-02   1.67943884E-02 
  1.15948598E-03   1.42696371E-03   1.66627401E-03   2.06821007E-03   2.14894007E-03   2.04256984E-03 
  4.71679254E-04   4.03133706E-04   2.98975213E-04   1.63813618E-04   1.26734329E-04   5.37821516E-05 
  1.44025303E-02   1.42627859E-02   1.21948700E-02   1.05160589E-02   1.01372678E-02   8.71349370E-03 
  3.45447342E-04   2.69494530E-04   1.68856852E-04   7.59437258E-05   5.89063434E-05   3.85471784E-05 
  1.80084494E-02   1.84774785E-02   2.07908315E-02   2.04991112E-02   1.97389842E-02   1.55991027E-02 
  3.45121504E-03   2.83871800E-03   1.96958499E-03   1.23093607E-03   1.07545233E-03   8.72241815E-04 
  1.08983479E-03   8.63210352E-04   5.95968176E-04   3.14826395E-04   2.51999372E-04   1.78157737E-04 
  1.66447456E-04   1.27794314E-04   8.50032618E-05   4.40260932E-05   3.24018360E-05   1.47416718E-05 
  1.37320817E-02   1.14939025E-02   7.47581476E-03   2.30429611E-03   1.32106535E-03   3.76485391E-04 
  8.00426309E-04   7.52203476E-04   7.05582168E-04   6.46144510E-04   5.54553981E-04   3.99910899E-04 
  8.91409912E-02   9.12826723E-02   7.89130653E-02   3.94084011E-02   2.67492780E-02   9.28121658E-03 
  2.32737709E-03   1.98038803E-03   1.45955889E-03   8.82052440E-04   7.59237779E-04   5.90330421E-04 
  1.57930469E-02   1.31240847E-02   8.34925826E-03   2.29003494E-03   1.13074761E-03   1.53674920E-04 
  2.63882296E-02   2.48329080E-02   1.98903846E-02   1.23850179E-02   1.02319100E-02   6.52231523E-03 
  1.31734228E-03   1.26173263E-03   1.18814524E-03   1.05003084E-03   9.83035682E-04   8.49949981E-04 
  9.53053645E-03   9.63928699E-03   9.00934862E-03   7.82874607E-03   7.31963600E-03   6.86499001E-03 
  1.53775793E-02   1.26259226E-02   8.57112231E-03   4.61583270E-03   4.01914145E-03   3.32388313E-03 
  3.48251525E-04   2.68292684E-04   1.67901988E-04   5.68720184E-05   3.29859500E-05   8.40078416E-06 
  4.02091605E-04   3.15579377E-04   2.10660692E-04   8.88468176E-05   6.17420562E-05   3.27853583E-05 
  5.13999120E-03   4.23177790E-03   3.80509736E-03   2.69773405E-03   2.36550803E-03   1.69948179E-03 
  3.01263688E-03   2.33666756E-03   1.36850346E-03   4.79885725E-04   3.19674587E-04   1.08304850E-04 
  1.47577163E-02   1.29313103E-02   9.56667099E-03   4.75903361E-03   3.50935367E-03   1.64977365E-03 
  1.45492951E-03   1.13791192E-03   7.32444812E-04   2.89006331E-04   1.95036819E-04   8.77132064E-05 
  1.38257743E-01   1.33847673E-01   9.36889236E-02   2.38792378E-02   1.34626057E-02   5.63903110E-03 
  4.67369602E-04   3.54773415E-04   2.35028676E-04   1.18216893E-04   8.50752697E-05   3.36463449E-05 
  5.40097681E-04   6.03495014E-04   6.05573018E-04   6.13990337E-04   6.11815600E-04   5.54520808E-04 
  1.41766150E-04   1.12225376E-04   7.36085628E-05   3.12686261E-05   2.15994440E-05   9.40072504E-06 
  4.11504605E-03   3.23861122E-03   2.14239235E-03   9.32868562E-04   6.52908423E-04   3.13392762E-04 
  5.17896073E-03   4.43315865E-03   3.32703998E-03   1.98948633E-03   1.66284647E-03   1.18463520E-03 
  7.09301999E-04   5.49215388E-04   3.62452213E-04   2.25854810E-04   1.79050158E-04   1.06355452E-04 
  2.04926238E-03   1.78529426E-03   1.43980027E-03   1.03477412E-03   9.00805535E-04   6.16521070E-04 
  2.61052782E-04   2.04835512E-04   1.29360590E-04   4.06491423E-05   2.29214882E-05   5.94136852E-06 
  5.57576543E-04   4.49402006E-04   2.91721109E-04   1.38937116E-04   1.09389593E-04   7.51603899E-05 
  2.96860218E-03   2.53813503E-03   1.91921239E-03   1.23488007E-03   9.99732002E-04   6.72385776E-04 
  1.57040680E-04   1.26465950E-04   9.18073774E-05   5.19802455E-05   4.02424232E-05   1.94197701E-05 
  2.37756357E-04   1.95768066E-04   1.33507977E-04   7.11248499E-05   5.93963931E-05   4.47526890E-05 
  2.51522396E-02   2.57125244E-02   2.44020514E-02   2.27262303E-02   2.16604503E-02   1.83676081E-02 
  1.93911923E-04   1.59735460E-04   1.16670387E-04   7.25218625E-05   6.06588483E-05   4.25661402E-05 
  6.59646783E-03   5.95256815E-03   4.91963385E-03   3.46115455E-03   3.09987535E-03   2.37627922E-03 
  5.19082924E-03   4.18494061E-03   2.91571987E-03   2.12778818E-03   2.07146488E-03   2.03903698E-03 
  1.14506218E-02   9.26273801E-03   6.11518059E-03   2.13104399E-03   1.28574925E-03   3.87342176E-04 
  4.72575560E-04   3.69026447E-04   2.32668236E-04   7.19589819E-05   3.95700944E-05   9.22427726E-06 
  2.91321367E-04   2.38315526E-04   1.68896984E-04   9.04422090E-05   6.90835227E-05   4.09917934E-05 
  2.63821350E-04   2.12548122E-04   1.41646865E-04   5.21358483E-05   3.21220321E-05   1.04383493E-05 
  1.19149304E-03   9.48051084E-04   6.27851410E-04   2.53887062E-04   1.71391995E-04   7.56528700E-05 
  2.70853462E-02   2.34492956E-02   1.73443695E-02   1.01107252E-02   8.75970088E-03   6.25216568E-03 
  3.45738614E-04   2.89812412E-04   2.35853997E-04   1.72961080E-04   1.49839800E-04   1.05513987E-04 
  5.60022007E-04   4.49251411E-04   2.83002423E-04   8.80790415E-05   5.03113913E-05   1.24562052E-05 
  5.52008868E-03   4.50382888E-03   2.93035705E-03   1.13769499E-03   8.14139247E-04   4.66469478E-04 
  2.01299254E-02   1.77804117E-02   1.13003747E-02   3.05596248E-03   1.74142410E-03   6.10241470E-04 
  1.08032683E-02   9.28567183E-03   6.91755321E-03   5.11523380E-03   4.82269359E-03   4.21531739E-03 
  6.86609611E-03   5.77821700E-03   3.98303373E-03   2.20341294E-03   1.90499018E-03   1.61551523E-03 
  1.13812429E-02   9.16312896E-03   5.85632298E-03   2.33228266E-03   1.63185474E-03   7.95713481E-04 
  7.44174874E-03   6.43797992E-03   4.86868637E-03   2.45519216E-03   1.80066963E-03   8.92954858E-04 
  2.81310301E-02   2.86858012E-02   2.75764679E-02   2.38490370E-02   2.28694033E-02   1.86338982E-02 
  2.28219651E-02   1.83778937E-02   1.06969948E-02   2.73607004E-03   1.49796027E-03   3.99204115E-04 
  5.74181274E-03   4.57207084E-03   2.81982692E-03   1.36475339E-03   1.16681704E-03   1.03592055E-03 
  1.90774028E-04   1.68085083E-04   1.38116960E-04   1.23636802E-04   1.25079764E-04   1.24274364E-04 
  2.55964572E-03   2.35975258E-03   1.92522779E-03   1.70471487E-03   1.61039964E-03   1.41755721E-03 
  5.45007590E-02   5.02414599E-02   3.50422841E-02   9.12114826E-03   4.23515373E-03   5.56491587E-04 
  5.85155652E-04   4.40892276E-04   2.69801485E-04   8.56141982E-05   4.91049586E-05   1.51849115E-05 
  8.35430455E-04   6.34507191E-04   3.78091947E-04   1.12906256E-04   6.36453836E-05   1.55089424E-05 
  6.50279750E-05   5.93806962E-05   5.60110883E-05   4.89984777E-05   4.58728075E-05   3.86023480E-05 
  6.70519168E-04   5.17965892E-04   3.35958021E-04   1.35634735E-04   9.14011136E-05   4.13783252E-05 
  7.97836892E-04   6.83147044E-04   5.10400608E-04   3.03003272E-04   2.54533269E-04   1.73874278E-04 
  1.78413021E-02   1.42029254E-02   8.86415488E-03   3.15649796E-03   2.09467145E-03   1.03312416E-03 
  8.06501504E-04   6.36908824E-04   3.79896799E-04   1.31461740E-04   8.53449441E-05   3.66296631E-05 
  4.14899714E-04   3.52212918E-04   2.92042901E-04   2.12314218E-04   1.86865957E-04   1.55389219E-04 
  1.15073499E-02   9.66520040E-03   6.58791440E-03   3.17899734E-03   2.44902212E-03   1.46929796E-03 
  9.64074192E-03   9.41923434E-03   9.73163728E-03   1.01955607E-02   1.01041263E-02   9.42045577E-03 
  3.68389297E-03   3.07644083E-03   2.28262795E-03   1.48262908E-03   1.34892998E-03   1.15024982E-03 
  2.22648291E-03   1.74445899E-03   1.04882665E-03   2.78639168E-04   1.38166168E-04   2.17265268E-05 
  3.06339351E-02   2.55096122E-02   1.65616321E-02   5.28370345E-03   3.07598442E-03   9.74162382E-04 
  1.00801295E-02   8.41368279E-03   6.39092709E-03   4.28585394E-03   3.84454814E-03   3.32309687E-03 
  9.75654950E-03   8.04474616E-03   5.51242843E-03   2.57715103E-03   1.90079913E-03   1.06827244E-03 
  1.90956709E-03   1.49410975E-03   9.30388236E-04   2.85749793E-04   1.58636550E-04   3.75320743E-05 
  4.30716761E-04   3.49313721E-04   2.09674536E-04   5.64019709E-05   3.13383767E-05   8.80360565E-06 
  4.44919292E-04   4.14956127E-04   3.28240312E-04   2.31063014E-04   2.06619939E-04   1.53804802E-04 
  3.16736818E-02   2.71784299E-02   1.90531530E-02   7.98380899E-03   5.61492068E-03   2.72060751E-03 
  8.84053102E-03   7.30636878E-03   4.53541212E-03   1.52718410E-03   1.01160765E-03   4.64046120E-04 
  1.74968444E-03   1.49154202E-03   1.13032773E-03   6.26438237E-04   4.69052689E-04   2.54224324E-04 
  1.05002196E-02   8.60610282E-03   5.21962795E-03   2.00264893E-03   1.56592572E-03   1.10942494E-03 
  2.77290649E-02   2.40987302E-02   1.78755747E-02   8.40314311E-03   5.67973914E-03   2.10426602E-03 
  1.14333864E-04   9.95681100E-05   8.07664228E-05   5.83532856E-05   5.09033925E-05   3.93803059E-05 
  1.20816478E-02   1.38702854E-02   1.40905236E-02   1.56971111E-02   1.54629798E-02   1.35612995E-02 
  1.12505760E-02   1.02342420E-02   7.78222972E-03   5.05790295E-03   4.46383642E-03   3.44593489E-03 
  7.08593984E-02   7.35075364E-02   6.56744837E-02   5.35236177E-02   5.13906428E-02   4.58655028E-02 
  7.23844907E-04   5.92879046E-04   4.52955862E-04   2.51264171E-04   1.98779984E-04   1.36002341E-04 
  1.18971964E-03   9.15752686E-04   5.93187953E-04   2.25805583E-04   1.40038863E-04   4.20313296E-05 
  2.68754895E-03   2.43904369E-03   1.87096116E-03   1.23808305E-03   1.05977842E-03   7.28302848E-04 
  2.58530166E-05   2.55420367E-05   2.79912651E-05   3.16345240E-05   2.99074858E-05   2.36380838E-05 
  1.04137490E-04   8.00015251E-05   5.22726624E-05   2.21878145E-05   1.68959299E-05   1.09691531E-05 
  7.52961852E-04   5.94437603E-04   3.79024971E-04   1.60377230E-04   1.21150768E-04   7.81432452E-05 
  2.99726299E-04   2.63987785E-04   2.00917280E-04   1.49942147E-04   1.40417292E-04   1.11309864E-04 
  3.05222887E-03   2.33482235E-03   1.43326064E-03   5.13218947E-04   3.30388218E-04   1.29688619E-04 
  8.53648996E-03   8.30292955E-03   7.73718079E-03   7.16746492E-03   6.67281205E-03   5.80181621E-03 
  2.00015129E-04   1.77156568E-04   1.29140117E-04   7.46452079E-05   6.39090397E-05   5.20224103E-05 
  3.12966329E-02   2.69529521E-02   1.93815826E-02   1.02555521E-02   8.29853373E-03   5.38478495E-03 
  4.21054010E-04   3.67181054E-04   3.02338070E-04   1.78106214E-04   1.48612797E-04   5.83106210E-05 
  3.97814446E-04   3.23158701E-04   2.18724918E-04   1.13438199E-04   9.09732151E-05   6.17481596E-05 
  2.87608460E-03   2.35499847E-03   1.70595627E-03   9.51658148E-04   7.35041683E-04   3.56366522E-04 
  4.34206968E-03   4.33989376E-03   3.76565986E-03   2.69344514E-03   2.30258911E-03   1.40138029E-03 
  6.18703410E-02   5.94365921E-02   4.38089106E-02   1.83069383E-02   1.38473035E-02   8.79567384E-03 
  1.29968061E-03   1.09018211E-03   7.97868689E-04   4.36405443E-04   3.31230871E-04   1.83532527E-04 
  4.06602810E-03   3.17446551E-03   2.23283133E-03   1.60936840E-03   1.35852953E-03   1.08615823E-03 
  8.68494118E-04   6.96011342E-04   4.50005893E-04   1.58175805E-04   9.42818205E-05   2.66204235E-05 
  1.12697918E-04   8.89847014E-05   6.03362687E-05   2.79186425E-05   2.07783991E-05   1.20996295E-05 
  4.16308724E-04   3.26351662E-04   2.06021078E-04   7.57245781E-05   4.99682186E-05   2.34293079E-05 
  5.25814498E-03   4.20302235E-03   2.67868552E-03   8.19833909E-04   4.44655533E-04   9.30078217E-05 
  9.01541472E-03   7.85761186E-03   5.20808651E-03   2.52328425E-03   2.14314963E-03   1.58689644E-03 
  1.06833821E-02   9.57580145E-03   7.97045113E-03   4.83094138E-03   3.80452020E-03   2.26528689E-03 
  3.51022682E-04   3.04392610E-04   2.17759028E-04   1.34730839E-04   1.17714993E-04   8.75939762E-05 
  7.43710303E-03   5.68528932E-03   3.27955310E-03   1.24172728E-03   8.80161410E-04   4.23388010E-04 
  2.06453149E-04   2.35560577E-04   2.41054743E-04   2.67984473E-04   2.71456013E-04   2.45362580E-04 
  4.53247165E-04   3.30660606E-04   1.98715074E-04   9.33730964E-05   6.72899475E-05   2.73459467E-05 
