R_toa(555)  R_toa(659)  R_toa(865)  R_toa(1375)  R_toa(1610)  R_toa(2250)  
  2.09260627E-02   1.36384630E-02   7.10218211E-03   1.06641035E-04   2.75565530E-03   1.79010561E-03 
  2.30200650E-02   8.34075189E-03   2.47046513E-03   1.09979017E-04   2.07287833E-04   6.04149125E-05 
  2.05923465E-02   8.88506652E-03   2.93432614E-03   1.17832507E-04   2.52374598E-04   7.68109744E-05 
  1.68251698E-02   6.16219226E-03   1.91525548E-03   9.31641642E-05   2.49532705E-04   1.27946920E-04 
  1.84770655E-02   7.33573899E-03   2.37325420E-03   1.05514576E-04   3.68565427E-04   1.90137586E-04 
  2.11940273E-02   8.39090649E-03   3.02500264E-03   9.20644470E-05   3.04232375E-04   6.28655593E-05 
  1.56031336E-02   8.83483685E-03   5.01999080E-03   1.00026501E-04   2.25137904E-03   1.34731276E-03 
  1.61214601E-02   6.67094844E-03   2.41900228E-03   9.96583340E-05   6.88318714E-04   5.05637807E-04 
  2.85740603E-02   2.23210560E-02   1.46595627E-02   5.70384685E-05   1.57733338E-03   1.86575490E-04 
  1.33605821E-02   5.87228228E-03   1.97938077E-03   9.83674213E-05   1.87651759E-04   5.96629141E-05 
  1.49720706E-02   7.10470638E-03   2.47077160E-03   1.22310724E-04   2.14147033E-04   5.81023503E-05 
  2.31862436E-02   1.12215395E-02   4.65546607E-03   1.33070341E-04   9.06730437E-04   4.05494450E-04 
  2.68625356E-02   1.45522508E-02   7.76097860E-03   1.21722560E-04   2.03709668E-03   1.03331297E-03 
  1.46192251E-02   5.52217588E-03   1.84460072E-03   7.07950417E-05   2.50481181E-04   1.22307320E-04 
  1.98910057E-02   8.45971952E-03   2.65548769E-03   1.12743467E-04   2.61845882E-04   6.98089294E-05 
  2.92485202E-02   1.39271683E-02   2.78684716E-03   1.12840104E-04   1.83142688E-04   5.13634935E-05 
  1.37447769E-02   7.05702138E-03   3.55719945E-03   6.50136338E-05   1.50906170E-03   1.08634200E-03 
  1.85954742E-02   8.79624981E-03   3.51459925E-03   7.89563864E-05   6.87861850E-04   3.44856872E-04 
  3.60540675E-02   2.05990319E-02   4.99725308E-03   1.11459081E-04   1.24871602E-03   8.10232893E-04 
  2.26334087E-02   1.19390685E-02   5.86609037E-03   1.19240140E-04   1.35200481E-03   6.13426483E-04 
  2.05981740E-02   7.71397836E-03   2.29498791E-03   9.93754638E-05   2.11707851E-04   6.62253715E-05 
  2.22765207E-02   1.24538400E-02   7.03819579E-03   5.91266698E-05   2.49737818E-03   1.58806369E-03 
  2.16956812E-02   8.14144640E-03   2.23991345E-03   1.08244134E-04   2.29900743E-04   8.99921945E-05 
  4.19023509E-02   2.57023577E-02   1.46517762E-02   1.25899806E-04   2.77769899E-03   1.09610855E-03 
  1.15644957E-02   5.57843957E-03   2.01316292E-03   8.79472041E-05   2.09137864E-04   5.90451449E-05 
  2.40292127E-02   9.73315618E-03   3.16548189E-03   1.36549065E-04   2.73461223E-04   7.48576761E-05 
  1.47932429E-02   6.49666578E-03   2.15526614E-03   1.09979594E-04   1.77027911E-04   4.58272826E-05 
  2.82818262E-02   1.56063700E-02   6.70997929E-03   1.99154260E-04   1.01245189E-03   2.94642101E-04 
  2.63911387E-02   1.37431083E-02   7.09056149E-03   6.85683719E-05   2.23879991E-03   1.25879413E-03 
  3.28108462E-02   1.69685093E-02   6.95832677E-03   1.11121164E-04   1.50943402E-03   5.18413041E-04 
  1.66195473E-02   7.40890173E-03   2.50417722E-03   1.16944661E-04   2.10153500E-04   5.48648250E-05 
  2.07840089E-02   6.94718771E-03   1.73649509E-03   7.72712235E-05   1.35428037E-04   3.66582790E-05 
  2.21958216E-02   9.54635788E-03   3.25085228E-03   1.39856592E-04   3.16202856E-04   1.16035199E-04 
  3.03630360E-02   1.41428656E-02   5.33869261E-03   1.69322634E-04   7.81172810E-04   2.69929652E-04 
  1.90499406E-02   9.53359507E-03   2.85722441E-03   1.33443776E-04   2.49514348E-04   7.16075525E-05 
  2.29832094E-02   8.01020166E-03   1.99799810E-03   7.80601040E-05   2.17607651E-04   1.04690228E-04 
  3.76807716E-02   2.82054607E-02   1.84567551E-02   1.36276283E-04   7.88464280E-03   3.99401798E-03 
  2.39265514E-02   2.65630843E-02   6.24569349E-03   5.50729731E-05   1.22536013E-04   3.03129646E-05 
  1.74216977E-02   9.09446223E-03   3.34636520E-03   1.08463456E-04   3.25738404E-04   6.76425388E-05 
  1.97232917E-02   8.84598665E-03   4.02641081E-03   7.24655453E-05   1.36983385E-03   1.17009806E-03 
  2.95952270E-02   1.85796422E-02   1.05439999E-02   1.22126670E-04   2.58697128E-03   1.21633407E-03 
  1.89338565E-02   1.09820083E-02   5.20486750E-03   7.06367713E-05   5.95208498E-04   1.37142697E-04 
  1.93820013E-02   1.11869050E-02   5.52670012E-03   6.61193559E-05   1.00868913E-03   5.13950042E-04 
  1.28810730E-02   6.18241454E-03   2.18576708E-03   8.86044088E-05   1.81348404E-04   4.83257380E-05 
  2.12492597E-02   9.56342355E-03   3.14475517E-03   1.34880537E-04   4.53341915E-04   2.19801688E-04 
  1.11052288E-02   5.00664587E-03   1.80524688E-03   6.18788465E-05   1.66530661E-04   3.76116182E-05 
  1.78774728E-02   1.14962963E-02   6.75071566E-03   5.54565216E-05   1.46706594E-03   5.60796758E-04 
  6.37343076E-02   5.38559184E-02   3.90993743E-02   7.62688929E-05   6.90754518E-03   2.07369973E-03 
  2.39100938E-02   1.17599557E-02   5.61824303E-03   1.03923478E-04   1.38530920E-03   6.19606214E-04 
  1.65352756E-02   7.41234245E-03   2.42097183E-03   1.17199813E-04   2.18722733E-04   6.21689958E-05 
  3.46826528E-02   2.19942924E-02   1.23841406E-02   8.12185119E-05   2.84672970E-03   1.63453015E-03 
  3.33092936E-02   2.09207152E-02   1.34392480E-02   1.53579724E-04   5.71787774E-03   3.43792229E-03 
  3.73804324E-02   2.57810476E-02   1.57103287E-02   1.01372458E-04   4.30805056E-03   2.43710191E-03 
  2.26068455E-02   7.23184055E-03   1.78357991E-03   8.07938075E-05   1.89326639E-04   8.94800679E-05 
  3.68095419E-02   1.53525064E-02   2.98766321E-03   1.03645329E-04   2.20679623E-04   5.90598096E-05 
  2.30111521E-02   1.20868031E-02   4.77909617E-03   1.22693530E-04   8.43313175E-04   2.92951713E-04 
  1.51813016E-02   6.50189222E-03   2.18662745E-03   1.06659228E-04   2.69606005E-04   1.02776409E-04 
  2.35117698E-02   1.19752413E-02   5.24321591E-03   1.12705809E-04   8.28737807E-04   2.34931342E-04 
  2.84479301E-02   1.31058948E-02   4.62854163E-03   1.81516237E-04   3.87594715E-04   9.63774302E-05 
  2.00401088E-02   9.00619982E-03   4.13033315E-03   8.25772215E-05   1.96111518E-03   1.33019125E-03 
  2.15982802E-02   7.62881098E-03   2.47792147E-03   9.81710459E-05   6.15649518E-04   4.07118985E-04 
  5.52963787E-02   4.05464602E-02   2.17439519E-02   1.52225600E-04   1.67476041E-03   4.89281777E-04 
  1.43603123E-02   5.53954727E-03   1.70301062E-03   6.90269019E-05   2.26373834E-04   1.21398465E-04 
  1.80840331E-02   8.42794936E-03   4.14446720E-03   1.00617913E-04   1.67118776E-03   1.04749344E-03 
  3.15415634E-02   1.42407690E-02   5.74351592E-03   1.57322541E-04   9.25301673E-04   3.61324953E-04 
  2.49730963E-02   9.68848368E-03   3.05555325E-03   1.09341512E-04   3.68403000E-04   1.35507476E-04 
  2.07488314E-02   9.03018828E-03   4.67704608E-03   1.01041356E-04   2.56653362E-03   1.89528295E-03 
  2.96683594E-02   2.05479980E-02   1.26082721E-02   8.14754126E-05   3.57211724E-03   2.02816525E-03 
  2.85725961E-02   1.85946468E-02   1.07357358E-02   7.48921300E-05   3.16567804E-03   1.93701906E-03 
  1.27132095E-02   8.46717948E-03   5.66587613E-03   5.31513967E-05   3.02650944E-03   2.04679778E-03 
  4.08876682E-02   1.87844033E-02   3.54141999E-03   1.35844646E-04   2.30041497E-04   5.80251791E-05 
  2.48059033E-02   9.85169315E-03   3.36771808E-03   1.17130199E-04   4.00147989E-04   1.51577750E-04 
  2.31214006E-02   1.11228726E-02   4.21429733E-03   1.02048535E-04   8.98426570E-04   4.73795101E-04 
  2.14658546E-02   1.20541523E-02   3.31960065E-03   5.82933216E-05   8.70598737E-04   6.34766849E-04 
  3.65046527E-02   1.99385345E-02   7.83425211E-03   1.58952407E-04   1.46265980E-03   6.39237623E-04 
  2.82254257E-02   1.16087569E-02   3.58983485E-03   1.12979365E-04   3.07487640E-04   6.09711195E-05 
  2.43885305E-02   1.43544371E-02   7.11493770E-03   1.21867189E-04   1.60077950E-03   9.91652804E-04 
  2.06069637E-02   8.69292783E-03   3.23067829E-03   7.84137465E-05   9.85591390E-04   5.75790667E-04 
  3.38759292E-02   1.27538432E-02   4.17996374E-03   1.13144062E-04   1.23412631E-03   6.33237337E-04 
  1.72669703E-02   8.57343601E-03   3.52227889E-03   5.71869453E-05   6.83301908E-04   3.38817682E-04 
  1.93688754E-02   7.12128588E-03   1.69491676E-03   7.24496122E-05   1.21789444E-04   3.05197629E-05 
  1.78212060E-02   6.62023606E-03   1.96982178E-03   9.34869808E-05   1.80707639E-04   5.46606136E-05 
  1.55163040E-02   1.06886379E-02   6.84174519E-03   5.27136006E-05   1.54705786E-03   5.05890662E-04 
  2.87332705E-02   1.12942738E-02   2.44431461E-03   7.31048764E-05   4.28702963E-04   2.59880641E-04 
  3.29692269E-02   2.57533996E-02   4.88052770E-03   7.14330720E-05   3.08214376E-04   1.30591105E-04 
  1.74662645E-02   7.47037955E-03   2.63994317E-03   1.02433906E-04   2.68434996E-04   6.91582772E-05 
  5.35269679E-02   4.80468345E-02   3.70427395E-02   9.16210971E-05   7.19321432E-03   2.88175876E-03 
  2.62110652E-02   9.62637869E-03   2.91272873E-03   1.31455970E-04   2.49329944E-04   7.63075988E-05 
  3.92299191E-02   2.66586477E-02   1.42523316E-02   1.59794554E-04   1.94323117E-03   3.88867400E-04 
  2.36184622E-02   1.32217770E-02   6.32224892E-03   1.22931947E-04   8.08817754E-04   1.87684223E-04 
  3.81432112E-02   1.90127856E-02   9.96357897E-03   9.69229611E-05   3.96927208E-03   2.95460596E-03 
  2.70180979E-02   1.42055760E-02   7.73120116E-03   1.07319381E-04   2.12537211E-03   9.22440963E-04 
  3.61411310E-02   2.50490309E-02   9.64440418E-03   6.03013091E-05   9.49219878E-04   2.76624853E-04 
  1.38228196E-02   8.13588508E-03   4.87380509E-03   5.79764509E-05   1.89820664E-03   1.20455220E-03 
  1.31776283E-02   4.67450349E-03   1.41351936E-03   6.39768340E-05   1.10322978E-04   2.75714024E-05 
  3.44731126E-02   1.86041603E-02   6.18819246E-03   9.75809635E-05   1.37066712E-03   4.83152519E-04 
  1.42137692E-02   5.61259842E-03   1.68513599E-03   6.38115671E-05   2.26792001E-04   1.13031453E-04 
  7.69586836E-03   3.87388316E-03   1.30478350E-03   5.39113761E-05   1.31109312E-04   4.87696166E-05 
  1.87593921E-02   9.44629078E-03   4.27937412E-03   9.95878887E-05   5.21848011E-04   1.09218451E-04 
  4.60788061E-02   2.82208467E-02   1.58237035E-02   1.25392236E-04   2.10439396E-03   5.93738851E-04 
  1.72896673E-02   8.15556198E-03   3.32189387E-03   1.03759210E-04   4.09498074E-04   1.23897772E-04 
  3.27698009E-02   2.01586770E-02   1.15057862E-02   6.20647594E-05   2.37780265E-03   1.21585970E-03 
  2.22357599E-02   8.55491323E-03   1.72562081E-03   5.68635225E-05   1.22656525E-04   3.31771397E-05 
  1.12562834E-02   6.03347551E-03   3.40524765E-03   6.85919636E-05   1.77767281E-03   1.29520070E-03 
  2.53481649E-02   1.02436360E-02   3.03165018E-03   1.03191168E-04   3.35408681E-04   1.10082539E-04 
  6.97091122E-02   5.68920562E-02   3.87922041E-02   1.33456986E-04   7.77289391E-03   4.34166079E-03 
  2.02515075E-02   8.11291634E-03   2.69012721E-03   9.28247513E-05   2.31517742E-04   6.31819144E-05 
  3.68254481E-02   1.65001850E-02   7.66735200E-03   1.05877861E-04   2.99091941E-03   2.24294888E-03 
  1.67089112E-02   8.14841709E-03   3.71421427E-03   9.12435993E-05   1.02926158E-03   6.69488249E-04 
  3.17895329E-02   1.42649702E-02   2.75057150E-03   1.12916250E-04   1.86950722E-04   5.28599470E-05 
  3.29762740E-02   2.21727035E-02   1.36352464E-02   1.22213924E-04   2.97910255E-03   1.14599879E-03 
  5.46364394E-02   4.35839862E-02   3.14464088E-02   7.06540759E-05   1.52017180E-02   1.16521568E-02 
  1.37977824E-02   7.44668857E-03   3.41613706E-03   8.15006098E-05   6.29556012E-04   3.00295876E-04 
  2.01612353E-02   7.67576189E-03   2.36704829E-03   1.05491281E-04   3.30811584E-04   1.72189311E-04 
  1.77720209E-02   7.67086563E-03   2.77874578E-03   1.03742867E-04   4.49880930E-04   2.29955210E-04 
  2.68992278E-02   1.24573384E-02   5.41959984E-03   1.08354885E-04   9.12877881E-04   3.99842304E-04 
  2.35172168E-02   1.46193754E-02   1.18626541E-02   8.89922887E-05   8.65559673E-03   6.06603083E-03 
  1.90248333E-02   7.68831878E-03   2.41744204E-03   1.05461824E-04   2.12028287E-04   6.10406477E-05 
  2.44734328E-02   8.79682252E-03   2.22139025E-03   9.59332091E-05   2.77500865E-04   1.45706513E-04 
  2.20649633E-02   1.33979906E-02   4.61059158E-03   9.42537940E-05   1.40132869E-03   9.10113526E-04 
  3.00467484E-02   1.68239777E-02   9.02397011E-03   1.27538266E-04   2.07445359E-03   9.84383193E-04 
  2.05101601E-02   9.55564187E-03   3.80220766E-03   9.19042593E-05   5.89887114E-04   1.89633550E-04 
  1.85975223E-02   8.70225740E-03   4.45662060E-03   9.74180740E-05   2.91562924E-03   2.59319121E-03 
  3.92573295E-02   2.88832276E-02   2.15594734E-02   1.35521091E-04   1.27217501E-02   6.75426232E-03 
  1.79120992E-02   1.22486652E-02   9.62575045E-03   6.80644761E-05   7.54031925E-03   5.62640945E-03 
  2.94024074E-02   1.51940410E-02   8.05788500E-03   9.33809542E-05   2.42812278E-03   1.50686803E-03 
  1.87628630E-02   9.52177306E-03   4.41593740E-03   1.09500401E-04   8.71723305E-04   3.32907342E-04 
  2.14109528E-02   8.32304945E-03   2.61867690E-03   1.10627742E-04   2.07876018E-04   5.30983276E-05 
  1.42266698E-02   6.42241670E-03   1.68936611E-03   7.54845716E-05   1.32851950E-04   4.19305670E-05 
  2.46270975E-02   1.11972062E-02   2.60930869E-03   8.96313982E-05   5.39641749E-04   3.72571553E-04 
  1.61706149E-02   7.93415843E-03   3.02218647E-03   1.25985282E-04   3.32061358E-04   9.22881065E-05 
  3.34438236E-02   2.39354083E-02   1.26410003E-02   7.16073393E-05   1.49951698E-03   5.53107267E-04 
  1.30760528E-02   6.01756908E-03   2.21339819E-03   7.86048525E-05   2.77282255E-04   9.76420456E-05 
  2.06402822E-02   1.11060445E-02   4.60572453E-03   1.32611251E-04   6.85332455E-04   3.04819165E-04 
  1.87240614E-02   7.69693132E-03   2.43729118E-03   1.10105930E-04   1.97629342E-04   5.29280576E-05 
  1.29679935E-02   5.17190924E-03   1.74370168E-03   7.48577463E-05   2.19746041E-04   1.02895831E-04 
  4.69983416E-02   3.16232377E-02   1.79304593E-02   1.00505175E-04   3.30057499E-03   9.88892393E-04 
  2.16518591E-02   1.22040991E-02   6.52798069E-03   1.18643485E-04   3.55306358E-03   2.56415106E-03 
  1.89671119E-02   7.05035893E-03   2.11213264E-03   1.07613303E-04   1.70835845E-04   4.41604315E-05 
  4.54071155E-02   3.25418603E-02   1.03504942E-02   8.43222281E-05   7.74026292E-03   7.07409960E-03 
  3.93290455E-02   2.83518967E-02   1.66254269E-02   9.41458455E-05   1.61597920E-03   2.32268839E-04 
  2.68606828E-02   2.49193332E-02   6.20446054E-03   9.93542913E-05   2.30193146E-04   6.46652298E-05 
  2.01932518E-02   9.61557536E-03   3.89035750E-03   1.06268341E-04   5.35137620E-04   1.71123656E-04 
  1.44934992E-02   6.29191429E-03   1.91425810E-03   9.80570027E-05   1.80695759E-04   6.39054228E-05 
  2.75726460E-02   9.93650970E-03   2.37876641E-03   8.98596606E-05   1.82494796E-04   4.59348338E-05 
  2.34918321E-02   9.39324437E-03   3.77258832E-03   1.00315845E-04   1.51821679E-03   1.11459435E-03 
  3.50687326E-02   1.65411949E-02   3.18853251E-03   1.16570327E-04   2.22835422E-04   5.70214326E-05 
  2.18606823E-02   1.02736328E-02   4.16378110E-03   1.06952550E-04   5.96499313E-04   2.36789989E-04 
  1.65923005E-02   7.71298279E-03   3.42971144E-03   7.36797590E-05   1.13380745E-03   7.13722685E-04 
  1.65098510E-02   7.40368565E-03   2.53718049E-03   1.13094087E-04   4.37004930E-04   2.36589559E-04 
  3.13349345E-02   2.14216308E-02   1.23971249E-02   6.76853718E-05   2.89595466E-03   1.48687480E-03 
  3.01723925E-02   1.67158940E-02   8.38487532E-03   1.34924763E-04   1.73774918E-03   8.65141870E-04 
  1.75188220E-02   6.09058924E-03   1.57498832E-03   6.69896277E-05   1.20276397E-04   3.07774112E-05 
  1.93283972E-02   8.03086525E-03   2.81620329E-03   9.44590906E-05   4.42478044E-04   1.95861340E-04 
  3.33035525E-02   1.75070228E-02   5.34904960E-03   1.86420200E-04   4.04249363E-04   9.79814469E-05 
  1.24971903E-02   5.19568388E-03   1.71517671E-03   8.04159933E-05   1.69043741E-04   5.07175952E-05 
  2.31870472E-02   1.43166069E-02   9.38769638E-03   1.13814125E-04   3.95093280E-03   2.14611721E-03 
  2.53364637E-02   1.13534058E-02   4.32388078E-03   1.31456389E-04   4.68377114E-04   1.28955964E-04 
  1.22251463E-02   4.78687480E-03   1.61666935E-03   6.64648448E-05   1.85032073E-04   7.75291423E-05 
  2.21964588E-02   1.00251416E-02   3.35420988E-03   1.34283091E-04   3.56318792E-04   1.20040003E-04 
  2.71755876E-02   1.22955249E-02   2.76517115E-03   6.51136534E-05   4.56362164E-04   2.59949989E-04 
  1.38150734E-02   6.22841756E-03   2.37009260E-03   7.43360410E-05   2.51752240E-04   7.01735114E-05 
  4.42395050E-02   2.90432604E-02   8.27861691E-03   1.16203392E-04   1.56490375E-03   7.95053761E-04 
  3.03818271E-02   1.43245307E-02   3.59760765E-03   1.40326537E-04   2.60559652E-04   6.63405759E-05 
  2.19471348E-02   1.07027615E-02   4.78470334E-03   9.39644307E-05   8.28427213E-04   3.59744661E-04 
  2.00468760E-02   9.58618484E-03   2.65640856E-03   6.85099144E-05   4.51630298E-04   1.60589684E-04 
  1.55831569E-02   9.80948006E-03   5.59650217E-03   4.71681784E-05   7.07599491E-04   1.42376649E-04 
  2.37279531E-02   1.73959438E-02   1.18011215E-02   7.04016005E-05   2.70915929E-03   1.00747342E-03 
  1.88287325E-02   8.52570159E-03   2.54890488E-03   8.42209684E-05   2.41224169E-04   5.70943391E-05 
  1.57828312E-02   6.60048458E-03   2.04015574E-03   6.95203906E-05   2.35436302E-04   8.44607344E-05 
  1.73623794E-02   7.88822036E-03   2.14297194E-03   9.88862786E-05   1.74372540E-04   5.15141474E-05 
  2.07571992E-02   1.01816722E-02   3.74592941E-03   1.48535031E-04   4.37245208E-04   1.28827262E-04 
  2.17761213E-02   8.37803167E-03   2.77350694E-03   9.24501315E-05   9.34341501E-04   7.14477597E-04 
  6.01100235E-02   4.74733843E-02   2.59809497E-02   1.15263722E-04   1.28932312E-02   9.16932248E-03 
  1.38469660E-02   7.88155757E-03   3.94645351E-03   7.88456309E-05   8.80038227E-04   4.18299407E-04 
  2.80415650E-02   1.42291577E-02   6.22733444E-03   8.97277963E-05   1.73666031E-03   8.25300738E-04 
  1.98978016E-02   9.34516030E-03   3.20949545E-03   1.37025496E-04   2.81777526E-04   8.19570376E-05 
  1.62054627E-02   7.88097890E-03   2.84540648E-03   7.59646625E-05   3.91935253E-04   1.23640391E-04 
  2.09619103E-02   1.08435550E-02   4.99313868E-03   7.09392761E-05   1.40454066E-03   9.47298612E-04 
  2.56266032E-02   1.09404010E-02   2.70571145E-03   9.02455297E-05   2.41667890E-04   9.66141759E-05 
  5.27212153E-02   4.19306213E-02   2.63727005E-02   1.00710868E-04   3.68385801E-03   1.63870008E-03 
  2.35107120E-02   1.47824711E-02   7.52592136E-03   7.19478153E-05   1.04496093E-03   4.08482591E-04 
  1.51287208E-02   7.55434668E-03   3.17246225E-03   8.43105870E-05   4.66106813E-04   1.35286858E-04 
  2.04218342E-02   1.05743068E-02   4.68287941E-03   1.38892504E-04   8.15735384E-04   2.97227256E-04 
  3.69026983E-02   2.15243183E-02   1.14942015E-02   1.63739743E-04   1.90746315E-03   4.94425359E-04 
  2.64040136E-02   1.24532557E-02   2.84043321E-03   1.09539533E-04   2.60317780E-04   8.60932117E-05 
  3.81396050E-02   3.05708286E-02   5.38900278E-03   8.96088915E-05   3.16869742E-04   1.12100738E-04 
  3.44202369E-02   2.17993112E-02   1.35623289E-02   1.01619543E-04   4.23795787E-03   2.12021072E-03 
  3.89984786E-02   2.00573818E-02   6.58227408E-03   1.60117917E-04   1.20938043E-03   6.28654980E-04 
  3.31090515E-02   2.08544062E-02   1.12523181E-02   1.40004692E-04   1.37721413E-03   2.92784340E-04 
  1.73015693E-02   7.20665077E-03   2.36283818E-03   1.06517734E-04   2.09933070E-04   7.01825045E-05 
  3.55717220E-02   1.17656226E-02   2.52746198E-03   1.10187577E-04   1.75768098E-04   4.33051092E-05 
  4.79454050E-02   3.15989468E-02   1.83262536E-02   7.62639764E-05   3.46106364E-03   1.26238780E-03 
  2.78078615E-02   1.81776093E-02   1.05553864E-02   7.66404012E-05   3.03670255E-03   1.82236153E-03 
  2.44018335E-02   1.25809357E-02   2.42992797E-03   8.93554791E-05   1.49623768E-04   4.09379895E-05 
  2.45044497E-02   1.39642165E-02   6.30192606E-03   8.91371709E-05   7.39276269E-04   1.64473154E-04 
  1.91773886E-02   1.27967860E-02   5.84322370E-03   7.64295589E-05   2.14197199E-03   1.28961749E-03 
  2.89571673E-02   1.30227136E-02   5.08570953E-03   1.50594121E-04   6.38240517E-04   2.29070543E-04 
  3.63186770E-02   1.80806695E-02   3.83552301E-03   9.41878334E-05   3.77915061E-04   1.08239211E-04 
  8.04174857E-03   3.70284936E-03   1.27554178E-03   5.58906231E-05   1.03663834E-04   2.67106477E-05 
  2.24837450E-02   1.10656740E-02   2.31411822E-03   8.53178160E-05   1.75598312E-04   5.47776926E-05 
  1.90645105E-02   8.26264794E-03   1.84809513E-03   5.44229913E-05   1.71463323E-04   5.44768645E-05 
  2.07175561E-02   8.41325161E-03   3.11416165E-03   8.98865255E-05   1.32249667E-03   1.01856926E-03 
  1.52084790E-02   6.72535424E-03   2.41084676E-03   9.18396884E-05   3.25587434E-04   1.52716797E-04 
  2.29940643E-02   8.51908033E-03   2.74171993E-03   8.54475310E-05   5.15775382E-04   2.70683003E-04 
  2.69878182E-02   1.46671491E-02   3.10457953E-03   1.06648794E-04   1.98239384E-04   5.78222493E-05 
  2.56230335E-02   1.22484239E-02   5.46615149E-03   1.02996955E-04   2.38665954E-03   1.72070501E-03 
  2.73758232E-02   1.49539066E-02   6.63780689E-03   1.64784679E-04   1.50874198E-03   6.07571173E-04 
  4.11269867E-02   3.61668575E-02   2.55915483E-02   6.02400686E-05   1.12006381E-02   8.38100052E-03 
  4.39570597E-02   3.53449013E-02   2.43150155E-02   7.02654019E-05   3.63215464E-03   7.25860130E-04 
  2.08903828E-02   9.53582384E-03   3.55224347E-03   1.22170740E-04   4.72704166E-04   2.14996520E-04 
  1.66216025E-02   7.27979150E-03   2.06084630E-03   8.36410623E-05   2.01234570E-04   6.97383451E-05 
  1.11047383E-02   5.25548570E-03   1.92878218E-03   6.98875924E-05   3.09062971E-04   1.73452009E-04 
  2.09307929E-02   9.12026583E-03   2.54307251E-03   8.53924087E-05   2.10717999E-04   5.48960519E-05 
  2.47517224E-02   1.32251099E-02   5.25483266E-03   1.83855622E-04   5.51472768E-04   1.49918666E-04 
  4.63803738E-02   3.21121971E-02   1.57423682E-02   1.60453357E-04   4.73015605E-03   2.74827136E-03 
  1.79235762E-02   9.00189511E-03   4.29113724E-03   6.88082872E-05   1.17805437E-03   8.26919889E-04 
  1.91406083E-02   7.85865612E-03   2.69567594E-03   1.18948675E-04   3.46877504E-04   1.26317542E-04 
  2.08887399E-02   1.22993288E-02   7.28505306E-03   8.78721792E-05   2.90395597E-03   2.00306136E-03 
  1.79162838E-02   7.37993449E-03   2.45818293E-03   1.13276084E-04   2.30074801E-04   6.30333775E-05 
  1.80160145E-02   8.32372365E-03   2.28013588E-03   9.80839852E-05   2.02296558E-04   5.72966673E-05 
  5.55684329E-02   4.32256692E-02   9.70227689E-03   1.03524851E-04   9.19628259E-04   1.97006104E-04 
  1.31304012E-02   6.31350785E-03   1.79849826E-03   6.74180485E-05   1.45029610E-04   3.52725893E-05 
  2.07129244E-02   1.32211647E-02   7.81509227E-03   5.49986941E-05   1.63777070E-03   7.14762703E-04 
  2.72585415E-02   1.38142427E-02   5.05592110E-03   1.06761613E-04   1.04431639E-03   4.10521115E-04 
  3.07210985E-02   1.57469173E-02   7.99901165E-03   1.08407896E-04   2.40972948E-03   1.04881218E-03 
  1.50181498E-02   6.73944987E-03   2.28226489E-03   8.19124793E-05   2.56548752E-04   1.04297031E-04 
  2.47202353E-02   1.29149145E-02   5.17295902E-03   1.70477064E-04   4.88178015E-04   1.10444210E-04 
  1.10213544E-02   5.18515023E-03   1.90316297E-03   8.16760320E-05   2.08048465E-04   6.67262434E-05 
  1.85767400E-02   7.24574939E-03   1.87299399E-03   7.18614624E-05   1.50355655E-04   4.46841179E-05 
  3.38732920E-02   1.86384064E-02   4.91108969E-03   1.21063298E-04   5.33160824E-04   1.78400780E-04 
  3.03851131E-02   1.37838617E-02   2.67364551E-03   7.68243836E-05   3.16534257E-04   1.51644984E-04 
  3.20586230E-02   1.96627009E-02   1.09301106E-02   1.41434501E-04   2.40694688E-03   6.52256994E-04 
  1.80176648E-02   7.59671521E-03   2.30808823E-03   1.08003489E-04   1.81956025E-04   4.61933281E-05 
  2.81301929E-02   1.47513120E-02   6.88328571E-03   1.07832923E-04   1.44440499E-03   7.69289905E-04 
  4.38286361E-02   2.18641705E-02   1.16937456E-02   1.02218693E-04   5.92646867E-03   3.98768848E-03 
  1.93696330E-02   7.24841589E-03   1.83130398E-03   7.46037245E-05   1.63418676E-04   5.25042191E-05 
  1.85947348E-02   9.22917275E-03   3.20240015E-03   1.30102439E-04   3.28007593E-04   1.10462507E-04 
  3.13603871E-02   1.84431699E-02   1.42361317E-02   9.41236776E-05   1.26642395E-02   1.04011939E-02 
  2.41210890E-02   1.29869383E-02   5.44405968E-03   1.24756213E-04   4.99739599E-04   1.67275034E-04 
  4.98381841E-02   4.93711522E-02   9.42670851E-03   9.84210299E-05   1.25524589E-03   8.94557221E-04 
  3.70847130E-02   1.87613917E-02   5.72028542E-03   9.36571091E-05   5.40078721E-04   1.84437143E-04 
  2.84020389E-02   9.49365300E-03   2.39140324E-03   1.03079542E-04   1.81858731E-04   4.51177358E-05 
  1.33798972E-02   5.40989446E-03   1.71922471E-03   8.40513914E-05   1.54008452E-04   4.62602981E-05 
  1.94791583E-02   9.40088178E-03   3.85667426E-03   1.18149061E-04   8.16113788E-04   4.69038570E-04 
  3.57380637E-02   2.11269168E-02   1.10622638E-02   7.27559022E-05   1.82679066E-03   7.48861391E-04 
  2.41925167E-02   1.37880877E-02   8.69650521E-03   1.36016826E-04   4.94825753E-03   3.41580379E-03 
  4.25863170E-02   2.97652512E-02   2.09927880E-02   1.13030915E-04   8.27060605E-03   4.31993009E-03 
  2.66342994E-02   1.26713811E-02   3.96293264E-03   1.58913615E-04   3.93184159E-04   1.18618297E-04 
