t(555)  t(659)  t(865)  t(1375)  t(1610)  t(2250)  
  7.30528141E-01   8.02252976E-01   8.84099941E-01   9.56999538E-01   9.69186162E-01   9.80750712E-01 
  8.78451835E-01   9.32813394E-01   9.74679759E-01   9.95404700E-01   9.97426289E-01   9.99196775E-01 
  7.87652498E-01   8.42096968E-01   8.84755576E-01   8.94209736E-01   8.96883527E-01   9.04580859E-01 
  8.98742790E-01   9.45286626E-01   9.79871503E-01   9.96359332E-01   9.97945949E-01   9.99293559E-01 
  8.64255378E-01   9.25675541E-01   9.71574171E-01   9.94089249E-01   9.96465042E-01   9.98499566E-01 
  8.86463165E-01   9.34611287E-01   9.71326671E-01   9.92213129E-01   9.94824015E-01   9.97281880E-01 
  7.93213369E-01   8.56436419E-01   9.10093662E-01   9.59715921E-01   9.69296775E-01   9.79135838E-01 
  6.86335560E-01   7.59988370E-01   8.48644485E-01   9.32076003E-01   9.47218648E-01   9.61995090E-01 
  8.76839032E-01   9.44276342E-01   9.77107890E-01   9.95681327E-01   9.97521510E-01   9.99111552E-01 
  8.23257655E-01   8.96456158E-01   9.51192423E-01   9.87909821E-01   9.91986074E-01   9.95797092E-01 
  5.83718036E-01   6.76344308E-01   7.96797287E-01   9.16836570E-01   9.41619406E-01   9.63982383E-01 
  8.72584556E-01   9.20486132E-01   9.59231441E-01   9.85217154E-01   9.89830830E-01   9.95556071E-01 
  9.04351051E-01   9.44858687E-01   9.77990127E-01   9.95155777E-01   9.97111505E-01   9.98874661E-01 
  8.30255838E-01   9.01400762E-01   9.60537560E-01   9.91611575E-01   9.94946023E-01   9.97774240E-01 
  8.42395413E-01   9.13901343E-01   9.68213341E-01   9.93456785E-01   9.95966506E-01   9.98124520E-01 
  6.34730752E-01   7.25456582E-01   8.32267683E-01   9.39609533E-01   9.57677435E-01   9.59908097E-01 
  8.66549836E-01   9.28932269E-01   9.74189569E-01   9.94879103E-01   9.97640501E-01   9.99671870E-01 
  7.95296672E-01   8.66193676E-01   9.30021921E-01   9.75579948E-01   9.82187802E-01   9.88543030E-01 
  8.74456606E-01   9.25559371E-01   9.67508800E-01   9.90898892E-01   9.93644862E-01   9.78924572E-01 
  9.03291246E-01   9.47213426E-01   9.80530373E-01   9.96328978E-01   9.97889080E-01   9.99027949E-01 
  8.60677550E-01   9.06736461E-01   9.46478150E-01   9.83420269E-01   9.89336483E-01   9.94613937E-01 
  8.10640819E-01   8.72797995E-01   9.28863317E-01   9.68345596E-01   9.75160793E-01   9.82815025E-01 
  7.25869468E-01   7.93231929E-01   8.67659163E-01   9.27911489E-01   9.38245681E-01   9.48466088E-01 
  8.93739114E-01   9.40246877E-01   9.74310415E-01   9.90108108E-01   9.91703865E-01   9.93761701E-01 
  8.69599101E-01   9.30356620E-01   9.74898893E-01   9.95699259E-01   9.97562999E-01   9.99132842E-01 
  9.13490518E-01   9.54160621E-01   9.83345155E-01   9.97083532E-01   9.98388901E-01   9.99511311E-01 
  9.01268159E-01   9.42681317E-01   9.72791343E-01   9.90570610E-01   9.93288256E-01   9.96628508E-01 
  9.03847600E-01   9.47478684E-01   9.80272426E-01   9.96251381E-01   9.97846394E-01   9.99277557E-01 
  8.34198702E-01   8.81261265E-01   9.20987770E-01   9.36811825E-01   9.42177441E-01   9.45262467E-01 
  9.09397208E-01   9.51375847E-01   9.82395042E-01   9.96659218E-01   9.98131751E-01   9.99467824E-01 
  8.24531051E-01   9.01753581E-01   9.63267533E-01   9.94003659E-01   9.96951194E-01   9.99450134E-01 
  9.13534518E-01   9.51947951E-01   9.80251692E-01   9.94179568E-01   9.95729573E-01   9.97344639E-01 
  6.95509279E-01   7.69087750E-01   8.48931973E-01   9.16159025E-01   9.30183256E-01   9.45943677E-01 
  6.20350558E-01   7.03812865E-01   8.06467421E-01   8.99618127E-01   9.17932557E-01   9.38594986E-01 
  8.32879038E-01   8.84798993E-01   9.26797490E-01   9.58951713E-01   9.66838945E-01   9.76073956E-01 
  8.92773419E-01   9.42860031E-01   9.79306555E-01   9.95815016E-01   9.97475487E-01   9.98966279E-01 
  9.04608648E-01   9.47855642E-01   9.80657261E-01   9.96343940E-01   9.97956843E-01   9.99340831E-01 
  8.70983127E-01   9.20472049E-01   9.56414348E-01   9.81029846E-01   9.86107506E-01   9.94031964E-01 
  8.81928567E-01   9.30008858E-01   9.68597944E-01   9.88989366E-01   9.92747784E-01   9.96948199E-01 
  8.67973782E-01   9.18061047E-01   9.56521501E-01   9.79531876E-01   9.85149801E-01   9.92669185E-01 
  8.61935054E-01   9.14356399E-01   9.57847797E-01   9.85736993E-01   9.91178428E-01   9.93465193E-01 
  8.90451658E-01   9.38336881E-01   9.74370174E-01   9.91967590E-01   9.94355088E-01   9.97197062E-01 
  8.66687451E-01   9.21969118E-01   9.65483043E-01   9.88413399E-01   9.92672068E-01   9.96982957E-01 
  8.52725654E-01   9.20117962E-01   9.70887306E-01   9.93637484E-01   9.95979766E-01   9.98008033E-01 
  8.58145590E-01   9.10476161E-01   9.52656114E-01   9.80115035E-01   9.84906959E-01   9.89728823E-01 
  8.69712375E-01   9.24456224E-01   9.67498989E-01   9.91419409E-01   9.94498950E-01   9.97825095E-01 
  7.93223655E-01   8.71785632E-01   9.39309523E-01   9.80667869E-01   9.85702728E-01   9.90352201E-01 
  4.62146923E-01   5.53842649E-01   6.86314084E-01   8.35113129E-01   8.66466400E-01   9.00424434E-01 
  5.60696870E-01   6.50733507E-01   7.53223192E-01   8.60815842E-01   8.81388575E-01   9.05531901E-01 
  8.71901563E-01   9.10119396E-01   9.39300571E-01   9.55056816E-01   9.59332242E-01   9.65518415E-01 
  8.67474330E-01   9.28627734E-01   9.74338922E-01   9.95212017E-01   9.97240195E-01   9.99007226E-01 
  6.67218639E-01   7.60033347E-01   8.61589779E-01   9.31479428E-01   9.50866542E-01   9.77238268E-01 
  8.80559837E-01   9.36617793E-01   9.77343765E-01   9.95998367E-01   9.97753014E-01   9.99247385E-01 
  8.66674308E-01   9.17953818E-01   9.57703390E-01   9.82455244E-01   9.87173874E-01   9.93525521E-01 
  8.42859851E-01   8.86312681E-01   9.26425160E-01   9.51157546E-01   9.55171192E-01   9.62070078E-01 
  9.08259967E-01   9.51047182E-01   9.82651770E-01   9.97006099E-01   9.98338749E-01   9.92404131E-01 
  9.00031778E-01   9.47378416E-01   9.79725505E-01   9.96124076E-01   9.97714699E-01   9.99107551E-01 
  7.32619295E-01   8.08770146E-01   8.88074707E-01   9.64251038E-01   9.78301119E-01   9.90593492E-01 
  8.76633595E-01   9.34531821E-01   9.63248788E-01   9.96145077E-01   9.97840180E-01   9.99282214E-01 
  8.31193614E-01   9.08181317E-01   9.66012303E-01   9.93987116E-01   9.96648705E-01   9.98929675E-01 
  8.92777301E-01   9.39727216E-01   9.75907452E-01   9.94596563E-01   9.96523135E-01   9.98288385E-01 
  9.06138134E-01   9.50410368E-01   9.82491465E-01   9.97518301E-01   9.98479084E-01   9.99613807E-01 
  8.19751432E-01   8.81985909E-01   9.28332327E-01   9.54016728E-01   9.57742771E-01   9.60996529E-01 
  8.53026581E-01   9.02371195E-01   9.41296605E-01   9.70369038E-01   9.74630852E-01   9.80368747E-01 
  9.13125454E-01   9.53350555E-01   9.81360807E-01   9.95727139E-01   9.97121261E-01   9.98464806E-01 
  8.91526832E-01   9.36173135E-01   9.71649237E-01   9.92995314E-01   9.95930341E-01   9.98663292E-01 
  8.17668025E-01   8.69075969E-01   9.03823776E-01   9.66404232E-01   9.74380126E-01   9.82814397E-01 
  8.73176301E-01   9.32679243E-01   9.71761709E-01   9.96656174E-01   9.06714234E-01   9.99721173E-01 
  8.94588009E-01   9.39375848E-01   9.73898937E-01   9.92959904E-01   9.95217763E-01   9.97902818E-01 
  9.00349484E-01   9.45879305E-01   9.79163976E-01   9.95415395E-01   9.97098404E-01   9.98582253E-01 
  4.82806884E-01   5.58124472E-01   6.86922221E-01   8.21745002E-01   8.45603018E-01   8.72225793E-01 
  8.58595542E-01   9.16075776E-01   9.62832135E-01   9.89884084E-01   9.93208382E-01   9.96279501E-01 
  8.67077352E-01   9.13831244E-01   9.56648095E-01   9.85545165E-01   9.89824506E-01   9.93988159E-01 
  9.14657692E-01   9.53904693E-01   9.82469412E-01   9.96656124E-01   9.98095755E-01   9.99351692E-01 
  8.47112512E-01   9.06738082E-01   9.56091995E-01   9.93276589E-01   9.93813400E-01   9.94579182E-01 
  7.54664260E-01   8.27701845E-01   8.86042123E-01   9.11943761E-01   9.15190465E-01   9.20595731E-01 
  6.72701405E-01   7.56494886E-01   8.48798827E-01   9.32416746E-01   9.47410536E-01   9.62103818E-01 
  7.91493191E-01   8.82396254E-01   9.52428052E-01   9.89420137E-01   9.93186503E-01   9.96494266E-01 
  8.50526925E-01   9.16943833E-01   9.68283266E-01   9.92688424E-01   9.95195389E-01   9.96451099E-01 
  8.87544312E-01   9.33213385E-01   9.69587290E-01   9.88490407E-01   9.95211658E-01   9.98207398E-01 
  8.77611522E-01   9.27751967E-01   9.67393770E-01   9.90862408E-01   9.93869955E-01   9.96213478E-01 
  9.11961291E-01   9.52977513E-01   9.83740467E-01   9.97222047E-01   9.98465092E-01   9.99527078E-01 
  8.47557579E-01   8.80246990E-01   8.98978184E-01   9.10243687E-01   9.15869380E-01   9.25369727E-01 
  9.08564872E-01   9.50734639E-01   9.82331892E-01   9.96767569E-01   9.98112049E-01   9.99286401E-01 
  8.83237943E-01   9.38212143E-01   9.78058145E-01   9.95708852E-01   9.97280678E-01   9.99032340E-01 
  8.91937193E-01   9.42534853E-01   9.78113200E-01   9.95724738E-01   9.24572743E-01   9.52970668E-01 
  9.03889543E-01   9.49109708E-01   9.82014950E-01   9.96961552E-01   9.98327179E-01   9.99124355E-01 
  8.64254368E-01   9.16941552E-01   9.61099968E-01   9.87738794E-01   9.90253099E-01   9.95219372E-01 
  6.88044570E-01   7.61455300E-01   8.52163329E-01   9.44099193E-01   9.60949036E-01   9.76513385E-01 
  8.23029695E-01   8.90224037E-01   9.47570416E-01   9.84263401E-01   9.89285047E-01   9.94460053E-01 
  8.54467487E-01   9.19665724E-01   9.69452131E-01   9.93928382E-01   9.96441873E-01   9.98277579E-01 
  8.94814266E-01   9.43642723E-01   9.79403432E-01   9.94282858E-01   9.95848737E-01   9.97372164E-01 
  8.98939582E-01   9.44258943E-01   9.77900407E-01   9.94285361E-01   9.96270532E-01   9.98337378E-01 
  7.92793441E-01   8.56998476E-01   9.20616623E-01   9.66456601E-01   9.74952017E-01   9.84671750E-01 
  8.27956276E-01   8.70940953E-01   9.11515258E-01   9.40560110E-01   9.44812475E-01   9.55441903E-01 
  9.08473244E-01   9.50712854E-01   9.81712712E-01   9.96508254E-01   9.98013900E-01   9.99314838E-01 
  8.74571231E-01   9.32131843E-01   9.76055780E-01   9.96418993E-01   9.98225426E-01   9.95567316E-01 
  9.06625529E-01   9.46905456E-01   9.79030561E-01   9.94899819E-01   9.96698663E-01   9.98474725E-01 
  6.74629124E-01   7.64469893E-01   8.64086056E-01   9.44487132E-01   9.56642305E-01   9.68131677E-01 
  8.63963467E-01   9.06047152E-01   9.49680590E-01   9.81259774E-01   9.86078283E-01   9.91104152E-01 
  6.65922002E-01   7.40310026E-01   8.21789908E-01   8.99005754E-01   9.12979833E-01   9.30275878E-01 
  9.04804448E-01   9.49299684E-01   9.82128571E-01   9.95892393E-01   9.97301892E-01   9.99242981E-01 
  6.65624856E-01   7.43729385E-01   8.32378930E-01   9.13438022E-01   9.28490712E-01   9.44862050E-01 
  9.03853929E-01   9.49056353E-01   9.82174100E-01   9.96853128E-01   9.98175283E-01   9.99235948E-01 
  8.42068811E-01   9.04864024E-01   9.60086682E-01   9.90649175E-01   9.94162809E-01   9.97391273E-01 
  8.91795957E-01   9.40927522E-01   9.77555167E-01   9.94830038E-01   9.96654483E-01   9.98345649E-01 
  8.18443230E-01   8.82845213E-01   9.40071566E-01   9.78107982E-01   9.83336079E-01   9.88352457E-01 
  8.67353305E-01   9.25258882E-01   9.68481198E-01   9.90716087E-01   9.93078281E-01   9.95255952E-01 
  8.70924845E-01   9.29050794E-01   9.73744856E-01   9.94926261E-01   9.97014476E-01   9.98031706E-01 
  8.71802028E-01   9.15386584E-01   9.56616471E-01   9.84309207E-01   9.88334886E-01   9.92366738E-01 
  9.19395716E-01   9.55413481E-01   9.81496992E-01   9.95282159E-01   9.96755488E-01   9.98105271E-01 
  8.84224220E-01   9.32274664E-01   9.71427679E-01   9.93524881E-01   9.96237158E-01   9.98473599E-01 
  6.49161151E-01   7.29560034E-01   8.33922844E-01   9.46816646E-01   9.67099796E-01   9.85285372E-01 
  6.65186889E-01   7.42986294E-01   8.34635357E-01   9.21685029E-01   9.36053158E-01   9.50915509E-01 
  7.36794194E-01   8.23262758E-01   9.11151748E-01   9.70476489E-01   9.78270558E-01   9.85601902E-01 
  6.75365973E-01   7.51172405E-01   8.41376845E-01   9.30529697E-01   9.47442271E-01   9.64062254E-01 
  6.02527605E-01   6.94947758E-01   8.10677635E-01   9.25054639E-01   9.45905309E-01   9.65841340E-01 
  8.31318064E-01   8.91858749E-01   9.42366650E-01   9.75337902E-01   9.81507834E-01   9.90615668E-01 
  6.47307721E-01   7.30261227E-01   8.24911278E-01   9.23676505E-01   9.45238321E-01   9.72936533E-01 
  8.51800818E-01   9.10378005E-01   9.58570341E-01   9.86733946E-01   9.90442794E-01   9.93899738E-01 
  8.84733040E-01   9.34671084E-01   9.71758579E-01   9.93742499E-01   9.69153564E-01   9.98160923E-01 
  9.06081950E-01   9.52242663E-01   9.81953256E-01   9.96680664E-01   9.98127286E-01   9.99398534E-01 
  9.03054576E-01   9.42619442E-01   9.73583372E-01   9.90481348E-01   9.92597504E-01   9.94759580E-01 
  8.99179458E-01   9.43178048E-01   9.77057373E-01   9.95610613E-01   9.97597589E-01   9.99013827E-01 
  9.13270688E-01   9.53813828E-01   9.83512462E-01   9.97441483E-01   9.98831126E-01   9.99503253E-01 
  9.15006810E-01   9.54273608E-01   9.83318682E-01   9.96817046E-01   9.98075292E-01   9.99301755E-01 
  8.85468077E-01   9.35042133E-01   9.73507522E-01   9.93570617E-01   9.95867764E-01   9.98281794E-01 
  8.42201178E-01   8.78722212E-01   8.90344046E-01   9.09637669E-01   9.16324354E-01   9.29023154E-01 
  7.88759963E-01   8.61416720E-01   9.21070628E-01   9.57735354E-01   9.62416988E-01   9.67450764E-01 
  8.40348121E-01   9.09138761E-01   9.61821997E-01   9.89009055E-01   9.92167329E-01   9.95184066E-01 
  8.36271765E-01   9.08395380E-01   9.64490364E-01   9.90799945E-01   9.93336809E-01   9.95637726E-01 
  8.13096730E-01   8.73514085E-01   9.20640379E-01   9.47717859E-01   9.51798588E-01   9.57590149E-01 
  6.12186520E-01   7.08371679E-01   8.08568545E-01   9.37682642E-01   9.56747799E-01   9.73638801E-01 
  9.07378188E-01   9.48914935E-01   9.79395610E-01   9.95398405E-01   9.97241908E-01   9.98848411E-01 
  8.42945040E-01   8.96276202E-01   9.45798720E-01   9.82359734E-01   9.88191427E-01   9.93581917E-01 
  9.03990272E-01   9.47969001E-01   9.80217944E-01   9.94918785E-01   9.96622306E-01   9.98295397E-01 
  9.08801656E-01   9.51208664E-01   9.82550211E-01   9.96894609E-01   9.98337715E-01   9.99520093E-01 
  8.80435916E-01   9.35873797E-01   9.77600852E-01   9.95987736E-01   9.97662626E-01   9.99068219E-01 
  8.37842674E-01   8.99060242E-01   9.48744847E-01   9.81045731E-01   9.86489265E-01   9.93114484E-01 
  8.85032117E-01   9.36343908E-01   9.75515661E-01   9.94778551E-01   9.96814424E-01   9.98596666E-01 
  8.62665322E-01   9.16064494E-01   9.61238913E-01   9.84570316E-01   9.87900333E-01   9.91099499E-01 
  8.69888593E-01   9.26353329E-01   9.68777431E-01   9.89282734E-01   9.91639689E-01   9.93932581E-01 
  9.09338253E-01   9.51256753E-01   9.82297000E-01   9.96903419E-01   9.98271519E-01   9.99361390E-01 
  8.85835820E-01   9.28261087E-01   9.64561746E-01   9.88226812E-01   9.78832693E-01   9.95093164E-01 
  9.05307194E-01   9.50153791E-01   9.82044785E-01   9.96887820E-01   9.98290129E-01   9.99046219E-01 
  8.77142305E-01   9.33093365E-01   9.74735555E-01   9.94613854E-01   9.96670708E-01   9.98470810E-01 
  9.08424402E-01   9.51603778E-01   9.83013931E-01   9.97118906E-01   9.98410067E-01   9.99518374E-01 
  8.10080573E-01   8.88685495E-01   9.53036314E-01   9.85755630E-01   9.89339483E-01   9.92771884E-01 
  8.66995481E-01   9.27911139E-01   9.71305713E-01   9.94232971E-01   9.96692672E-01   9.99045326E-01 
  8.04971080E-01   8.88149753E-01   9.55250063E-01   9.87599075E-01   9.90857854E-01   9.93952005E-01 
  8.89093391E-01   9.40949038E-01   9.79062727E-01   9.96232680E-01   9.97854576E-01   9.99122426E-01 
  8.75004435E-01   9.32671584E-01   9.74252490E-01   9.94048590E-01   9.95932656E-01   9.97660226E-01 
  8.61818184E-01   9.24417108E-01   9.71964510E-01   9.94046874E-01   9.96146450E-01   9.97972846E-01 
  8.58892046E-01   9.21843829E-01   9.69604097E-01   9.94052801E-01   9.96472691E-01   9.98540832E-01 
  7.28394706E-01   7.87397851E-01   8.54183199E-01   9.22020279E-01   9.35710675E-01   9.50357114E-01 
  9.12180045E-01   9.52088142E-01   9.82567907E-01   9.95749886E-01   9.97008669E-01   9.98646204E-01 
  5.91656297E-01   6.81185607E-01   7.22676086E-01   9.40540571E-01   9.62438319E-01   9.81610747E-01 
  8.95251679E-01   9.45189370E-01   9.80587356E-01   9.96536335E-01   9.98007842E-01   9.99265340E-01 
  6.79031989E-01   7.54267427E-01   8.37190928E-01   9.27001248E-01   9.43803984E-01   9.60120028E-01 
  8.55021647E-01   9.22592616E-01   9.72669574E-01   9.95087108E-01   9.97152379E-01   9.98926946E-01 
  8.62935407E-01   9.14077361E-01   9.56663620E-01   9.83751497E-01   9.88457240E-01   9.94663326E-01 
  8.43930238E-01   9.11185419E-01   9.64247244E-01   9.91699847E-01   9.94309359E-01   9.95146661E-01 
  8.69858131E-01   9.21663359E-01   9.63072981E-01   9.87947746E-01   9.91430036E-01   9.94679198E-01 
  7.31087282E-01   7.86431594E-01   8.68661521E-01   9.53933622E-01   9.70046912E-01   9.84676281E-01 
  8.89044753E-01   9.34727281E-01   9.71089543E-01   9.91572204E-01   9.94337859E-01   9.97044708E-01 
  7.45614956E-01   8.27260722E-01   9.07642012E-01   9.70861661E-01   9.80835768E-01   9.89876508E-01 
  8.34837420E-01   8.89121946E-01   9.37204203E-01   9.73757561E-01   9.80970231E-01   9.89565565E-01 
  8.97894119E-01   9.37930847E-01   9.69112487E-01   9.86046194E-01   9.88742703E-01   9.92243337E-01 
  5.17658526E-01   5.97007755E-01   7.18211567E-01   8.66794746E-01   8.94645143E-01   9.22795006E-01 
  8.38840473E-01   8.97418064E-01   9.48964378E-01   9.84290972E-01   9.89237776E-01   9.93847491E-01 
  8.61015753E-01   9.14620460E-01   9.59268318E-01   9.84231344E-01   9.87672040E-01   9.91677183E-01 
  8.96727890E-01   9.44863142E-01   9.80332363E-01   9.95729257E-01   9.93963813E-01   9.97845051E-01 
  9.07138687E-01   9.50707457E-01   9.82596138E-01   9.97128982E-01   9.98450890E-01   9.99645104E-01 
  9.17258245E-01   9.54095334E-01   9.80449028E-01   9.95717704E-01   9.97448796E-01   9.98892850E-01 
  9.01704919E-01   9.46200740E-01   9.76299469E-01   9.92160129E-01   9.93992520E-01   9.95853426E-01 
  8.80125346E-01   9.26705815E-01   9.64099325E-01   9.87129388E-01   9.90190983E-01   9.92290352E-01 
  6.54663846E-01   7.47562895E-01   8.50742068E-01   9.51037904E-01   9.66822795E-01   9.80517078E-01 
  8.98650427E-01   9.44036451E-01   9.78293803E-01   9.95191575E-01   9.97084187E-01   9.98975195E-01 
  8.34023750E-01   9.01154010E-01   9.55741516E-01   9.74435827E-01   9.83146854E-01   9.92356131E-01 
  8.37176726E-01   9.10560439E-01   9.65867929E-01   9.92650597E-01   9.95424815E-01   9.97782733E-01 
  9.14128943E-01   9.53891585E-01   9.83491449E-01   9.97047205E-01   9.98282204E-01   9.99006358E-01 
  8.24107489E-01   8.88835129E-01   9.45376936E-01   9.78388098E-01   9.82934194E-01   9.87117326E-01 
  7.90741847E-01   8.85715002E-01   9.57759400E-01   9.91320154E-01   9.94433103E-01   9.97163270E-01 
  8.66479171E-01   9.16346578E-01   9.59712212E-01   9.87221677E-01   9.91115898E-01   9.94876065E-01 
  7.81585173E-01   8.30760919E-01   8.88199676E-01   9.44752640E-01   9.58081325E-01   9.76510503E-01 
  8.07792515E-01   8.70175781E-01   9.24201622E-01   9.61717625E-01   9.67089094E-01   9.73672622E-01 
  4.86911916E-01   5.84635958E-01   7.25243390E-01   8.77838946E-01   9.05762212E-01   9.36359545E-01 
  8.92638454E-01   9.42765715E-01   9.78800265E-01   9.94826553E-01   9.96389643E-01   9.97830204E-01 
  8.61847272E-01   9.15629412E-01   9.58263242E-01   9.84472991E-01   9.89034650E-01   9.94587153E-01 
  7.00681812E-01   7.71905487E-01   8.44150078E-01   9.21881589E-01   9.40423737E-01   9.66657665E-01 
  7.98131667E-01   8.56646327E-01   9.09719353E-01   9.53999055E-01   9.63390832E-01   9.73446542E-01 
  5.27932549E-01   6.08418294E-01   7.15475110E-01   8.72502196E-01   9.11471273E-01   9.62465214E-01 
  8.58590527E-01   9.21513499E-01   9.71520084E-01   9.94012179E-01   9.95550091E-01   9.97949321E-01 
  8.75185091E-01   9.23219913E-01   9.61180746E-01   9.80376871E-01   9.82822918E-01   9.85670331E-01 
  8.54180418E-01   9.15396967E-01   9.62759282E-01   9.88554606E-01   9.92118830E-01   9.95253700E-01 
  8.70422600E-01   9.19003964E-01   9.57716632E-01   9.84252476E-01   9.89218568E-01   9.95410462E-01 
  7.96025978E-01   8.55841459E-01   9.19549524E-01   9.67765952E-01   9.76265638E-01   9.84801719E-01 
  7.86752991E-01   8.69732824E-01   9.40571691E-01   9.83509547E-01   9.89245785E-01   9.95035789E-01 
  7.90521636E-01   8.36801958E-01   8.75164998E-01   9.05938400E-01   9.15448433E-01   9.27244559E-01 
  5.25453913E-01   6.19274991E-01   7.40409001E-01   8.83944452E-01   9.14688909E-01   9.50445612E-01 
  8.25918831E-01   8.98864340E-01   9.55867855E-01   9.83210315E-01   9.86111881E-01   9.89071383E-01 
  8.56577140E-01   9.17156115E-01   9.63949507E-01   9.89308157E-01   9.92310812E-01   9.95419942E-01 
  8.95825093E-01   9.44503810E-01   9.79638101E-01   9.93756400E-01   9.95129126E-01   9.99376780E-01 
  8.48701503E-01   9.13640393E-01   9.65097259E-01   9.91660938E-01   9.91206142E-01   9.97909515E-01 
  8.93114784E-01   9.36755679E-01   9.70310898E-01   9.87766735E-01   9.90284678E-01   9.93456215E-01 
  7.13929730E-01   8.06943313E-01   8.99103945E-01   9.51070924E-01   9.56922354E-01   9.63293514E-01 
  9.10322232E-01   9.51845725E-01   9.82922164E-01   9.96971699E-01   9.98284376E-01   9.99414739E-01 
  6.90932061E-01   7.79235993E-01   8.73615399E-01   9.47122782E-01   9.57542702E-01   9.68208204E-01 
  6.45268133E-01   7.30125653E-01   8.32716376E-01   9.11329043E-01   9.23904566E-01   9.37349011E-01 
  8.56559992E-01   9.17152374E-01   9.64656332E-01   9.90052271E-01   9.93202622E-01   9.85456412E-01 
  8.60844121E-01   9.11832522E-01   9.53641836E-01   9.77772790E-01   9.80988591E-01   9.84747787E-01 
  9.10648187E-01   9.53789133E-01   9.82694176E-01   9.96899820E-01   9.98289454E-01   9.99449020E-01 
  8.64111596E-01   9.14700655E-01   9.54981555E-01   9.78661254E-01   9.82520482E-01   9.86494228E-01 
  6.20176847E-01   7.04462558E-01   8.07529353E-01   9.07121116E-01   9.28095731E-01   9.49865466E-01 
  8.13305852E-01   8.74144191E-01   9.30795669E-01   9.75918709E-01   9.83447995E-01   9.90700756E-01 
  7.91022991E-01   8.55892084E-01   9.16726199E-01   9.64037547E-01   9.72637215E-01   9.81474187E-01 
  7.99906319E-01   8.81076908E-01   9.52311440E-01   9.86581440E-01   9.90008942E-01   9.93171688E-01 
  9.08974957E-01   9.50550132E-01   9.81216518E-01   9.96025654E-01   9.97416196E-01   9.98314527E-01 
  4.95726247E-01   5.92442545E-01   7.25013019E-01   8.93062506E-01   9.25413440E-01   9.55469052E-01 
  9.14246841E-01   9.53766595E-01   9.83115141E-01   9.97097244E-01   9.98412439E-01   9.99522323E-01 
  8.33601143E-01   9.06237148E-01   9.62982534E-01   9.91129510E-01   9.94142377E-01   9.96959933E-01 
  8.85724807E-01   9.36358535E-01   9.74598587E-01   9.89682505E-01   9.93139126E-01   9.96740623E-01 
  9.11661036E-01   9.48575237E-01   9.75423700E-01   6.54474090E-01   9.92120674E-01   9.94049544E-01 
  8.50189875E-01   8.92865721E-01   9.27720526E-01   9.40002063E-01   9.44373126E-01   9.51380173E-01 
  5.66981599E-01   6.50030230E-01   7.61237560E-01   8.65175069E-01   8.83195279E-01   9.05926775E-01 
  8.18773154E-01   8.63795493E-01   9.07527977E-01   9.34884020E-01   9.40374258E-01   9.47360308E-01 
  7.97367297E-01   8.74395005E-01   9.56078077E-01   9.91479514E-01   9.95117673E-01   9.98177303E-01 
  8.46453143E-01   9.12962211E-01   9.63996120E-01   9.85913525E-01   9.87869716E-01   9.90590130E-01 
  8.10662182E-01   8.76000880E-01   9.34432283E-01   9.80650466E-01   9.88499104E-01   9.95754379E-01 
  6.57706487E-01   7.30700252E-01   8.21639238E-01   9.08182676E-01   9.26182814E-01   9.45530027E-01 
  9.07238367E-01   9.50444450E-01   9.82214824E-01   9.97757912E-01   9.99023759E-01   9.96832399E-01 
  8.13916293E-01   8.72957172E-01   9.27779015E-01   9.73623046E-01   9.81565094E-01   9.90618718E-01 
  8.89703456E-01   9.41361732E-01   9.78642421E-01   9.95413914E-01   9.97298019E-01   9.99213797E-01 
  9.07910309E-01   9.50683074E-01   9.82504943E-01   9.97772152E-01   9.98797133E-01   9.99656004E-01 
  8.57463171E-01   9.10698550E-01   9.54151131E-01   9.86050080E-01   9.90680482E-01   9.94911631E-01 
  9.08313552E-01   9.50252559E-01   9.81785273E-01   9.96746274E-01   9.98157950E-01   9.99395728E-01 
  7.59908223E-01   8.35878873E-01   9.02484140E-01   9.47157758E-01   9.53693056E-01   9.60833972E-01 
  6.10122481E-01   6.87425418E-01   8.03283280E-01   8.95953320E-01   9.12237338E-01   9.28701848E-01 
  5.43440942E-01   6.21682072E-01   7.37682647E-01   8.56103479E-01   8.76941413E-01   8.99644133E-01 
  8.79750303E-01   9.32846188E-01   9.71913350E-01   9.91770301E-01   9.94319980E-01   9.93976769E-01 
  9.13172832E-01   9.51067364E-01   9.80229137E-01   9.94522980E-01   9.96083665E-01   9.97520137E-01 
  8.75721593E-01   9.34019810E-01   9.76579793E-01   9.95920255E-01   9.97722686E-01   9.99274499E-01 
  8.71935493E-01   9.23830105E-01   9.66009371E-01   9.90526086E-01   9.93792199E-01   9.96787459E-01 
  8.66290704E-01   9.23393572E-01   9.67070795E-01   9.92654709E-01   9.95573786E-01   9.98090111E-01 
  8.79835704E-01   9.39125633E-01   9.70474575E-01   9.91953705E-01   9.94839364E-01   9.97857385E-01 
  7.09567042E-01   7.93307415E-01   8.87799745E-01   9.56395910E-01   9.69571628E-01   9.82643757E-01 
  8.34495171E-01   8.95137935E-01   9.46026936E-01   9.81835623E-01   9.87964261E-01   9.94736000E-01 
  7.82389860E-01   8.53753881E-01   9.20774029E-01   9.69752705E-01   9.76909806E-01   9.84175995E-01 
  8.83184647E-01   9.29451917E-01   9.66160884E-01   9.88807295E-01   9.92328870E-01   9.95990211E-01 
