t(555)  t(659)  t(865)  t(1375)  t(1610)  t(2250)  
  8.71213921E-01   9.23741578E-01   9.65375610E-01   9.87866555E-01   9.90462374E-01   9.93313474E-01 
  8.86694968E-01   9.35622871E-01   9.73575167E-01   9.94202412E-01   9.96434839E-01   9.98412182E-01 
  8.96173089E-01   9.44907124E-01   9.80676007E-01   9.96266117E-01   9.97790624E-01   9.99203613E-01 
  8.17008731E-01   8.81833774E-01   9.40697745E-01   9.78065370E-01   9.83596861E-01   9.89180006E-01 
  8.80096602E-01   9.35296183E-01   9.74628617E-01   9.95371306E-01   9.97064556E-01   9.97832811E-01 
  8.33916721E-01   9.01703891E-01   9.56850045E-01   9.88278449E-01   9.92098644E-01   9.95681244E-01 
  7.36692743E-01   8.35601392E-01   9.25891858E-01   9.83439835E-01   9.90613258E-01   9.96605693E-01 
  6.12152091E-01   6.95678491E-01   8.17175625E-01   9.27864393E-01   9.46167726E-01   9.63684420E-01 
  8.45758918E-01   9.00737587E-01   9.51560723E-01   9.85929760E-01   9.90670974E-01   9.95106593E-01 
  8.20455424E-01   8.86177312E-01   9.42403181E-01   9.75945406E-01   9.83623331E-01   9.94098113E-01 
  8.77490068E-01   9.29628235E-01   9.69478469E-01   9.90370493E-01   9.92897081E-01   9.95328397E-01 
  8.55954974E-01   9.20068220E-01   9.69668719E-01   9.94448798E-01   9.96771706E-01   9.98205145E-01 
  8.84936059E-01   9.38054912E-01   9.76727806E-01   9.94463910E-01   9.96313844E-01   9.98637445E-01 
  8.37914731E-01   9.12445791E-01   9.68743583E-01   9.94336353E-01   9.96766379E-01   9.98833050E-01 
  8.61254918E-01   9.23135321E-01   9.70781902E-01   9.94587307E-01   9.96946780E-01   9.98926375E-01 
  8.17354287E-01   8.80176373E-01   9.38031939E-01   9.76841062E-01   9.83751702E-01   9.92783344E-01 
  5.86071371E-01   6.83803753E-01   8.14513974E-01   9.38605722E-01   9.59028036E-01   9.76692831E-01 
  8.58445095E-01   9.18785489E-01   9.63451888E-01   9.87793552E-01   9.90796652E-01   9.93910231E-01 
  6.91050193E-01   7.64992295E-01   8.49779813E-01   9.30772127E-01   9.45729937E-01   9.61518610E-01 
  8.97362967E-01   9.44980946E-01   9.79845595E-01   9.95453505E-01   9.96957783E-01   9.98210534E-01 
  8.62503000E-01   9.08495125E-01   9.45613409E-01   9.73080851E-01   9.77878063E-01   9.82903666E-01 
  8.92449013E-01   9.38889015E-01   9.76527523E-01   9.95272333E-01   9.96841164E-01   9.98660008E-01 
  8.37455286E-01   8.97268235E-01   9.48526008E-01   9.81230754E-01   9.86115492E-01   9.90827237E-01 
  4.73955170E-01   5.58822628E-01   6.81564204E-01   8.11120741E-01   8.37539017E-01   8.67007966E-01 
  8.28439037E-01   8.97674868E-01   9.54096412E-01   9.84148252E-01   9.87899124E-01   9.91440511E-01 
  7.61292945E-01   8.31293595E-01   9.10027146E-01   9.66058351E-01   9.74134670E-01   9.81164367E-01 
  8.65993920E-01   9.21171825E-01   9.63865256E-01   9.88188124E-01   9.91001776E-01   9.93788935E-01 
  8.06520559E-01   8.68048317E-01   9.26385930E-01   9.68944193E-01   9.76290903E-01   9.83901457E-01 
  7.63099854E-01   8.18286862E-01   8.85363399E-01   9.35630259E-01   9.44331307E-01   9.54005522E-01 
  8.93416552E-01   9.38846150E-01   9.71818901E-01   9.88997990E-01   9.91892738E-01   9.96041111E-01 
  8.80259319E-01   9.29810134E-01   9.69113871E-01   9.87302446E-01   9.91491884E-01   9.95815214E-01 
  9.08069558E-01   9.50532212E-01   9.81876526E-01   9.96162324E-01   9.97543011E-01   9.98776850E-01 
  9.02087270E-01   9.48080082E-01   9.81689887E-01   9.96492167E-01   9.98376544E-01   9.99598930E-01 
  7.34293894E-01   8.13401846E-01   8.94080564E-01   9.63113432E-01   9.74717469E-01   9.85449894E-01 
  8.83772706E-01   9.37352755E-01   9.77000870E-01   9.95904238E-01   9.97687140E-01   9.99381921E-01 
  8.96464024E-01   9.45435416E-01   9.81034702E-01   9.96462934E-01   9.97878573E-01   9.99089560E-01 
  9.10812731E-01   9.52013643E-01   9.82979476E-01   9.96694164E-01   9.97954573E-01   9.99068349E-01 
  8.70758103E-01   9.30914101E-01   9.74901027E-01   9.94626561E-01   9.96488950E-01   9.97799320E-01 
  8.79919195E-01   9.32650771E-01   9.72542607E-01   9.91980684E-01   9.94102760E-01   9.96080007E-01 
  8.82803064E-01   9.35645100E-01   9.75008599E-01   9.67040296E-01   9.95291871E-01   9.96953119E-01 
  9.09210872E-01   9.50770131E-01   9.82611554E-01   9.96963159E-01   9.98294410E-01   9.99430803E-01 
  9.01889385E-01   9.44521128E-01   9.78504722E-01   9.95546524E-01   9.97349523E-01   9.99424876E-01 
  8.82522966E-01   9.35782591E-01   9.75035530E-01   9.94194563E-01   9.96236258E-01   9.97991486E-01 
  8.68201735E-01   9.18728177E-01   9.61463648E-01   9.88114144E-01   9.91429490E-01   9.94983706E-01 
  8.77253683E-01   9.29094394E-01   9.70095882E-01   9.82052949E-01   9.88677517E-01   9.95054668E-01 
  8.87938960E-01   9.40702489E-01   9.79003836E-01   9.95867091E-01   9.97509288E-01   9.98975215E-01 
  8.78496762E-01   9.30128873E-01   9.69683394E-01   9.92052419E-01   9.94753902E-01   9.97164866E-01 
  8.39044705E-01   8.94410697E-01   9.43913744E-01   9.78952983E-01   9.84441910E-01   9.90009982E-01 
  5.51851092E-01   6.22605727E-01   7.24838710E-01   8.09097170E-01   8.22527492E-01   8.42315830E-01 
  5.20813802E-01   6.07100399E-01   7.37124347E-01   9.03153033E-01   9.34146663E-01   9.61991207E-01 
  8.37812039E-01   9.05555134E-01   9.59526105E-01   9.89806445E-01   9.93513014E-01   9.96757852E-01 
  8.63682614E-01   9.06725540E-01   9.42261261E-01   9.73346357E-01   9.78621874E-01   9.84744191E-01 
  8.59355443E-01   9.20500011E-01   9.69273238E-01   9.93650352E-01   9.96184305E-01   9.98175245E-01 
  8.44918417E-01   9.08665317E-01   9.61920660E-01   9.90394157E-01   9.93642012E-01   9.96561643E-01 
  8.89369278E-01   9.41358333E-01   9.79215584E-01   9.96105341E-01   9.97779729E-01   9.99509727E-01 
  8.73265278E-01   9.23249738E-01   9.64192187E-01   9.88926242E-01   9.92284457E-01   9.95559506E-01 
  9.13621758E-01   9.51658598E-01   9.79911067E-01   9.93749642E-01   9.95199978E-01   9.96722244E-01 
  8.38102768E-01   8.89980619E-01   9.34710025E-01   9.64527060E-01   9.69076047E-01   9.75216135E-01 
  7.88284292E-01   8.63889440E-01   9.31775132E-01   9.82869427E-01   9.89809302E-01   9.95882269E-01 
  8.35857708E-01   9.03315156E-01   9.58109206E-01   9.87822491E-01   9.91821679E-01   9.96117366E-01 
  8.11567292E-01   8.87822288E-01   9.51609168E-01   9.86963812E-01   9.91172107E-01   9.94959570E-01 
  8.82534253E-01   9.36495235E-01   9.76270149E-01   9.95049545E-01   9.97051091E-01   9.98883530E-01 
  6.75050704E-01   7.53164257E-01   8.48664837E-01   9.45947357E-01   9.63653226E-01   9.82901997E-01 
  8.83546112E-01   9.35402405E-01   9.76068833E-01   9.95150924E-01   9.96344916E-01   9.98221939E-01 
  8.53907447E-01   9.19367570E-01   9.69394601E-01   9.92035771E-01   9.94532766E-01   9.97704590E-01 
  8.20529219E-01   8.74717580E-01   9.20582724E-01   9.48168237E-01   9.52254309E-01   9.58964387E-01 
  7.86230749E-01   8.42505180E-01   8.92681772E-01   9.28572524E-01   9.38113078E-01   9.49400746E-01 
  8.98361370E-01   9.43731941E-01   9.74893036E-01   9.93603159E-01   9.96050170E-01   9.98188153E-01 
  8.62651589E-01   9.26274248E-01   9.72321058E-01   9.74072222E-01   9.81111882E-01   9.93835862E-01 
  5.94024493E-01   6.95370791E-01   8.19030695E-01   9.35327452E-01   9.54164035E-01   9.71578853E-01 
  8.62422378E-01   9.09525393E-01   9.49990266E-01   9.75235483E-01   9.79431410E-01   9.83992035E-01 
  8.29676703E-01   9.06916527E-01   9.64497683E-01   9.93697918E-01   9.96159880E-01   9.98279525E-01 
  8.73481632E-01   9.20921803E-01   9.55030510E-01   9.76067355E-01   9.79723031E-01   9.84371412E-01 
  8.16587300E-01   8.78744231E-01   9.35047258E-01   9.77712775E-01   9.84604158E-01   9.69454766E-01 
  8.77190681E-01   9.33429590E-01   9.75242700E-01   9.89784348E-01   9.97197451E-01   9.97874600E-01 
  6.60147539E-01   7.31977363E-01   8.12474229E-01   8.63475772E-01   8.71735242E-01   8.83486645E-01 
  6.65288054E-01   7.42150217E-01   8.31830272E-01   9.19334195E-01   9.39251508E-01   9.66768127E-01 
  9.04929033E-01   9.46978519E-01   9.78346692E-01   9.94910716E-01   9.96882830E-01   9.98543287E-01 
  8.10299471E-01   8.91851573E-01   9.55371846E-01   9.91422646E-01   9.95280176E-01   9.98592874E-01 
  7.99354607E-01   8.65709254E-01   9.27765176E-01   9.77181025E-01   9.85031680E-01   9.92433644E-01 
  8.42833577E-01   8.95343631E-01   9.45433132E-01   9.82054009E-01   9.88002497E-01   9.93494978E-01 
  8.11610344E-01   8.97717588E-01   9.62975416E-01   9.92685145E-01   9.95442985E-01   9.97826374E-01 
  8.21187155E-01   8.93035792E-01   9.55218901E-01   9.90202004E-01   9.94284776E-01   9.97783051E-01 
  8.39624573E-01   8.85594474E-01   9.36222712E-01   9.75808813E-01   9.82291142E-01   9.88897013E-01 
  8.60508422E-01   9.25352773E-01   9.71953177E-01   9.86689526E-01   9.90053523E-01   9.97919362E-01 
  8.57368357E-01   9.13119436E-01   9.58885919E-01   9.84354215E-01   9.87791028E-01   9.91255741E-01 
  8.92662400E-01   9.33795157E-01   9.69042906E-01   9.92015861E-01   9.95288908E-01   9.98233493E-01 
  8.99102801E-01   9.46767698E-01   9.81366816E-01   9.97030585E-01   9.98358726E-01   9.97301991E-01 
  9.09173858E-01   9.50883281E-01   9.82351333E-01   9.96779512E-01   9.98173947E-01   9.99447953E-01 
  8.36406930E-01   8.99975754E-01   9.55256806E-01   9.88380614E-01   9.91849482E-01   9.95096608E-01 
  8.82518734E-01   9.37743833E-01   9.77897944E-01   9.95501877E-01   9.97299926E-01   9.98853197E-01 
  8.68366997E-01   9.25599133E-01   9.74803313E-01   9.95609518E-01   9.97566941E-01   9.99236729E-01 
  8.60461962E-01   9.21167709E-01   9.67598479E-01   9.90914044E-01   9.93774808E-01   9.96226928E-01 
  8.84454953E-01   9.38154503E-01   9.77774430E-01   9.96309728E-01   9.97729284E-01   9.99028283E-01 
  6.69156628E-01   7.51438870E-01   8.54344762E-01   9.38476388E-01   9.57595023E-01   9.75499405E-01 
  7.88091680E-01   8.55442057E-01   9.23162106E-01   9.76298576E-01   9.85503072E-01   9.94423083E-01 
  8.13380755E-01   8.71311958E-01   9.29455144E-01   9.30998524E-01   9.47505255E-01   9.90086749E-01 
  8.71818131E-01   9.31035122E-01   9.74299916E-01   9.95255302E-01   9.97249147E-01   9.98956623E-01 
  8.52704157E-01   9.18298948E-01   9.68301928E-01   9.93515711E-01   9.96149290E-01   9.98481611E-01 
  6.69116762E-01   7.50074508E-01   8.33381196E-01   9.30500751E-01   9.52125861E-01   9.75706207E-01 
  8.12979188E-01   8.96349785E-01   9.61334692E-01   9.92384303E-01   9.95569840E-01   9.98458535E-01 
  8.54539886E-01   9.16632120E-01   9.60866419E-01   9.89425658E-01   9.92640271E-01   9.95152116E-01 
  8.57620019E-01   9.12681611E-01   9.59430266E-01   9.86051329E-01   9.89775631E-01   9.93610909E-01 
  6.36666132E-01   7.26503169E-01   8.24293672E-01   9.19376162E-01   9.35363308E-01   9.51826081E-01 
  8.92330697E-01   9.35534581E-01   9.68662772E-01   9.82578094E-01   9.84098982E-01   9.86662316E-01 
  8.36864245E-01   9.11068359E-01   9.67720882E-01   9.93769070E-01   9.96186107E-01   9.98282481E-01 
  8.78352917E-01   9.35467780E-01   9.77116299E-01   9.95824184E-01   9.97379323E-01   9.98574100E-01 
  8.80782284E-01   9.30860003E-01   9.70830483E-01   9.91191915E-01   9.93913661E-01   9.96477336E-01 
  9.01512704E-01   9.48089401E-01   9.81930287E-01   9.96425404E-01   9.97719534E-01   9.98897540E-01 
  8.06955439E-01   8.63844588E-01   9.16109088E-01   9.70926871E-01   9.80503539E-01   9.90304765E-01 
  7.40962769E-01   8.04796165E-01   8.78494457E-01   9.43325850E-01   9.55811083E-01   9.72259468E-01 
  8.59219522E-01   9.21482223E-01   9.69362334E-01   9.86322554E-01   9.90339371E-01   9.94481300E-01 
  8.03226980E-01   8.65458600E-01   9.19799811E-01   9.69046898E-01   9.77756750E-01   9.86911918E-01 
  8.02401466E-01   8.59153043E-01   9.19913394E-01   9.71231808E-01   9.80220765E-01   9.88953272E-01 
  8.54687106E-01   9.11381985E-01   9.56797335E-01   9.85692558E-01   9.90059563E-01   9.91112634E-01 
  9.07554466E-01   9.50311051E-01   9.82390139E-01   9.97171101E-01   9.98493850E-01   9.99324632E-01 
  8.64886860E-01   9.18339337E-01   9.59790292E-01   9.83858762E-01   9.87067492E-01   9.90413245E-01 
  9.11104909E-01   9.51636321E-01   9.82166201E-01   9.96364897E-01   9.97901388E-01   9.99099537E-01 
  9.12536427E-01   9.50696958E-01   9.77057817E-01   9.90864890E-01   9.92681867E-01   9.94646004E-01 
  6.55977431E-01   7.23581977E-01   8.17728632E-01   9.14023986E-01   9.35843104E-01   9.64244355E-01 
  9.02986355E-01   9.47531338E-01   9.80347814E-01   9.96695338E-01   9.98179477E-01   9.99528511E-01 
  8.29352474E-01   8.84676508E-01   9.38045773E-01   9.77919313E-01   9.85163961E-01   9.92878780E-01 
  8.49415892E-01   9.13022222E-01   9.61377975E-01   9.87484509E-01   9.90604524E-01   9.93689085E-01 
  7.44726684E-01   8.00064132E-01   8.70928119E-01   9.41748175E-01   9.54545668E-01   9.68845535E-01 
  8.56399957E-01   9.19780929E-01   9.69980486E-01   9.94286378E-01   9.96764226E-01   9.99002966E-01 
  8.05968495E-01   8.68574721E-01   9.27751720E-01   9.75430486E-01   9.83311158E-01   9.90784147E-01 
  6.72982237E-01   7.52271852E-01   8.46258482E-01   9.35612789E-01   9.56264851E-01   9.82602754E-01 
  9.10503530E-01   9.50739392E-01   9.82397884E-01   9.96814347E-01   9.98185797E-01   9.99417572E-01 
  7.55913641E-01   8.22849024E-01   8.93819140E-01   9.62618400E-01   9.74632176E-01   9.82692703E-01 
  8.89890460E-01   9.33089009E-01   9.62199852E-01   9.86289713E-01   9.90642135E-01   9.95639937E-01 
  6.03077971E-01   6.93608759E-01   8.15346313E-01   9.38548190E-01   9.58778463E-01   9.76293772E-01 
  8.75779338E-01   9.31030701E-01   9.72914115E-01   9.93398645E-01   9.95708584E-01   9.94546466E-01 
  9.17692448E-01   9.55502017E-01   9.83131351E-01   9.96939086E-01   9.98243332E-01   9.99364375E-01 
  8.84186613E-01   9.38929109E-01   9.78326969E-01   9.92553224E-01   9.95108914E-01   9.97250714E-01 
  8.34743245E-01   8.81525359E-01   9.21724987E-01   9.42100723E-01   9.45808918E-01   9.51051637E-01 
  8.97324865E-01   9.46025837E-01   9.81184183E-01   9.96569457E-01   9.98028858E-01   9.99285448E-01 
  8.78685461E-01   9.32355550E-01   9.72913246E-01   9.93074851E-01   9.95354875E-01   9.97460106E-01 
  7.14486285E-01   7.94232895E-01   8.85582235E-01   9.66439084E-01   9.79651140E-01   9.91523078E-01 
  9.10876430E-01   9.49995275E-01   9.76243793E-01   9.91002165E-01   9.92963672E-01   9.95027015E-01 
  8.95685155E-01   9.40627232E-01   9.75471212E-01   9.92575600E-01   9.94746290E-01   9.97029626E-01 
  8.74824124E-01   9.23556157E-01   9.61194303E-01   9.88126822E-01   9.92736097E-01   9.97075019E-01 
  7.53888587E-01   8.29407936E-01   9.02750967E-01   9.61023663E-01   9.69738309E-01   9.78347927E-01 
  8.48613671E-01   9.01406407E-01   9.48607194E-01   9.81532705E-01   9.86588858E-01   9.88623747E-01 
  8.41376792E-01   9.11516473E-01   9.67086294E-01   9.94270779E-01   9.96840918E-01   9.98984545E-01 
  4.19406057E-01   4.99011949E-01   6.26931819E-01   8.14790533E-01   8.59145937E-01   9.12879652E-01 
  9.11091547E-01   9.51551172E-01   9.80422816E-01   9.95455925E-01   9.97388159E-01   9.99075043E-01 
  7.86636186E-01   8.77526400E-01   9.55096911E-01   9.88684165E-01   9.91936628E-01   9.94790829E-01 
  8.83397037E-01   9.30466473E-01   9.68243056E-01   9.85114404E-01   9.88624327E-01   9.90965836E-01 
  8.35066523E-01   8.93264202E-01   9.44107259E-01   9.80436103E-01   9.85919051E-01   9.91623518E-01 
  8.83675785E-01   9.31534915E-01   9.68701261E-01   9.84967686E-01   9.86823463E-01   9.89028647E-01 
  9.13692241E-01   9.53961529E-01   9.82980857E-01   9.96987680E-01   9.98332213E-01   9.99480278E-01 
  8.30950236E-01   8.92682443E-01   9.43705115E-01   9.78466282E-01   9.83917205E-01   9.89607008E-01 
  8.34737465E-01   8.92314586E-01   9.42602417E-01   9.78436472E-01   9.83669076E-01   9.89558400E-01 
  8.50589865E-01   9.05860823E-01   9.51092598E-01   9.79657676E-01   9.84117582E-01   9.89146408E-01 
  8.65842479E-01   9.20827257E-01   9.63981877E-01   9.89823594E-01   9.93370104E-01   9.96861198E-01 
  7.86140098E-01   8.58894757E-01   9.16341766E-01   9.48855107E-01   9.53169344E-01   9.58005883E-01 
  8.83316706E-01   9.36252853E-01   9.75015851E-01   9.09828464E-01   9.96052955E-01   9.97805304E-01 
  8.97458657E-01   9.43910229E-01   9.78039451E-01   9.94781222E-01   9.96691973E-01   9.98603013E-01 
  8.22180911E-01   8.76918382E-01   9.23630682E-01   9.49603650E-01   9.53939209E-01   9.61956499E-01 
  9.14084578E-01   9.53497906E-01   9.82754961E-01   9.96876361E-01   9.98256281E-01   9.99435790E-01 
  5.68645297E-01   6.51817095E-01   7.82875468E-01   9.22829239E-01   9.47294799E-01   9.69334784E-01 
  9.09858371E-01   9.51611668E-01   9.82148583E-01   9.96515848E-01   9.97891185E-01   9.98215587E-01 
  7.54020471E-01   8.45293384E-01   9.23925457E-01   9.67871546E-01   9.73054380E-01   9.78264121E-01 
  8.50754353E-01   9.08537827E-01   9.54127932E-01   9.83685445E-01   9.88453563E-01   9.94262286E-01 
  9.07501980E-01   9.50121122E-01   9.79875783E-01   9.94662451E-01   9.96473798E-01   9.98322743E-01 
  8.69409500E-01   9.22279087E-01   9.63818920E-01   9.82392957E-01   9.84669009E-01   9.87275922E-01 
  8.71904848E-01   9.11227457E-01   9.45052111E-01   9.70800919E-01   9.75521663E-01   9.80847981E-01 
  8.49165971E-01   8.83297818E-01   9.20774158E-01   9.47229312E-01   9.55092968E-01   9.66645796E-01 
  8.22190533E-01   8.86156043E-01   9.44283406E-01   9.83397386E-01   9.91327316E-01   9.95097516E-01 
  8.90040938E-01   9.41998877E-01   9.79605328E-01   9.96526421E-01   9.98104361E-01   9.99457993E-01 
  9.17881035E-01   9.55674387E-01   9.82822508E-01   9.96443721E-01   9.97758296E-01   9.98995525E-01 
  8.93387399E-01   9.42631421E-01   9.78439245E-01   9.94707038E-01   9.97639635E-01   9.99260284E-01 
  9.00757602E-01   9.46828615E-01   9.80697757E-01   9.93657738E-01   9.95456195E-01   9.98415765E-01 
  7.81778212E-01   8.35935691E-01   8.90934536E-01   9.31765714E-01   9.39253070E-01   9.50118371E-01 
  9.10415181E-01   9.50808517E-01   9.79957424E-01   9.95439309E-01   9.97095238E-01   9.98565721E-01 
  9.04682066E-01   9.49652470E-01   9.82687097E-01   9.96987859E-01   9.98267736E-01   9.99364987E-01 
  8.60938150E-01   9.24159850E-01   9.71709624E-01   9.91459718E-01   9.93970643E-01   9.97877816E-01 
  8.75715074E-01   9.19821023E-01   9.54161044E-01   9.81398482E-01   9.85777747E-01   6.70997583E-01 
  7.20052226E-01   7.98326667E-01   8.63755083E-01   9.06519441E-01   9.13822565E-01   9.22626998E-01 
  9.18831865E-01   9.55434527E-01   9.81652461E-01   9.95735661E-01   9.97213712E-01   9.98535471E-01 
  8.87743590E-01   9.38424782E-01   9.76192043E-01   9.94505026E-01   9.96356772E-01   9.98013701E-01 
  8.56993201E-01   9.21433580E-01   9.65020158E-01   9.94793897E-01   9.97033396E-01   9.44425392E-01 
  6.36908079E-01   7.18170878E-01   8.30124421E-01   9.26506621E-01   9.41578804E-01   9.55974549E-01 
  4.98564667E-01   5.91435578E-01   7.17694010E-01   8.36801878E-01   8.56604790E-01   8.79732797E-01 
  8.28276295E-01   9.04900491E-01   9.64828774E-01   9.93315761E-01   9.96061780E-01   9.98913534E-01 
  8.22638449E-01   9.01578348E-01   9.63225489E-01   9.93205946E-01   9.96164885E-01   9.98785470E-01 
  7.65770311E-01   8.16552567E-01   8.71122766E-01   9.33998235E-01   8.89916368E-01   9.64012550E-01 
  4.58172077E-01   5.65543937E-01   7.18541784E-01   8.89796109E-01   9.21771205E-01   9.51962371E-01 
