R_toa(412)  R_toa(443)  R_toa(486)  R_toa(551)  R_toa(671)  R_toa(745)  R_toa(862)  R_toa(1238)  R_toa(1610)  R_toa(2257)  
  8.52883138E-02   7.47506730E-02   6.35583044E-02   4.98260583E-02   3.49934065E-02   2.81430569E-02   2.14506066E-02   8.24509634E-03   2.77310362E-03   3.92968672E-04 
  5.28546402E-02   4.77174814E-02   4.10120981E-02   3.22823545E-02   2.42488005E-02   2.04898825E-02   1.60695318E-02   7.42814779E-03   3.92329813E-03   1.92179892E-03 
  3.80454466E-02   3.06963164E-02   2.25366720E-02   1.50698822E-02   6.37212727E-03   3.99374252E-03   2.45086638E-03   7.78435013E-04   4.27636943E-04   2.39090703E-04 
  9.96043010E-02   8.80240679E-02   7.42258946E-02   5.57493940E-02   4.40238837E-02   3.97771007E-02   3.54709049E-02   2.39940219E-02   1.56778412E-02   7.06608904E-03 
  3.71158925E-02   2.97521757E-02   2.19260180E-02   1.45298968E-02   7.50587787E-03   5.36837253E-03   3.62089767E-03   1.33770517E-03   6.53626452E-04   2.78775069E-04 
  6.35473776E-02   5.15074699E-02   3.88963504E-02   2.60087840E-02   1.16795086E-02   7.30942145E-03   4.35343736E-03   1.07999495E-03   4.52097037E-04   1.74235945E-04 
  4.57581167E-02   3.61647201E-02   2.75997007E-02   2.04674856E-02   8.84053302E-03   5.51425139E-03   3.72080851E-03   1.77519569E-03   1.36107454E-03   9.81317524E-04 
  5.52035544E-02   4.53149267E-02   3.46422317E-02   2.35276748E-02   1.04790354E-02   6.38099868E-03   3.72972405E-03   8.52754750E-04   3.29089256E-04   1.06287161E-04 
  3.43599595E-02   2.62316873E-02   1.86730518E-02   1.18039075E-02   5.13629390E-03   3.23210539E-03   1.85468047E-03   4.29955126E-04   1.68279381E-04   5.58770013E-05 
  5.41118398E-02   4.23691168E-02   3.05348921E-02   1.84526237E-02   8.92961479E-03   5.97196037E-03   3.53811511E-03   8.69730539E-04   3.52592655E-04   1.34686497E-04 
  4.19277394E-02   3.30839333E-02   2.66665280E-02   2.29728045E-02   1.59523072E-02   7.83424051E-03   4.65723627E-03   8.56264198E-04   4.36568526E-04   2.41670587E-04 
  4.71593768E-02   3.82142999E-02   3.04381128E-02   2.41136845E-02   1.32077397E-02   8.44162841E-03   5.82489281E-03   1.97753858E-03   7.55636619E-04   1.64425883E-04 
  4.13246362E-02   3.21922467E-02   2.26044224E-02   1.36237734E-02   6.10621101E-03   3.95537608E-03   2.28159154E-03   5.30378351E-04   1.98229349E-04   5.34373754E-05 
  4.99664680E-02   4.22017599E-02   3.73918769E-02   3.78988245E-02   1.76421221E-02   6.33186779E-03   3.74148064E-03   8.01990491E-04   3.59573840E-04   1.33608889E-04 
  3.60042949E-02   2.79633423E-02   2.00907659E-02   1.28571264E-02   5.76835787E-03   3.73714327E-03   2.23079766E-03   5.64920976E-04   2.03528049E-04   4.86302321E-05 
  2.37517132E-02   1.99212299E-02   1.71030985E-02   1.62206929E-02   1.05045794E-02   3.67803352E-03   2.11830347E-03   3.33699611E-04   1.18048069E-04   3.37568123E-05 
  6.68302966E-02   5.44725746E-02   4.22825682E-02   2.95207326E-02   1.87892627E-02   1.51399521E-02   1.18596388E-02   6.68515654E-03   4.57349713E-03   2.85444778E-03 
  5.51493573E-02   4.73290209E-02   4.03617626E-02   3.45522364E-02   2.17807089E-02   1.57658161E-02   1.19284335E-02   5.50205326E-03   3.15625699E-03   1.76476442E-03 
  4.09097483E-02   3.14822592E-02   2.30644814E-02   1.58093937E-02   6.62515287E-03   3.98928758E-03   2.32713148E-03   5.62371199E-04   2.29314780E-04   7.84472887E-05 
  3.28812167E-02   2.55839961E-02   1.83829141E-02   1.17431109E-02   5.47245612E-03   3.68242731E-03   2.33509985E-03   8.32788118E-04   4.88295509E-04   2.96497660E-04 
  4.83824482E-02   3.85907928E-02   2.78179867E-02   1.79853515E-02   7.49054897E-03   4.60989701E-03   2.64284912E-03   5.88393153E-04   2.10841276E-04   5.26419031E-05 
  3.83838537E-02   3.49737544E-02   3.24430337E-02   3.09605772E-02   2.42142201E-02   1.28215967E-02   8.88186068E-03   2.80743783E-03   1.44472040E-03   8.03358304E-04 
  3.74034822E-02   2.81479736E-02   2.02267701E-02   1.37732898E-02   6.38222974E-03   3.76087031E-03   2.17921352E-03   5.09061697E-04   2.11591491E-04   7.95878704E-05 
  2.35568615E-02   1.90513740E-02   1.41722694E-02   9.15074526E-03   4.42187075E-03   2.97167891E-03   1.83685146E-03   4.73963844E-04   1.62831395E-04   3.44515810E-05 
  5.21904110E-02   4.12605630E-02   3.05548177E-02   2.00793712E-02   9.07070729E-03   5.67952254E-03   3.33508499E-03   7.64969405E-04   2.86596019E-04   8.81702167E-05 
  2.89920364E-02   2.29109949E-02   1.62037135E-02   1.02532844E-02   4.21236166E-03   2.59970787E-03   1.51803355E-03   4.08077917E-04   2.12370875E-04   1.19603134E-04 
  2.92691785E-02   2.37591389E-02   1.86538869E-02   1.41891799E-02   6.20636647E-03   3.77880976E-03   2.35423698E-03   6.10458431E-04   2.24828330E-04   6.75234989E-05 
  3.25205527E-02   2.57341036E-02   1.83909404E-02   1.18914312E-02   4.84177104E-03   2.97162428E-03   1.74889100E-03   4.97093554E-04   2.76809858E-04   1.69432364E-04 
  3.43874878E-02   2.79048350E-02   2.35268962E-02   2.25355281E-02   9.11749488E-03   3.74032188E-03   2.15544042E-03   4.22043834E-04   1.72082108E-04   7.01032712E-05 
  3.67807986E-02   2.95180688E-02   2.30278697E-02   1.71366319E-02   8.51819311E-03   5.89124467E-03   4.26298020E-03   2.15247230E-03   1.51029140E-03   1.00691841E-03 
  5.29688356E-02   4.58354676E-02   4.05643856E-02   3.90260618E-02   1.82105034E-02   8.78622006E-03   5.91543885E-03   2.02458747E-03   9.88704240E-04   4.06758189E-04 
  3.65553387E-02   2.75865127E-02   1.99259280E-02   1.36688402E-02   6.12124475E-03   3.62759442E-03   2.10127555E-03   4.84796826E-04   1.90435372E-04   6.42908220E-05 
  1.06209497E-01   1.12006290E-01   1.15158436E-01   1.04836583E-01   1.00947324E-01   9.28228222E-02   7.74962825E-02   3.69891952E-02   2.30489892E-02   1.61786933E-02 
  3.51433665E-02   2.73845834E-02   2.07174863E-02   1.56064905E-02   6.78350097E-03   3.70411791E-03   2.14101712E-03   4.61276749E-04   1.68164616E-04   4.59658953E-05 
  5.59642632E-02   4.97141574E-02   4.25290396E-02   3.33416596E-02   2.07809627E-02   1.57261595E-02   1.10002031E-02   3.69372777E-03   1.59824983E-03   6.84691096E-04 
  4.22520580E-02   3.40634686E-02   2.73184862E-02   2.21965289E-02   1.06308590E-02   6.66392074E-03   4.59156702E-03   1.89698315E-03   1.13235711E-03   6.34792630E-04 
  5.16606804E-02   4.05344971E-02   2.89723191E-02   1.74732919E-02   8.56620607E-03   5.86339835E-03   3.62174189E-03   1.03275239E-03   4.33942143E-04   1.34126677E-04 
  6.02130286E-02   5.07814207E-02   4.33636469E-02   3.65846204E-02   2.33298513E-02   1.11772234E-02   6.81992559E-03   1.44586559E-03   7.03124013E-04   3.56469942E-04 
  4.99695882E-02   4.47550362E-02   4.23326429E-02   4.45387073E-02   2.65080173E-02   1.12921058E-02   7.59073361E-03   2.55529419E-03   1.42031761E-03   8.02409460E-04 
  4.92238048E-02   3.88648680E-02   2.96411279E-02   2.09842119E-02   9.34904018E-03   5.30875327E-03   3.06966232E-03   6.36942355E-04   2.23964315E-04   5.67185958E-05 
  3.89159580E-02   2.96466695E-02   2.12553519E-02   1.37033940E-02   6.05793525E-03   3.82101857E-03   2.22000695E-03   5.14097283E-04   1.78806125E-04   4.13318562E-05 
  2.91970028E-02   2.29389622E-02   1.62092971E-02   9.91545761E-03   4.37630161E-03   2.79910580E-03   1.60709129E-03   3.65342576E-04   1.39425725E-04   4.50874758E-05 
  8.38226394E-02   7.48488471E-02   6.38299052E-02   4.93574856E-02   3.89457016E-02   3.38816595E-02   2.74249653E-02   1.24735099E-02   6.08932134E-03   2.36175172E-03 
  4.91080486E-02   4.35384261E-02   4.29788019E-02   5.06207730E-02   4.24363586E-02   1.41839740E-02   8.21383103E-03   9.05140679E-04   3.15195549E-04   7.49786218E-05 
  5.70863037E-02   4.59707676E-02   3.31498305E-02   2.04086310E-02   9.28950196E-03   6.03133740E-03   3.53120155E-03   8.05567658E-04   2.84894779E-04   7.14656843E-05 
  2.61520056E-02   2.09681445E-02   1.59362479E-02   1.12603992E-02   4.70951710E-03   2.76254947E-03   1.64821794E-03   4.50729177E-04   2.34037965E-04   1.24697154E-04 
  3.71403780E-02   2.99863740E-02   2.12905933E-02   1.36126397E-02   5.58846028E-03   3.41841233E-03   1.95014200E-03   4.30418513E-04   1.54381482E-04   4.08465952E-05 
  7.75053036E-02   6.73010288E-02   5.64223931E-02   4.43365783E-02   2.95289655E-02   2.41994422E-02   1.97517381E-02   1.12094747E-02   6.79256789E-03   2.91382199E-03 
  6.86976788E-02   6.11861439E-02   5.27022711E-02   4.22772640E-02   2.89243681E-02   2.33878379E-02   1.78664959E-02   8.59719637E-03   5.33256328E-03   3.37662509E-03 
  3.83702801E-02   3.19088379E-02   2.23460364E-02   1.41514458E-02   6.01353030E-03   3.78784805E-03   2.22762689E-03   5.40740058E-04   1.94344147E-04   4.77441235E-05 
  2.77288663E-02   2.20774097E-02   1.75466196E-02   1.33647045E-02   5.61877132E-03   2.94520891E-03   1.72433624E-03   3.76705294E-04   1.56783779E-04   6.21552123E-05 
  4.80112711E-02   3.78364288E-02   2.87873538E-02   2.10059893E-02   1.13524815E-02   7.53979001E-03   5.06903423E-03   1.84971208E-03   1.03439574E-03   6.09191548E-04 
  3.81242251E-02   3.03587240E-02   2.42970612E-02   1.85261450E-02   9.34620527E-03   5.19949991E-03   3.26739029E-03   9.66488988E-04   4.91783098E-04   1.86901474E-04 
  6.14310915E-02   5.84987742E-02   5.30048891E-02   4.30909903E-02   3.37817268E-02   2.86756123E-02   2.24786605E-02   1.15694204E-02   8.30941823E-03   6.13728729E-03 
  8.38584023E-02   7.75182780E-02   6.91192819E-02   5.64386134E-02   4.53327108E-02   4.01663196E-02   3.44217630E-02   2.28335639E-02   1.83923779E-02   1.40240188E-02 
  5.63113888E-02   4.86840574E-02   4.36386148E-02   4.36409469E-02   2.15748675E-02   7.84386179E-03   4.80937357E-03   1.17684274E-03   5.16845400E-04   1.82855948E-04 
  2.55094399E-02   2.00172996E-02   1.44072927E-02   8.73004388E-03   4.07758961E-03   2.66947503E-03   1.54780130E-03   3.53430532E-04   1.34355212E-04   4.30084564E-05 
  3.56203728E-02   2.79435114E-02   1.95524281E-02   1.19755882E-02   5.34259481E-03   3.48798797E-03   2.06598355E-03   5.61173111E-04   2.54334527E-04   1.07609693E-04 
  5.10169061E-02   4.23418249E-02   3.22983629E-02   2.31769588E-02   8.81580348E-03   4.97103518E-03   2.86083696E-03   6.46050893E-04   2.55383575E-04   8.96372872E-05 
  3.93069312E-02   2.99224492E-02   2.16089485E-02   1.43231104E-02   6.25151336E-03   3.85305361E-03   2.23166787E-03   5.29363952E-04   2.11263813E-04   7.20799096E-05 
  4.01251282E-02   3.16703348E-02   2.28778506E-02   1.46735819E-02   6.85906532E-03   4.59316831E-03   2.85069037E-03   8.21836910E-04   3.25958727E-04   9.38885031E-05 
  8.93379123E-02   7.49596294E-02   5.91479226E-02   4.12726832E-02   2.13758181E-02   1.44171590E-02   9.63411509E-03   3.39424984E-03   1.61594630E-03   5.17752625E-04 
  4.30712714E-02   3.36808670E-02   2.40358925E-02   1.49910475E-02   7.23116643E-03   5.00889707E-03   3.29700060E-03   1.37048976E-03   8.77945734E-04   5.07243071E-04 
  4.31152739E-02   3.75160007E-02   3.52898166E-02   3.89037043E-02   2.05399621E-02   6.44172839E-03   3.77904043E-03   6.67611596E-04   3.09622078E-04   1.43645258E-04 
  3.76679926E-02   2.93052560E-02   2.15805743E-02   1.47593042E-02   6.26984476E-03   3.82797409E-03   2.25072472E-03   5.45259598E-04   2.04414279E-04   5.06908713E-05 
  5.04539908E-02   4.24984644E-02   3.48578654E-02   2.70573703E-02   1.92118964E-02   1.67020243E-02   1.48091395E-02   1.12058682E-02   9.14692281E-03   6.46502398E-03 
  5.19570311E-02   4.04544401E-02   3.06166982E-02   2.34698031E-02   1.13584375E-02   6.13864376E-03   3.71183293E-03   9.27281434E-04   3.81514851E-04   1.37165425E-04 
  5.57888024E-02   4.71427007E-02   4.10126460E-02   3.84449145E-02   2.05647520E-02   7.95485266E-03   4.71429024E-03   8.93480055E-04   3.39327722E-04   1.13413402E-04 
  3.69037897E-02   2.91216607E-02   2.03816904E-02   1.25401895E-02   5.40453051E-03   3.42282732E-03   1.95153124E-03   4.33881579E-04   1.56776623E-04   4.15039075E-05 
  4.27483143E-02   3.40352390E-02   2.49034831E-02   1.64668626E-02   7.82889896E-03   5.33977294E-03   3.53385729E-03   1.42915202E-03   8.66166608E-04   4.56057082E-04 
  3.28372672E-02   2.66851018E-02   2.14443231E-02   1.74329410E-02   8.95697304E-03   6.47328732E-03   5.40946069E-03   4.26025648E-03   3.93403311E-03   3.19953629E-03 
  6.74056947E-02   5.67818850E-02   4.50716950E-02   3.14963490E-02   1.96288282E-02   1.54011995E-02   1.15942964E-02   5.99448528E-03   4.33678803E-03   3.04119095E-03 
  4.30599280E-02   3.55695404E-02   3.03082485E-02   2.88498649E-02   1.36429098E-02   6.68681276E-03   4.32024081E-03   1.24259075E-03   5.13208827E-04   1.66586854E-04 
  4.01134554E-02   3.08775640E-02   2.31226027E-02   1.71263981E-02   8.17750237E-03   4.79469887E-03   2.92267352E-03   7.86055175E-04   3.33009364E-04   1.15309015E-04 
  4.04088206E-02   3.39947423E-02   2.94085823E-02   2.71503801E-02   1.36619546E-02   7.71980144E-03   5.50459719E-03   2.60436694E-03   1.88946315E-03   1.39500403E-03 
  5.26911524E-02   4.25596943E-02   3.32307885E-02   2.49892291E-02   1.27711880E-02   7.71836000E-03   4.83148597E-03   1.16172296E-03   3.71805060E-04   7.96605689E-05 
  4.56064745E-02   3.49791482E-02   2.60115958E-02   1.87337856E-02   8.19067043E-03   4.67975900E-03   2.72339867E-03   6.06509874E-04   2.28072595E-04   6.74723907E-05 
  4.45194414E-02   3.40163184E-02   2.42471587E-02   1.50934766E-02   7.04690175E-03   4.65574759E-03   2.81137815E-03   7.33590450E-04   2.76709153E-04   6.69386572E-05 
  3.74356522E-02   3.02091062E-02   2.53181088E-02   2.40493308E-02   1.02184376E-02   4.26307594E-03   2.45428278E-03   4.41393195E-04   1.52558717E-04   3.77050707E-05 
  5.40891973E-02   4.76210078E-02   4.08263569E-02   3.23746133E-02   2.35170032E-02   1.92408828E-02   1.47585012E-02   5.87477482E-03   2.28550673E-03   5.29183830E-04 
  3.20438340E-02   2.51206579E-02   1.72911909E-02   1.02784461E-02   4.55279537E-03   2.94370612E-03   1.67728602E-03   3.74579511E-04   1.33635357E-04   3.40201315E-05 
  4.27356401E-02   3.64726294E-02   3.35124772E-02   3.36087556E-02   1.69519897E-02   6.51499790E-03   3.87217835E-03   6.97363053E-04   2.78041417E-04   9.77517343E-05 
  4.28771373E-02   3.51705740E-02   2.67509297E-02   1.78558546E-02   1.02158165E-02   7.67982013E-03   5.45389038E-03   2.27344739E-03   1.23102669E-03   6.28572309E-04 
  8.53981811E-02   7.30968533E-02   5.90745889E-02   4.15340290E-02   2.78740383E-02   2.27366208E-02   1.76298381E-02   8.70394069E-03   4.57669118E-03   1.42409721E-03 
  6.30766811E-02   5.33455814E-02   4.51933755E-02   4.03808706E-02   1.86050360E-02   7.57630640E-03   4.39485087E-03   8.39721973E-04   3.23626727E-04   1.03447328E-04 
  8.18588791E-02   7.16204807E-02   6.13828591E-02   5.00732658E-02   3.40888420E-02   2.75427680E-02   2.21627270E-02   1.21159171E-02   7.84939886E-03   4.78530589E-03 
  5.09632020E-02   4.00567428E-02   2.90771611E-02   1.79336252E-02   8.58277809E-03   5.70396425E-03   3.35480807E-03   8.29114218E-04   3.24066414E-04   8.86887994E-05 
  4.16024684E-02   3.45888194E-02   3.00159560E-02   2.84231934E-02   1.20518570E-02   5.26190511E-03   3.27619374E-03   1.03613765E-03   7.15162829E-04   5.14273604E-04 
  3.49071403E-02   2.87608542E-02   2.14292183E-02   1.41301802E-02   6.08655067E-03   3.80190752E-03   2.26019490E-03   5.59681400E-04   2.18330067E-04   6.98666038E-05 
  4.26967276E-02   3.32802403E-02   2.35491750E-02   1.41093521E-02   6.46766986E-03   4.23612839E-03   2.48884844E-03   6.34005474E-04   2.80677987E-04   1.16956223E-04 
  5.22514912E-02   4.38202372E-02   3.72981987E-02   3.25784594E-02   1.71126267E-02   1.09583781E-02   8.10914969E-03   3.93749436E-03   2.51089851E-03   1.41276280E-03 
  5.28480190E-02   4.47154668E-02   3.76083727E-02   3.17389734E-02   1.94673962E-02   1.37471208E-02   1.02094706E-02   4.34265475E-03   2.19017476E-03   9.26370025E-04 
  2.83476899E-02   2.23095413E-02   1.60342536E-02   9.76062887E-03   4.65599585E-03   3.11671892E-03   1.85607310E-03   4.71739817E-04   1.84520252E-04   5.84898227E-05 
  3.28037874E-02   2.53467903E-02   1.87341301E-02   1.31076220E-02   5.52610972E-03   3.34131960E-03   2.01223235E-03   5.67713415E-04   2.84355313E-04   1.49434056E-04 
  4.10613893E-02   3.36043377E-02   2.85121590E-02   2.75758985E-02   1.19436080E-02   5.11493417E-03   3.08066057E-03   7.17787347E-04   3.13555434E-04   1.20508516E-04 
  4.41142514E-02   3.42065306E-02   2.46771535E-02   1.55503455E-02   7.47905860E-03   5.05965708E-03   3.14296725E-03   9.32775471E-04   3.97677107E-04   1.32437238E-04 
  5.90680619E-02   5.23219183E-02   4.58802142E-02   3.99330832E-02   2.32316948E-02   1.60928490E-02   1.16677590E-02   4.23893628E-03   1.69280702E-03   4.73056806E-04 
  4.90044876E-02   3.87152882E-02   2.75420591E-02   1.70270223E-02   7.54550106E-03   4.89393436E-03   2.95423715E-03   9.21086165E-04   5.25931919E-04   3.00127459E-04 
  5.88912034E-02   5.07673243E-02   4.10928108E-02   3.13082646E-02   2.03230576E-02   1.66548538E-02   1.35209992E-02   8.30236756E-03   5.97520564E-03   4.02015624E-03 
  6.82447971E-02   5.41563680E-02   4.01552790E-02   2.65243054E-02   1.37735096E-02   8.69981534E-03   5.32055742E-03   1.43413088E-03   5.99749231E-04   1.92634838E-04 
  2.90904647E-02   2.21869004E-02   1.65257716E-02   1.26078752E-02   5.56655915E-03   3.00746381E-03   1.77209760E-03   4.21304666E-04   1.66199728E-04   4.70130067E-05 
  4.62451385E-02   3.63707631E-02   2.75834742E-02   1.97801907E-02   8.72097042E-03   5.40975881E-03   3.38804375E-03   9.94052642E-04   4.13658053E-04   1.14960214E-04 
  2.86402464E-02   2.45276628E-02   2.09736708E-02   1.86523625E-02   8.84937346E-03   4.12979302E-03   2.62991745E-03   7.57434413E-04   3.56532985E-04   1.59780453E-04 
  3.54823072E-02   2.83260481E-02   2.34572921E-02   2.08613540E-02   1.07063670E-02   5.07280601E-03   3.12783522E-03   7.26702494E-04   2.89009784E-04   8.38627108E-05 
  3.62890720E-02   3.13384551E-02   2.79348472E-02   2.76206152E-02   1.12394884E-02   4.03988200E-03   2.32361322E-03   4.06452051E-04   1.43053726E-04   3.55431316E-05 
  3.81880194E-02   3.06857502E-02   2.31225401E-02   1.54477885E-02   7.49094720E-03   5.00284027E-03   3.15513961E-03   8.90536305E-04   3.73214419E-04   1.43970423E-04 
  3.65313773E-02   2.82591723E-02   2.12098270E-02   1.57009246E-02   6.34265723E-03   3.53100402E-03   2.02367887E-03   4.45025663E-04   1.73698242E-04   5.89612951E-05 
  3.62352274E-02   2.78788998E-02   2.20156527E-02   2.07209505E-02   1.56318131E-02   6.40231705E-03   3.65452357E-03   4.70708768E-04   1.63847966E-04   4.85564501E-05 
  2.95803231E-02   2.31142340E-02   1.77156258E-02   1.32895857E-02   5.44053930E-03   3.03928044E-03   1.82711951E-03   5.26541553E-04   3.03991457E-04   1.87407823E-04 
  5.50356050E-02   4.77737572E-02   3.91293510E-02   3.12364742E-02   1.59295923E-02   1.14792486E-02   9.17544439E-03   5.47208778E-03   3.76867758E-03   2.08179086E-03 
  4.18057862E-02   3.32958439E-02   2.33532077E-02   1.45572333E-02   6.08950376E-03   3.80521603E-03   2.18807709E-03   5.19019189E-04   2.13766750E-04   8.24594293E-05 
  7.06014344E-02   5.92766518E-02   5.03667379E-02   4.53981532E-02   3.34506397E-02   1.60783206E-02   1.03807247E-02   2.48825249E-03   9.15509945E-04   2.54651814E-04 
  3.97633704E-02   3.29208711E-02   2.40099347E-02   1.62916003E-02   6.40037972E-03   3.77546178E-03   2.18290443E-03   5.06983498E-04   1.99073952E-04   6.59267150E-05 
  4.07990471E-02   3.11838237E-02   2.23017084E-02   1.42488104E-02   6.14987453E-03   3.86184284E-03   2.25357206E-03   5.96816579E-04   2.91722265E-04   1.43591682E-04 
  3.85673146E-02   3.03704844E-02   2.12365871E-02   1.30809845E-02   5.85418526E-03   3.83406142E-03   2.28748125E-03   6.38187372E-04   2.94136558E-04   1.14908509E-04 
  5.01177319E-02   3.85567544E-02   2.81552899E-02   1.89809782E-02   8.64132108E-03   5.29374943E-03   3.20964549E-03   9.73730095E-04   5.58680537E-04   3.30533492E-04 
  5.02400347E-02   4.06473520E-02   2.99480165E-02   1.81893908E-02   9.15708473E-03   6.23497648E-03   3.71611513E-03   8.52061535E-04   2.90984615E-04   7.46544080E-05 
  3.78774582E-02   3.08437004E-02   2.58801164E-02   2.39650876E-02   1.01894730E-02   4.87106106E-03   3.11337567E-03   1.09754780E-03   7.25111800E-04   4.93201132E-04 
  3.46213100E-02   2.68786087E-02   1.92319096E-02   1.21248426E-02   5.76464771E-03   3.94010268E-03   2.54326623E-03   9.80096790E-04   6.09452123E-04   3.79718368E-04 
  2.43422760E-02   1.91195210E-02   1.41879364E-02   9.61124086E-03   4.49502552E-03   2.70691110E-03   1.57511849E-03   3.37717318E-04   1.16032869E-04   2.74908880E-05 
  4.87467168E-02   3.94200246E-02   2.87528678E-02   1.84971265E-02   1.00248156E-02   7.39546393E-03   5.12149662E-03   2.03172895E-03   9.97360545E-04   3.64231071E-04 
  3.93844779E-02   3.32144461E-02   2.78774864E-02   2.37661583E-02   1.14862788E-02   6.54007117E-03   4.64872611E-03   2.11720523E-03   1.33854583E-03   7.18985851E-04 
  2.99207931E-02   2.42054579E-02   1.71550896E-02   1.08688868E-02   4.70171213E-03   3.02315584E-03   1.83060423E-03   5.27874587E-04   2.56685555E-04   1.28153677E-04 
  2.44558165E-02   1.89747754E-02   1.35475894E-02   8.27901565E-03   3.80465882E-03   2.48471274E-03   1.45714918E-03   3.44696423E-04   1.27137323E-04   3.60544406E-05 
  3.89835438E-02   3.12081886E-02   2.21448651E-02   1.40820173E-02   5.77923959E-03   3.54991181E-03   2.03414141E-03   4.60664402E-04   1.71309959E-04   5.08566516E-05 
  4.42169126E-02   3.55039996E-02   2.63517552E-02   1.82874844E-02   7.57631327E-03   4.65675399E-03   2.82519253E-03   7.88929339E-04   3.49003494E-04   1.20738263E-04 
  6.16656583E-02   5.43598208E-02   4.69525190E-02   3.89432073E-02   2.81507412E-02   1.93354954E-02   1.37164789E-02   4.23890161E-03   1.50201126E-03   3.90190643E-04 
  3.99438191E-02   3.12619145E-02   2.31903554E-02   1.61925873E-02   6.45694393E-03   3.76379058E-03   2.16580563E-03   4.83397240E-04   1.85694667E-04   5.92656045E-05 
  4.22847384E-02   3.46952070E-02   2.97445895E-02   2.78355395E-02   1.28854403E-02   5.55123603E-03   3.39448536E-03   8.51732950E-04   3.96056384E-04   1.46379409E-04 
  4.08293977E-02   3.24413743E-02   2.55717178E-02   2.10280821E-02   8.61368057E-03   4.21833128E-03   2.42683837E-03   4.93490702E-04   1.69891758E-04   3.97005041E-05 
  4.83615629E-02   3.97035891E-02   3.34528964E-02   2.74357247E-02   1.58532412E-02   1.03357934E-02   7.75858499E-03   4.21126258E-03   3.19663297E-03   2.28280971E-03 
  7.68931054E-02   6.38878739E-02   5.22317149E-02   4.14533362E-02   2.36089239E-02   1.14071964E-02   6.73240112E-03   1.30182714E-03   4.68401027E-04   1.20898469E-04 
  2.86130051E-02   2.21067309E-02   1.57277519E-02   9.87779428E-03   4.26574005E-03   2.68984728E-03   1.55395110E-03   3.57696765E-04   1.31506735E-04   3.66784061E-05 
  6.02166040E-02   4.97057803E-02   3.90735880E-02   2.80264421E-02   2.05997008E-02   1.87560187E-02   1.77552715E-02   1.63809973E-02   1.50468245E-02   1.14379964E-02 
  6.64988447E-02   5.71255203E-02   4.81300754E-02   3.95082297E-02   1.99113248E-02   1.15942280E-02   7.58425804E-03   2.21301070E-03   1.00027229E-03   4.69452346E-04 
  4.13143158E-02   3.32214162E-02   2.63699851E-02   2.13461908E-02   8.25977256E-03   4.23343828E-03   2.43544863E-03   4.85627499E-04   1.71629555E-04   4.38854098E-05 
  4.72123059E-02   3.79171260E-02   2.94785725E-02   2.18095698E-02   1.08136099E-02   7.23209041E-03   4.80560699E-03   1.46128283E-03   4.89535491E-04   8.68500815E-05 
  5.93876771E-02   5.11023730E-02   4.34469572E-02   3.61616002E-02   2.43337755E-02   2.05641959E-02   1.81745448E-02   1.33470006E-02   1.03913561E-02   6.87660599E-03 
  6.68746539E-02   5.56184220E-02   4.28393455E-02   2.95484943E-02   1.79139395E-02   1.43052831E-02   1.13493404E-02   7.00751920E-03   5.34426211E-03   3.65229276E-03 
  3.31548482E-02   2.62860408E-02   1.89016806E-02   1.16082345E-02   5.80586069E-03   4.04328305E-03   2.58052653E-03   8.70969346E-04   4.28959130E-04   1.58716981E-04 
  6.40915842E-02   5.47784404E-02   4.76525916E-02   4.49001088E-02   2.21195047E-02   8.39307897E-03   5.06540310E-03   1.29848552E-03   7.29266356E-04   3.95513081E-04 
  4.03699058E-02   3.60610491E-02   3.14954204E-02   2.54355189E-02   1.92634531E-02   1.63456773E-02   1.30872237E-02   5.72075875E-03   2.61840676E-03   8.13235333E-04 
  7.75148088E-02   6.56701466E-02   5.27774310E-02   3.83243340E-02   2.56413946E-02   2.10984489E-02   1.66733720E-02   8.71514858E-03   4.91945105E-03   1.86106121E-03 
  3.61260742E-02   3.31320024E-02   3.04801789E-02   2.77109999E-02   2.04239084E-02   1.38792489E-02   1.03423241E-02   3.61463017E-03   1.46077307E-03   5.19995941E-04 
  4.93857933E-02   4.35473330E-02   3.94646109E-02   3.84982271E-02   2.06254178E-02   1.06122674E-02   7.17511220E-03   2.17193661E-03   8.40115207E-04   2.45759809E-04 
  6.53133408E-02   5.47852443E-02   4.30943719E-02   3.11717619E-02   2.13319226E-02   1.84782059E-02   1.65288394E-02   1.34216846E-02   1.17405914E-02   8.79554485E-03 
  3.18496845E-02   2.77747732E-02   2.33206239E-02   1.79173980E-02   1.25780792E-02   1.05044107E-02   8.53048008E-03   4.72420408E-03   3.17303065E-03   2.02489557E-03 
  4.69651884E-02   3.57993095E-02   2.56240744E-02   1.64288076E-02   7.14481539E-03   4.43872384E-03   2.53687610E-03   5.58175102E-04   2.01410825E-04   5.56777511E-05 
  3.96058559E-02   3.08245076E-02   2.37347552E-02   1.82725064E-02   7.48847443E-03   4.00405581E-03   2.32819515E-03   5.02847982E-04   1.87676314E-04   5.28518129E-05 
  3.06578734E-02   2.39803746E-02   1.69414910E-02   1.04698410E-02   4.48087847E-03   2.82021807E-03   1.61300268E-03   3.56493259E-04   1.26235517E-04   3.23487254E-05 
  4.20452508E-02   3.69267419E-02   3.47753578E-02   3.67455487E-02   2.30478200E-02   8.24080316E-03   5.01132945E-03   9.43496429E-04   3.47652824E-04   9.56457379E-05 
