t(412)  t(443)  t(486)  t(551)  t(671)  t(745)  t(862)  t(1238)  t(1610)  t(2257)  
  8.29417861E-01   8.70564791E-01   9.07266579E-01   9.41080614E-01   9.71816264E-01   9.81489373E-01   9.89252645E-01   9.97415176E-01   9.99018977E-01   9.99700341E-01 
  8.68845963E-01   9.01217273E-01   9.29418191E-01   9.54734242E-01   9.78848403E-01   9.86072690E-01   9.92040959E-01   9.98155385E-01   9.99333567E-01   9.99848472E-01 
  8.22553904E-01   8.61544526E-01   8.97732624E-01   9.31330866E-01   9.63757239E-01   9.72997934E-01   9.81222180E-01   9.89967210E-01   9.92330352E-01   9.94255277E-01 
  8.26328235E-01   8.62870445E-01   8.97647836E-01   9.30030060E-01   9.62279616E-01   9.72540699E-01   9.80460122E-01   9.88850460E-01   9.91364645E-01   9.92439186E-01 
  8.55731560E-01   8.92735659E-01   9.24320311E-01   9.51469187E-01   9.75658298E-01   9.83156290E-01   9.89385409E-01   9.96367267E-01   9.97762028E-01   9.98967223E-01 
  7.52023013E-01   8.05515811E-01   8.55852322E-01   9.03950593E-01   9.50186554E-01   9.64743347E-01   9.77571201E-01   9.91243587E-01   9.94381835E-01   9.95944573E-01 
  8.64031829E-01   8.99414617E-01   9.29696206E-01   9.55692417E-01   9.78660069E-01   9.85452520E-01   9.91562161E-01   9.97904080E-01   9.99165752E-01   9.99722638E-01 
  7.94905162E-01   8.36010753E-01   8.72482353E-01   9.06109922E-01   9.39419901E-01   9.49157011E-01   9.60475735E-01   9.77549147E-01   9.85192339E-01   9.90009629E-01 
  8.28123438E-01   8.68830806E-01   9.04999714E-01   9.38146126E-01   9.68139709E-01   9.77481904E-01   9.85915878E-01   9.95413866E-01   9.97764195E-01   9.98954785E-01 
  8.09060640E-01   8.55444261E-01   8.96638608E-01   9.34115619E-01   9.64793543E-01   9.74486574E-01   9.83252732E-01   9.92772020E-01   9.95011032E-01   9.96622630E-01 
  8.64620617E-01   8.95545193E-01   9.23924195E-01   9.50292163E-01   9.76455257E-01   9.84180197E-01   9.90455277E-01   9.96962182E-01   9.98372809E-01   9.99066930E-01 
  8.60368686E-01   8.96016474E-01   9.27662293E-01   9.55130241E-01   9.78146907E-01   9.84762113E-01   9.91077699E-01   9.97670052E-01   9.98989872E-01   9.99584503E-01 
  6.77857056E-01   7.23158228E-01   7.70772457E-01   8.21149587E-01   8.79683238E-01   9.01203091E-01   9.23251637E-01   9.54438982E-01   9.65035694E-01   9.70984600E-01 
  7.56931166E-01   7.96788987E-01   8.31784349E-01   8.64598861E-01   9.10762835E-01   9.21757668E-01   9.35613599E-01   9.62377019E-01   9.76066618E-01   9.83986185E-01 
  8.31889939E-01   8.76125443E-01   9.12015653E-01   9.45048147E-01   9.72005911E-01   9.80693682E-01   9.88538912E-01   9.96887156E-01   9.98726001E-01   9.99554799E-01 
  7.14560366E-01   7.79692246E-01   8.41460882E-01   8.99713014E-01   9.50152518E-01   9.66382046E-01   9.80521108E-01   9.95041927E-01   9.97836719E-01   9.99036093E-01 
  7.24865745E-01   7.80490057E-01   8.35033471E-01   8.89203341E-01   9.42982697E-01   9.61057334E-01   9.76572359E-01   9.93724526E-01   9.97397377E-01   9.98960583E-01 
  8.50997785E-01   8.86859687E-01   9.18700491E-01   9.47117466E-01   9.74654895E-01   9.83213624E-01   9.90258959E-01   9.97643737E-01   9.99120533E-01   9.99746447E-01 
  7.58358924E-01   8.12161994E-01   8.61736122E-01   9.08247859E-01   9.53184882E-01   9.67081816E-01   9.79585096E-01   9.93323230E-01   9.96354665E-01   9.97737930E-01 
  8.77165917E-01   9.05670769E-01   9.31648001E-01   9.55420653E-01   9.79945939E-01   9.86985049E-01   9.92487822E-01   9.98190818E-01   9.99312978E-01   9.99796580E-01 
  7.52177526E-01   8.09432704E-01   8.57622105E-01   9.04097613E-01   9.46696782E-01   9.61696446E-01   9.75561768E-01   9.91897853E-01   9.95991893E-01   9.97854979E-01 
  7.73532224E-01   8.23067960E-01   8.69140704E-01   9.12874227E-01   9.56484647E-01   9.70567765E-01   9.82322168E-01   9.95243538E-01   9.98078723E-01   9.99320549E-01 
  7.56644493E-01   8.07709905E-01   8.57821275E-01   9.06357645E-01   9.54079236E-01   9.69420292E-01   9.82112529E-01   9.95528385E-01   9.98205168E-01   9.99355492E-01 
  7.93350310E-01   8.34232286E-01   8.70313339E-01   9.01912167E-01   9.35987324E-01   9.44504742E-01   9.56243827E-01   9.75019339E-01   9.83069180E-01   9.88271395E-01 
  8.47916998E-01   8.88927638E-01   9.22288276E-01   9.51719956E-01   9.75451110E-01   9.83016699E-01   9.90231861E-01   9.97698512E-01   9.99153599E-01   9.99767995E-01 
  8.23494435E-01   8.64618098E-01   9.01925444E-01   9.36992442E-01   9.69725109E-01   9.79945918E-01   9.88551241E-01   9.97487682E-01   9.99378987E-01   9.99950403E-01 
  8.43616790E-01   8.82557668E-01   9.16763222E-01   9.47059068E-01   9.74146279E-01   9.82577976E-01   9.89917770E-01   9.97538800E-01   9.99034043E-01   9.99687741E-01 
  8.63054286E-01   8.94715499E-01   9.23666523E-01   9.50504189E-01   9.77074207E-01   9.84957179E-01   9.91354980E-01   9.97942662E-01   9.99211912E-01   9.99773786E-01 
  8.34006086E-01   8.72644453E-01   9.05537150E-01   9.34860306E-01   9.62002699E-01   9.68769232E-01   9.77723763E-01   9.90390076E-01   9.94945267E-01   9.97266098E-01 
  6.51219024E-01   6.95809274E-01   7.38893915E-01   7.85729115E-01   8.37928891E-01   8.48054051E-01   8.76036796E-01   9.35573799E-01   9.67443547E-01   9.89273969E-01 
  8.69791565E-01   9.07050608E-01   9.35979967E-01   9.60657242E-01   9.81205301E-01   9.87401481E-01   9.92813535E-01   9.98293016E-01   9.99349555E-01   9.99805216E-01 
  8.13528624E-01   8.57090085E-01   8.94527217E-01   9.28143821E-01   9.51967320E-01   9.58330515E-01   9.66915963E-01   9.77394221E-01   9.81614192E-01   9.84520845E-01 
  7.42924428E-01   8.01009984E-01   8.54191040E-01   9.04558980E-01   9.49341155E-01   9.64211133E-01   9.77878525E-01   9.93269036E-01   9.96829811E-01   9.98410696E-01 
  8.35817223E-01   8.79051177E-01   9.14151974E-01   9.45524610E-01   9.71081141E-01   9.79799206E-01   9.86883086E-01   9.95031667E-01   9.97595996E-01   9.98988740E-01 
  8.56388640E-01   8.89702119E-01   9.19728011E-01   9.47621842E-01   9.74937374E-01   9.82968851E-01   9.89847643E-01   9.97231972E-01   9.98816097E-01   9.99514579E-01 
  6.17769026E-01   6.58790249E-01   7.04652130E-01   7.56603665E-01   8.27862887E-01   8.57577561E-01   8.89913777E-01   9.44536783E-01   9.67353957E-01   9.80554673E-01 
  8.07181295E-01   8.48722106E-01   8.87392256E-01   9.23720470E-01   9.60142818E-01   9.71909351E-01   9.81509543E-01   9.92299171E-01   9.94964880E-01   9.96645379E-01 
  8.12342509E-01   8.55583101E-01   8.95428979E-01   9.32301788E-01   9.61062741E-01   9.70670618E-01   9.80357844E-01   9.92301346E-01   9.95866719E-01   9.97783276E-01 
  7.98715810E-01   8.44409609E-01   8.86729340E-01   9.26347447E-01   9.64074454E-01   9.75664236E-01   9.85712127E-01   9.96317685E-01   9.98470455E-01   9.99439160E-01 
  8.23752406E-01   8.64243356E-01   9.01452316E-01   9.36053862E-01   9.69117102E-01   9.79546898E-01   9.88149191E-01   9.96985160E-01   9.98673479E-01   9.99413727E-01 
  5.40233830E-01   5.83689282E-01   6.29771521E-01   6.81251877E-01   7.39315145E-01   7.65738398E-01   7.91074742E-01   8.23781710E-01   8.34428224E-01   8.44714747E-01 
  8.34408787E-01   8.73615573E-01   9.08506030E-01   9.40549776E-01   9.71151456E-01   9.79895786E-01   9.88081593E-01   9.96913684E-01   9.98745603E-01   9.99540310E-01 
  8.09743804E-01   8.55382943E-01   8.95596491E-01   9.31833312E-01   9.62836969E-01   9.72711903E-01   9.82635761E-01   9.94516096E-01   9.97633719E-01   9.99030206E-01 
  6.84349025E-01   7.34581497E-01   7.87272941E-01   8.43474016E-01   8.92188288E-01   9.13628641E-01   9.35616699E-01   9.68099970E-01   9.81220102E-01   9.89247612E-01 
  7.05961491E-01   7.56763808E-01   8.09508725E-01   8.63826835E-01   9.20573916E-01   9.38829438E-01   9.54843693E-01   9.72162863E-01   9.76188233E-01   9.79003943E-01 
  6.31358204E-01   6.84744590E-01   7.37109149E-01   7.92464127E-01   8.59028439E-01   8.85548981E-01   9.15185610E-01   9.58466673E-01   9.77089231E-01   9.88988910E-01 
  8.16777773E-01   8.62918888E-01   9.01449615E-01   9.37140742E-01   9.66950579E-01   9.76607691E-01   9.84650751E-01   9.93643563E-01   9.96676315E-01   9.98390134E-01 
  8.24225809E-01   8.67871288E-01   9.05109463E-01   9.39597701E-01   9.70452901E-01   9.80151484E-01   9.88336747E-01   9.96879800E-01   9.98716906E-01   9.99471622E-01 
  8.11150782E-01   8.59032364E-01   8.99883615E-01   9.37225206E-01   9.69378203E-01   9.79442937E-01   9.87958174E-01   9.96846859E-01   9.98720850E-01   9.99556978E-01 
  8.06098731E-01   8.52965114E-01   8.91985344E-01   9.28728821E-01   9.58694562E-01   9.69388271E-01   9.80137223E-01   9.93430829E-01   9.97133710E-01   9.98765086E-01 
  5.33461310E-01   5.67500539E-01   6.11006338E-01   6.63409763E-01   7.38727528E-01   7.71366639E-01   8.09048524E-01   8.70112149E-01   8.93223905E-01   9.07383138E-01 
  8.39094468E-01   8.80731866E-01   9.16576686E-01   9.48330083E-01   9.74606822E-01   9.83049595E-01   9.90198271E-01   9.97538558E-01   9.99008219E-01   9.99650238E-01 
  8.67993040E-01   9.00966180E-01   9.28762190E-01   9.53221747E-01   9.76718854E-01   9.82563910E-01   9.88856530E-01   9.96146915E-01   9.98091341E-01   9.99064251E-01 
  8.09736920E-01   8.55365604E-01   8.92541852E-01   9.27779251E-01   9.57637382E-01   9.68048278E-01   9.77380060E-01   9.87996886E-01   9.91166400E-01   9.93093022E-01 
  7.53826965E-01   8.02097455E-01   8.48790864E-01   8.94277464E-01   9.38380850E-01   9.53734922E-01   9.67169653E-01   9.82653460E-01   9.87022412E-01   9.89648256E-01 
  5.60955745E-01   6.16114300E-01   6.71858054E-01   7.35274136E-01   8.02280952E-01   8.31264879E-01   8.69185268E-01   9.32530527E-01   9.59449239E-01   9.74494990E-01 
  8.02831552E-01   8.47158312E-01   8.88159454E-01   9.26577777E-01   9.63289477E-01   9.74830003E-01   9.84830308E-01   9.95716256E-01   9.98081821E-01   9.99148325E-01 
  8.24839563E-01   8.62701266E-01   8.98037624E-01   9.31718431E-01   9.65639539E-01   9.76510325E-01   9.85609180E-01   9.95920423E-01   9.98389507E-01   9.99491406E-01 
  7.82704812E-01   8.21964788E-01   8.59646727E-01   8.96706595E-01   9.37523507E-01   9.50438673E-01   9.64202078E-01   9.84549565E-01   9.91825796E-01   9.95407869E-01 
  7.71399617E-01   8.26956744E-01   8.74710190E-01   9.20202744E-01   9.60359521E-01   9.73245520E-01   9.84433074E-01   9.96147308E-01   9.98542965E-01   9.99568955E-01 
  8.29292586E-01   8.66024252E-01   8.99619836E-01   9.31013614E-01   9.63149524E-01   9.72688449E-01   9.81704839E-01   9.93210365E-01   9.96757779E-01   9.98597967E-01 
  7.81537496E-01   8.35261182E-01   8.80723380E-01   9.23499211E-01   9.62237746E-01   9.74772644E-01   9.85482347E-01   9.96534812E-01   9.98688491E-01   9.99627899E-01 
  7.45376274E-01   7.97624563E-01   8.49034748E-01   9.00217203E-01   9.50677884E-01   9.67407361E-01   9.81057915E-01   9.95462408E-01   9.98318896E-01   9.99521821E-01 
  6.60808360E-01   7.12978107E-01   7.76431757E-01   8.44412626E-01   9.18081842E-01   9.43161237E-01   9.64692347E-01   9.88840174E-01   9.94095428E-01   9.96452281E-01 
  8.60543766E-01   8.97033936E-01   9.27335813E-01   9.53900497E-01   9.77496162E-01   9.84548650E-01   9.91047591E-01   9.97834211E-01   9.99193504E-01   9.99773882E-01 
  8.59001724E-01   8.97868459E-01   9.29024054E-01   9.56182900E-01   9.79005828E-01   9.85946352E-01   9.91955123E-01   9.98020118E-01   9.99210966E-01   9.99764377E-01 
  8.72861984E-01   9.05219281E-01   9.32449651E-01   9.56176164E-01   9.79069868E-01   9.86092407E-01   9.91683932E-01   9.97196280E-01   9.98442904E-01   9.99038194E-01 
  6.93423180E-01   7.37287449E-01   7.80721789E-01   8.26235028E-01   8.80776377E-01   8.98292805E-01   9.20186896E-01   9.56231173E-01   9.72204595E-01   9.82429726E-01 
  8.01936689E-01   8.45566802E-01   8.86409516E-01   9.25104098E-01   9.61283572E-01   9.72773330E-01   9.82472566E-01   9.93320861E-01   9.96046295E-01   9.97741409E-01 
  7.51937139E-01   7.99854207E-01   8.50257305E-01   9.00571219E-01   9.51599057E-01   9.68066432E-01   9.81315589E-01   9.95294533E-01   9.98058575E-01   9.99211252E-01 
  8.14202069E-01   8.60299252E-01   9.01041312E-01   9.37446951E-01   9.69171832E-01   9.79108041E-01   9.87922554E-01   9.97082540E-01   9.98879778E-01   9.99646292E-01 
  8.60121764E-01   8.95619253E-01   9.25280875E-01   9.51284622E-01   9.73979812E-01   9.79834717E-01   9.85720176E-01   9.92087370E-01   9.93528904E-01   9.94932474E-01 
  8.75187930E-01   9.07844631E-01   9.35051982E-01   9.58816778E-01   9.80573337E-01   9.86318114E-01   9.91696209E-01   9.97370103E-01   9.98744128E-01   9.99513798E-01 
  7.96915357E-01   8.40410198E-01   8.82251398E-01   9.22677799E-01   9.62321055E-01   9.75182469E-01   9.85500929E-01   9.96417550E-01   9.98621883E-01   9.99563626E-01 
  8.35307590E-01   8.72215451E-01   9.06775901E-01   9.38672270E-01   9.68875178E-01   9.78397184E-01   9.86678750E-01   9.96088231E-01   9.98346902E-01   9.99330089E-01 
  8.67384734E-01   8.99809040E-01   9.27940841E-01   9.53247686E-01   9.78332698E-01   9.85460796E-01   9.91570451E-01   9.97959858E-01   9.99240369E-01   9.99777574E-01 
  8.05160827E-01   8.49908909E-01   8.92021048E-01   9.30638892E-01   9.64780642E-01   9.75621923E-01   9.85320051E-01   9.95991538E-01   9.98390553E-01   9.99494535E-01 
  8.41555407E-01   8.84342538E-01   9.18467612E-01   9.48979980E-01   9.75014640E-01   9.83077078E-01   9.90061668E-01   9.97376852E-01   9.98932859E-01   9.99669840E-01 
  5.00986733E-01   5.38707795E-01   5.83429051E-01   6.39928801E-01   7.21913875E-01   7.60771856E-01   8.06287473E-01   8.83209046E-01   9.13906868E-01   9.31010990E-01 
  8.00329453E-01   8.44691475E-01   8.84319741E-01   9.21246717E-01   9.57934439E-01   9.67391415E-01   9.78354558E-01   9.92451902E-01   9.96547153E-01   9.98328712E-01 
  8.26207881E-01   8.67952632E-01   9.03462521E-01   9.34469139E-01   9.62057235E-01   9.69572538E-01   9.77265362E-01   9.87923411E-01   9.92843468E-01   9.96397089E-01 
  8.34654067E-01   8.58671588E-01   8.93014504E-01   9.21947445E-01   9.57735931E-01   9.69874887E-01   9.81204420E-01   9.94307543E-01   9.97042776E-01   9.98304513E-01 
  8.58802257E-01   8.94801302E-01   9.24648038E-01   9.51730524E-01   9.75642400E-01   9.81705962E-01   9.89013485E-01   9.97028323E-01   9.98784193E-01   9.99590878E-01 
  7.99652595E-01   8.33101561E-01   8.66368250E-01   8.98444819E-01   9.31169513E-01   9.42354765E-01   9.54568768E-01   9.74377799E-01   9.83704898E-01   9.91129520E-01 
  8.07794141E-01   8.51095482E-01   8.90953566E-01   9.28286439E-01   9.61427562E-01   9.71822007E-01   9.80971054E-01   9.90814675E-01   9.93266549E-01   9.95026644E-01 
  7.47395076E-01   7.94057119E-01   8.40282503E-01   8.85117515E-01   9.30559902E-01   9.45665014E-01   9.57541981E-01   9.69660203E-01   9.72565139E-01   9.75026217E-01 
  6.11931997E-01   6.57627851E-01   7.06896868E-01   7.60638592E-01   8.29826116E-01   8.62450277E-01   8.92956751E-01   9.45590366E-01   9.68584039E-01   9.84740529E-01 
  6.94043717E-01   7.40626550E-01   7.97066190E-01   8.60108818E-01   9.30456250E-01   9.53327423E-01   9.72578025E-01   9.93239840E-01   9.97312605E-01   9.99059589E-01 
  8.64863958E-01   8.96344362E-01   9.24640792E-01   9.50939988E-01   9.76812284E-01   9.84632025E-01   9.90979512E-01   9.92008880E-01   9.99093053E-01   9.99691621E-01 
  8.55829353E-01   8.93153724E-01   9.24543690E-01   9.51944439E-01   9.75412140E-01   9.82653027E-01   9.89540497E-01   9.97105427E-01   9.98853607E-01   9.99644382E-01 
  6.40510245E-01   6.90466056E-01   7.40467391E-01   7.94674780E-01   8.62663655E-01   8.88759435E-01   9.18718499E-01   9.62455411E-01   9.79260942E-01   9.87908761E-01 
  8.32108625E-01   8.69059638E-01   9.04842002E-01   9.38377577E-01   9.70835270E-01   9.80787658E-01   9.88930975E-01   9.97342319E-01   9.98957782E-01   9.99642980E-01 
  8.09341891E-01   8.53506493E-01   8.91681594E-01   9.25667376E-01   9.54771579E-01   9.62683147E-01   9.73866829E-01   9.89680733E-01   9.94999052E-01   9.97596453E-01 
  6.96786025E-01   7.53686424E-01   8.04481829E-01   8.55505082E-01   8.94085707E-01   9.08624284E-01   9.30459712E-01   9.65537365E-01   9.79860595E-01   9.87738176E-01 
  8.56023690E-01   8.95526537E-01   9.26552642E-01   9.53983471E-01   9.76489651E-01   9.83432318E-01   9.90013846E-01   9.96895609E-01   9.98364719E-01   9.99058131E-01 
  8.73823796E-01   9.02905000E-01   9.29044728E-01   9.53404573E-01   9.77886870E-01   9.85693811E-01   9.91569076E-01   9.97733147E-01   9.99060072E-01   9.99638082E-01 
  8.46695855E-01   8.79794139E-01   9.09683561E-01   9.37482395E-01   9.65806526E-01   9.75810038E-01   9.83188574E-01   9.90724685E-01   9.93506800E-01   9.95123573E-01 
  5.29176284E-01   5.93612196E-01   6.25651902E-01   6.87675342E-01   7.67698268E-01   8.03621233E-01   8.47255603E-01   9.18951723E-01   9.44534506E-01   9.57693810E-01 
  8.38166114E-01   8.82976883E-01   9.17579740E-01   9.49355677E-01   9.76374072E-01   9.84601732E-01   9.91370966E-01   9.97975870E-01   9.99168533E-01   9.99705711E-01 
  5.56174319E-01   5.96243878E-01   6.39175853E-01   6.90220314E-01   7.51557660E-01   7.76779481E-01   8.13661368E-01   8.92036507E-01   9.28749120E-01   9.57682355E-01 
  5.24357167E-01   5.68170329E-01   6.18185177E-01   6.79820021E-01   7.61224557E-01   8.02042531E-01   8.50761205E-01   9.33625025E-01   9.62133235E-01   9.76086377E-01 
  5.50267382E-01   5.71472641E-01   6.08078279E-01   6.58962351E-01   7.48600362E-01   7.90591819E-01   8.34448690E-01   9.06018341E-01   9.30795383E-01   9.43571952E-01 
  6.78444229E-01   7.27823578E-01   7.75926083E-01   8.26198250E-01   8.84720085E-01   9.02738290E-01   9.28640598E-01   9.71392395E-01   9.87329114E-01   9.94470565E-01 
  8.69843284E-01   9.01984600E-01   9.29698544E-01   9.54188987E-01   9.79486750E-01   9.86075828E-01   9.91404767E-01   9.96711624E-01   9.98064759E-01   9.99236833E-01 
  8.21272945E-01   8.68758825E-01   9.06283065E-01   9.39663413E-01   9.67652766E-01   9.76423804E-01   9.83737888E-01   9.90315215E-01   9.93880930E-01   9.98962007E-01 
  5.85033800E-01   6.32331105E-01   6.81250817E-01   7.35476131E-01   7.96740186E-01   8.25690308E-01   8.59699455E-01   9.21778451E-01   9.49568124E-01   9.69676655E-01 
  7.24858707E-01   7.81252029E-01   8.31038483E-01   8.79589529E-01   9.21424266E-01   9.36756647E-01   9.51559211E-01   9.70619146E-01   9.77186582E-01   9.82738129E-01 
  8.21817868E-01   8.67697082E-01   9.05705152E-01   9.40003569E-01   9.65687346E-01   9.74241202E-01   9.83026063E-01   9.93727531E-01   9.97039869E-01   9.98953477E-01 
  8.67736546E-01   8.97927687E-01   9.25368439E-01   9.50898965E-01   9.77287614E-01   9.85442825E-01   9.91476810E-01   9.97736423E-01   9.99055570E-01   9.99724960E-01 
  8.61741732E-01   8.96846127E-01   9.26561942E-01   9.53143876E-01   9.77101334E-01   9.83790991E-01   9.90591138E-01   9.97742498E-01   9.99152642E-01   9.99751799E-01 
  8.55258703E-01   8.91286298E-01   9.22480761E-01   9.50725971E-01   9.76264980E-01   9.84177470E-01   9.90868921E-01   9.97830267E-01   9.99271895E-01   9.99419740E-01 
  7.95115194E-01   8.43264397E-01   8.82115473E-01   9.19684254E-01   9.46791027E-01   9.56297928E-01   9.67895811E-01   9.83720164E-01   9.89443012E-01   9.92610610E-01 
  8.35600630E-01   8.76239389E-01   9.11934549E-01   9.43848404E-01   9.72634481E-01   9.81270986E-01   9.89155925E-01   9.97386231E-01   9.99005095E-01   9.99697199E-01 
