t(412)  t(443)  t(486)  t(551)  t(671)  t(745)  t(862)  t(1238)  t(1610)  t(2257)  
  8.66369123E-01   8.98372930E-01   9.25987150E-01   9.50387332E-01   9.75425985E-01   9.82124184E-01   9.88066017E-01   9.95220133E-01   9.97486568E-01   9.98773776E-01 
  8.20484852E-01   8.60294646E-01   8.93757214E-01   9.23327098E-01   9.57458782E-01   9.63411971E-01   9.70620944E-01   9.82328375E-01   9.88405313E-01   9.95926514E-01 
  8.21377724E-01   8.64206659E-01   9.01948364E-01   9.36544771E-01   9.68519756E-01   9.78688500E-01   9.87013466E-01   9.95768168E-01   9.97670529E-01   9.98533184E-01 
  8.04242410E-01   8.54982071E-01   8.96000333E-01   9.34224467E-01   9.67553686E-01   9.78227919E-01   9.87233755E-01   9.96607327E-01   9.98561027E-01   9.99435915E-01 
  8.03031911E-01   8.51543677E-01   8.91108879E-01   9.27890701E-01   9.56164446E-01   9.66055239E-01   9.76038175E-01   9.88403885E-01   9.92997045E-01   9.96945577E-01 
  6.28740149E-01   6.83853328E-01   7.38100968E-01   7.96255671E-01   8.60137246E-01   8.86278098E-01   9.17611072E-01   9.66215778E-01   9.82666310E-01   9.90024857E-01 
  8.62587315E-01   9.00099372E-01   9.30351763E-01   9.56490455E-01   9.78147240E-01   9.84712276E-01   9.90831418E-01   9.97425833E-01   9.98909993E-01   9.99576299E-01 
  8.67971002E-01   9.04330063E-01   9.33631396E-01   9.58731114E-01   9.80335180E-01   9.86892622E-01   9.92540539E-01   9.98321925E-01   9.99528896E-01   9.99995988E-01 
  8.50444726E-01   8.90297712E-01   9.21898598E-01   9.50332336E-01   9.72927798E-01   9.79362133E-01   9.86774298E-01   9.95081264E-01   9.97209130E-01   9.98477948E-01 
  7.34393234E-01   7.80786577E-01   8.30545150E-01   8.83007063E-01   9.39589703E-01   9.58554879E-01   9.74070169E-01   9.91324906E-01   9.95139864E-01   9.96923663E-01 
  8.37647755E-01   8.79274831E-01   9.15077737E-01   9.47342658E-01   9.73913121E-01   9.82191774E-01   9.89324344E-01   9.96883618E-01   9.98666078E-01   9.99448593E-01 
  6.27919153E-01   6.82762712E-01   7.31737441E-01   7.87158452E-01   8.43866889E-01   8.69601114E-01   9.00666055E-01   9.51537555E-01   9.71754586E-01   9.83121517E-01 
  8.76266342E-01   9.09869526E-01   9.37453870E-01   9.60655090E-01   9.81171959E-01   9.87120448E-01   9.92444751E-01   9.98023333E-01   9.99184703E-01   9.99717474E-01 
  8.70071174E-01   9.04689455E-01   9.33209585E-01   9.58130379E-01   9.80157692E-01   9.86813483E-01   9.92436209E-01   9.98211218E-01   9.99340768E-01   9.99819275E-01 
  7.97497274E-01   8.37035011E-01   8.77399328E-01   9.15730086E-01   9.53613717E-01   9.65211277E-01   9.75409442E-01   9.86445340E-01   9.89209971E-01   9.91080369E-01 
  7.03690258E-01   7.71135322E-01   8.32570481E-01   8.89970026E-01   9.43898206E-01   9.61246788E-01   9.76774241E-01   9.93436033E-01   9.96944301E-01   9.98447491E-01 
  7.26144467E-01   7.59995981E-01   7.92423516E-01   8.28849123E-01   8.79681762E-01   8.98817830E-01   9.20735865E-01   9.60064494E-01   9.77881923E-01   9.90192921E-01 
  8.27774862E-01   8.65286140E-01   9.00821616E-01   9.34623436E-01   9.67229033E-01   9.77267262E-01   9.86146357E-01   9.95936027E-01   9.98168313E-01   9.99290744E-01 
  8.40714676E-01   8.78422896E-01   9.11884427E-01   9.42226989E-01   9.71719624E-01   9.80897394E-01   9.88016226E-01   9.95451432E-01   9.97308044E-01   9.98871619E-01 
  8.25479863E-01   8.67996036E-01   9.04879382E-01   9.38675795E-01   9.67494449E-01   9.76739649E-01   9.85447126E-01   9.95477657E-01   9.97999347E-01   9.99137913E-01 
  8.39599996E-01   8.78083439E-01   9.12310053E-01   9.43376465E-01   9.72909135E-01   9.81929726E-01   9.89453208E-01   9.97305592E-01   9.98880798E-01   9.99569556E-01 
  8.02588881E-01   8.50647855E-01   8.89193780E-01   9.25991152E-01   9.50950104E-01   9.61034858E-01   9.71325633E-01   9.84898336E-01   9.90400313E-01   9.94882947E-01 
  8.02556218E-01   8.44559819E-01   8.83409749E-01   9.19942428E-01   9.56485049E-01   9.68316583E-01   9.78897277E-01   9.91869473E-01   9.95507176E-01   9.97296218E-01 
  8.16908102E-01   8.61922091E-01   8.99055088E-01   9.32428149E-01   9.56436201E-01   9.63335492E-01   9.72515008E-01   9.83796074E-01   9.87594677E-01   9.90102995E-01 
  3.99258845E-01   4.26525424E-01   4.63857438E-01   5.17190054E-01   6.11319034E-01   6.66344201E-01   7.31201604E-01   8.57316250E-01   9.09356342E-01   9.36056188E-01 
  6.05686455E-01   6.59328602E-01   7.07989946E-01   7.64019771E-01   8.25787710E-01   8.54996035E-01   8.88761161E-01   9.46610583E-01   9.71538514E-01   9.86743389E-01 
  8.58586344E-01   8.92496072E-01   9.22362167E-01   9.49575744E-01   9.75921974E-01   9.83779206E-01   9.90359288E-01   9.97401541E-01   9.98907682E-01   9.99597001E-01 
  8.06619537E-01   8.50801706E-01   8.91760760E-01   9.30106993E-01   9.65146120E-01   9.76133495E-01   9.85702019E-01   9.96008253E-01   9.98302526E-01   9.99438533E-01 
  8.36269240E-01   8.75843846E-01   9.11391918E-01   9.42510104E-01   9.70913637E-01   9.79529257E-01   9.86768930E-01   9.95069748E-01   9.97500118E-01   9.99028826E-01 
  4.96819389E-01   5.38232784E-01   5.81137198E-01   6.31897370E-01   6.85917165E-01   7.07777702E-01   7.51362857E-01   8.56406246E-01   9.19639082E-01   9.68158331E-01 
  8.79129749E-01   9.08698783E-01   9.34632391E-01   9.57915287E-01   9.80641185E-01   9.86956114E-01   9.92455028E-01   9.98178347E-01   9.99314648E-01   9.99803599E-01 
  8.05250232E-01   8.47326842E-01   8.84560260E-01   9.19061822E-01   9.51065761E-01   9.61298146E-01   9.70903213E-01   9.82276888E-01   9.86007989E-01   9.88483620E-01 
  7.84594124E-01   8.31563430E-01   8.75242746E-01   9.16672055E-01   9.53007699E-01   9.65695880E-01   9.77393756E-01   9.91985837E-01   9.96270099E-01   9.98253763E-01 
  8.24601988E-01   8.71434934E-01   9.07213245E-01   9.39264297E-01   9.64893995E-01   9.72221840E-01   9.79978208E-01   9.90005980E-01   9.94412771E-01   9.97276072E-01 
  8.08454119E-01   8.52393978E-01   8.91372969E-01   9.25641261E-01   9.53290215E-01   9.60033347E-01   9.71249343E-01   9.88224162E-01   9.94827149E-01   9.98368519E-01 
  8.31862503E-01   8.68140085E-01   9.03513733E-01   9.36758630E-01   9.69159276E-01   9.79271397E-01   9.87758995E-01   9.96862865E-01   9.98779672E-01   9.99600458E-01 
  8.38660446E-01   8.80585466E-01   9.15847132E-01   9.47354686E-01   9.74180035E-01   9.82723671E-01   9.90096317E-01   9.97637595E-01   9.99097095E-01   9.99721185E-01 
  6.61640870E-01   7.09414535E-01   7.56149474E-01   8.04051140E-01   8.57612634E-01   8.76282033E-01   8.97036633E-01   9.24652373E-01   9.36136363E-01   9.44079442E-01 
  7.58804225E-01   8.07805391E-01   8.56616387E-01   9.04623700E-01   9.52175352E-01   9.68324444E-01   9.81202900E-01   9.95176960E-01   9.98125224E-01   9.99373083E-01 
  6.60050991E-01   7.21761870E-01   7.80156117E-01   8.38235015E-01   8.92950247E-01   9.15318755E-01   9.36723007E-01   9.64015621E-01   9.71812074E-01   9.76197894E-01 
  6.82584805E-01   7.41424158E-01   7.97650207E-01   8.54416977E-01   9.10072407E-01   9.28383392E-01   9.44140577E-01   9.61043797E-01   9.66899778E-01   9.71405080E-01 
  8.25493509E-01   8.64597406E-01   8.96570679E-01   9.24326741E-01   9.54248220E-01   9.45480382E-01   9.52226523E-01   9.69854730E-01   9.83264484E-01   9.93319952E-01 
  8.61609164E-01   8.97514275E-01   9.28038539E-01   9.54869147E-01   9.78832143E-01   9.86106082E-01   9.92031494E-01   9.98117850E-01   9.99320221E-01   9.99898658E-01 
  8.58701895E-01   8.95858990E-01   9.26688992E-01   9.53696642E-01   9.77222319E-01   9.84062126E-01   9.90763580E-01   9.97708010E-01   9.99059333E-01   9.99644032E-01 
  7.44862932E-01   7.98893601E-01   8.51455172E-01   9.02471317E-01   9.51179090E-01   9.67366456E-01   9.80847749E-01   9.94957805E-01   9.97692773E-01   9.98881097E-01 
  8.03888447E-01   8.39632207E-01   8.70916959E-01   8.99328011E-01   9.40054725E-01   9.51128215E-01   9.61819833E-01   9.79550477E-01   9.88148014E-01   9.93102765E-01 
  8.38240199E-01   8.81304807E-01   9.16231221E-01   9.47903395E-01   9.75069109E-01   9.83598803E-01   9.90674380E-01   9.97778997E-01   9.99148430E-01   9.99746362E-01 
  8.58424872E-01   8.95925272E-01   9.27519907E-01   9.54643091E-01   9.77494321E-01   9.84409237E-01   9.90947958E-01   9.97747364E-01   9.99099969E-01   9.99684260E-01 
  7.21697011E-01   7.79717331E-01   8.36246710E-01   8.90607020E-01   9.43132781E-01   9.60110213E-01   9.75180066E-01   9.91703846E-01   9.95256115E-01   9.97028772E-01 
  8.40300368E-01   8.79085851E-01   9.13493752E-01   9.44553858E-01   9.73529415E-01   9.82347865E-01   9.89821769E-01   9.97558696E-01   9.99064876E-01   9.99710832E-01 
  8.30977121E-01   8.71072602E-01   9.05289148E-01   9.37719477E-01   9.66460732E-01   9.75659894E-01   9.83594286E-01   9.91820554E-01   9.94235872E-01   9.96478103E-01 
  8.72877232E-01   9.06876592E-01   9.34513698E-01   9.58248852E-01   9.79373223E-01   9.84850076E-01   9.90295864E-01   9.95775132E-01   9.97247403E-01   9.98166037E-01 
  7.90425561E-01   8.36593004E-01   8.79180036E-01   9.19005813E-01   9.56155745E-01   9.68663580E-01   9.79699838E-01   9.92924453E-01   9.96536688E-01   9.98402948E-01 
  7.90445830E-01   8.35873083E-01   8.79030485E-01   9.20306623E-01   9.60578815E-01   9.73599113E-01   9.84395026E-01   9.96037045E-01   9.98500333E-01   9.99549369E-01 
  7.81519390E-01   8.28340299E-01   8.71965044E-01   9.13349327E-01   9.53717700E-01   9.66563691E-01   9.77852754E-01   9.90372051E-01   9.93422140E-01   9.95109712E-01 
  7.91738836E-01   8.34499552E-01   8.75259290E-01   9.14972941E-01   9.55176048E-01   9.69318314E-01   9.80680959E-01   9.93706671E-01   9.96815892E-01   9.98280633E-01 
  8.46683603E-01   8.81761808E-01   9.14316262E-01   9.44468663E-01   9.73488679E-01   9.82321346E-01   9.89724875E-01   9.97485285E-01   9.99026081E-01   9.99501939E-01 
  7.21772068E-01   7.78661606E-01   8.34991930E-01   8.91154491E-01   9.45205133E-01   9.62787002E-01   9.78000967E-01   9.94021152E-01   9.97178694E-01   9.98559475E-01 
  8.85158338E-01   9.12151348E-01   9.35753113E-01   9.57618869E-01   9.80805520E-01   9.87413965E-01   9.92463320E-01   9.97463715E-01   9.98637201E-01   9.99320004E-01 
  8.64943113E-01   8.97388285E-01   9.25521061E-01   9.51130691E-01   9.76357379E-01   9.83638803E-01   9.89774228E-01   9.96547587E-01   9.98263558E-01   9.99301174E-01 
  7.63352793E-01   8.10796685E-01   8.57435685E-01   9.02848153E-01   9.32378315E-01   9.42323925E-01   9.54786731E-01   9.72812441E-01   9.81214468E-01   9.87664628E-01 
  5.61500480E-01   6.07328166E-01   6.58593939E-01   7.19102045E-01   7.97271153E-01   8.31881893E-01   8.73543632E-01   9.45184919E-01   9.72646918E-01   9.86200821E-01 
  7.38687123E-01   7.80980324E-01   8.25651455E-01   8.73130658E-01   9.28170897E-01   9.47767649E-01   9.64488071E-01   9.86686153E-01   9.93715651E-01   9.97880084E-01 
  7.79986295E-01   8.28158356E-01   8.66942166E-01   9.04089689E-01   9.34980713E-01   9.47777288E-01   9.59006715E-01   9.71950372E-01   9.76800630E-01   9.80641830E-01 
  8.80319551E-01   9.09346793E-01   9.34874436E-01   9.57942883E-01   9.80923070E-01   9.87177939E-01   9.92590750E-01   9.98209792E-01   9.99308158E-01   9.99800873E-01 
  7.76931533E-01   8.28848790E-01   8.72137071E-01   9.11559097E-01   9.43907219E-01   9.55387223E-01   9.67257167E-01   9.83352401E-01   9.90349840E-01   9.94672979E-01 
  8.47746587E-01   8.88106097E-01   9.22657953E-01   9.52486062E-01   9.75919579E-01   9.83281684E-01   9.90344279E-01   9.97686390E-01   9.99132054E-01   9.99743055E-01 
  8.41970636E-01   8.85302000E-01   9.18784555E-01   9.48706917E-01   9.73257260E-01   9.81401265E-01   9.88681778E-01   9.96665115E-01   9.98562511E-01   9.99412248E-01 
  8.65230652E-01   8.99843563E-01   9.29618350E-01   9.54868379E-01   9.77932862E-01   9.84115550E-01   9.90203564E-01   9.96849746E-01   9.98447302E-01   9.99254064E-01 
  6.21413420E-01   6.67730576E-01   7.16252679E-01   7.70866486E-01   8.37887542E-01   8.70063957E-01   9.02693294E-01   9.53927681E-01   9.70910066E-01   9.79729268E-01 
  8.68281396E-01   9.01483246E-01   9.29759485E-01   9.54789007E-01   9.78574862E-01   9.85012881E-01   9.91216324E-01   9.97792802E-01   9.99129315E-01   9.99709829E-01 
  8.19407651E-01   8.62534107E-01   9.01546345E-01   9.36801949E-01   9.69384138E-01   9.79182180E-01   9.87879896E-01   9.97008261E-01   9.98825666E-01   9.99604666E-01 
  5.43517557E-01   5.82665677E-01   6.26993123E-01   6.81875952E-01   7.58312013E-01   7.96451473E-01   8.37078392E-01   9.06917183E-01   9.37103263E-01   9.53823990E-01 
  8.30444720E-01   8.71393913E-01   9.07516135E-01   9.40675019E-01   9.71146009E-01   9.80693778E-01   9.88593986E-01   9.96696936E-01   9.98297125E-01   9.98994771E-01 
  7.56876118E-01   8.02998266E-01   8.48021232E-01   8.91929655E-01   9.35317542E-01   9.50827699E-01   9.62911238E-01   9.76146839E-01   9.79475914E-01   9.82014097E-01 
  8.69302474E-01   8.99239511E-01   9.26132630E-01   9.51213487E-01   9.76878735E-01   9.85302847E-01   9.91470391E-01   9.97896556E-01   9.99194503E-01   9.99754482E-01 
  8.38845099E-01   8.79735853E-01   9.16188392E-01   9.48456947E-01   9.74141428E-01   9.82047529E-01   9.89102091E-01   9.96569162E-01   9.98210666E-01   9.99073712E-01 
  8.68608721E-01   9.00862752E-01   9.28817138E-01   9.53906115E-01   9.78455359E-01   9.84908411E-01   9.91006808E-01   9.97480108E-01   9.98868809E-01   9.99498673E-01 
  7.17694997E-01   7.62718818E-01   8.06160589E-01   8.50607802E-01   9.01002266E-01   9.18725145E-01   9.38240612E-01   9.67832142E-01   9.78996354E-01   9.84860912E-01 
  8.66904010E-01   9.01863974E-01   9.31062154E-01   9.56849936E-01   9.79974991E-01   9.87036781E-01   9.92622755E-01   9.98225063E-01   9.99350499E-01   9.99840916E-01 
  8.54966166E-01   8.95792588E-01   9.26195822E-01   9.53622640E-01   9.76332455E-01   9.83347940E-01   9.89731522E-01   9.96737791E-01   9.98466806E-01   9.99272831E-01 
  8.15051537E-01   8.53946562E-01   8.86647078E-01   9.14481234E-01   9.50252578E-01   9.59786548E-01   9.69313893E-01   9.83984730E-01   9.90692709E-01   9.94675220E-01 
  7.43967272E-01   7.93343873E-01   8.40912320E-01   8.88053229E-01   9.27378364E-01   9.43300369E-01   9.58311967E-01   9.78920321E-01   9.87452394E-01   9.92495116E-01 
  7.58613277E-01   8.03894200E-01   8.51418172E-01   8.98731268E-01   9.47002469E-01   9.62437989E-01   9.75829482E-01   9.91305770E-01   9.95180268E-01   9.97297939E-01 
  8.10061476E-01   8.54564684E-01   8.94259918E-01   9.29843313E-01   9.54638810E-01   9.62563617E-01   9.73595657E-01   9.89471714E-01   9.95042767E-01   9.97708578E-01 
  8.34044411E-01   8.77075042E-01   9.15533657E-01   9.48874802E-01   9.74369753E-01   9.82220777E-01   9.88922012E-01   9.96103433E-01   9.98051823E-01   9.99186182E-01 
  8.22791963E-01   8.61903219E-01   8.99014636E-01   9.33828850E-01   9.66761179E-01   9.76813370E-01   9.85681833E-01   9.95127463E-01   9.97156132E-01   9.98230580E-01 
  8.46628282E-01   8.86130437E-01   9.21033697E-01   9.51755965E-01   9.76695218E-01   9.84367021E-01   9.90993071E-01   9.97781082E-01   9.99137198E-01   9.99716178E-01 
  8.53061285E-01   8.85746835E-01   9.12798773E-01   9.36393075E-01   9.67031674E-01   9.74678878E-01   9.80547662E-01   9.88737531E-01   9.92946137E-01   9.95644241E-01 
  7.10352062E-01   7.66275776E-01   8.22738826E-01   8.80155260E-01   9.39607969E-01   9.59182646E-01   9.75763195E-01   9.93848810E-01   9.97668529E-01   9.99179092E-01 
  7.47678598E-01   8.03181451E-01   8.44305731E-01   8.85316911E-01   9.12335594E-01   9.23644061E-01   9.43207083E-01   9.76196217E-01   9.89270396E-01   9.95506316E-01 
  8.20091341E-01   8.62148825E-01   8.99170325E-01   9.32948782E-01   9.63001212E-01   9.72940813E-01   9.82221990E-01   9.93687254E-01   9.96993955E-01   9.98533865E-01 
  8.58253896E-01   8.94995306E-01   9.25850190E-01   9.52657461E-01   9.76225445E-01   9.82546754E-01   9.89510865E-01   9.97205314E-01   9.98910217E-01   9.99645385E-01 
  7.12885423E-01   7.59738793E-01   8.03551889E-01   8.45833860E-01   8.96085083E-01   9.11248668E-01   9.31199530E-01   9.63753468E-01   9.78080577E-01   9.89330990E-01 
  7.08787513E-01   7.65407938E-01   8.09803891E-01   8.55497187E-01   8.83019390E-01   8.91832276E-01   9.16287386E-01   9.60257883E-01   9.78333383E-01   9.87271871E-01 
  8.75718886E-01   9.09135988E-01   9.36348377E-01   9.59979592E-01   9.80965142E-01   9.87117089E-01   9.92596166E-01   9.98241647E-01   9.99336876E-01   9.99810772E-01 
  8.53955388E-01   8.91385990E-01   9.22225470E-01   9.47517110E-01   9.72976538E-01   9.77679735E-01   9.83249513E-01   9.90795374E-01   9.94628339E-01   9.97359999E-01 
  7.16933271E-01   7.74176182E-01   8.31431325E-01   8.88067817E-01   9.44203248E-01   9.62482264E-01   9.78000445E-01   9.94634919E-01   9.98003349E-01   9.99424472E-01 
  8.76624265E-01   9.09920961E-01   9.37074166E-01   9.60419132E-01   9.81592386E-01   9.87959114E-01   9.93174922E-01   9.98450563E-01   9.99453294E-01   9.99883245E-01 
  7.86736091E-01   8.33652425E-01   8.77630674E-01   9.19328006E-01   9.59236516E-01   9.71590888E-01   9.82621719E-01   9.94800295E-01   9.97565630E-01   9.98912456E-01 
  7.05906296E-01   7.52064236E-01   7.97296754E-01   8.43292437E-01   8.94751174E-01   9.13817387E-01   9.36211243E-01   9.71965270E-01   9.85283890E-01   9.91715129E-01 
  7.33626443E-01   8.00554460E-01   8.54476639E-01   9.06413313E-01   9.51578714E-01   9.66619426E-01   9.80401000E-01   9.94750650E-01   9.97573390E-01   9.98797061E-01 
  7.91032016E-01   8.24322398E-01   8.64339723E-01   9.02574135E-01   9.43737449E-01   9.54604708E-01   9.71348163E-01   9.89547368E-01   9.94932370E-01   9.97563197E-01 
  8.05802562E-01   8.48630478E-01   8.88717336E-01   9.26756218E-01   9.63833696E-01   9.75860189E-01   9.85668599E-01   9.96159343E-01   9.98364524E-01   9.99272471E-01 
  8.34041370E-01   8.75950207E-01   9.11016304E-01   9.42320603E-01   9.69560442E-01   9.76868058E-01   9.85691556E-01   9.95900793E-01   9.98325135E-01   9.99367504E-01 
  8.07790486E-01   8.52857626E-01   8.93633812E-01   9.31807690E-01   9.66792350E-01   9.77707763E-01   9.87134308E-01   9.96871482E-01   9.98748907E-01   9.99532623E-01 
  8.47540670E-01   8.89015974E-01   9.21665831E-01   9.51034689E-01   9.74954353E-01   9.82645624E-01   9.89966635E-01   9.97587887E-01   9.99093326E-01   9.99728296E-01 
  8.66677625E-01   8.98245854E-01   9.26062462E-01   9.51495710E-01   9.76470820E-01   9.82982184E-01   9.89441515E-01   9.96904123E-01   9.98622374E-01   9.99404369E-01 
  8.56413116E-01   8.94590141E-01   9.25728987E-01   9.53211784E-01   9.77010163E-01   9.84135391E-01   9.90841515E-01   9.97751119E-01   9.99086657E-01   9.99654972E-01 
  7.27171252E-01   7.66308076E-01   8.13576095E-01   8.63254553E-01   9.18158670E-01   9.36376443E-01   9.50125153E-01   9.63735423E-01   9.67771763E-01   9.69879591E-01 
  6.77051385E-01   7.36130226E-01   7.94851531E-01   8.54242878E-01   9.11336733E-01   9.32283441E-01   9.51776318E-01   9.74599206E-01   9.80428946E-01   9.83759725E-01 
  8.42947644E-01   8.84291562E-01   9.17304611E-01   9.46905667E-01   9.70360483E-01   9.77980465E-01   9.85496030E-01   9.93990629E-01   9.96266232E-01   9.97461892E-01 
  8.44209720E-01   8.80134590E-01   9.10670822E-01   9.37429412E-01   9.64969867E-01   9.70133017E-01   9.78207312E-01   9.90728632E-01   9.95450946E-01   9.97717517E-01 
  8.58015596E-01   8.91927770E-01   9.22229147E-01   9.49988688E-01   9.76346792E-01   9.84096361E-01   9.90811172E-01   9.97800180E-01   9.99184156E-01   9.99774821E-01 
  8.14578164E-01   8.56760242E-01   8.94146242E-01   9.28802727E-01   9.59940527E-01   9.69843754E-01   9.78775165E-01   9.88899319E-01   9.91854345E-01   9.93957209E-01 
  8.05833083E-01   8.54107498E-01   8.92467497E-01   9.27847655E-01   9.51816337E-01   9.60050140E-01   9.71614796E-01   9.87902582E-01   9.93495147E-01   9.96345844E-01 
  7.96968535E-01   8.42173210E-01   8.84010029E-01   9.23186856E-01   9.61177291E-01   9.73335070E-01   9.83595700E-01   9.95097488E-01   9.97865399E-01   9.99276723E-01 
  7.85996490E-01   8.22314376E-01   8.55484235E-01   8.86548954E-01   9.32844021E-01   9.45179715E-01   9.56627726E-01   9.76537171E-01   9.86672642E-01   9.92632822E-01 
  7.11322338E-01   7.67414810E-01   8.24774746E-01   8.82374491E-01   9.40237375E-01   9.59026604E-01   9.75221554E-01   9.92209204E-01   9.95535754E-01   9.97056583E-01 
  7.25710218E-01   7.80805538E-01   8.34997099E-01   8.88110706E-01   9.40846012E-01   9.58430494E-01   9.73128288E-01   9.89460343E-01   9.93182643E-01   9.95223635E-01 
  8.39798453E-01   8.78230315E-01   9.12433604E-01   9.43535117E-01   9.71335662E-01   9.80042671E-01   9.87622743E-01   9.95871746E-01   9.97802673E-01   9.98795061E-01 
  8.05947756E-01   8.43656633E-01   8.74334701E-01   9.07253469E-01   9.44394009E-01   9.54522982E-01   9.60733414E-01   9.66251201E-01   9.77948905E-01   9.88963103E-01 
  8.25323856E-01   8.66077813E-01   9.02239429E-01   9.35356089E-01   9.66346348E-01   9.75575319E-01   9.84627579E-01   9.95059783E-01   9.85394309E-01   9.98807526E-01 
  8.47774839E-01   8.88996071E-01   9.20959518E-01   9.50020472E-01   9.74905451E-01   9.82816001E-01   9.89899577E-01   9.97311546E-01   9.98862934E-01   9.99568096E-01 
  7.05280008E-01   7.47046219E-01   7.88970545E-01   8.26211189E-01   8.71032696E-01   8.89027922E-01   9.12839431E-01   9.60522886E-01   9.80081092E-01   9.89289087E-01 
  7.32766836E-01   7.81852576E-01   8.30811333E-01   8.80354668E-01   9.31431639E-01   9.50643121E-01   9.67561840E-01   9.89328227E-01   9.95403789E-01   9.98058631E-01 
  5.83913122E-01   6.28212746E-01   6.76576385E-01   7.37010565E-01   8.17138952E-01   8.55034002E-01   8.94575481E-01   9.55703765E-01   9.75889208E-01   9.85472909E-01 
  7.80432149E-01   8.19997299E-01   8.55076008E-01   8.87509871E-01   9.26128305E-01   9.41474639E-01   9.53918228E-01   9.73788057E-01   9.85628871E-01   9.93246706E-01 
  7.94989689E-01   8.39135644E-01   8.79463903E-01   9.17540675E-01   9.52114841E-01   9.62657910E-01   9.73423035E-01   9.87198704E-01   9.91919431E-01   9.95304670E-01 
  8.70281317E-01   9.03039530E-01   9.30885229E-01   9.55349498E-01   9.78953009E-01   9.85470216E-01   9.91562909E-01   9.97971314E-01   9.99223658E-01   9.99756158E-01 
  7.05146191E-01   7.52161372E-01   8.08052324E-01   8.64652231E-01   9.25520557E-01   9.45762410E-01   9.64107293E-01   9.85506203E-01   9.90558169E-01   9.92997832E-01 
  7.26858642E-01   7.82149732E-01   8.36002971E-01   8.88871135E-01   9.41012595E-01   9.58985861E-01   9.74476398E-01   9.92080763E-01   9.96142275E-01   9.97993475E-01 
  7.92050762E-01   8.37681495E-01   8.81174455E-01   9.22716990E-01   9.62291341E-01   9.75062791E-01   9.85527572E-01   9.96521801E-01   9.98726377E-01   9.99633379E-01 
  8.04464216E-01   8.45701788E-01   8.84381884E-01   9.20739637E-01   9.55741870E-01   9.66667683E-01   9.76471814E-01   9.87652481E-01   9.90698182E-01   9.92555259E-01 
  4.98478609E-01   5.30945892E-01   5.71347614E-01   6.26159912E-01   7.21138712E-01   7.70620820E-01   8.25662434E-01   9.25027940E-01   9.63300643E-01   9.80818055E-01 
  7.46958142E-01   7.88080349E-01   8.26744104E-01   8.65900351E-01   9.14659233E-01   9.32792121E-01   9.50221323E-01   9.77580618E-01   9.87896781E-01   9.93074504E-01 
  7.09383340E-01   7.56397091E-01   8.06422507E-01   8.58492021E-01   9.16285182E-01   9.38129956E-01   9.55914184E-01   9.79167635E-01   9.86258191E-01   9.90829513E-01 
  7.19928845E-01   7.59091719E-01   8.02745353E-01   8.48952560E-01   9.05690489E-01   9.28260570E-01   9.48856272E-01   9.79753901E-01   9.90391754E-01   9.95136916E-01 
  8.01064682E-01   8.41905945E-01   8.78003894E-01   9.11151148E-01   9.45432967E-01   9.57162805E-01   9.67870028E-01   9.83406065E-01   9.90301834E-01   9.94468540E-01 
  8.04394290E-01   8.50992338E-01   8.90328335E-01   9.26606135E-01   9.48228721E-01   9.57249033E-01   9.67571180E-01   9.81659943E-01   9.87318385E-01   9.92406775E-01 
  8.52824658E-01   8.90457915E-01   9.22610244E-01   9.50573425E-01   9.76643922E-01   9.84474198E-01   9.91012428E-01   9.97804184E-01   9.99160361E-01   9.99752930E-01 
  8.00016073E-01   8.44820511E-01   8.83074118E-01   9.17516458E-01   9.43238985E-01   9.48481606E-01   9.61415318E-01   9.81928526E-01   9.89718188E-01   9.93990070E-01 
  8.51870917E-01   8.91012501E-01   9.23218082E-01   9.51390223E-01   9.74316086E-01   9.80903888E-01   9.87780772E-01   9.95679314E-01   9.97877370E-01   9.99118817E-01 
  6.68154557E-01   7.34493369E-01   8.01327691E-01   8.67571512E-01   9.32412867E-01   9.53831734E-01   9.72549528E-01   9.92402905E-01   9.96145603E-01   9.97799641E-01 
  7.76027686E-01   8.25386314E-01   8.71959084E-01   9.16328177E-01   9.59248142E-01   9.72942758E-01   9.84270857E-01   9.96144377E-01   9.98498958E-01   9.99503157E-01 
  8.60881739E-01   8.96665925E-01   9.27366385E-01   9.54315909E-01   9.78366040E-01   9.85802322E-01   9.91927078E-01   9.98135701E-01   9.99303251E-01   9.99815214E-01 
  6.64235621E-01   7.23598352E-01   7.88540160E-01   8.57801383E-01   9.27729891E-01   9.51948205E-01   9.71420675E-01   9.91958933E-01   9.95974985E-01   9.97762169E-01 
  7.58877270E-01   8.12337054E-01   8.62146710E-01   9.09085006E-01   9.50518801E-01   9.64060821E-01   9.76501937E-01   9.90158622E-01   9.93218854E-01   9.94796595E-01 
  6.60237619E-01   7.17309985E-01   7.74592080E-01   8.33330189E-01   8.94121514E-01   9.16621576E-01   9.39153462E-01   9.68730093E-01   9.77438791E-01   9.82082686E-01 
  8.24112289E-01   8.56511158E-01   8.92243732E-01   9.27622137E-01   9.65168554E-01   9.76800378E-01   9.86407810E-01   9.96665169E-01   9.98790142E-01   9.99753240E-01 
  6.49962120E-01   6.96544950E-01   7.42915900E-01   7.91130571E-01   8.44074828E-01   8.65204666E-01   8.89866165E-01   9.28550165E-01   9.44167068E-01   9.54017522E-01 
