rho_a(412)  rho_a(443)  rho_a(486)  rho_a(551)  rho_a(671)  rho_a(745)  rho_a(862)  rho_a(1238)  rho_a(1610)  rho_a(2257)  
  1.11985840E-03   1.11808773E-03   1.10381659E-03   1.07496056E-03   1.02590987E-03   1.01025415E-03   9.99900680E-04   9.96421255E-04   9.68330364E-04   8.49457873E-04 
  1.79828244E-04   1.75975593E-04   1.62621405E-04   1.41590813E-04   1.07634779E-04   9.07954871E-05   7.03615457E-05   3.34970812E-05   1.62058354E-05   5.31311051E-06 
  5.21780585E-04   5.14445212E-04   4.78808505E-04   4.27192769E-04   3.41435794E-04   2.98048248E-04   2.44749304E-04   1.43214858E-04   9.15376902E-05   5.18567604E-05 
  5.48705212E-03   5.79637164E-03   5.71742985E-03   5.12013116E-03   3.73506675E-03   2.98178396E-03   2.08761049E-03   7.56951606E-04   3.62836071E-04   2.10959009E-04 
  2.89500914E-02   2.98163931E-02   2.97217024E-02   2.84934075E-02   2.57517725E-02   2.42316404E-02   2.23336455E-02   1.76401927E-02   1.38361923E-02   8.38350118E-03 
  2.13743143E-03   2.09448705E-03   1.94832886E-03   1.67994399E-03   1.25641346E-03   1.05411521E-03   8.20211080E-04   4.16528801E-04   2.39985448E-04   1.38192231E-04 
  6.49037334E-02   8.57384984E-02   1.08680008E-01   1.33513561E-01   1.59320646E-01   1.67728281E-01   1.74099386E-01   1.74767439E-01   1.70528891E-01   1.55814287E-01 
  5.41224848E-04   6.29314398E-04   6.81483326E-04   6.68374634E-04   5.33789980E-04   4.37340323E-04   3.08703518E-04   9.46599359E-05   2.76994745E-05   5.14109019E-06 
  5.62715404E-02   6.48229931E-02   7.14724943E-02   7.37812177E-02   6.59294657E-02   5.78562764E-02   4.53447242E-02   2.00121029E-02   1.02098664E-02   5.48366276E-03 
  7.59697929E-04   8.11954548E-04   8.00483353E-04   7.28236238E-04   5.78346109E-04   5.05707687E-04   4.20060852E-04   2.61074628E-04   1.66151139E-04   8.33886282E-05 
  8.96699019E-03   9.01369221E-03   8.62073641E-03   7.55331832E-03   5.57120583E-03   4.59178120E-03   3.44090331E-03   1.70514855E-03   1.08217449E-03   6.89056808E-04 
  7.41843073E-04   7.37488962E-04   6.91259584E-04   5.92570035E-04   4.32958264E-04   3.61031307E-04   2.80483432E-04   1.62235437E-04   1.13971137E-04   7.57223558E-05 
  1.35289493E-04   1.33345995E-04   1.21878588E-04   1.06883910E-04   8.55024394E-05   7.49675937E-05   6.19541260E-05   3.54121230E-05   2.08349727E-05   9.65396429E-06 
  2.02041100E-04   2.05008701E-04   1.89019136E-04   1.60552559E-04   1.16834042E-04   9.84696422E-05   7.84445092E-05   4.49516482E-05   2.71325866E-05   1.36780524E-05 
  6.75188250E-04   6.75172422E-04   6.34353636E-04   5.46719112E-04   3.90526881E-04   3.12593490E-04   2.21946590E-04   7.96834249E-05   3.04144834E-05   8.50286787E-06 
  2.90585397E-04   3.10270694E-04   3.08553297E-04   2.87662153E-04   2.34388217E-04   2.05498760E-04   1.70596052E-04   1.18430256E-04   1.03425292E-04   9.53673042E-05 
  5.15517234E-04   5.22937620E-04   4.89998361E-04   4.25137714E-04   3.23209698E-04   2.78972214E-04   2.29136324E-04   1.40309011E-04   8.88720342E-05   4.31052029E-05 
  2.03905370E-04   2.29068830E-04   2.34146317E-04   2.30715037E-04   2.04442381E-04   1.90187170E-04   1.68262283E-04   1.17834477E-04   8.45548273E-05   4.94731459E-05 
  4.93128546E-05   5.27909342E-05   4.81830993E-05   4.32870596E-05   3.63745524E-05   3.28347796E-05   2.80609522E-05   1.96824186E-05   1.52460951E-05   1.08130874E-05 
  3.48831493E-02   3.52351652E-02   3.41342262E-02   3.11509360E-02   2.45849856E-02   2.07227726E-02   1.56247696E-02   6.38158311E-03   2.72795560E-03   9.26991704E-04 
  1.53383569E-02   1.51255398E-02   1.43380043E-02   1.27290659E-02   9.90528539E-03   8.47397189E-03   6.78744147E-03   4.08443875E-03   3.02013743E-03   2.28548592E-03 
  1.74810894E-03   1.79570224E-03   1.74446868E-03   1.57754678E-03   1.21853141E-03   1.02568788E-03   7.90612994E-04   4.08616923E-04   2.67800555E-04   1.87047354E-04 
  1.30738182E-04   1.30101969E-04   1.20558607E-04   1.05326915E-04   8.00611442E-05   6.80306230E-05   5.32587235E-05   2.81253976E-05   1.65479285E-05   8.48841851E-06 
  6.17976054E-03   6.39438955E-03   6.42304923E-03   6.25576842E-03   5.81807531E-03   5.58975381E-03   5.31026144E-03   4.56793743E-03   3.87903776E-03   2.61559611E-03 
  5.50225323E-02   6.15802302E-02   6.71688313E-02   7.04284691E-02   6.74225635E-02   6.21707953E-02   5.21471327E-02   2.29244151E-02   7.69576098E-03   1.10385130E-03 
  1.04204590E-02   1.02179582E-02   9.56945966E-03   8.34250043E-03   6.28003145E-03   5.23885905E-03   3.98193570E-03   1.88778330E-03   1.03422718E-03   5.39598126E-04 
  2.94039485E-02   3.01758956E-02   2.96665221E-02   2.73040542E-02   2.19887041E-02   1.89111771E-02   1.50294941E-02   7.95055878E-03   4.85933857E-03   2.99055922E-03 
  9.59109762E-03   9.44302251E-03   8.98749504E-03   8.20644093E-03   6.97369397E-03   6.35225379E-03   5.60039149E-03   3.99122149E-03   3.02877162E-03   2.09058695E-03 
  1.68726286E-04   1.74202116E-04   1.67985515E-04   1.51726941E-04   1.20493060E-04   1.04650800E-04   8.57836821E-05   5.87936152E-05   5.07491485E-05   4.65380918E-05 
  9.15103519E-05   9.33055316E-05   8.81769819E-05   8.01062974E-05   6.70668559E-05   6.09610094E-05   5.35589338E-05   4.07330111E-05   3.40263383E-05   2.64940112E-05 
  2.17526534E-04   2.13252092E-04   1.95308190E-04   1.66531146E-04   1.20341831E-04   9.80787676E-05   7.19248900E-05   2.83100586E-05   1.02134857E-05   1.68140605E-06 
  1.82533471E-04   1.77259988E-04   1.61864302E-04   1.40719998E-04   1.09757545E-04   9.50432493E-05   7.74453953E-05   4.32447925E-05   2.35768239E-05   7.86857790E-06 
  1.72521732E-03   1.65803515E-03   1.52739642E-03   1.32899878E-03   1.02259886E-03   8.74356220E-04   6.92022981E-04   3.52798054E-04   1.86418600E-04   7.11412874E-05 
  3.50756234E-02   3.63195381E-02   3.60853148E-02   3.39449917E-02   2.84448179E-02   2.51458871E-02   2.07159437E-02   1.24898538E-02   8.91301692E-03   6.28105251E-03 
  3.44684810E-04   3.40241335E-04   3.15867852E-04   2.72581771E-04   2.03529984E-04   1.70283601E-04   1.31482119E-04   6.44394069E-05   3.54658243E-05   1.87240524E-05 
  2.76157811E-02   2.72467888E-02   2.60829544E-02   2.37371636E-02   1.92383240E-02   1.66294014E-02   1.31790975E-02   6.17795490E-03   2.88792095E-03   8.27941000E-04 
  9.72299606E-04   9.63592344E-04   9.09302705E-04   8.05591934E-04   6.32813345E-04   5.49972271E-04   4.51217345E-04   2.88417910E-04   2.21358008E-04   1.74024038E-04 
  1.74853554E-04   1.96516623E-04   2.01212764E-04   1.87642561E-04   1.51059625E-04   1.32017450E-04   1.12498197E-04   8.75860943E-05   7.27124476E-05   4.67358234E-05 
  5.15466367E-04   5.02158006E-04   4.64767287E-04   4.07458453E-04   3.14808478E-04   2.70599459E-04   2.16642976E-04   1.21693861E-04   7.67569118E-05   4.62594817E-05 
  5.64571485E-03   5.65960402E-03   5.50804480E-03   5.26840613E-03   4.79418740E-03   4.57933994E-03   4.31466607E-03   3.94326291E-03   3.71032748E-03   3.18173153E-03 
  5.55490307E-04   5.44656489E-04   5.05902990E-04   4.39839606E-04   3.35783609E-04   2.84649587E-04   2.24194667E-04   1.13996429E-04   6.26802574E-05   3.13302158E-05 
  1.50095747E-03   1.43586082E-03   1.32089150E-03   1.14835257E-03   8.97358225E-04   7.77792747E-04   6.35702367E-04   3.72196616E-04   2.41242700E-04   1.50654969E-04 
  3.91733738E-04   4.35751313E-04   4.59762663E-04   4.56873116E-04   4.07902477E-04   3.71315737E-04   3.21009748E-04   2.18591691E-04   1.68971392E-04   1.26542696E-04 
  5.53612689E-04   5.32146936E-04   4.92205547E-04   4.23275746E-04   3.15888935E-04   2.65005054E-04   2.05954596E-04   1.02864155E-04   5.72681668E-05   3.00014936E-05 
  1.97340884E-03   1.89574163E-03   1.76043085E-03   1.54271388E-03   1.20290898E-03   1.03796371E-03   8.40858981E-04   4.85417558E-04   3.18393275E-04   2.08335411E-04 
  1.25292061E-03   1.31639698E-03   1.31042356E-03   1.21496900E-03   9.90593603E-04   8.68606678E-04   7.19289175E-04   4.91993306E-04   4.15365171E-04   3.57975093E-04 
  9.81341837E-04   9.46895469E-04   8.82219949E-04   7.82041520E-04   6.20869079E-04   5.37323172E-04   4.32478639E-04   2.30320051E-04   1.29155405E-04   5.81473346E-05 
  2.06193097E-02   2.07956887E-02   2.05739658E-02   1.95466001E-02   1.70870120E-02   1.55250118E-02   1.33286693E-02   9.07781976E-03   7.14819739E-03   5.62702053E-03 
  9.58259510E-04   9.38021946E-04   8.79070935E-04   7.85550904E-04   6.12156321E-04   5.27484204E-04   4.19947515E-04   2.27404774E-04   1.36866621E-04   7.53225657E-05 
  9.71675128E-03   1.04718236E-02   1.08042971E-02   1.03827882E-02   8.60307625E-03   7.37686404E-03   5.71148111E-03   2.48557594E-03   1.11579855E-03   4.10562729E-04 
  1.33407725E-03   1.34465555E-03   1.31238431E-03   1.19407909E-03   9.40091069E-04   7.96356671E-04   6.10276551E-04   2.88025235E-04   1.49279226E-04   4.75752447E-05 
  1.10162359E-03   1.19937035E-03   1.24429297E-03   1.24429768E-03   1.17144704E-03   1.12418684E-03   1.05847166E-03   9.42412787E-04   8.74771539E-04   7.44495833E-04 
  7.92916135E-04   7.95893889E-04   7.58931164E-04   6.74839397E-04   5.30837503E-04   4.59067597E-04   3.73585356E-04   2.16009768E-04   1.38929676E-04   8.82216780E-05 
  5.09562853E-04   5.01739381E-04   4.64146082E-04   3.94953316E-04   2.82718713E-04   2.29986411E-04   1.70659588E-04   8.13826577E-05   4.92883344E-05   3.20290470E-05 
  6.24751136E-04   6.13905456E-04   5.87819521E-04   5.44145002E-04   4.65619631E-04   4.22775257E-04   3.70122836E-04   2.60793195E-04   1.93683032E-04   1.18138740E-04 
  1.77072747E-02   1.74023487E-02   1.65688708E-02   1.49922665E-02   1.22032823E-02   1.06733460E-02   8.71672124E-03   4.76662995E-03   2.82413349E-03   1.35865062E-03 
  3.53583904E-02   3.54556555E-02   3.40625824E-02   3.08034514E-02   2.42559127E-02   2.04884892E-02   1.56759356E-02   6.67570937E-03   2.82677101E-03   8.41070137E-04 
  7.24628721E-04   7.18184367E-04   6.80478215E-04   6.12841324E-04   5.13803805E-04   4.70191469E-04   4.30095492E-04   3.73202968E-04   3.50651316E-04   3.12189392E-04 
  2.66561703E-03   2.55934571E-03   2.36860539E-03   2.10026684E-03   1.72231859E-03   1.54098391E-03   1.31693606E-03   8.67760485E-04   6.06791864E-04   3.78519535E-04 
  1.59628237E-02   1.62529636E-02   1.59916746E-02   1.48253500E-02   1.24157783E-02   1.10185177E-02   9.08082486E-03   4.91001974E-03   2.62615209E-03   9.07318136E-04 
  3.79177640E-03   3.74516653E-03   3.61995125E-03   3.40685951E-03   3.07802420E-03   2.89596990E-03   2.64962045E-03   1.98960942E-03   1.48957417E-03   9.46343905E-04 
  1.71388889E-03   1.65400359E-03   1.53595003E-03   1.33688917E-03   1.02968682E-03   8.83247493E-04   7.14595054E-04   4.23003860E-04   2.89452569E-04   1.92101635E-04 
  1.36793637E-03   1.31742971E-03   1.21817433E-03   1.05232846E-03   7.96296140E-04   6.73603592E-04   5.31799467E-04   2.88756560E-04   1.80997462E-04   1.09533792E-04 
  3.23398738E-04   3.21375597E-04   3.07438051E-04   2.86352111E-04   2.55109540E-04   2.39163373E-04   2.19549375E-04   1.73693561E-04   1.42407373E-04   1.04152071E-04 
  4.37618706E-04   4.56916169E-04   4.61682594E-04   4.54041718E-04   4.27226462E-04   4.12495384E-04   3.90563913E-04   3.29532682E-04   2.84641638E-04   2.20292494E-04 
  4.39242309E-04   4.23127957E-04   3.86241916E-04   3.29727522E-04   2.43895022E-04   2.02619030E-04   1.53229142E-04   6.58492147E-05   2.84488391E-05   9.07565397E-06 
  2.98971123E-04   2.88826910E-04   2.67427609E-04   2.37103877E-04   1.95234213E-04   1.75846812E-04   1.52586797E-04   1.04619464E-04   7.43644386E-05   4.18455942E-05 
  2.46253262E-02   2.44045135E-02   2.32537784E-02   2.10753297E-02   1.72292797E-02   1.51467953E-02   1.24820072E-02   7.08645077E-03   4.26011528E-03   2.22159734E-03 
  3.24758145E-03   3.35235574E-03   3.24807887E-03   2.89447270E-03   2.17757951E-03   1.79866171E-03   1.34516519E-03   5.92483070E-04   3.02162097E-04   1.42403188E-04 
  3.97819260E-02   4.10974758E-02   4.07984132E-02   3.77484601E-02   2.96609556E-02   2.46497587E-02   1.82082865E-02   7.50711975E-03   4.00623796E-03   2.46586109E-03 
  5.42637202E-04   5.37014855E-04   4.99281554E-04   4.31149040E-04   3.16829967E-04   2.60480719E-04   1.93967869E-04   8.31867456E-05   3.91751514E-05   1.53546978E-05 
  1.42230100E-04   1.42064177E-04   1.35997276E-04   1.27000068E-04   1.14487737E-04   1.08026238E-04   1.00562528E-04   8.21372398E-05   6.90768839E-05   5.16253560E-05 
  2.79050447E-03   3.03053088E-03   3.05514995E-03   2.82942983E-03   2.27900610E-03   2.00379623E-03   1.65399333E-03   9.70464473E-04   5.74941929E-04   2.58310735E-04 
  2.50277334E-03   2.46116424E-03   2.33836070E-03   2.08397942E-03   1.63225759E-03   1.39629561E-03   1.10128469E-03   5.67069080E-04   3.16178642E-04   1.28178720E-04 
  4.25185574E-02   4.29341566E-02   4.17333952E-02   3.81237560E-02   3.03176054E-02   2.56735794E-02   1.95480448E-02   8.02494601E-03   3.28064246E-03   9.07556948E-04 
  1.19635073E-03   1.32685893E-03   1.46074348E-03   1.58850171E-03   1.69664621E-03   1.73331790E-03   1.74928501E-03   1.66159137E-03   1.50229646E-03   1.17597977E-03 
  1.00509129E-02   1.29856102E-02   1.54423120E-02   1.65721052E-02   1.50318745E-02   1.34336720E-02   1.12939326E-02   8.23732743E-03   7.65651688E-03   7.24695206E-03 
  1.50501705E-03   1.48200658E-03   1.41931285E-03   1.28683427E-03   1.05220397E-03   9.28763010E-04   7.70802291E-04   4.82398783E-04   3.41183414E-04   2.11067945E-04 
  1.03917586E-02   1.03163758E-02   9.78110373E-03   8.61945597E-03   6.49231711E-03   5.38913171E-03   4.08301531E-03   1.99481559E-03   1.23806693E-03   8.36998760E-04 
  2.44177977E-03   2.64743471E-03   2.68969970E-03   2.53144936E-03   2.07528038E-03   1.81828984E-03   1.50158200E-03   9.59235626E-04   7.29220294E-04   5.51816078E-04 
  6.01322599E-03   5.81185879E-03   5.40616630E-03   4.69858751E-03   3.53737268E-03   2.95723155E-03   2.26637376E-03   1.04616415E-03   5.13373356E-04   2.13612032E-04 
  1.06708075E-03   1.17546411E-03   1.20636560E-03   1.14523547E-03   9.16877353E-04   7.72277428E-04   5.83102685E-04   2.63594181E-04   1.51410008E-04   9.66240624E-05 
  1.04575241E-03   1.08072088E-03   1.05459244E-03   9.68733893E-04   7.85366829E-04   6.87895163E-04   5.65258531E-04   3.45029051E-04   2.48401987E-04   1.80304824E-04 
  1.06284965E-02   1.02490178E-02   9.55719803E-03   8.39047499E-03   6.51818450E-03   5.56313456E-03   4.40280552E-03   2.27497803E-03   1.29660765E-03   6.73862466E-04 
  1.52914344E-04   1.49835814E-04   1.36964278E-04   1.17892019E-04   8.79363105E-05   7.34065531E-05   5.60808481E-05   2.54379479E-05   1.15873338E-05   3.75606295E-06 
  1.56862546E-02   1.62698336E-02   1.62346285E-02   1.52693493E-02   1.26459383E-02   1.10169973E-02   8.85585914E-03   4.72388233E-03   2.93067665E-03   1.75221890E-03 
  3.56850226E-02   3.53376784E-02   3.38134430E-02   3.06494827E-02   2.47002122E-02   2.12524392E-02   1.67978633E-02   8.34362343E-03   4.62586725E-03   2.50852640E-03 
  8.15620636E-03   9.29322188E-03   1.01291308E-02   1.02667374E-02   9.10247066E-03   8.10098628E-03   6.56718004E-03   3.44866502E-03   2.14435282E-03   1.35108121E-03 
  5.22418777E-03   5.21442603E-03   4.93485655E-03   4.31506698E-03   3.23708180E-03   2.71981220E-03   2.14749882E-03   1.33206698E-03   1.06794306E-03   8.95582440E-04 
  2.11190204E-02   2.29763453E-02   2.38615213E-02   2.31429744E-02   1.97135128E-02   1.73192764E-02   1.39693196E-02   6.78701142E-03   3.16180834E-03   1.09317918E-03 
  7.31166406E-03   8.86972524E-03   9.96744865E-03   1.01109227E-02   8.40133262E-03   7.03309558E-03   5.11439448E-03   1.70481842E-03   5.53282541E-04   8.58383710E-05 
  1.03966989E-03   9.88793681E-04   9.05242264E-04   7.88409876E-04   6.22938842E-04   5.43062007E-04   4.43559227E-04   2.39830488E-04   1.31367034E-04   5.68305801E-05 
  1.11917264E-02   1.10879127E-02   1.05417959E-02   9.39301769E-03   7.32861551E-03   6.22622178E-03   4.87407132E-03   2.42330050E-03   1.34911454E-03   7.14723484E-04 
  1.93691038E-02   1.92755229E-02   1.83148071E-02   1.64164515E-02   1.31135717E-02   1.14416487E-02   9.27050304E-03   4.75440151E-03   2.27493141E-03   6.84477586E-04 
  9.23589956E-04   9.69799731E-04   9.48956165E-04   8.44517517E-04   6.13859742E-04   4.88754396E-04   3.37793441E-04   1.04409890E-04   3.07501253E-05   5.22251415E-06 
  1.29164613E-04   1.38417470E-04   1.40981469E-04   1.42023922E-04   1.38539740E-04   1.38476360E-04   1.35424533E-04   1.29503513E-04   1.18958250E-04   9.78732816E-05 
  2.45027186E-02   2.70184808E-02   2.89048417E-02   2.94630713E-02   2.69701796E-02   2.44110656E-02   2.03088345E-02   1.07981523E-02   6.25536592E-03   3.71655359E-03 
  8.01625935E-03   8.22993976E-03   8.06583889E-03   7.27159758E-03   5.76885862E-03   5.06577714E-03   4.23442108E-03   2.89763744E-03   2.04326868E-03   1.03018195E-03 
  2.03851910E-03   2.21921395E-03   2.35679876E-03   2.46110166E-03   2.53364228E-03   2.56290184E-03   2.61502723E-03   2.78153839E-03   2.86241080E-03   2.67236376E-03 
  2.25128446E-03   2.99426358E-03   3.57059517E-03   3.74156532E-03   3.06681909E-03   2.51378069E-03   1.76889279E-03   6.35648510E-04   3.39630655E-04   2.45647276E-04 
  2.31498477E-04   2.31609525E-04   2.25281879E-04   2.16239290E-04   2.06701509E-04   2.00433340E-04   1.96077716E-04   1.72776879E-04   1.49591246E-04   1.10708750E-04 
  3.50287453E-02   3.62498541E-02   3.61131331E-02   3.43114098E-02   2.93202085E-02   2.62214012E-02   2.19259150E-02   1.32488294E-02   9.02184648E-03   5.90573247E-03 
  2.56772442E-02   2.61855645E-02   2.60144220E-02   2.46405681E-02   2.12499552E-02   1.91222412E-02   1.61365929E-02   1.04026375E-02   8.10251658E-03   6.69237848E-03 
  1.06373440E-03   1.00713329E-03   9.16206300E-04   7.88942014E-04   6.07479611E-04   5.21456251E-04   4.18951621E-04   2.15476125E-04   1.01943527E-04   2.12533296E-05 
  1.39861369E-02   1.50703124E-02   1.54590949E-02   1.48196422E-02   1.23494953E-02   1.06821836E-02   8.43715046E-03   4.05751432E-03   2.06372537E-03   8.55762679E-04 
  2.58176291E-04   2.60813150E-04   2.49449190E-04   2.25229454E-04   1.82997297E-04   1.63171172E-04   1.41874797E-04   1.10721069E-04   1.00035124E-04   9.14147363E-05 
  2.49920673E-03   2.42665705E-03   2.26345051E-03   1.98460928E-03   1.56374416E-03   1.36705235E-03   1.13863207E-03   7.19337214E-04   5.16561430E-04   3.51060378E-04 
  3.34630936E-04   3.34155689E-04   3.09205040E-04   2.68825226E-04   2.09587101E-04   1.85024757E-04   1.54862165E-04   1.00382363E-04   6.91911826E-05   4.04062168E-05 
  3.70531976E-03   3.39990863E-03   3.29828268E-03   2.87414601E-03   2.20777969E-03   1.87897602E-03   1.48312645E-03   7.69116980E-04   4.40573466E-04   2.31542482E-04 
  5.92554535E-02   6.96536308E-02   7.86744986E-02   8.41208886E-02   7.98709381E-02   7.26658205E-02   5.98701206E-02   2.87273068E-02   1.51655527E-02   7.54145988E-03 
  4.05343159E-03   3.91868830E-03   3.68895936E-03   3.31752101E-03   2.72547679E-03   2.41862653E-03   2.04189386E-03   1.27820715E-03   8.44098874E-04   4.46949327E-04 
  1.46056520E-04   1.46681566E-04   1.36538457E-04   1.18219504E-04   9.05230522E-05   7.79743265E-05   6.33765060E-05   3.68440610E-05   2.25268904E-05   9.93657345E-06 
  6.78257737E-05   7.19926316E-05   6.59775131E-05   5.94386295E-05   5.09463521E-05   4.77201963E-05   4.38699225E-05   3.82167827E-05   3.41251764E-05   2.74694949E-05 
