rho_a(412)  rho_a(443)  rho_a(486)  rho_a(551)  rho_a(671)  rho_a(745)  rho_a(862)  rho_a(1238)  rho_a(1610)  rho_a(2257)  
  2.56591282E-03   2.60824303E-03   2.49039223E-03   2.16551617E-03   1.53944871E-03   1.21835777E-03   8.46572584E-04   2.84119413E-04   1.03883574E-04   2.97142814E-05 
  6.15376992E-03   6.12742745E-03   5.83465248E-03   5.15877564E-03   3.92458256E-03   3.29334449E-03   2.54742544E-03   1.35365148E-03   9.12495202E-04   6.67174576E-04 
  1.34727371E-03   1.51506618E-03   1.69492529E-03   1.87718560E-03   2.01919280E-03   2.05109040E-03   2.05067212E-03   1.86059031E-03   1.53973351E-03   1.01909890E-03 
  2.44489883E-03   2.35067848E-03   2.19042601E-03   1.95204219E-03   1.61013001E-03   1.45133098E-03   1.25617821E-03   8.69483218E-04   6.53853587E-04   4.63374902E-04 
  8.26724922E-03   8.49953548E-03   8.64243718E-03   8.58304989E-03   8.34526645E-03   8.17352411E-03   7.94003505E-03   7.31967568E-03   6.78473568E-03   5.53011943E-03 
  1.34664903E-02   1.38185078E-02   1.35169893E-02   1.22576023E-02   9.43818630E-03   7.84132130E-03   5.87412057E-03   2.59559239E-03   1.38177699E-03   7.36606455E-04 
  8.93820371E-03   9.30130909E-03   9.37852838E-03   8.98231864E-03   7.93304964E-03   7.26084180E-03   6.29552860E-03   4.15319080E-03   2.85600025E-03   1.67745952E-03 
  7.39370259E-03   7.20492028E-03   6.65766853E-03   5.70478157E-03   4.25423768E-03   3.57287480E-03   2.77132675E-03   1.35632381E-03   6.93433087E-04   2.84455736E-04 
  3.37539577E-02   3.49654135E-02   3.48317282E-02   3.26863687E-02   2.70639125E-02   2.35339436E-02   1.88608732E-02   9.49423144E-03   5.18168617E-03   2.22249688E-03 
  3.06275879E-04   3.40902439E-04   3.52464106E-04   3.35742022E-04   2.74254460E-04   2.35757018E-04   1.86598628E-04   1.09601780E-04   8.56377250E-05   7.12513111E-05 
  2.86019134E-02   2.99934353E-02   3.13220595E-02   3.24138457E-02   3.33593791E-02   3.32966308E-02   3.25198248E-02   2.71378239E-02   2.22168647E-02   1.63404250E-02 
  2.04649747E-04   2.14902791E-04   2.11414921E-04   1.92144093E-04   1.48113670E-04   1.23205268E-04   9.21573456E-05   3.68881482E-05   1.52144093E-05   5.32498333E-06 
  4.25056213E-03   4.06255099E-03   3.75952710E-03   3.27948440E-03   2.53206113E-03   2.15482071E-03   1.69178174E-03   8.05381853E-04   3.90823031E-04   1.57448767E-04 
  2.23530792E-03   2.18120319E-03   2.04986366E-03   1.82219460E-03   1.47211441E-03   1.30395323E-03   1.10929861E-03   7.91420741E-04   6.51471606E-04   5.29217096E-04 
  2.47933775E-03   2.99042157E-03   3.31460981E-03   3.29478062E-03   2.66339278E-03   2.21033128E-03   1.62458536E-03   7.33800375E-04   4.91219716E-04   3.95090105E-04 
  6.03400073E-04   5.95387987E-04   5.58434313E-04   4.90989206E-04   3.85964225E-04   3.36859141E-04   2.79717958E-04   1.80899138E-04   1.36231650E-04   9.78921017E-05 
  3.68504504E-03   3.59291131E-03   3.37311784E-03   2.96952910E-03   2.30240072E-03   1.97284694E-03   1.57439077E-03   8.52504148E-04   5.25154022E-04   3.00969284E-04 
  1.35496107E-03   1.42918205E-03   1.45035544E-03   1.42549437E-03   1.33474790E-03   1.28583941E-03   1.22266192E-03   1.12368636E-03   1.04812489E-03   8.94926599E-04 
  5.52085498E-05   5.84460809E-05   5.70263694E-05   5.34037022E-05   5.01209540E-05   4.84813404E-05   4.63934026E-05   4.08803268E-05   3.59433383E-05   2.79286751E-05 
  4.93973983E-02   5.68782370E-02   6.32777266E-02   6.70066503E-02   6.31922877E-02   5.71283394E-02   4.61225526E-02   2.00374622E-02   9.22984244E-03   4.49459860E-03 
  4.33226010E-05   4.58641175E-05   4.29994680E-05   4.01051450E-05   3.67512311E-05   3.56303368E-05   3.43344746E-05   3.24124375E-05   3.02095979E-05   2.43281192E-05 
  1.45163543E-03   1.39418771E-03   1.30279543E-03   1.16751013E-03   9.71926242E-04   8.73500951E-04   7.54159195E-04   5.00599629E-04   3.54528825E-04   2.26499850E-04 
  4.67437615E-04   5.10997387E-04   5.13114107E-04   4.69802054E-04   3.75927651E-04   3.29463279E-04   2.77807097E-04   1.78762032E-04   1.21288064E-04   7.11674119E-05 
  1.12090519E-02   1.13011313E-02   1.09957652E-02   1.01195099E-02   8.43924514E-03   7.49749864E-03   6.25853649E-03   3.66397307E-03   2.29425733E-03   1.17603661E-03 
  4.10497738E-02   4.46270459E-02   4.70788158E-02   4.76952008E-02   4.41402857E-02   4.03484977E-02   3.37776328E-02   1.64541830E-02   7.15939607E-03   2.23635636E-03 
  1.97753179E-03   1.94873825E-03   1.87523918E-03   1.72854197E-03   1.46706128E-03   1.32755563E-03   1.15608901E-03   8.15242062E-04   6.14289191E-04   4.24185134E-04 
  3.20474059E-04   3.26519605E-04   3.15024254E-04   2.85982371E-04   2.32044278E-04   2.04616900E-04   1.72567606E-04   1.18144711E-04   9.46463989E-05   7.54667637E-05 
  2.16478645E-02   2.13208165E-02   2.02483438E-02   1.81449080E-02   1.42417497E-02   1.20961284E-02   9.42681112E-03   4.65276622E-03   2.64582206E-03   1.49815107E-03 
  3.10045791E-04   3.29680043E-04   3.29888069E-04   3.08326187E-04   2.52227019E-04   2.19652337E-04   1.78369448E-04   1.01969634E-04   6.76813303E-05   4.52453716E-05 
  2.01977624E-03   1.94406594E-03   1.79566893E-03   1.55965535E-03   1.18859939E-03   1.00639404E-03   7.87955516E-04   4.00429214E-04   2.24243840E-04   1.11900206E-04 
  2.10041900E-03   2.25729921E-03   2.30727734E-03   2.27832551E-03   2.16323730E-03   2.10654913E-03   2.04952164E-03   1.91774068E-03   1.76914735E-03   1.41866243E-03 
  2.44788841E-04   2.38716274E-04   2.21996260E-04   1.98734055E-04   1.62736228E-04   1.45401609E-04   1.23561190E-04   8.10717852E-05   5.71846352E-05   3.66028938E-05 
  3.67465096E-02   3.81684344E-02   3.79951648E-02   3.56058848E-02   2.87374940E-02   2.43536209E-02   1.83943362E-02   7.70931249E-03   3.72692247E-03   1.71091063E-03 
  2.26271607E-04   2.21282729E-04   2.02344938E-04   1.71563229E-04   1.22784771E-04   1.00231138E-04   7.38758321E-05   3.10154890E-05   1.23314845E-05   2.21457372E-06 
  1.58847555E-03   1.61451449E-03   1.58131211E-03   1.47013419E-03   1.25202235E-03   1.14518270E-03   1.02211530E-03   8.60906065E-04   8.06574578E-04   7.36096047E-04 
  9.85104885E-03   9.88772709E-03   9.44593258E-03   8.40203543E-03   6.52917562E-03   5.55239736E-03   4.34697128E-03   2.16638569E-03   1.16984931E-03   5.58626143E-04 
  1.78928235E-02   1.87255227E-02   1.87574898E-02   1.78139937E-02   1.53282855E-02   1.37568644E-02   1.17864950E-02   7.28474859E-03   4.47453259E-03   2.29306591E-03 
  4.62192693E-02   4.85729076E-02   4.93214159E-02   4.75609762E-02   4.09485723E-02   3.61265847E-02   2.91178070E-02   1.42143314E-02   7.06775306E-03   2.87051095E-03 
  4.63380171E-03   4.50134445E-03   4.15290921E-03   3.52610479E-03   2.63855814E-03   2.26739124E-03   1.86471961E-03   1.22127678E-03   8.39673424E-04   4.18772411E-04 
  3.22820889E-02   3.73936689E-02   4.10150710E-02   4.13664548E-02   3.50714077E-02   2.97975855E-02   2.23170718E-02   8.33320720E-03   3.26853307E-03   1.13243964E-03 
  1.05590939E-03   1.02439492E-03   9.49180029E-04   8.23207049E-04   6.33337021E-04   5.42115677E-04   4.34195149E-04   2.36876880E-04   1.43084922E-04   8.49400604E-05 
  8.19595997E-03   8.12686537E-03   7.90243954E-03   7.43077210E-03   6.67399401E-03   6.27465569E-03   5.74500804E-03   4.57674201E-03   3.73602115E-03   2.50795630E-03 
  4.26124424E-02   4.64867559E-02   4.92470223E-02   4.98816276E-02   4.54519798E-02   4.08352737E-02   3.30340438E-02   1.36183660E-02   4.41234413E-03   5.93711627E-04 
  3.04899636E-03   3.00698127E-03   2.90959043E-03   2.74375619E-03   2.47429556E-03   2.33052537E-03   2.13526931E-03   1.60921371E-03   1.17616162E-03   6.69965262E-04 
  1.77594580E-04   1.84830056E-04   1.81802504E-04   1.67077253E-04   1.37146822E-04   1.20863202E-04   9.96471550E-05   5.75641052E-05   3.42385849E-05   1.42274340E-05 
  2.84174725E-04   2.93847737E-04   2.95890647E-04   2.99680802E-04   3.09086178E-04   3.18928905E-04   3.31172384E-04   3.49076702E-04   3.35040330E-04   2.75344671E-04 
  1.00171938E-03   1.03985009E-03   1.02523634E-03   9.60068129E-04   8.41959100E-04   7.90196038E-04   7.42876042E-04   6.77367799E-04   6.35063383E-04   5.26663057E-04 
  5.10543856E-04   5.40722315E-04   5.40841145E-04   5.07047798E-04   4.17031518E-04   3.66009233E-04   3.00242172E-04   1.77951526E-04   1.22795727E-04   8.44402746E-05 
  2.73818960E-02   3.14242750E-02   3.36734428E-02   3.27274124E-02   2.58616349E-02   2.10929868E-02   1.48896898E-02   5.07136849E-03   2.22215473E-03   1.19461394E-03 
  4.73168310E-03   4.75795430E-03   4.53670551E-03   3.94797940E-03   2.97247340E-03   2.55832730E-03   2.10692831E-03   1.43673907E-03   1.04653734E-03   5.72415809E-04 
  1.55168675E-02   1.58387172E-02   1.58412257E-02   1.54102344E-02   1.43678440E-02   1.37967974E-02   1.31655573E-02   1.22845247E-02   1.20613831E-02   1.14509625E-02 
  1.93938834E-02   2.03962570E-02   2.03647697E-02   1.88320231E-02   1.48068387E-02   1.24096072E-02   9.40286927E-03   4.28719916E-03   2.41165585E-03   1.46255020E-03 
  9.02366337E-04   1.07148850E-03   1.19851618E-03   1.24750534E-03   1.15204692E-03   1.06402036E-03   9.37181725E-04   7.31932022E-04   6.65083076E-04   5.93931959E-04 
  7.85227084E-05   8.29452996E-05   8.30011677E-05   8.35254986E-05   8.51094382E-05   8.58211828E-05   8.59929250E-05   8.20296859E-05   7.47707411E-05   5.85857359E-05 
  4.03285796E-02   4.03494892E-02   3.90219229E-02   3.56266187E-02   2.85291641E-02   2.43514738E-02   1.89668224E-02   9.19938491E-03   5.26679907E-03   3.13551799E-03 
  5.43563217E-03   5.95913965E-03   6.19353658E-03   5.94922818E-03   4.97235691E-03   4.35052318E-03   3.56815764E-03   2.36405739E-03   1.99398586E-03   1.74163558E-03 
  3.16725314E-02   3.13523232E-02   2.98308763E-02   2.66969091E-02   2.09326100E-02   1.77347897E-02   1.36166704E-02   5.93315668E-03   2.67696951E-03   9.65024105E-04 
  7.89414481E-05   7.84661283E-05   7.20655790E-05   6.33033424E-05   5.04960872E-05   4.46282599E-05   3.77553330E-05   2.56107904E-05   1.97052598E-05   1.49514087E-05 
  2.77696853E-03   2.79934948E-03   2.66885974E-03   2.34209472E-03   1.72376507E-03   1.40209276E-03   1.01258669E-03   3.76380872E-04   1.49709721E-04   4.46141459E-05 
  2.78806143E-04   2.73348751E-04   2.50274758E-04   2.11049678E-04   1.50838089E-04   1.24052832E-04   9.36470611E-05   4.54137257E-05   2.44257495E-05   1.09533992E-05 
  4.07672664E-04   3.91533616E-04   3.60641893E-04   3.13976532E-04   2.43459742E-04   2.09014581E-04   1.67421065E-04   9.04691754E-05   5.34079312E-05   2.82860905E-05 
  5.76572176E-03   6.27385986E-03   6.51523766E-03   6.34460668E-03   5.48290119E-03   4.90323223E-03   4.08999772E-03   2.48636310E-03   1.73001013E-03   1.21479861E-03 
  5.28949860E-03   5.91398767E-03   6.37247261E-03   6.66108738E-03   6.59201045E-03   6.48485804E-03   6.29204984E-03   5.93563236E-03   5.58099876E-03   4.72685181E-03 
  9.51771085E-03   9.43867082E-03   8.98703581E-03   8.04580640E-03   6.48077775E-03   5.72367340E-03   4.84912948E-03   3.40324396E-03   2.74016893E-03   2.11175443E-03 
  3.91089137E-04   3.97402472E-04   3.91574219E-04   3.81952357E-04   3.71360346E-04   3.72652896E-04   3.75134201E-04   3.94416094E-04   4.03899031E-04   3.72086312E-04 
  1.20228940E-03   1.26706516E-03   1.26222719E-03   1.17890631E-03   9.86008260E-04   8.74215205E-04   7.48958849E-04   4.80553149E-04   3.13457780E-04   1.68874585E-04 
  1.66333461E-02   1.79355069E-02   1.82802063E-02   1.73347131E-02   1.45856976E-02   1.29950181E-02   1.09530099E-02   6.56221096E-03   3.93685555E-03   1.82911699E-03 
  1.00724177E-02   9.96515761E-03   9.48881404E-03   8.51031782E-03   6.80883733E-03   5.93247094E-03   4.85568284E-03   3.01323838E-03   2.23341928E-03   1.69668320E-03 
  1.21821030E-03   1.28366935E-03   1.28944007E-03   1.19455119E-03   9.43849551E-04   7.95837508E-04   6.01640745E-04   2.59819067E-04   1.22384547E-04   3.82638928E-05 
  6.04344660E-03   5.80605688E-03   5.34114518E-03   4.60835443E-03   3.51951981E-03   3.00302596E-03   2.39065965E-03   1.33160086E-03   7.01182642E-04   3.37563850E-04 
  5.00706898E-04   4.80791838E-04   4.37076548E-04   3.66722308E-04   2.61893019E-04   2.13805685E-04   1.58804832E-04   6.77042648E-05   2.95053621E-05   9.72038200E-06 
  1.21461211E-03   1.22166090E-03   1.21621826E-03   1.20376566E-03   1.20228803E-03   1.21973458E-03   1.24593797E-03   1.27012850E-03   1.19720434E-03   9.64281793E-04 
  8.84875362E-03   8.59076151E-03   8.10671948E-03   7.26273885E-03   5.89756617E-03   5.19455012E-03   4.28565487E-03   2.49387448E-03   1.56327376E-03   7.54427394E-04 
  4.38580826E-02   4.40158552E-02   4.27373670E-02   3.90371246E-02   3.11750315E-02   2.65142120E-02   2.04367462E-02   8.71956624E-03   3.73832195E-03   1.17660935E-03 
  2.00333161E-02   1.99316560E-02   1.92232172E-02   1.78197964E-02   1.49511739E-02   1.34187840E-02   1.14330313E-02   7.69971205E-03   5.83165762E-03   4.26901266E-03 
  1.83459313E-02   1.79079151E-02   1.67736551E-02   1.46592635E-02   1.11669134E-02   9.38405759E-03   7.20756280E-03   3.11359622E-03   1.28326793E-03   3.15552175E-04 
  1.06354966E-02   1.03838136E-02   9.81025668E-03   8.77607771E-03   6.98276487E-03   6.03884552E-03   4.85385681E-03   2.63852628E-03   1.59614599E-03   8.29452754E-04 
  8.29882709E-04   7.90298707E-04   7.21024218E-04   6.16094509E-04   4.59503639E-04   3.83881999E-04   2.92483758E-04   1.20740719E-04   4.15883021E-05   5.89317960E-06 
  2.20927353E-03   2.05412555E-03   1.86639142E-03   1.60707480E-03   1.27030395E-03   1.11675054E-03   9.27557605E-04   5.62672995E-04   3.36865356E-04   1.13495754E-04 
  8.80087373E-04   9.44906768E-04   9.85795420E-04   1.00370615E-03   9.47179448E-04   8.86679385E-04   8.14915783E-04   6.44737691E-04   5.20472409E-04   3.82448260E-04 
  8.77057438E-03   8.72896305E-03   8.45604176E-03   7.83499480E-03   6.68772237E-03   6.19127934E-03   5.50541866E-03   4.20772827E-03   3.38040820E-03   2.50138294E-03 
  1.02958696E-02   1.07777761E-02   1.08787369E-02   1.05445848E-02   9.56427982E-03   8.96363574E-03   8.15391061E-03   6.47422434E-03   5.54422393E-03   4.33795724E-03 
  2.14907137E-04   2.08779190E-04   1.91330554E-04   1.63866071E-04   1.21167613E-04   1.00681720E-04   7.64971312E-05   3.39342634E-05   1.50989250E-05   4.85141803E-06 
  1.47973540E-03   1.73671417E-03   1.90922048E-03   1.93729906E-03   1.68694619E-03   1.47587881E-03   1.15903770E-03   5.22578727E-04   2.64796036E-04   1.15939624E-04 
  3.62953603E-02   3.68813716E-02   3.60299232E-02   3.31343655E-02   2.66026142E-02   2.26371650E-02   1.74232627E-02   7.26631907E-03   2.84051171E-03   6.13288051E-04 
  3.44734358E-02   3.63139273E-02   3.70065639E-02   3.58600586E-02   3.12682194E-02   2.79852194E-02   2.33725572E-02   1.37735532E-02   9.17568068E-03   6.16257943E-03 
  2.53265983E-04   2.70408041E-04   2.63934442E-04   2.40806976E-04   1.88270873E-04   1.58636295E-04   1.20135162E-04   5.01147572E-05   2.14235767E-05   6.15301410E-06 
  1.99675782E-02   1.99500485E-02   1.91023661E-02   1.72864458E-02   1.37559299E-02   1.18162056E-02   9.28987542E-03   4.56827961E-03   2.46577048E-03   1.21643006E-03 
  6.01968265E-03   6.19695804E-03   6.09157464E-03   5.56157455E-03   4.53864403E-03   4.08936038E-03   3.53248486E-03   2.61824455E-03   1.98603335E-03   1.19599570E-03 
  3.47285640E-03   3.47060397E-03   3.29971313E-03   2.91979767E-03   2.24202422E-03   1.89024152E-03   1.45778737E-03   6.93936558E-04   3.59742724E-04   1.63240108E-04 
  3.34938242E-02   3.34989912E-02   3.22104931E-02   2.90531060E-02   2.26977839E-02   1.90574669E-02   1.44162995E-02   5.91043004E-03   2.45930700E-03   7.22673181E-04 
  1.05936912E-04   1.06245951E-04   9.92791711E-05   8.96636695E-05   7.70469439E-05   7.12456529E-05   6.44657459E-05   4.92120270E-05   3.87956895E-05   2.69106585E-05 
  1.28803829E-03   1.26883724E-03   1.20889186E-03   1.09258542E-03   9.01088359E-04   8.06001213E-04   6.92668762E-04   4.76246611E-04   3.61954393E-04   2.55237069E-04 
  1.55172403E-02   1.52069207E-02   1.44692409E-02   1.30386954E-02   1.06307124E-02   9.34053168E-03   7.62669494E-03   4.21014028E-03   2.51207902E-03   1.15275369E-03 
  1.34530726E-03   1.28754531E-03   1.16468579E-03   9.77865034E-04   7.19970698E-04   6.10677336E-04   4.91431045E-04   2.69903632E-04   1.43089634E-04   4.78384784E-05 
  1.84666284E-03   1.88318809E-03   1.81926135E-03   1.63561297E-03   1.26304573E-03   1.06137465E-03   8.13026360E-04   3.77060192E-04   2.00251215E-04   1.02886198E-04 
  1.27341242E-02   1.23558408E-02   1.15840030E-02   1.02977688E-02   8.19870970E-03   7.09338212E-03   5.72533446E-03   3.12002506E-03   1.88247258E-03   1.03875499E-03 
  7.57473152E-04   8.03003944E-04   7.92868334E-04   7.14169532E-04   5.49658645E-04   4.66585158E-04   3.70221653E-04   1.89656702E-04   9.63157034E-05   3.55818243E-05 
  4.22465269E-02   4.51954969E-02   4.65512959E-02   4.56266919E-02   3.99877090E-02   3.57814586E-02   2.97486915E-02   1.78745160E-02   1.28799937E-02   9.57180464E-03 
  1.59489866E-02   1.68740692E-02   1.76142715E-02   1.81793441E-02   1.84961334E-02   1.84215789E-02   1.81469883E-02   1.60179552E-02   1.33094703E-02   9.15404697E-03 
  1.51248514E-02   1.46957681E-02   1.38843172E-02   1.23526392E-02   9.92879572E-03   8.70826281E-03   7.12444927E-03   3.98973046E-03   2.25119204E-03   7.97922446E-04 
  1.05979542E-03   1.08752167E-03   1.05288577E-03   9.47162992E-04   7.29795494E-04   6.11838443E-04   4.63122843E-04   1.87867697E-04   6.78703270E-05   1.04594638E-05 
  4.22996428E-02   4.48681395E-02   4.62106712E-02   4.52593318E-02   3.96250552E-02   3.50994227E-02   2.82483391E-02   1.23758325E-02   4.72376589E-03   9.38342922E-04 
  2.27896993E-04   2.76424719E-04   3.03588981E-04   3.18118301E-04   3.02514079E-04   2.84605040E-04   2.57086162E-04   2.07597019E-04   1.85696651E-04   1.60509898E-04 
  3.17459475E-04   3.16571841E-04   3.02116860E-04   2.77020849E-04   2.42697890E-04   2.30200719E-04   2.18504978E-04   2.00772185E-04   1.87430671E-04   1.59459586E-04 
  1.96795452E-02   2.02836029E-02   1.98330877E-02   1.80794994E-02   1.40219851E-02   1.17244136E-02   8.72449516E-03   3.34560525E-03   1.14520285E-03   1.43253092E-04 
  1.01639789E-04   1.05308173E-04   9.90794489E-05   8.82102683E-05   7.00242965E-05   6.20053281E-05   5.32087882E-05   4.31651835E-05   4.16722511E-05   4.09856026E-05 
  1.60362286E-02   1.67827376E-02   1.67083164E-02   1.55526077E-02   1.28926457E-02   1.14175502E-02   9.57272881E-03   5.68451508E-03   3.41793518E-03   1.58156894E-03 
  1.12304976E-04   1.10555059E-04   1.02439156E-04   9.06907748E-05   7.17075602E-05   6.19284604E-05   4.97289893E-05   2.63916902E-05   1.43558317E-05   5.29300897E-06 
  7.95646632E-04   7.70726965E-04   7.12616468E-04   6.18787353E-04   4.67749305E-04   3.94742079E-04   3.08195303E-04   1.56361772E-04   8.56202463E-05   4.10730316E-05 
  4.27765278E-02   4.38077916E-02   4.31022543E-02   3.99746157E-02   3.24871846E-02   2.78896899E-02   2.18483778E-02   1.04516760E-02   5.45414386E-03   2.44620768E-03 
  2.81770056E-02   2.95170253E-02   2.95835315E-02   2.79625939E-02   2.40720742E-02   2.18444708E-02   1.89468899E-02   1.27597012E-02   9.11137911E-03   5.93493993E-03 
  2.92554927E-02   3.12898326E-02   3.27532881E-02   3.34703035E-02   3.22651044E-02   3.05538305E-02   2.83293986E-02   2.13768342E-02   1.60871496E-02   1.00882806E-02 
  4.54260792E-03   5.96616179E-03   7.04248700E-03   7.30616312E-03   5.99159727E-03   4.97932932E-03   3.64271517E-03   1.68375873E-03   1.19734574E-03   1.03971956E-03 
  3.02029312E-02   3.14247419E-02   3.14462895E-02   2.99173398E-02   2.56111394E-02   2.28239212E-02   1.90163632E-02   1.10798802E-02   6.99568407E-03   4.17336624E-03 
  7.27585736E-03   7.42532964E-03   7.35489907E-03   6.98730576E-03   6.22146759E-03   5.80653642E-03   5.30776855E-03   4.41828950E-03   3.97239999E-03   3.36019081E-03 
  8.42548829E-04   7.95985565E-04   7.18852420E-04   6.12485385E-04   4.63316266E-04   3.92894933E-04   3.08441490E-04   1.41203681E-04   5.78991453E-05   1.25021115E-05 
  1.70855791E-02   1.86534568E-02   1.95199349E-02   1.92933937E-02   1.67247236E-02   1.46701652E-02   1.16660709E-02   5.51871877E-03   2.80568994E-03   1.24610614E-03 
  3.82787365E-04   3.70916451E-04   3.42694560E-04   2.96511945E-04   2.24039735E-04   1.88684944E-04   1.46879783E-04   7.38287707E-05   4.15381889E-05   2.18948560E-05 
  5.46843326E-04   5.44367478E-04   5.09432298E-04   4.44986457E-04   3.37455207E-04   2.83943585E-04   2.19109773E-04   1.07795146E-04   6.07752040E-05   3.35751851E-05 
  3.00347407E-04   2.94169562E-04   2.75632784E-04   2.51308233E-04   2.20868205E-04   2.08848801E-04   1.94974600E-04   1.68106994E-04   1.45219299E-04   1.10891091E-04 
  1.54709210E-02   1.63410516E-02   1.71002114E-02   1.75220283E-02   1.74601488E-02   1.72285833E-02   1.67362677E-02   1.41341506E-02   1.20085020E-02   8.91022339E-03 
  1.91681790E-04   2.16053606E-04   2.35001789E-04   2.58171151E-04   2.70499973E-04   2.77240093E-04   2.78954345E-04   2.70713841E-04   2.60579953E-04   2.27775658E-04 
  1.77524564E-04   1.93274060E-04   1.97658731E-04   2.00506348E-04   2.00589365E-04   2.00777784E-04   2.02105958E-04   2.12615552E-04   2.20428932E-04   2.10522866E-04 
  9.10204749E-03   9.27655544E-03   8.98518794E-03   8.14505312E-03   6.42760636E-03   5.45610795E-03   4.21047738E-03   1.84556720E-03   7.89332477E-04   2.37483044E-04 
  1.80912804E-02   1.81170219E-02   1.72852123E-02   1.55122948E-02   1.22239489E-02   1.05204034E-02   8.33545862E-03   4.22008433E-03   2.21042732E-03   8.48770745E-04 
  4.06284139E-02   4.04873854E-02   3.90358203E-02   3.58719151E-02   2.95339297E-02   2.58647193E-02   2.09429567E-02   1.12674974E-02   6.71437740E-03   3.78394521E-03 
  4.88723589E-02   5.11685257E-02   5.18219378E-02   4.98790429E-02   4.32993619E-02   3.86662694E-02   3.20167269E-02   1.64677873E-02   7.98795883E-03   2.84073865E-03 
  5.41349857E-04   5.32920920E-04   5.00188420E-04   4.42633128E-04   3.51138210E-04   3.06912332E-04   2.55102985E-04   1.66831910E-04   1.27543144E-04   9.77813102E-05 
  1.06658473E-03   1.04210859E-03   9.91949942E-04   9.15305758E-04   8.08167364E-04   7.61296115E-04   7.06355012E-04   6.06452349E-04   5.36939697E-04   4.34544788E-04 
  1.78288692E-04   1.85980570E-04   1.86765858E-04   1.85816111E-04   1.80654593E-04   1.76155070E-04   1.69493524E-04   1.45921621E-04   1.24809120E-04   9.26360559E-05 
  6.59730715E-03   6.61470155E-03   6.30668057E-03   5.69537265E-03   4.59446106E-03   4.06870023E-03   3.36198493E-03   1.92212998E-03   1.11498674E-03   5.00429340E-04 
  5.34908423E-03   5.20752866E-03   4.91121292E-03   4.40849544E-03   3.59996743E-03   3.19932659E-03   2.71914780E-03   1.85795897E-03   1.44755677E-03   1.10773604E-03 
  1.03536335E-02   1.04185917E-02   1.01649205E-02   9.49713734E-03   8.15136175E-03   7.41474025E-03   6.50284015E-03   4.80234854E-03   4.00005052E-03   3.15672071E-03 
  2.69359021E-02   3.68910294E-02   4.70540274E-02   5.53116543E-02   5.73146107E-02   5.46824762E-02   4.93464302E-02   3.78320696E-02   3.40385957E-02   3.10187040E-02 
  7.25058429E-03   9.18164703E-03   1.05898726E-02   1.08100762E-02   8.83933919E-03   7.34272245E-03   5.42903675E-03   2.58468798E-03   1.86938765E-03   1.60196031E-03 
  1.00619703E-03   9.66805887E-04   8.82327471E-04   7.43940951E-04   5.34996978E-04   4.37958314E-04   3.26167324E-04   1.39634533E-04   6.11255693E-05   2.02544995E-05 
  1.66987070E-02   1.65152329E-02   1.56013391E-02   1.39340347E-02   1.11540519E-02   9.78764192E-03   8.01137750E-03   4.35790511E-03   2.32648386E-03   8.34808979E-04 
  2.77731527E-03   2.60866234E-03   2.41409545E-03   2.13082288E-03   1.72992534E-03   1.52909954E-03   1.26696068E-03   7.52375213E-04   4.50049453E-04   1.53801487E-04 
  2.93637269E-03   3.05270631E-03   2.95688655E-03   2.59112757E-03   1.92718638E-03   1.62656657E-03   1.30546756E-03   8.13448541E-04   5.43743715E-04   2.54546435E-04 
  2.62987815E-04   2.60732787E-04   2.48660672E-04   2.31086477E-04   2.00117438E-04   1.84009716E-04   1.62096923E-04   1.11012942E-04   7.59778883E-05   4.28615597E-05 
  1.86800445E-04   2.00226505E-04   1.94599819E-04   1.82412018E-04   1.58473997E-04   1.46181741E-04   1.31488858E-04   1.04977022E-04   8.99291426E-05   7.25325758E-05 
  3.12007290E-02   3.30289354E-02   3.38236937E-02   3.28983553E-02   2.87732648E-02   2.57902901E-02   2.15907518E-02   1.28470623E-02   8.67056022E-03   5.92388450E-03 
  2.32648737E-02   1.54175212E-02   1.45823902E-02   1.29199222E-02   1.01247084E-02   8.67325014E-03   6.85867651E-03   3.18388881E-03   1.39798819E-03   3.89845310E-04 
  4.86471675E-04   5.12346450E-04   5.13516382E-04   4.79778967E-04   3.93277098E-04   3.42795192E-04   2.79343015E-04   1.64569833E-04   1.15365700E-04   8.32146585E-05 
  3.29489213E-02   3.24829946E-02   3.08416248E-02   2.76947933E-02   2.18056532E-02   1.84464931E-02   1.41038329E-02   5.75238395E-03   2.10332628E-03   3.90298457E-04 
  8.57398719E-04   9.05643798E-04   9.00250807E-04   8.25921449E-04   6.39996376E-04   5.32870072E-04   4.00272772E-04   1.81078014E-04   1.04178260E-04   6.65359981E-05 
  7.37809084E-03   7.34467580E-03   6.96801065E-03   6.08790615E-03   4.46221816E-03   3.62309051E-03   2.62710505E-03   1.04401710E-03   4.85664080E-04   2.26534223E-04 
  7.91751333E-03   7.67210644E-03   7.18469880E-03   6.35707693E-03   5.02444972E-03   4.34580325E-03   3.50912437E-03   1.96499769E-03   1.23991757E-03   7.28491580E-04 
  7.70824255E-04   8.05221533E-04   8.38185309E-04   8.73342039E-04   9.32872511E-04   9.59486331E-04   1.00493810E-03   1.07313541E-03   1.06415412E-03   9.30320086E-04 
  1.60180814E-04   1.57807097E-04   1.45452414E-04   1.28213617E-04   1.02803863E-04   9.07759553E-05   7.60086142E-05   4.83738747E-05   3.41572152E-05   2.30852451E-05 
