rho_a(412)  rho_a(443)  rho_a(490)  rho_a(510)  rho_a(555)  rho_a(670)  rho_a(765)  rho_a(865)  
  4.78384742E-04   5.14722526E-04   5.35304402E-04   5.32041608E-04   5.18453600E-04   4.54722286E-04   3.99497449E-04   3.49006288E-04 
  1.74171381E-03   1.77431935E-03   1.71648447E-03   1.66372042E-03   1.52910376E-03   1.16952639E-03   9.21016424E-04   7.32648635E-04 
  1.54478989E-03   1.57733874E-03   1.54136858E-03   1.51862530E-03   1.42684727E-03   1.21429925E-03   1.09772188E-03   1.02978575E-03 
  2.65726920E-03   2.71957173E-03   2.66000866E-03   2.59487640E-03   2.41660912E-03   1.93075287E-03   1.57616791E-03   1.29404760E-03 
  1.63566154E-03   1.61465659E-03   1.55278541E-03   1.51668200E-03   1.44869428E-03   1.27493175E-03   1.16214130E-03   1.06372918E-03 
  9.99635285E-03   9.74148640E-03   9.11163081E-03   8.80133366E-03   8.15324539E-03   6.77929746E-03   5.86134424E-03   5.14509156E-03 
  3.28167827E-04   3.40070079E-04   3.33954955E-04   3.24938633E-04   3.00391625E-04   2.33941982E-04   1.86480260E-04   1.49211445E-04 
  2.45809288E-02   2.97897279E-02   3.45112922E-02   3.52419191E-02   3.54081135E-02   3.02593609E-02   2.43385474E-02   1.88189367E-02 
  1.85501105E-03   1.96872239E-03   2.05286894E-03   2.06744029E-03   2.08404607E-03   2.02530843E-03   2.01108719E-03   2.06540850E-03 
  9.20644653E-03   9.08652986E-03   8.71699363E-03   8.47423330E-03   7.99847735E-03   6.80393037E-03   6.04455076E-03   5.48463695E-03 
  6.18375070E-03   6.63576138E-03   6.83986266E-03   6.76887158E-03   6.46243260E-03   5.24057010E-03   4.19819003E-03   3.32483646E-03 
  1.73669080E-04   1.74209348E-04   1.66995549E-04   1.63493219E-04   1.53582099E-04   1.32443914E-04   1.20380262E-04   1.13153741E-04 
  5.84664416E-03   5.62827520E-03   5.16646624E-03   4.96884313E-03   4.53252901E-03   3.58931263E-03   2.95754789E-03   2.45500810E-03 
  3.52085292E-04   3.62212141E-04   3.49961511E-04   3.38026267E-04   3.06606560E-04   2.23849699E-04   1.66780213E-04   1.24219374E-04 
  2.92668209E-03   3.07752223E-03   2.98979494E-03   2.88092136E-03   2.59821452E-03   1.91258102E-03   1.48736361E-03   1.20062585E-03 
  1.85812338E-02   1.82090554E-02   1.70755321E-02   1.64313585E-02   1.50788370E-02   1.21336936E-02   1.02249385E-02   8.76388586E-03 
  2.73394862E-04   2.60566520E-04   2.38145051E-04   2.28730681E-04   2.08652072E-04   1.66577371E-04   1.38723887E-04   1.16922199E-04 
  6.12547833E-03   5.92050887E-03   5.43135074E-03   5.19131341E-03   4.66342070E-03   3.48752367E-03   2.70936146E-03   2.12095240E-03 
  1.73944362E-02   1.74588933E-02   1.72711074E-02   1.69928510E-02   1.65378901E-02   1.51141359E-02   1.41677342E-02   1.34544108E-02 
  1.76090395E-02   1.75230985E-02   1.69163471E-02   1.66147531E-02   1.58055852E-02   1.38543292E-02   1.24049580E-02   1.11218446E-02 
  8.89614674E-05   9.04991133E-05   8.80147429E-05   8.56944254E-05   8.03264290E-05   6.63358217E-05   5.60562418E-05   4.79688591E-05 
  1.73646122E-04   1.77254726E-04   1.75752339E-04   1.72208973E-04   1.63629512E-04   1.38731555E-04   1.20742947E-04   1.05425212E-04 
  1.01107941E-02   1.02457675E-02   1.01098253E-02   9.98431309E-03   9.62199973E-03   8.69174287E-03   8.02168812E-03   7.49018951E-03 
  5.90313380E-05   6.16525055E-05   6.33476398E-05   6.32157802E-05   6.26313927E-05   6.06607245E-05   5.89308187E-05   5.73287960E-05 
  3.86172669E-04   3.83669321E-04   3.63011890E-04   3.50413336E-04   3.22542322E-04   2.57946489E-04   2.17760399E-04   1.90126042E-04 
  1.48353399E-03   1.43213423E-03   1.31210577E-03   1.25179599E-03   1.11732251E-03   8.19132271E-04   6.29965012E-04   4.89130864E-04 
  2.32179369E-02   2.33865274E-02   2.25827590E-02   2.19682502E-02   2.04170022E-02   1.62238286E-02   1.30314901E-02   1.03931393E-02 
  4.80393428E-03   5.10730594E-03   5.22006658E-03   5.16800014E-03   5.00496360E-03   4.41137104E-03   3.98956580E-03   3.63778530E-03 
  4.79080316E-03   4.88146463E-03   4.71037450E-03   4.55860854E-03   4.15772151E-03   3.07989959E-03   2.31811533E-03   1.73103809E-03 
  6.23846431E-04   6.01808628E-04   5.46113411E-04   5.18796550E-04   4.60868984E-04   3.36965432E-04   2.62967991E-04   2.08623655E-04 
  1.80653119E-03   1.86895555E-03   1.94039576E-03   1.93809370E-03   1.96018902E-03   1.94357117E-03   1.91683575E-03   1.88226065E-03 
  4.78296178E-02   5.27980065E-02   5.70455061E-02   5.75491103E-02   5.75526671E-02   5.21796453E-02   4.51620072E-02   3.75538821E-02 
  2.25822745E-04   2.40148993E-04   2.42276164E-04   2.38183886E-04   2.25221806E-04   1.82618356E-04   1.49785818E-04   1.24763110E-04 
  9.46629344E-04   9.87605248E-04   9.83069072E-04   9.62105334E-04   9.01731830E-04   7.17656946E-04   5.81148186E-04   4.74476326E-04 
  3.96257319E-04   4.34745577E-04   4.59644315E-04   4.60387820E-04   4.49062191E-04   3.89325042E-04   3.32694201E-04   2.83011587E-04 
  2.03902948E-02   2.19866688E-02   2.31841367E-02   2.33122400E-02   2.32229411E-02   2.14346584E-02   1.93794546E-02   1.72606037E-02 
  6.98054940E-03   7.38909427E-03   7.37355656E-03   7.19194897E-03   6.63800488E-03   4.94478446E-03   3.68440779E-03   2.71515029E-03 
  6.66475720E-03   6.96425690E-03   6.84151208E-03   6.64982254E-03   6.09879154E-03   4.50145044E-03   3.34741175E-03   2.44819166E-03 
  2.63436092E-03   2.55152101E-03   2.34009584E-03   2.24733125E-03   2.03643468E-03   1.57389078E-03   1.27097577E-03   1.03841951E-03 
  2.20333436E-04   2.20537174E-04   2.10856824E-04   2.04973217E-04   1.90854261E-04   1.57268365E-04   1.36217867E-04   1.21283153E-04 
  3.51329836E-04   3.43954296E-04   3.19462860E-04   3.05650484E-04   2.75646714E-04   2.08232540E-04   1.66489322E-04   1.34019268E-04 
  3.07554636E-03   3.15587180E-03   3.08587800E-03   3.00904482E-03   2.82946322E-03   2.39795971E-03   2.11553607E-03   1.90904998E-03 
  1.53899373E-02   1.59691160E-02   1.59404004E-02   1.56851021E-02   1.48807433E-02   1.22932891E-02   1.02158792E-02   8.52444614E-03 
  1.45181886E-02   1.42053152E-02   1.33375571E-02   1.28894492E-02   1.18638063E-02   9.48039396E-03   7.85229939E-03   6.58447946E-03 
  4.87045472E-03   4.70846835E-03   4.33832111E-03   4.16470368E-03   3.78230924E-03   2.94874662E-03   2.40303683E-03   1.99516317E-03 
  1.76341530E-04   1.81139368E-04   1.75751259E-04   1.70894165E-04   1.57821789E-04   1.24141780E-04   1.00702768E-04   8.27469012E-05 
  1.38612661E-03   1.36490180E-03   1.27478854E-03   1.22285174E-03   1.11140953E-03   8.74492094E-04   7.27864794E-04   6.29636219E-04 
  2.22354530E-02   2.45347653E-02   2.67007703E-02   2.71457650E-02   2.74651255E-02   2.58380955E-02   2.32378164E-02   2.01716605E-02 
  3.66997549E-02   3.83963132E-02   3.87178959E-02   3.83180593E-02   3.68610096E-02   3.13889488E-02   2.67261947E-02   2.24669122E-02 
  4.13461330E-03   4.02658397E-03   3.75987148E-03   3.64178363E-03   3.37706637E-03   2.81283808E-03   2.45488091E-03   2.19070322E-03 
  2.95747539E-04   2.83622278E-04   2.59326728E-04   2.48046768E-04   2.23217469E-04   1.69716329E-04   1.35245271E-04   1.08982172E-04 
  1.86085974E-02   1.87190426E-02   1.84391515E-02   1.82073719E-02   1.76824609E-02   1.58909346E-02   1.45051279E-02   1.31901054E-02 
  1.60548856E-03   1.64595349E-03   1.60340750E-03   1.55942302E-03   1.43985700E-03   1.10574480E-03   8.62027455E-04   6.70118055E-04 
  1.38107409E-04   1.33729831E-04   1.23247152E-04   1.18037562E-04   1.06318813E-04   8.03646488E-05   6.35493696E-05   5.07524291E-05 
  3.76167167E-05   4.15705157E-05   4.52410986E-05   4.59431255E-05   4.73400905E-05   4.79807925E-05   4.85620523E-05   4.95416403E-05 
  1.50907688E-02   1.51271580E-02   1.45072954E-02   1.40694780E-02   1.29812662E-02   1.01443875E-02   8.04403641E-03   6.33115663E-03 
  2.38368919E-03   2.76903918E-03   3.06374057E-03   3.08659594E-03   3.02904867E-03   2.50753292E-03   1.99104520E-03   1.54858132E-03 
  1.12782587E-03   1.07582540E-03   9.77409668E-04   9.36821000E-04   8.46216336E-04   6.69320510E-04   5.63310477E-04   4.86715487E-04 
  8.55988951E-04   8.54604182E-04   8.10228254E-04   7.78509911E-04   7.05397529E-04   5.27724344E-04   4.11889747E-04   3.24459127E-04 
  1.13099233E-02   1.13623248E-02   1.09287851E-02   1.06004962E-02   9.85235955E-03   8.04091478E-03   6.78285394E-03   5.79393970E-03 
  1.32587364E-03   1.27700799E-03   1.17795338E-03   1.12947513E-03   1.03050798E-03   8.23641407E-04   6.93562025E-04   6.02148438E-04 
  2.13610050E-04   2.13473707E-04   2.06400356E-04   2.01671326E-04   1.91454015E-04   1.68746635E-04   1.56017087E-04   1.49019731E-04 
  2.32351064E-04   2.24885520E-04   2.06090320E-04   1.97150695E-04   1.77260946E-04   1.33782908E-04   1.05612638E-04   8.42976796E-05 
  1.91848163E-03   1.85693377E-03   1.72027521E-03   1.65699889E-03   1.51824533E-03   1.21373114E-03   1.01519076E-03   8.63751892E-04 
  3.42919117E-02   3.68644078E-02   3.85692862E-02   3.84933503E-02   3.78186452E-02   3.37920048E-02   2.95530209E-02   2.54158963E-02 
  5.98315122E-04   6.05561456E-04   5.91532160E-04   5.75514931E-04   5.42291075E-04   4.51396042E-04   3.92046497E-04   3.46102807E-04 
  1.60726652E-04   1.64409865E-04   1.60060587E-04   1.55233457E-04   1.43751870E-04   1.14315862E-04   9.55355657E-05   8.12433669E-05 
  1.76430434E-04   1.79512870E-04   1.73412288E-04   1.68472565E-04   1.55982892E-04   1.24434324E-04   1.02711572E-04   8.71468011E-05 
  7.49046225E-04   7.78205725E-04   7.70262987E-04   7.55459116E-04   7.12490800E-04   5.83589926E-04   4.86815061E-04   4.10064542E-04 
  1.00849574E-04   1.03538854E-04   1.01801249E-04   1.00316152E-04   9.60968189E-05   8.64970452E-05   8.08052263E-05   7.77572858E-05 
  5.92841860E-03   6.54769947E-03   6.96304258E-03   6.96452112E-03   6.78680901E-03   5.68131392E-03   4.59219905E-03   3.64684959E-03 
  1.32165415E-02   1.30092416E-02   1.24054978E-02   1.20473045E-02   1.12911391E-02   9.42280910E-03   8.17263546E-03   7.17921440E-03 
  1.59928541E-03   1.65712728E-03   1.60854641E-03   1.56065558E-03   1.43754037E-03   1.13070745E-03   9.40153704E-04   8.01421013E-04 
  3.63763723E-04   3.74465773E-04   3.72302141E-04   3.65421117E-04   3.47148145E-04   2.88179879E-04   2.38863214E-04   1.96904663E-04 
  6.11254706E-03   5.84791688E-03   5.35563030E-03   5.13089962E-03   4.64249567E-03   3.57652363E-03   2.86180901E-03   2.29747155E-03 
  1.26201789E-02   1.22818175E-02   1.14699628E-02   1.10489573E-02   1.00872343E-02   7.81309839E-03   6.26104935E-03   5.03046281E-03 
  2.38336082E-04   2.32244194E-04   2.18248884E-04   2.11015783E-04   1.95659978E-04   1.61516408E-04   1.38601468E-04   1.21065153E-04 
  4.96399039E-04   4.74285652E-04   4.32684743E-04   4.15486793E-04   3.78704198E-04   3.01898090E-04   2.54131852E-04   2.16814010E-04 
  2.70509722E-04   2.78587102E-04   2.81910205E-04   2.79812181E-04   2.74878288E-04   2.53808800E-04   2.38848081E-04   2.25466124E-04 
  2.18327764E-02   2.50279804E-02   2.72921121E-02   2.73510517E-02   2.65558711E-02   2.16626514E-02   1.72791207E-02   1.36032971E-02 
  3.33493319E-04   3.39639689E-04   3.37136942E-04   3.31641917E-04   3.18628199E-04   2.80360316E-04   2.53436966E-04   2.30273774E-04 
  2.33270201E-04   2.39654953E-04   2.35540060E-04   2.31433597E-04   2.18881477E-04   1.85963518E-04   1.63340821E-04   1.48092926E-04 
  6.75368025E-03   6.50430927E-03   5.95285620E-03   5.70179011E-03   5.15703149E-03   3.98903069E-03   3.22188027E-03   2.62086281E-03 
  1.42570363E-02   1.40414689E-02   1.33371124E-02   1.29703701E-02   1.20276222E-02   9.73622321E-03   8.05022321E-03   6.67769331E-03 
  3.45784348E-03   3.34789253E-03   3.04709813E-03   2.90943684E-03   2.59410648E-03   1.96221124E-03   1.59498432E-03   1.32787976E-03 
  4.94318478E-03   5.08968951E-03   4.99629514E-03   4.87880395E-03   4.54923542E-03   3.60693913E-03   2.90532867E-03   2.36476418E-03 
  9.89087395E-03   1.01482651E-02   1.00253428E-02   9.80878991E-03   9.27674023E-03   7.80254741E-03   6.66644924E-03   5.71176581E-03 
  2.28827807E-03   2.37411284E-03   2.32888343E-03   2.26079923E-03   2.08789681E-03   1.65126256E-03   1.36669028E-03   1.18426080E-03 
  3.17806664E-02   3.12407748E-02   2.93857318E-02   2.84499604E-02   2.63122512E-02   2.10225772E-02   1.72301988E-02   1.39496871E-02 
  2.32435016E-04   2.33065182E-04   2.20700631E-04   2.12621844E-04   1.92604715E-04   1.43084773E-04   1.09718451E-04   8.44599152E-05 
  8.77149853E-04   8.46867793E-04   7.75386735E-04   7.40466638E-04   6.62487898E-04   4.92178291E-04   3.83288187E-04   3.02128159E-04 
  1.54946576E-03   1.56270913E-03   1.48607012E-03   1.43737532E-03   1.31835101E-03   1.06041904E-03   9.01392935E-04   7.90288324E-04 
  3.53431597E-03   3.44430097E-03   3.17706092E-03   3.04167766E-03   2.74154702E-03   2.08267759E-03   1.65719432E-03   1.34249829E-03 
  1.80712092E-02   1.79657360E-02   1.70176806E-02   1.64223796E-02   1.49919793E-02   1.14424646E-02   8.97341880E-03   7.04315946E-03 
  6.33458662E-03   6.90034621E-03   7.50174993E-03   7.61048167E-03   7.88592141E-03   7.79369295E-03   7.59125415E-03   7.42550301E-03 
  1.69633255E-04   1.84172784E-04   1.89973099E-04   1.88281327E-04   1.80721047E-04   1.52433657E-04   1.29990941E-04   1.13896759E-04 
  3.60175155E-02   3.71751479E-02   3.70203909E-02   3.64129267E-02   3.45530128E-02   2.83110258E-02   2.30414054E-02   1.85420458E-02 
  4.42711168E-03   4.34142657E-03   4.03183731E-03   3.88194015E-03   3.54161694E-03   2.77114386E-03   2.26525021E-03   1.86852601E-03 
  9.02114868E-05   8.93982640E-05   8.57632350E-05   8.41193529E-05   7.99736713E-05   7.03200766E-05   6.37912045E-05   5.83474234E-05 
  7.79411347E-03   7.98713919E-03   7.89563135E-03   7.77075572E-03   7.41106603E-03   6.44622984E-03   5.75744331E-03   5.25586626E-03 
  1.72233538E-04   1.67115834E-04   1.56930176E-04   1.51567753E-04   1.40640160E-04   1.15234586E-04   9.68613966E-05   8.19501073E-05 
  1.57279636E-04   1.56824950E-04   1.52213892E-04   1.48778668E-04   1.41854725E-04   1.25091761E-04   1.13166091E-04   1.03721468E-04 
  2.73963759E-02   3.04676649E-02   3.33189735E-02   3.38957200E-02   3.43751363E-02   3.20552078E-02   2.84316335E-02   2.42509135E-02 
  2.09728365E-03   2.13283666E-03   2.08839364E-03   2.03599810E-03   1.91377470E-03   1.56589230E-03   1.31235429E-03   1.09549327E-03 
  3.45410102E-04   3.73626979E-04   4.00279950E-04   4.03213544E-04   4.10894955E-04   4.15694422E-04   4.08031500E-04   4.03002548E-04 
  2.09182002E-03   2.25636541E-03   2.31937295E-03   2.29015765E-03   2.17755393E-03   1.74732761E-03   1.39716235E-03   1.10707123E-03 
  1.73418999E-02   1.87334777E-02   1.96834216E-02   1.97073171E-02   1.93620935E-02   1.69832127E-02   1.45023466E-02   1.22162340E-02 
  7.29591960E-03   7.26295379E-03   6.88020772E-03   6.63583386E-03   6.11054163E-03   4.99954047E-03   4.32734628E-03   3.87183625E-03 
  4.03881135E-04   4.11374080E-04   4.03223354E-04   3.93256269E-04   3.68093128E-04   2.95827092E-04   2.41698917E-04   1.98058490E-04 
  1.66792433E-03   1.67809297E-03   1.62361790E-03   1.58345070E-03   1.49958929E-03   1.31375028E-03   1.17935602E-03   1.08270418E-03 
  3.28696382E-04   3.71475686E-04   3.85766944E-04   3.76727965E-04   3.44926477E-04   2.48316104E-04   1.87802226E-04   1.51780495E-04 
  3.35457529E-04   3.64413202E-04   3.73397196E-04   3.67796354E-04   3.47327567E-04   2.82665221E-04   2.35305506E-04   2.00712723E-04 
  2.30972165E-02   2.62517424E-02   2.91933937E-02   2.97376630E-02   3.02924393E-02   2.85857006E-02   2.58159669E-02   2.28841555E-02 
  5.03683017E-03   4.99092608E-03   4.68946094E-03   4.51631556E-03   4.10087872E-03   3.10323750E-03   2.42229613E-03   1.89546789E-03 
  1.52558260E-03   1.61371115E-03   1.64822308E-03   1.62917577E-03   1.56785734E-03   1.34201563E-03   1.14040928E-03   9.60928974E-04 
  1.11289354E-04   1.12687040E-04   1.09668868E-04   1.05346932E-04   1.00106708E-04   8.26125630E-05   7.15394090E-05   6.22648680E-05 
  1.37450705E-03   1.42807864E-03   1.41285923E-03   1.37983650E-03   1.28405031E-03   1.01038034E-03   8.15004162E-04   6.65879338E-04 
  8.64070210E-04   8.85242821E-04   8.58868175E-04   8.36174076E-04   7.73890328E-04   6.10185681E-04   4.96266975E-04   4.03414403E-04 
  8.88158121E-03   8.64015487E-03   8.05484750E-03   7.75245495E-03   7.08478873E-03   5.54221355E-03   4.50453109E-03   3.69820180E-03 
  4.26936875E-02   4.54475463E-02   4.73421635E-02   4.74560881E-02   4.71046013E-02   4.35172063E-02   3.92869386E-02   3.50310962E-02 
  4.99949719E-03   5.04935017E-03   5.02369152E-03   4.97348277E-03   4.87297572E-03   4.62953930E-03   4.44995379E-03   4.31514462E-03 
  4.33703906E-02   4.46216144E-02   4.43823361E-02   4.37402300E-02   4.17889664E-02   3.53284512E-02   2.97148443E-02   2.46029975E-02 
  2.61890073E-03   2.62958296E-03   2.57985703E-03   2.53242064E-03   2.43024900E-03   2.13250976E-03   1.91362853E-03   1.72548683E-03 
  5.09402225E-02   5.25796640E-02   5.24356512E-02   5.16100343E-02   4.90735699E-02   4.04423125E-02   3.29701797E-02   2.63944978E-02 
  1.65481499E-02   1.60893124E-02   1.50484436E-02   1.45305026E-02   1.34236363E-02   1.09459873E-02   9.24149862E-03   7.87955826E-03 
  6.65438494E-05   7.03672749E-05   7.43017127E-05   7.46039066E-05   7.59197676E-05   7.62470451E-05   7.45790149E-05   7.27928174E-05 
  5.52107358E-03   5.34286257E-03   5.01561684E-03   4.85696423E-03   4.55247670E-03   3.92014137E-03   3.52299309E-03   3.20544528E-03 
  5.26263181E-05   5.32260452E-05   5.21408865E-05   5.12912668E-05   4.92604565E-05   4.45888047E-05   4.16458006E-05   3.98455100E-05 
  1.03709666E-03   1.02876092E-03   9.82058166E-04   9.56305366E-04   8.97641619E-04   7.57233253E-04   6.65524044E-04   5.93810954E-04 
  4.58740128E-02   4.67631520E-02   4.61948945E-02   4.54789431E-02   4.32122604E-02   3.61661812E-02   3.02972767E-02   2.47357481E-02 
  2.18873931E-04   2.32360837E-04   2.45638598E-04   2.47735240E-04   2.51861164E-04   2.49722074E-04   2.48037196E-04   2.43818143E-04 
  6.17331294E-04   5.99908381E-04   5.52178872E-04   5.30268857E-04   4.80998219E-04   3.74700089E-04   3.06837874E-04   2.56661495E-04 
  8.22520879E-04   8.92974949E-04   9.28924176E-04   9.22023693E-04   8.84977872E-04   7.31443437E-04   6.00193684E-04   4.92197395E-04 
  1.17566326E-03   1.31525062E-03   1.50465834E-03   1.57468209E-03   1.72619383E-03   2.07229792E-03   2.32318424E-03   2.54774465E-03 
  1.61219604E-03   1.68248406E-03   1.65222732E-03   1.60245774E-03   1.46471112E-03   1.08722106E-03   8.28950345E-04   6.33468022E-04 
  9.19670685E-03   9.08780398E-03   8.82530554E-03   8.63842987E-03   8.28509911E-03   7.30752927E-03   6.59538791E-03   5.95715717E-03 
  8.36629469E-03   8.98232367E-03   9.95850314E-03   1.01739784E-02   1.09003951E-02   1.21031854E-02   1.27141808E-02   1.31533362E-02 
  2.96731873E-04   3.15414398E-04   3.19706175E-04   3.13833099E-04   2.96948854E-04   2.40526779E-04   1.99024798E-04   1.66838041E-04 
  4.00238209E-02   4.20014843E-02   4.27398321E-02   4.25088531E-02   4.14303760E-02   3.70161051E-02   3.28415855E-02   2.87376181E-02 
  1.07260539E-02   1.03784746E-02   9.64126183E-03   9.28861871E-03   8.49947158E-03   6.68656625E-03   5.43079022E-03   4.41169987E-03 
  1.43529706E-02   1.40534647E-02   1.30940496E-02   1.26176229E-02   1.15062338E-02   8.85962763E-03   7.02184910E-03   5.56249096E-03 
  2.69156531E-03   2.54989753E-03   2.28881321E-03   2.17803105E-03   1.94255916E-03   1.48652813E-03   1.21583885E-03   1.02097907E-03 
  3.71745056E-04   3.55937177E-04   3.25172821E-04   3.10913053E-04   2.79646994E-04   2.12236419E-04   1.68779497E-04   1.35705364E-04 
  3.77281848E-03   3.63220776E-03   3.37273425E-03   3.25405102E-03   3.00454910E-03   2.43995971E-03   2.05769895E-03   1.74377499E-03 
  3.33032824E-04   3.39230737E-04   3.27384419E-04   3.18790542E-04   2.96081252E-04   2.38035672E-04   1.98094965E-04   1.67404047E-04 
