rho_a(412)  rho_a(443)  rho_a(490)  rho_a(510)  rho_a(555)  rho_a(670)  rho_a(765)  rho_a(865)  
  8.42975188E-04   8.25493911E-04   7.77032237E-04   7.52775479E-04   6.91543630E-04   5.48271987E-04   4.50230081E-04   3.76297643E-04 
  2.22072156E-04   2.45722366E-04   2.64422671E-04   2.67754160E-04   2.70660623E-04   2.62077075E-04   2.50019409E-04   2.42181715E-04 
  2.22378907E-02   2.23482929E-02   2.19969506E-02   2.16988041E-02   2.09365481E-02   1.87974908E-02   1.70552190E-02   1.55712458E-02 
  1.44332725E-04   1.39085952E-04   1.27170513E-04   1.21753689E-04   1.10051379E-04   8.63051130E-05   7.15068504E-05   6.06109768E-05 
  6.71652412E-03   6.46045507E-03   5.88192607E-03   5.62342630E-03   5.06871586E-03   3.92709142E-03   3.19999346E-03   2.63800985E-03 
  8.64990571E-03   8.79819902E-03   8.70196940E-03   8.43897837E-03   8.19315726E-03   7.10768661E-03   6.35646372E-03   5.62867904E-03 
  5.99168163E-02   6.46441176E-02   6.78043927E-02   6.79083227E-02   6.67327590E-02   5.79309696E-02   4.81033122E-02   3.82945100E-02 
  3.88243870E-04   3.69747606E-04   3.35076039E-04   3.20573746E-04   2.89647273E-04   2.25457822E-04   1.83880420E-04   1.51757684E-04 
  3.70987323E-03   3.62923819E-03   3.37919197E-03   3.25775844E-03   2.98056544E-03   2.33026005E-03   1.90131981E-03   1.56136954E-03 
  1.28177545E-02   1.27259138E-02   1.21182065E-02   1.17902009E-02   1.10631292E-02   9.42567239E-03   8.40655973E-03   7.68475246E-03 
  1.76282387E-02   2.07968031E-02   2.33515992E-02   2.36196199E-02   2.32872718E-02   1.90771975E-02   1.47334781E-02   1.08123115E-02 
  1.48977197E-02   1.47470664E-02   1.40157688E-02   1.35879189E-02   1.26263520E-02   1.02357670E-02   8.54985417E-03   7.23452757E-03 
  6.77441544E-03   6.93784453E-03   7.14137363E-03   7.14217939E-03   7.22971791E-03   7.32616965E-03   7.34434964E-03   7.35597081E-03 
  2.24321429E-04   2.46088185E-04   2.58813019E-04   2.57350820E-04   2.47892276E-04   2.03291555E-04   1.63658524E-04   1.30370612E-04 
  8.96905971E-04   8.73562441E-04   8.23815795E-04   8.00518467E-04   7.46919275E-04   6.31585494E-04   5.53787556E-04   4.92793370E-04 
  1.91494490E-04   1.90073833E-04   1.83166257E-04   1.80022690E-04   1.72608887E-04   1.58023860E-04   1.50229874E-04   1.46859165E-04 
  6.89518651E-04   7.37952862E-04   7.54518399E-04   7.43784983E-04   7.04175646E-04   5.60710362E-04   4.43189517E-04   3.46710146E-04 
  3.67676646E-03   3.70275355E-03   3.57736432E-03   3.48848056E-03   3.27421334E-03   2.73388588E-03   2.38620693E-03   2.12395719E-03 
  4.07883790E-03   3.91521840E-03   3.58588376E-03   3.43768561E-03   3.11956317E-03   2.46403772E-03   2.06467239E-03   1.78115371E-03 
  1.44869426E-02   1.49833962E-02   1.47888365E-02   1.44777734E-02   1.35969598E-02   1.10831644E-02   9.16716517E-03   7.57062569E-03 
  2.01383394E-04   2.00651646E-04   1.87616762E-04   1.81508327E-04   1.61986349E-04   1.21506477E-04   9.61032936E-05   7.83873542E-05 
  1.83411431E-03   1.82819333E-03   1.77881651E-03   1.73541869E-03   1.65368394E-03   1.40494107E-03   1.23740788E-03   1.11270092E-03 
  3.96845441E-05   4.37813307E-05   4.74816614E-05   4.87883997E-05   4.99167807E-05   5.19372363E-05   5.30424594E-05   5.35499135E-05 
  2.75974040E-03   2.86647375E-03   2.83462638E-03   2.76052403E-03   2.56249291E-03   1.99230158E-03   1.58232792E-03   1.26006529E-03 
  7.10575999E-04   6.82834125E-04   6.34328968E-04   6.12100060E-04   5.66553602E-04   4.71561300E-04   4.13620635E-04   3.71142806E-04 
  6.55653380E-04   7.21786249E-04   7.61120175E-04   7.59486423E-04   7.31937275E-04   6.03618003E-04   4.88184139E-04   3.85459971E-04 
  2.58802802E-03   2.51032636E-03   2.35550335E-03   2.28249426E-03   2.13253637E-03   1.80790172E-03   1.57199742E-03   1.38648694E-03 
  1.73070938E-04   1.66410097E-04   1.54567558E-04   1.49042966E-04   1.37210625E-04   1.10932888E-04   9.27834259E-05   7.85710774E-05 
  3.60603122E-03   3.71671505E-03   3.64460602E-03   3.58977181E-03   3.45733190E-03   3.08691899E-03   2.86130967E-03   2.72839933E-03 
  1.65849205E-02   1.68995784E-02   1.68527939E-02   1.67014067E-02   1.63151179E-02   1.49736777E-02   1.39391277E-02   1.30683966E-02 
  1.40829340E-02   1.53867739E-02   1.58920074E-02   1.56852154E-02   1.47995320E-02   1.15894440E-02   9.15736685E-03   7.15485597E-03 
  3.85381133E-02   3.97866438E-02   3.94976462E-02   3.88235432E-02   3.68948659E-02   3.09618165E-02   2.60962024E-02   2.19677529E-02 
  2.15780748E-03   2.21058047E-03   2.21054713E-03   2.19674000E-03   2.13912376E-03   1.92539866E-03   1.76332584E-03   1.63952081E-03 
  5.61627474E-03   5.58106468E-03   5.37348478E-03   5.27614617E-03   5.03363486E-03   4.50373587E-03   4.14416733E-03   3.86132373E-03 
  2.54198655E-03   2.46565963E-03   2.28063865E-03   2.18873511E-03   1.98927022E-03   1.55886584E-03   1.28811427E-03   1.09116831E-03 
  9.30317020E-04   9.27237270E-04   8.81738053E-04   8.54613429E-04   7.90020171E-04   6.39447424E-04   5.47676129E-04   4.77264123E-04 
  1.50343680E-04   1.48371045E-04   1.40290970E-04   1.35344973E-04   1.24838873E-04   1.01165249E-04   8.65410222E-05   7.65028543E-05 
  1.97445684E-03   1.92229571E-03   1.77495647E-03   1.70146187E-03   1.53610919E-03   1.15942300E-03   9.23530958E-04   7.40064345E-04 
  1.00049863E-04   1.00568557E-04   9.56135016E-05   9.25207558E-05   8.50710479E-05   6.79876522E-05   5.73750213E-05   5.00592710E-05 
  9.42328429E-03   9.46836715E-03   9.09900190E-03   8.84107549E-03   8.13934590E-03   6.31382994E-03   5.03634999E-03   4.00857436E-03 
  1.26591933E-04   1.24976324E-04   1.16947987E-04   1.12185400E-04   1.02940375E-04   8.19180549E-05   6.96217044E-05   6.04438199E-05 
  2.55921689E-03   2.49174227E-03   2.28711366E-03   2.18599495E-03   1.95529140E-03   1.44313339E-03   1.12108553E-03   8.84846886E-04 
  3.61420932E-04   3.48182445E-04   3.15463188E-04   3.00241841E-04   2.67196641E-04   2.01934143E-04   1.64142053E-04   1.38143519E-04 
  3.10260346E-04   3.01369945E-04   2.83138411E-04   2.74524411E-04   2.55756642E-04   2.10514609E-04   1.79177646E-04   1.54423031E-04 
  5.68977896E-04   6.23952386E-04   6.49975579E-04   6.42939676E-04   6.09616297E-04   4.78345626E-04   3.68952421E-04   2.78332257E-04 
  6.23533233E-03   6.04158738E-03   5.56036356E-03   5.33522098E-03   4.83247630E-03   3.71372237E-03   2.96744461E-03   2.38509963E-03 
  2.09286877E-04   2.02583210E-04   1.88226589E-04   1.81669569E-04   1.66095943E-04   1.31619774E-04   1.09089998E-04   9.09795215E-05 
  2.08702477E-03   2.47437076E-03   2.77551584E-03   2.80322448E-03   2.74516628E-03   2.23063392E-03   1.74005889E-03   1.29075737E-03 
  5.24687563E-04   5.65425637E-04   5.74961850E-04   5.66101395E-04   5.33821815E-04   4.24777047E-04   3.40373868E-04   2.72191418E-04 
  3.90560253E-04   3.84656214E-04   3.62601676E-04   3.50785198E-04   3.25738282E-04   2.70259116E-04   2.36523711E-04   2.12711189E-04 
  2.96010394E-02   3.04905233E-02   3.03766219E-02   2.99062238E-02   2.85694896E-02   2.42338423E-02   2.06685324E-02   1.75421443E-02 
  2.34246688E-03   2.47280855E-03   2.51030813E-03   2.47355937E-03   2.36014153E-03   1.96116023E-03   1.62140890E-03   1.32750541E-03 
  4.51776612E-03   4.50233295E-03   4.29913003E-03   4.18419158E-03   3.88374220E-03   3.16748929E-03   2.66619556E-03   2.26391262E-03 
  1.41719740E-02   1.46068919E-02   1.45207967E-02   1.43081828E-02   1.35894855E-02   1.14446475E-02   9.72233196E-03   8.17846187E-03 
  3.00832164E-03   2.95689416E-03   2.76172189E-03   2.65225791E-03   2.39267500E-03   1.78430491E-03   1.38344286E-03   1.08151381E-03 
  2.38705601E-02   2.53902188E-02   2.58255039E-02   2.54789889E-02   2.41523784E-02   1.91014752E-02   1.47654754E-02   1.10442459E-02 
  1.59748303E-02   1.78822479E-02   1.92742948E-02   1.93704015E-02   1.91236077E-02   1.66181788E-02   1.41003366E-02   1.17831593E-02 
  1.41499779E-02   1.40014606E-02   1.33854956E-02   1.30387846E-02   1.21837407E-02   1.00310812E-02   8.51933668E-03   7.22883236E-03 
  1.89791485E-02   1.99660054E-02   2.09459646E-02   2.11227517E-02   2.15299982E-02   2.11438867E-02   2.05549809E-02   2.00525705E-02 
  1.26439314E-03   1.21646716E-03   1.12228936E-03   1.08352017E-03   9.94659652E-04   8.07381240E-04   6.81653886E-04   5.81764951E-04 
  2.78413529E-03   2.72748329E-03   2.54889526E-03   2.45982364E-03   2.25654314E-03   1.78386413E-03   1.47770828E-03   1.23479228E-03 
  3.39245047E-04   3.33555021E-04   3.05249706E-04   2.89388725E-04   2.54926600E-04   1.84121865E-04   1.44687669E-04   1.21377815E-04 
  1.01083632E-02   1.04107534E-02   1.02767027E-02   1.00595775E-02   9.48295939E-03   7.87058602E-03   6.69928182E-03   5.77104040E-03 
  1.96765137E-02   2.08231723E-02   2.13050744E-02   2.11273246E-02   2.03820850E-02   1.72787488E-02   1.43786613E-02   1.17966148E-02 
  2.15332865E-02   2.13629117E-02   2.02133473E-02   1.95624250E-02   1.80107784E-02   1.41786989E-02   1.14430268E-02   9.22674238E-03 
  4.15382077E-04   3.99823188E-04   3.68467311E-04   3.54814178E-04   3.24691928E-04   2.62806454E-04   2.25478017E-04   1.99393485E-04 
  7.70643629E-05   7.59906300E-05   7.13048533E-05   6.89051569E-05   6.32930140E-05   5.07472393E-05   4.26808824E-05   3.70827689E-05 
  1.38112560E-03   1.37758402E-03   1.32104325E-03   1.28069719E-03   1.18794299E-03   9.50747927E-04   7.77671089E-04   6.39517280E-04 
  7.27763496E-04   7.06925377E-04   6.51073490E-04   6.22399508E-04   5.57766650E-04   4.12544593E-04   3.18714299E-04   2.48886802E-04 
  2.96471179E-04   2.89602469E-04   2.67697098E-04   2.56488147E-04   2.32154366E-04   1.78761448E-04   1.47233502E-04   1.23725171E-04 
  3.75596049E-04   3.72139021E-04   3.57930462E-04   3.48293012E-04   3.30165638E-04   2.90996274E-04   2.66748920E-04   2.50588684E-04 
  1.97017898E-02   2.06334351E-02   2.08084725E-02   2.05197317E-02   1.95373340E-02   1.60392623E-02   1.29870576E-02   1.03455731E-02 
  1.51268000E-04   1.47122326E-04   1.36886441E-04   1.31777970E-04   1.20402188E-04   9.53614951E-05   7.94770109E-05   6.77201701E-05 
  4.21740580E-03   4.10721480E-03   3.82406985E-03   3.67962706E-03   3.36256258E-03   2.64761070E-03   2.16396667E-03   1.79599340E-03 
  3.22449752E-03   3.28831879E-03   3.16281142E-03   3.06254946E-03   2.80132612E-03   2.10837425E-03   1.62566443E-03   1.25744170E-03 
  8.15195590E-04   8.23621826E-04   7.86609065E-04   7.60399039E-04   6.91347433E-04   5.22951360E-04   4.13823357E-04   3.35583573E-04 
  1.09005906E-02   1.06156903E-02   9.82606850E-03   9.41728636E-03   8.48735516E-03   6.37771613E-03   4.98388496E-03   3.91659668E-03 
  6.11015632E-04   6.55093727E-04   6.84174518E-04   6.83611262E-04   6.78961117E-04   6.50164573E-04   6.32838783E-04   6.35751148E-04 
  1.50485199E-02   1.72944712E-02   1.90351202E-02   1.91618629E-02   1.88035886E-02   1.56295303E-02   1.25069172E-02   9.75043909E-03 
  1.77030819E-02   1.82932783E-02   1.82243481E-02   1.79220760E-02   1.69912441E-02   1.40681960E-02   1.17364932E-02   9.76073783E-03 
  7.33499003E-05   7.45945446E-05   7.43611413E-05   7.26568212E-05   6.93748098E-05   5.98806415E-05   5.48940356E-05   4.91042143E-05 
  1.54704794E-04   1.50033488E-04   1.37678146E-04   1.31933432E-04   1.19406513E-04   9.41426215E-05   7.88848885E-05   6.81895618E-05 
  5.16674273E-04   5.22045649E-04   4.95118838E-04   4.76699613E-04   4.33776918E-04   3.37813729E-04   2.79292545E-04   2.39530141E-04 
  6.88087140E-04   7.00773621E-04   6.95494602E-04   6.85603954E-04   6.61757365E-04   5.94008080E-04   5.41355869E-04   4.94321986E-04 
  1.98265579E-03   1.92560627E-03   1.77291224E-03   1.69675057E-03   1.52594365E-03   1.14518729E-03   8.94584263E-04   7.06962602E-04 
  6.61710519E-03   8.06737587E-03   9.28547904E-03   9.44565604E-03   9.41440912E-03   8.12297200E-03   6.85602001E-03   5.76725721E-03 
  8.91792703E-04   8.70430394E-04   8.07779960E-04   7.75935252E-04   7.06066869E-04   5.59543601E-04   4.71985334E-04   4.09261583E-04 
  3.01417534E-03   2.88997687E-03   2.63756773E-03   2.51672956E-03   2.25004627E-03   1.67068883E-03   1.30215956E-03   1.02182268E-03 
  1.55381256E-03   1.48592382E-03   1.35271045E-03   1.29791926E-03   1.17591444E-03   9.38863069E-04   7.98199077E-04   6.99336560E-04 
  8.82494336E-05   8.87257137E-05   8.73972355E-05   8.59762998E-05   8.28329810E-05   7.35483909E-05   6.59934935E-05   5.93610867E-05 
  1.07996715E-02   1.16522149E-02   1.21970834E-02   1.21980471E-02   1.19041076E-02   1.03316928E-02   8.77538999E-03   7.36353061E-03 
  7.41245725E-03   7.42943365E-03   7.09369429E-03   6.88937123E-03   6.34688880E-03   5.07505969E-03   4.20753353E-03   3.54175549E-03 
  3.34168732E-03   3.31826152E-03   3.10931736E-03   2.99868898E-03   2.73665218E-03   2.13320046E-03   1.73377205E-03   1.42675380E-03 
  1.48116383E-03   1.41927140E-03   1.28334589E-03   1.21627910E-03   1.07433750E-03   7.75900533E-04   5.98280816E-04   4.68902321E-04 
  1.54925746E-03   1.53061224E-03   1.45162702E-03   1.40414653E-03   1.29922292E-03   1.04366050E-03   8.75571648E-04   7.38250137E-04 
  2.74913511E-02   2.76111720E-02   2.65325193E-02   2.58008347E-02   2.40202097E-02   1.94819278E-02   1.60967222E-02   1.33168987E-02 
  2.56709067E-04   2.56261532E-04   2.43634893E-04   2.35911888E-04   2.17417253E-04   1.75436124E-04   1.49933230E-04   1.32715326E-04 
  6.34334965E-05   6.36733370E-05   6.14626786E-05   5.95741905E-05   5.58150451E-05   4.61545611E-05   4.00503408E-05   3.54633685E-05 
  3.32696441E-04   3.17582716E-04   2.88559439E-04   2.75370662E-04   2.47080334E-04   1.87547032E-04   1.50498859E-04   1.23543820E-04 
  1.52611823E-04   1.49141361E-04   1.37720927E-04   1.31937976E-04   1.18797629E-04   8.86077642E-05   6.96868302E-05   5.50535349E-05 
  1.38312283E-03   1.40598659E-03   1.36953380E-03   1.33763597E-03   1.25173172E-03   1.03023854E-03   8.67309389E-04   7.40955277E-04 
  1.67235266E-02   1.65064252E-02   1.58401859E-02   1.54799498E-02   1.46909882E-02   1.26809367E-02   1.12340675E-02   9.92820400E-03 
  4.54568593E-03   5.01982379E-03   5.32402900E-03   5.30774666E-03   5.16645025E-03   4.42018407E-03   3.71156881E-03   3.06752968E-03 
  9.93810574E-03   9.95233625E-03   9.61839495E-03   9.37247227E-03   8.81260098E-03   7.36989229E-03   6.38595786E-03   5.62685916E-03 
  3.30760954E-04   3.16400737E-04   2.90223590E-04   2.78717338E-04   2.54052428E-04   2.03483265E-04   1.70927337E-04   1.47308600E-04 
  1.06424396E-02   1.10475674E-02   1.15655193E-02   1.16579060E-02   1.20564676E-02   1.27028694E-02   1.29992827E-02   1.32112924E-02 
  1.69008817E-04   1.68660054E-04   1.63671767E-04   1.60960841E-04   1.53895858E-04   1.33451084E-04   1.18029520E-04   1.05984443E-04 
  5.35061486E-02   6.15302556E-02   6.86961744E-02   6.98542495E-02   7.02118192E-02   6.17700002E-02   5.09665636E-02   4.00438974E-02 
  7.00368977E-03   7.30084709E-03   7.29530567E-03   7.16750011E-03   6.82694974E-03   5.97959640E-03   5.46029981E-03   5.15493259E-03 
  9.52948044E-04   9.43986907E-04   9.22099840E-04   9.05614114E-04   8.88490445E-04   8.26973995E-04   7.98298338E-04   7.92496522E-04 
  2.85151474E-03   2.91555660E-03   2.80611799E-03   2.71375307E-03   2.48027511E-03   1.90016749E-03   1.50213833E-03   1.20399604E-03 
  5.81872915E-03   6.48868878E-03   7.24468278E-03   7.46948349E-03   7.87714272E-03   8.26249230E-03   8.45132984E-03   8.42201765E-03 
  2.10635228E-02   2.19604290E-02   2.17606727E-02   2.13191315E-02   1.99398385E-02   1.57668714E-02   1.26192145E-02   9.95455551E-03 
  6.60668559E-04   6.36563653E-04   5.85465081E-04   5.61093487E-04   5.08461957E-04   3.91287069E-04   3.12990546E-04   2.53334540E-04 
  4.00419569E-03   3.96472738E-03   3.73509437E-03   3.60604041E-03   3.29662566E-03   2.56416792E-03   2.10573559E-03   1.75762605E-03 
  2.77763212E-04   2.80914225E-04   2.63955411E-04   2.52187398E-04   2.24438188E-04   1.62634389E-04   1.26210943E-04   1.01774153E-04 
  5.98681097E-02   6.55032871E-02   6.97311658E-02   7.00981570E-02   6.93710609E-02   6.10539806E-02   5.14917624E-02   4.22844876E-02 
  6.27945699E-03   6.74455626E-03   7.28742385E-03   7.45273450E-03   7.77209702E-03   8.37118782E-03   8.69598393E-03   8.91044463E-03 
  2.69567533E-04   2.71266613E-04   2.60588028E-04   2.53412717E-04   2.34812042E-04   1.88746331E-04   1.57709366E-04   1.35094668E-04 
  5.17149125E-04   5.56926643E-04   5.90232238E-04   5.94824452E-04   6.03497640E-04   5.91604686E-04   5.86677154E-04   5.98100917E-04 
  1.18105647E-03   1.16057788E-03   1.08115946E-03   1.03806307E-03   9.38801693E-04   7.12997611E-04   5.69748650E-04   4.68840979E-04 
  4.31498316E-03   4.14358653E-03   3.80539372E-03   3.64714358E-03   3.30246975E-03   2.53548037E-03   2.01702965E-03   1.61220759E-03 
  7.28236759E-05   7.49922608E-05   7.48754118E-05   7.45199432E-05   7.25724030E-05   6.62482434E-05   6.13203465E-05   5.65707318E-05 
  2.25208995E-02   2.44237207E-02   2.64134358E-02   2.68576598E-02   2.77305725E-02   2.81907808E-02   2.81717630E-02   2.80235079E-02 
  1.45275389E-02   1.44887714E-02   1.38503991E-02   1.34479270E-02   1.24209272E-02   9.83971199E-03   8.10189441E-03   6.71422158E-03 
  2.14189026E-03   2.06658820E-03   1.88496216E-03   1.79542177E-03   1.60662981E-03   1.20543660E-03   9.66470968E-04   7.91045661E-04 
  4.52438291E-03   4.60095678E-03   4.51247001E-03   4.42163788E-03   4.22287909E-03   3.75401248E-03   3.44112156E-03   3.21093588E-03 
  1.93110448E-02   2.00863821E-02   1.97311102E-02   1.92524374E-02   1.79181259E-02   1.42868804E-02   1.16979970E-02   9.67801865E-03 
  4.19018742E-04   4.07625523E-04   3.86336973E-04   3.74542879E-04   3.50178816E-04   2.90724095E-04   2.45290232E-04   2.06728016E-04 
  5.30036975E-04   5.39721609E-04   5.18661700E-04   4.99825873E-04   4.54517274E-04   3.43656334E-04   2.74168746E-04   2.21872593E-04 
  1.77596392E-02   1.87687458E-02   1.90749003E-02   1.88392104E-02   1.79752655E-02   1.47728347E-02   1.19470094E-02   9.50164344E-03 
  1.43159135E-02   1.42786599E-02   1.39528899E-02   1.36886935E-02   1.31374139E-02   1.16610658E-02   1.04655685E-02   9.38887746E-03 
  2.95105206E-04   3.25585164E-04   3.46462887E-04   3.48259600E-04   3.45178186E-04   3.23472415E-04   3.06693048E-04   2.96322787E-04 
  4.59153516E-02   4.94753615E-02   5.16650447E-02   5.14986700E-02   4.99644435E-02   4.15768097E-02   3.31814073E-02   2.54485685E-02 
  6.96946214E-04   6.65441415E-04   5.99784901E-04   5.70775278E-04   5.08663070E-04   3.80524200E-04   2.99350728E-04   2.40372540E-04 
  8.23447257E-03   8.79477836E-03   9.00361197E-03   8.91230411E-03   8.52078212E-03   7.02033048E-03   5.71475616E-03   4.63281541E-03 
  1.71426785E-02   1.77817074E-02   1.74111774E-02   1.69253381E-02   1.55542615E-02   1.15749532E-02   8.77539010E-03   6.53990779E-03 
  3.55849512E-02   3.53305357E-02   3.36995010E-02   3.28205679E-02   3.07114348E-02   2.53632742E-02   2.14556489E-02   1.80784470E-02 
  3.16012478E-02   3.64133098E-02   4.17670628E-02   4.30656278E-02   4.55209749E-02   4.74156593E-02   4.74170716E-02   4.68169367E-02 
  5.03918727E-03   5.37836147E-03   5.42518188E-03   5.31409246E-03   4.95291679E-03   3.80661653E-03   2.95421395E-03   2.29707391E-03 
  8.58182366E-04   8.45203417E-04   8.09432285E-04   7.85143121E-04   7.38943320E-04   6.17747103E-04   5.37994730E-04   4.76170048E-04 
  1.29221478E-04   1.29026993E-04   1.20640054E-04   1.15240694E-04   1.03228387E-04   7.73615354E-05   6.23838484E-05   5.30762729E-05 
  2.71124405E-04   2.81318058E-04   2.74035801E-04   2.66482273E-04   2.45312706E-04   1.90396217E-04   1.53477958E-04   1.26040269E-04 
  8.38752575E-03   8.75274892E-03   8.66803075E-03   8.46159549E-03   7.85229252E-03   6.03567921E-03   4.67287568E-03   3.59616734E-03 
  2.29291232E-02   2.58347608E-02   2.83686184E-02   2.87637938E-02   2.90954700E-02   2.71284411E-02   2.46352640E-02   2.21417073E-02 
  4.37620827E-03   4.18727727E-03   3.80286356E-03   3.63887157E-03   3.28306716E-03   2.52944164E-03   2.03899661E-03   1.65886801E-03 
  3.55550190E-04   3.76059256E-04   3.79240097E-04   3.72051150E-04   3.51630711E-04   2.90226865E-04   2.44015262E-04   2.08019743E-04 
  5.72795852E-03   5.49869753E-03   5.03079484E-03   4.81441653E-03   4.33606289E-03   3.28085025E-03   2.58466621E-03   2.04087255E-03 
  8.72068908E-04   8.77834915E-04   8.39972849E-04   8.14193127E-04   7.45415727E-04   5.72081715E-04   4.54485175E-04   3.62110276E-04 
  2.98604931E-03   2.98510944E-03   2.89128255E-03   2.84098967E-03   2.71449522E-03   2.45349201E-03   2.30761573E-03   2.22140909E-03 
  9.96066942E-03   1.05708562E-02   1.08912990E-02   1.08080920E-02   1.05127151E-02   9.29896506E-03   8.19061281E-03   7.18797713E-03 
  6.43984760E-03   6.49832649E-03   6.41661208E-03   6.31413112E-03   6.08872003E-03   5.42213889E-03   4.88715243E-03   4.44169990E-03 
  3.81994626E-03   3.77742890E-03   3.60068298E-03   3.48731960E-03   3.23558646E-03   2.61003575E-03   2.15881624E-03   1.79604616E-03 
  3.67103043E-04   3.60593182E-04   3.43634478E-04   3.35366099E-04   3.15592812E-04   2.71172484E-04   2.41389579E-04   2.17134939E-04 
  4.94438221E-04   5.82752072E-04   6.60106816E-04   6.71969268E-04   6.79285104E-04   6.23448441E-04   5.58257646E-04   4.96215671E-04 
  2.44545348E-02   2.53901301E-02   2.52202842E-02   2.46924087E-02   2.31093495E-02   1.80370775E-02   1.39335103E-02   1.05560664E-02 
  3.55169938E-03   3.46229312E-03   3.23546099E-03   3.11623211E-03   2.86178712E-03   2.27230616E-03   1.88301570E-03   1.59024408E-03 
  6.63016263E-03   6.83257724E-03   6.72860324E-03   6.57923729E-03   6.17542545E-03   5.00946664E-03   4.12566559E-03   3.43120904E-03 
  4.81927592E-03   4.95321201E-03   4.96945426E-03   4.91633879E-03   4.77370758E-03   4.31735355E-03   3.94135314E-03   3.60125054E-03 
  1.88952580E-04   1.82933878E-04   1.71085431E-04   1.66035693E-04   1.54212414E-04   1.29196905E-04   1.12706332E-04   9.98384219E-05 
  7.03223729E-03   7.59991707E-03   7.89369183E-03   7.83782255E-03   7.64605966E-03   6.94357436E-03   6.38285004E-03   5.96722882E-03 
  1.83824098E-03   1.86179674E-03   1.81295422E-03   1.77427524E-03   1.67846098E-03   1.43825534E-03   1.28275580E-03   1.17663885E-03 
  2.63615262E-02   2.71107983E-02   2.71871948E-02   2.68420680E-02   2.59089487E-02   2.26918849E-02   1.98685914E-02   1.72485345E-02 
  1.37840037E-04   1.41901086E-04   1.40800484E-04   1.38292306E-04   1.32850062E-04   1.19138284E-04   1.12110384E-04   1.10349494E-04 
  2.63215116E-04   2.53576502E-04   2.32739280E-04   2.23267980E-04   2.02376059E-04   1.56902641E-04   1.27470818E-04   1.05095599E-04 
  3.92342601E-02   4.09245545E-02   4.10144713E-02   4.04010759E-02   3.83240554E-02   3.08753971E-02   2.44472678E-02   1.88384281E-02 
  1.24960605E-03   1.26825044E-03   1.20290771E-03   1.15328722E-03   1.03568100E-03   7.72584893E-04   6.17633623E-04   5.25498061E-04 
  1.59057804E-03   1.52671317E-03   1.39543299E-03   1.33974109E-03   1.21265723E-03   9.59696528E-04   8.05011126E-04   6.93701941E-04 
  1.04816974E-02   1.04151203E-02   9.81257680E-03   9.45009470E-03   8.57403941E-03   6.42164365E-03   4.94003332E-03   3.82901090E-03 
  2.15453958E-03   2.17520826E-03   2.10129293E-03   2.04149222E-03   1.90616626E-03   1.56139382E-03   1.32728509E-03   1.15293061E-03 
  4.52849916E-03   4.50072834E-03   4.30312544E-03   4.19712811E-03   3.93709547E-03   3.37882484E-03   3.01854293E-03   2.75950754E-03 
  4.57017768E-04   4.45385623E-04   4.11483225E-04   3.94185773E-04   3.56299593E-04   2.74633870E-04   2.24953419E-04   1.87008288E-04 
  2.50423698E-02   2.69127847E-02   2.76221277E-02   2.76630644E-02   2.73334823E-02   2.54118932E-02   2.37192153E-02   2.23916386E-02 
  5.31187032E-03   5.11420415E-03   4.68871366E-03   4.49831457E-03   4.09047289E-03   3.26234100E-03   2.74188451E-03   2.35435089E-03 
  2.54265993E-02   2.50552230E-02   2.36487679E-02   2.28664097E-02   2.10676665E-02   1.68159863E-02   1.38408257E-02   1.14545063E-02 
  3.27980495E-04   3.21762125E-04   2.98955887E-04   2.88265103E-04   2.59824430E-04   1.98423268E-04   1.58329921E-04   1.28257911E-04 
  3.19792935E-02   3.30716357E-02   3.35479044E-02   3.33524423E-02   3.28215579E-02   3.06331822E-02   2.85397108E-02   2.65474140E-02 
  1.09880629E-04   1.16626133E-04   1.22783539E-04   1.22807311E-04   1.25092924E-04   1.22314681E-04   1.21900631E-04   1.23900648E-04 
  9.67894932E-04   9.90874415E-04   9.83829505E-04   9.68909523E-04   9.33984211E-04   8.36128938E-04   7.75625724E-04   7.34177991E-04 
  1.11660040E-04   1.09080452E-04   1.02355321E-04   9.87146648E-05   9.08122155E-05   7.22717442E-05   5.97134564E-05   4.98611608E-05 
  3.96745025E-03   4.12991446E-03   4.08407190E-03   3.98139689E-03   3.68637842E-03   2.81074008E-03   2.16073446E-03   1.64661361E-03 
  1.42643734E-03   1.43725414E-03   1.36859899E-03   1.32277060E-03   1.20720122E-03   9.18863322E-04   7.21707208E-04   5.73111296E-04 
  1.29157382E-03   1.31874942E-03   1.32199173E-03   1.30951327E-03   1.28102468E-03   1.17636967E-03   1.09913915E-03   1.03550604E-03 
  3.49511794E-02   3.74665020E-02   3.89415477E-02   3.88053170E-02   3.77208473E-02   3.18830890E-02   2.59277724E-02   2.04015146E-02 
  3.06226578E-03   3.02225867E-03   2.92456179E-03   2.85798449E-03   2.74022940E-03   2.42498010E-03   2.17876795E-03   1.97225521E-03 
  1.14985873E-03   1.15056086E-03   1.08996449E-03   1.05337279E-03   9.66173523E-04   7.70580045E-04   6.46401893E-04   5.60044719E-04 
  1.21566310E-03   1.23788648E-03   1.21322458E-03   1.18481641E-03   1.11477942E-03   9.19275832E-04   7.69308149E-04   6.47697128E-04 
  4.98355198E-04   5.04129198E-04   4.83218070E-04   4.66058754E-04   4.25790725E-04   3.28103166E-04   2.66095802E-04   2.17875670E-04 
