R_toa(412)  R_toa(443)  R_toa(490)  R_toa(510)  R_toa(555)  R_toa(670)  R_toa(765)  R_toa(865)  
  4.15695142E-02   3.33453316E-02   2.54292693E-02   2.30060913E-02   1.76052377E-02   7.55472579E-03   3.78436916E-03   3.32378691E-03 
  4.68922228E-02   4.21796426E-02   4.20837937E-02   4.38147235E-02   4.87341233E-02   2.79557500E-02   8.35902416E-03   7.56388317E-03 
  7.13902367E-02   5.77956277E-02   4.15940238E-02   3.62026663E-02   2.58598376E-02   1.33260878E-02   6.33291890E-03   6.23743623E-03 
  3.61420033E-02   2.88260653E-02   2.00640073E-02   1.71095127E-02   1.17176889E-02   5.74740222E-03   2.79314569E-03   2.58830275E-03 
  7.01186668E-02   5.71162767E-02   4.22210581E-02   3.71813499E-02   2.72497245E-02   1.45989121E-02   7.67384585E-03   7.71923636E-03 
  4.31892751E-02   3.42067863E-02   2.58634936E-02   2.37546034E-02   2.07241051E-02   8.99014397E-03   4.17694902E-03   3.78663330E-03 
  5.80403059E-02   4.93588061E-02   4.00363417E-02   3.70107573E-02   3.17690918E-02   2.06252460E-02   1.24404542E-02   1.27123700E-02 
  9.97805714E-02   8.80406125E-02   7.16226835E-02   6.50959339E-02   5.17732805E-02   3.91188140E-02   2.24858537E-02   2.87064332E-02 
  6.06988065E-02   5.53342254E-02   4.82694675E-02   4.51823450E-02   3.84788546E-02   2.94369548E-02   1.86156236E-02   1.87317681E-02 
  3.04022368E-02   2.58874142E-02   2.04394459E-02   1.85148213E-02   1.49060791E-02   9.91671317E-03   5.45945155E-03   6.35480017E-03 
  4.91060350E-02   4.29873573E-02   4.05834757E-02   4.14260631E-02   4.65368410E-02   3.92029743E-02   1.04688693E-02   8.88220478E-03 
  2.88520478E-02   2.32429261E-02   1.73078329E-02   1.54318516E-02   1.15560120E-02   5.81977754E-03   3.04864796E-03   3.16270288E-03 
  3.74652873E-02   3.02025654E-02   2.46841242E-02   2.37374128E-02   2.31980205E-02   8.76676786E-03   3.18264724E-03   2.62283894E-03 
  8.10854485E-02   6.94220000E-02   5.67216998E-02   5.22229168E-02   4.55461702E-02   2.88010797E-02   1.73371031E-02   2.04936305E-02 
  4.50590419E-02   3.75435743E-02   3.27014106E-02   3.20977509E-02   2.99532230E-02   1.07543480E-02   3.62280631E-03   3.01664025E-03 
  4.75695760E-02   3.86616025E-02   2.90396255E-02   2.56694037E-02   1.83457745E-02   7.82455465E-03   3.65328934E-03   3.27122421E-03 
  3.42894257E-02   2.70198930E-02   1.99890405E-02   1.78730067E-02   1.33739182E-02   5.42930206E-03   2.54668726E-03   2.16238367E-03 
  5.36108938E-02   4.25548901E-02   3.19374767E-02   2.94365697E-02   2.67771789E-02   1.30187545E-02   4.72791877E-03   4.17888799E-03 
  3.27816414E-02   2.60025761E-02   1.94126058E-02   1.75664744E-02   1.44161518E-02   6.28284878E-03   2.91604403E-03   2.66943907E-03 
  6.24873584E-02   4.99319762E-02   3.48623770E-02   2.97051933E-02   2.03152270E-02   1.01199256E-02   4.76979476E-03   4.59857354E-03 
  5.49250269E-02   4.56023331E-02   3.68918502E-02   3.40406136E-02   2.67897752E-02   9.84256246E-03   3.87271330E-03   3.46345002E-03 
  4.04701113E-02   3.24595362E-02   2.57057999E-02   2.39373900E-02   2.14927200E-02   7.85848643E-03   3.31093887E-03   2.77230155E-03 
  4.06601758E-02   3.20439438E-02   2.40438138E-02   2.20184420E-02   1.78241697E-02   7.29540396E-03   3.23935508E-03   2.75143184E-03 
  3.78167545E-02   3.25942180E-02   2.87966838E-02   2.79962774E-02   2.73527304E-02   1.28732497E-02   5.17264208E-03   4.79293916E-03 
  5.50443165E-02   5.09901559E-02   4.74661783E-02   4.64459361E-02   4.49655692E-02   3.34292462E-02   1.61193371E-02   1.69905510E-02 
  5.74537732E-02   4.87129499E-02   3.68483807E-02   3.24018455E-02   2.34832514E-02   1.23089880E-02   5.35003453E-03   5.78317811E-03 
  4.63050144E-02   3.65446987E-02   2.69115086E-02   2.39236851E-02   1.76533674E-02   7.41687620E-03   3.56340617E-03   3.18742080E-03 
  6.31497037E-02   5.16332537E-02   3.79674794E-02   3.31668915E-02   2.40764291E-02   1.38303901E-02   7.72058113E-03   8.20582745E-03 
  3.96247833E-02   3.22907408E-02   2.67940278E-02   2.58036872E-02   2.61342646E-02   1.08152790E-02   4.29780727E-03   3.91612907E-03 
  2.69271058E-02   2.16389074E-02   1.54587139E-02   1.34347097E-02   9.57506084E-03   4.76293893E-03   2.16367495E-03   2.10651943E-03 
  4.00372018E-02   3.20709647E-02   2.54681152E-02   2.36011594E-02   2.36501847E-02   8.92653769E-03   3.34119336E-03   2.92783917E-03 
  4.27618176E-02   3.58706597E-02   2.89979821E-02   2.61081682E-02   1.86929976E-02   6.66514937E-03   2.92517692E-03   2.42489104E-03 
  3.09236635E-02   2.51525637E-02   1.88673140E-02   1.68915843E-02   1.35490948E-02   6.32579906E-03   2.71828378E-03   2.75237638E-03 
  5.23301747E-02   4.15841377E-02   2.92639086E-02   2.49532698E-02   1.69423323E-02   7.83749632E-03   3.84574264E-03   3.51159515E-03 
  4.48873445E-02   4.05830933E-02   4.17315374E-02   4.42894384E-02   5.31756403E-02   4.40292072E-02   9.42077797E-03   6.93924773E-03 
  7.44296361E-02   6.50881809E-02   5.23754219E-02   4.74566393E-02   3.76063807E-02   2.43919569E-02   1.21934402E-02   1.61116036E-02 
  2.86967235E-02   2.32325047E-02   1.79561588E-02   1.62720408E-02   1.25346938E-02   4.79563132E-03   1.98687283E-03   1.82091131E-03 
  4.50625566E-02   3.51124207E-02   2.36779438E-02   1.99221029E-02   1.34200206E-02   6.36139384E-03   3.10731131E-03   2.76800688E-03 
  6.33997365E-02   5.16637150E-02   3.88671492E-02   3.47160990E-02   2.60104114E-02   1.28226474E-02   6.15129646E-03   6.07732701E-03 
  4.28363954E-02   3.35817671E-02   2.46833798E-02   2.19183495E-02   1.64291166E-02   6.61616343E-03   3.15661789E-03   2.64833893E-03 
  6.70865152E-02   5.90801895E-02   4.91374896E-02   4.54153437E-02   3.76482516E-02   2.75410416E-02   1.72189971E-02   1.82991859E-02 
  4.45347435E-02   3.67198357E-02   2.87841824E-02   2.58809562E-02   1.88281710E-02   7.29343619E-03   3.20628063E-03   2.82350431E-03 
  8.54268387E-02   8.50237245E-02   8.27764770E-02   8.04135323E-02   7.42091417E-02   6.65389371E-02   4.16172776E-02   4.98267117E-02 
  4.35823325E-02   3.40112117E-02   2.47739668E-02   2.22732369E-02   1.72741945E-02   7.12287198E-03   3.18669097E-03   2.73326035E-03 
  5.93364346E-02   4.80372133E-02   3.47156844E-02   3.00938648E-02   2.12848004E-02   1.13593320E-02   5.53630396E-03   5.62469805E-03 
  4.47335685E-02   3.72715983E-02   2.90037984E-02   2.60624388E-02   2.00909753E-02   1.22504082E-02   7.33909831E-03   7.25330346E-03 
  6.25471828E-02   5.13893703E-02   4.08474674E-02   3.79975070E-02   3.38241811E-02   1.44224339E-02   5.31466090E-03   4.77382561E-03 
  3.99355210E-02   3.33252578E-02   2.99102438E-02   3.02794542E-02   3.28800643E-02   1.45335555E-02   4.04422073E-03   3.27192191E-03 
  3.69005407E-02   3.10425694E-02   2.74529292E-02   2.66181109E-02   3.00746823E-02   1.48334731E-02   3.82617216E-03   3.13731578E-03 
  6.04796541E-02   5.12127614E-02   4.08113836E-02   3.72589446E-02   3.00341298E-02   2.00339454E-02   1.26281941E-02   1.28927933E-02 
  3.67840997E-02   3.03967459E-02   2.59398323E-02   2.48655649E-02   2.52625929E-02   9.21404701E-03   3.36239456E-03   2.87520744E-03 
  8.08544349E-02   6.64021806E-02   4.99577949E-02   4.40636870E-02   3.46879611E-02   1.65907007E-02   7.07882423E-03   6.79378369E-03 
  5.18393976E-02   4.15961273E-02   3.26906043E-02   2.99249280E-02   2.94867824E-02   1.09968177E-02   4.21275287E-03   3.57537578E-03 
  3.14520789E-02   2.43122129E-02   1.74744314E-02   1.56293427E-02   1.19862096E-02   4.96805596E-03   2.28549950E-03   1.93109537E-03 
  3.98225720E-02   3.12329835E-02   2.21040561E-02   1.91716872E-02   1.34481022E-02   6.14417647E-03   3.19600710E-03   2.75667425E-03 
  2.52608040E-02   2.09347424E-02   1.67257505E-02   1.52969280E-02   1.18275206E-02   4.56916875E-03   1.88911889E-03   1.75677413E-03 
  6.64341255E-02   6.16681690E-02   5.40363535E-02   5.03199901E-02   4.22633984E-02   3.58609156E-02   1.93166515E-02   2.68706492E-02 
  3.39938174E-02   2.63826921E-02   1.92281313E-02   1.70207704E-02   1.26249112E-02   5.00881203E-03   2.32415756E-03   2.06837861E-03 
  3.73573941E-02   3.07575604E-02   2.28430872E-02   2.02329744E-02   1.55231450E-02   8.16370995E-03   3.62777942E-03   3.67289191E-03 
  4.39774390E-02   3.96590124E-02   3.89146287E-02   3.98842593E-02   4.48579535E-02   3.16197199E-02   8.88711174E-03   7.89362005E-03 
  4.29502534E-02   3.53575233E-02   2.76697320E-02   2.47497420E-02   1.77578421E-02   7.05318621E-03   3.39583662E-03   2.97773159E-03 
  4.09558087E-02   3.31497899E-02   2.51165049E-02   2.22149476E-02   1.57192247E-02   6.47338489E-03   3.14654301E-03   2.68408489E-03 
  6.01020421E-02   5.24969148E-02   4.15199752E-02   3.71670763E-02   2.88847770E-02   1.76468213E-02   7.85486580E-03   8.89532833E-03 
  3.11463428E-02   2.50523852E-02   1.88868691E-02   1.71961674E-02   1.57718852E-02   9.17418689E-03   3.95984306E-03   3.72926310E-03 
  3.00266719E-02   2.44881318E-02   2.02571873E-02   1.92928145E-02   1.85414834E-02   6.82611221E-03   2.50983136E-03   2.19520155E-03 
  2.80022309E-02   2.22950675E-02   1.64061862E-02   1.45478608E-02   1.20360477E-02   4.93986971E-03   2.03753411E-03   1.90457735E-03 
  3.17613025E-02   2.46636831E-02   1.82722872E-02   1.69557811E-02   1.64931153E-02   8.65073894E-03   2.90042635E-03   2.41226831E-03 
  4.57945843E-02   3.81828227E-02   3.16591478E-02   3.00260142E-02   2.67440868E-02   1.10980996E-02   4.13910002E-03   3.82013137E-03 
  4.14693798E-02   3.48949806E-02   2.92620988E-02   2.78696715E-02   2.61973510E-02   1.24625015E-02   3.45463422E-03   3.19932690E-03 
  6.10310684E-02   5.12801973E-02   4.25098929E-02   4.03274283E-02   3.70142033E-02   1.79108658E-02   6.64325362E-03   6.97066126E-03 
  5.03234409E-02   4.37939974E-02   3.56822720E-02   3.24651007E-02   2.58867361E-02   1.70935546E-02   9.78452815E-03   9.21508719E-03 
  6.10898468E-02   5.03685173E-02   3.88687105E-02   3.51679362E-02   2.77129695E-02   1.41516845E-02   7.24683563E-03   7.34606470E-03 
  5.00855830E-02   4.12274900E-02   3.21603398E-02   2.94862646E-02   2.43579122E-02   1.35827093E-02   7.55763908E-03   7.48960373E-03 
  3.08477667E-02   2.52791437E-02   1.96413880E-02   1.79065954E-02   1.46294346E-02   6.35765003E-03   2.66760837E-03   2.63959736E-03 
  5.92530602E-02   4.76088365E-02   3.44073662E-02   2.98957865E-02   2.08818496E-02   9.55421460E-03   4.42850978E-03   4.10876028E-03 
  3.20224627E-02   2.55493904E-02   1.94568896E-02   1.79318132E-02   1.57447895E-02   8.47611743E-03   4.62352266E-03   5.09448030E-03 
  7.24978860E-02   6.50597809E-02   5.65739671E-02   5.36299912E-02   4.84647570E-02   3.44468515E-02   2.00087666E-02   1.99379759E-02 
  2.75094460E-02   2.31493261E-02   2.01073930E-02   1.94457565E-02   1.69877396E-02   6.04085972E-03   2.01543654E-03   1.74671177E-03 
  4.06523521E-02   3.16940458E-02   2.34343675E-02   2.14393058E-02   1.88226238E-02   7.78024548E-03   3.24971334E-03   2.75224901E-03 
  3.97000962E-02   3.27534713E-02   2.73282826E-02   2.61899474E-02   2.33036493E-02   9.24354597E-03   3.94249999E-03   3.46848656E-03 
  6.53006812E-02   5.36687079E-02   4.22316463E-02   3.88221877E-02   3.31288835E-02   1.41262024E-02   5.86187697E-03   5.73876275E-03 
  4.27965658E-02   3.54215392E-02   2.78559514E-02   2.52815525E-02   1.96261608E-02   1.08211719E-02   6.36629935E-03   6.18231258E-03 
  4.97168713E-02   3.98870362E-02   3.08018856E-02   2.82419559E-02   2.28860340E-02   8.96114958E-03   4.01901531E-03   3.51446271E-03 
  5.42561636E-02   4.35457789E-02   3.39977499E-02   3.15489498E-02   3.03641436E-02   1.25027709E-02   4.46265294E-03   3.91410109E-03 
  3.97924685E-02   3.53841844E-02   3.35795669E-02   3.37791266E-02   3.72975516E-02   2.33079601E-02   6.98628521E-03   6.25883571E-03 
  3.03333045E-02   2.36958175E-02   1.68416061E-02   1.45934545E-02   1.00724163E-02   4.33464776E-03   2.07727795E-03   1.81439230E-03 
  2.87198794E-02   2.36384996E-02   1.90546751E-02   1.76560046E-02   1.40075451E-02   5.47315348E-03   2.38225703E-03   2.17966346E-03 
  3.65601944E-02   2.88057397E-02   2.09038002E-02   1.83641693E-02   1.30507272E-02   5.52536660E-03   2.68615902E-03   2.27030107E-03 
  4.02145217E-02   3.21560352E-02   2.50359459E-02   2.30625984E-02   1.90886204E-02   7.12803180E-03   3.16205734E-03   2.65366504E-03 
  3.02595457E-02   2.34369491E-02   1.68596521E-02   1.50966879E-02   1.25282219E-02   5.18410283E-03   2.27841036E-03   1.95084873E-03 
  2.90307013E-02   2.32548574E-02   1.75333149E-02   1.57909685E-02   1.20451206E-02   5.34503653E-03   2.56993873E-03   2.38772418E-03 
  3.01334911E-02   2.56196724E-02   2.23496037E-02   2.17084063E-02   2.18871911E-02   1.02977352E-02   3.51382141E-03   3.24659314E-03 
  6.18707686E-02   4.91434650E-02   3.47374351E-02   3.00942236E-02   2.12145413E-02   1.02339014E-02   4.81093389E-03   4.57891645E-03 
  5.75283732E-02   4.57022860E-02   3.34110977E-02   2.95784055E-02   2.19510767E-02   9.44722346E-03   4.34850558E-03   3.90501283E-03 
  4.34759015E-02   3.41494342E-02   2.51965419E-02   2.23589889E-02   1.65683502E-02   6.75576429E-03   3.17229360E-03   2.81260925E-03 
  5.09121311E-02   4.00659505E-02   2.90848079E-02   2.58436989E-02   1.91247229E-02   8.25168779E-03   3.86885656E-03   3.34509932E-03 
  5.23312137E-02   4.49233041E-02   3.60031205E-02   3.27444135E-02   2.87507991E-02   1.79586314E-02   7.79908980E-03   8.70177614E-03 
  4.21153717E-02   3.52547725E-02   2.76629727E-02   2.52074954E-02   2.04064516E-02   1.33399611E-02   8.21428555E-03   8.73092676E-03 
  4.57450894E-02   3.96129727E-02   3.46146610E-02   3.31832892E-02   2.93227605E-02   1.42650658E-02   7.29520443E-03   7.24369835E-03 
  3.93416155E-02   3.26588958E-02   2.84159556E-02   2.79274731E-02   2.69160712E-02   1.00361032E-02   3.51339053E-03   3.04405451E-03 
  4.07731808E-02   3.42614325E-02   2.98021913E-02   2.89564096E-02   2.63153371E-02   9.61103708E-03   3.73144207E-03   3.21614528E-03 
  4.41682575E-02   3.80784639E-02   3.03467731E-02   2.73955105E-02   2.17530884E-02   1.51750774E-02   9.11395206E-03   9.42486706E-03 
  3.55685846E-02   2.97005812E-02   2.56194908E-02   2.46402174E-02   2.24088705E-02   7.52209062E-03   2.74479092E-03   2.31539448E-03 
  5.37377557E-02   4.57412349E-02   3.90896229E-02   3.69388236E-02   3.02496466E-02   1.14984603E-02   4.59918374E-03   4.13496904E-03 
  5.49122588E-02   4.68111628E-02   3.83605793E-02   3.52155008E-02   2.77274908E-02   1.50724633E-02   8.73345219E-03   8.09429534E-03 
  3.41294167E-02   2.94589695E-02   2.54953050E-02   2.45581245E-02   2.33103185E-02   1.26094418E-02   4.43525210E-03   4.59071214E-03 
  4.36660416E-02   3.56114394E-02   2.82873033E-02   2.58698958E-02   1.96139427E-02   7.15236955E-03   3.17880449E-03   2.69653260E-03 
  7.91924213E-02   7.42999594E-02   6.76139290E-02   6.41073313E-02   5.47391359E-02   3.66793579E-02   1.91384915E-02   2.09966898E-02 
  5.27040236E-02   4.52862981E-02   3.76519392E-02   3.44715170E-02   2.66952248E-02   1.46662109E-02   8.83018603E-03   9.18587256E-03 
  5.93893560E-02   5.08177448E-02   4.08249144E-02   3.72509420E-02   3.01205110E-02   2.05906667E-02   1.30530013E-02   1.24951686E-02 
  6.08057603E-02   4.99989407E-02   3.66700903E-02   3.19169810E-02   2.34164782E-02   1.38563064E-02   7.90245176E-03   7.87522806E-03 
  3.17233958E-02   2.51668649E-02   1.72892908E-02   1.46258758E-02   1.00240851E-02   5.03035077E-03   2.51538120E-03   2.34319109E-03 
  3.45588996E-02   3.03250039E-02   2.69072851E-02   2.61402773E-02   2.49182875E-02   1.39549513E-02   6.09831116E-03   6.15279405E-03 
  2.62318386E-02   2.23920894E-02   1.96335424E-02   1.91422800E-02   1.79960930E-02   7.71387436E-03   2.17548088E-03   1.95314762E-03 
  4.13976231E-02   3.27008428E-02   2.38437828E-02   2.10161184E-02   1.50952495E-02   6.44501792E-03   3.16672269E-03   2.65288167E-03 
  7.35239054E-02   6.32816051E-02   4.92604616E-02   4.39116235E-02   3.32580946E-02   2.05330459E-02   1.02073668E-02   1.19320881E-02 
  7.27521365E-02   6.71612616E-02   6.40839362E-02   6.38479614E-02   6.71055876E-02   7.43250958E-02   3.01048282E-02   3.10481175E-02 
  3.47015916E-02   2.80464304E-02   2.23265263E-02   2.09827225E-02   1.83859858E-02   8.36354781E-03   4.12720584E-03   4.45494230E-03 
  4.01175547E-02   3.15021351E-02   2.28343983E-02   2.02020074E-02   1.47051511E-02   6.53909874E-03   3.24636063E-03   2.84455644E-03 
  5.98409578E-02   4.83137508E-02   3.58364724E-02   3.18923106E-02   2.36680211E-02   1.09769222E-02   5.17622871E-03   4.84170169E-03 
  3.65323742E-02   3.00400719E-02   2.32962729E-02   2.10328186E-02   1.60148872E-02   7.94407003E-03   4.20046671E-03   4.26970593E-03 
  5.50863436E-02   4.61622249E-02   4.02643264E-02   3.96257561E-02   4.02680743E-02   1.78620799E-02   4.98485429E-03   4.20403305E-03 
  2.87829638E-02   2.28307636E-02   1.74190993E-02   1.58464386E-02   1.47139606E-02   5.73479962E-03   2.39724562E-03   2.15869462E-03 
  6.03159488E-02   5.54515028E-02   4.97995957E-02   4.75036904E-02   4.37148216E-02   3.10367899E-02   1.80415971E-02   1.80741862E-02 
  9.96839385E-02   8.92314540E-02   7.56452226E-02   7.01319550E-02   5.86935326E-02   4.52617972E-02   2.75184023E-02   3.01778045E-02 
  8.33574245E-02   7.37911733E-02   6.07890591E-02   5.58085825E-02   4.65373886E-02   3.34791090E-02   1.61851490E-02   1.96369183E-02 
  9.05560414E-02   8.25782617E-02   7.21976668E-02   6.79242710E-02   5.95209073E-02   4.52495096E-02   2.75666881E-02   2.91746515E-02 
  2.64748362E-02   2.14437476E-02   1.72392145E-02   1.61533407E-02   1.43867891E-02   5.24684576E-03   2.00644880E-03   1.76922961E-03 
  5.49921616E-02   4.96415500E-02   4.15320273E-02   3.79716606E-02   3.07696408E-02   2.28752561E-02   1.12164836E-02   1.37702056E-02 
  6.58480764E-02   5.79189711E-02   5.19056561E-02   4.99628823E-02   4.82316835E-02   3.31489073E-02   2.16916248E-02   2.49854460E-02 
  8.37768843E-02   7.48303154E-02   6.59056026E-02   6.29114160E-02   6.10476688E-02   4.60869075E-02   2.22151367E-02   2.65425116E-02 
  3.51121997E-02   2.94306396E-02   2.52516927E-02   2.40148926E-02   1.97236106E-02   6.47583745E-03   2.45826767E-03   2.14111981E-03 
  5.73237672E-02   4.61546676E-02   3.31595897E-02   2.88351270E-02   2.04569066E-02   9.85566265E-03   4.30054571E-03   4.24131972E-03 
  3.24544751E-02   2.92817481E-02   2.52620302E-02   2.35536622E-02   1.99068697E-02   1.56258669E-02   9.37807999E-03   1.11395028E-02 
  4.41751104E-02   3.62363758E-02   2.93863029E-02   2.73046577E-02   2.73068772E-02   1.21308546E-02   6.04790203E-03   5.56832338E-03 
  2.81116328E-02   2.22292350E-02   1.63542633E-02   1.44539674E-02   1.03117406E-02   4.25295236E-03   1.96121635E-03   1.71753846E-03 
  2.83606371E-02   2.22296934E-02   1.63411919E-02   1.45641492E-02   1.15378226E-02   4.53936583E-03   2.03882908E-03   1.77487424E-03 
  4.96037383E-02   4.20166604E-02   3.67120322E-02   3.57428469E-02   3.27899166E-02   1.27463835E-02   3.97818070E-03   3.43734593E-03 
  5.00316956E-02   4.00486870E-02   3.01209528E-02   2.76239438E-02   2.42610256E-02   1.21433161E-02   4.63403884E-03   4.59727152E-03 
  2.81060577E-02   2.17904368E-02   1.51568647E-02   1.32531683E-02   1.01684277E-02   4.84419681E-03   2.15968797E-03   1.97628729E-03 
  4.36378608E-02   3.58370191E-02   3.02583593E-02   2.90916566E-02   3.19062407E-02   1.42676196E-02   4.67501347E-03   4.02778383E-03 
  6.45926940E-02   5.27927267E-02   3.95511500E-02   3.52712663E-02   2.68349760E-02   1.40284091E-02   6.79983707E-03   6.82020815E-03 
  6.89252458E-02   5.67587415E-02   4.37375341E-02   3.96970210E-02   3.40977319E-02   2.10109852E-02   1.22973860E-02   1.39706994E-02 
  3.19312633E-02   2.58422947E-02   2.09352480E-02   1.96100652E-02   1.67477119E-02   5.73525331E-03   2.22837738E-03   1.92151630E-03 
  3.63336016E-02   2.93524867E-02   2.31334068E-02   2.13890550E-02   1.72814094E-02   6.77250898E-03   3.09961101E-03   2.70417484E-03 
  5.74338688E-02   4.55252258E-02   3.17856657E-02   2.72391946E-02   1.88229597E-02   9.42654177E-03   4.52245860E-03   4.32592398E-03 
  4.90315138E-02   4.15171610E-02   3.56565163E-02   3.40963975E-02   3.03420086E-02   1.40016474E-02   6.99237314E-03   7.02472316E-03 
  3.85130149E-02   2.94155224E-02   2.28465769E-02   2.14032715E-02   1.98199199E-02   8.67785083E-03   3.38605334E-03   2.81703120E-03 
  3.31883073E-02   2.68509410E-02   1.96146429E-02   1.72969957E-02   1.29133774E-02   6.45115963E-03   2.98425947E-03   2.96475425E-03 
  2.46608925E-02   1.95092067E-02   1.41028068E-02   1.25537838E-02   9.98299379E-03   4.66243158E-03   2.09659102E-03   2.00292938E-03 
  3.96311899E-02   3.10242863E-02   2.25760831E-02   2.00370937E-02   1.48365774E-02   6.18254391E-03   2.98016560E-03   2.53102545E-03 
  4.10180139E-02   3.69837458E-02   3.75590027E-02   3.94597236E-02   4.50626850E-02   3.01355716E-02   5.86160621E-03   4.48355744E-03 
  2.16224030E-02   1.71244181E-02   1.21487797E-02   1.06290858E-02   7.82980551E-03   3.69261667E-03   1.66064573E-03   1.58042118E-03 
  6.14129377E-02   5.36341878E-02   4.55569415E-02   4.25301066E-02   3.52364882E-02   2.38395456E-02   1.61694187E-02   1.72911379E-02 
  5.08902517E-02   4.02386800E-02   2.97363619E-02   2.67929439E-02   2.07841772E-02   8.67446001E-03   3.90677581E-03   3.36423223E-03 
  4.29322770E-02   3.62508855E-02   3.08936022E-02   2.94494141E-02   2.93593875E-02   1.36046404E-02   4.85083560E-03   4.45054295E-03 
  5.32555672E-02   4.31789259E-02   3.20586306E-02   2.82944863E-02   2.12112732E-02   1.21484993E-02   7.11951225E-03   7.12279446E-03 
  6.07930606E-02   5.68445091E-02   5.14984269E-02   4.90466016E-02   4.32827705E-02   3.38165508E-02   2.04655454E-02   2.16226962E-02 
  5.10615500E-02   4.37197159E-02   4.03702114E-02   4.00408177E-02   4.62972663E-02   2.32572308E-02   5.73205284E-03   4.56671667E-03 
  3.36189462E-02   2.81211443E-02   2.42475168E-02   2.35911924E-02   2.15542517E-02   8.53774863E-03   3.37733018E-03   3.04693883E-03 
  4.59437038E-02   3.78738335E-02   2.90101215E-02   2.60441970E-02   1.99639865E-02   1.13504511E-02   6.49459910E-03   6.93878090E-03 
  7.09555338E-02   6.21839703E-02   5.11741017E-02   4.68419313E-02   3.70502645E-02   2.26644822E-02   1.11627142E-02   1.15921714E-02 
  5.99652529E-02   5.12103350E-02   4.30935643E-02   4.04510223E-02   3.44955781E-02   1.75011869E-02   9.43240733E-03   9.49560137E-03 
  4.89838426E-02   4.03780753E-02   3.31029549E-02   3.06172137E-02   2.91572794E-02   1.47655867E-02   9.08669137E-03   9.88708616E-03 
  2.17576135E-02   1.74152322E-02   1.26801315E-02   1.11619151E-02   8.27016360E-03   3.67486866E-03   1.61543081E-03   1.53136811E-03 
  3.81778859E-02   3.14195189E-02   2.61789080E-02   2.49106720E-02   2.16850629E-02   7.75601236E-03   3.18780272E-03   2.73825603E-03 
  4.43184545E-02   3.43528918E-02   2.38979497E-02   2.06519402E-02   1.44244674E-02   6.57575991E-03   3.23531177E-03   2.82275500E-03 
  5.63953739E-02   4.52613146E-02   3.38537419E-02   3.05087880E-02   2.42443509E-02   1.03570680E-02   4.35657776E-03   4.08879984E-03 
  3.49987367E-02   2.79651286E-02   2.13322446E-02   1.94447445E-02   1.55122783E-02   7.03043714E-03   3.54007169E-03   3.44810099E-03 
  4.74266452E-02   3.79840315E-02   2.82593845E-02   2.51186804E-02   1.84650237E-02   8.62308794E-03   4.38023138E-03   4.12895790E-03 
  7.66759082E-02   6.37133958E-02   4.82264948E-02   4.30549438E-02   3.39049012E-02   1.98097013E-02   1.00763354E-02   1.06412252E-02 
  4.23595129E-02   3.28966250E-02   2.32393550E-02   2.05866367E-02   1.64402380E-02   7.30852704E-03   3.09778768E-03   2.76186849E-03 
  4.53595627E-02   4.03249101E-02   3.91466641E-02   3.99592707E-02   4.10972803E-02   1.75822361E-02   4.95694196E-03   4.20826080E-03 
  3.53288080E-02   2.74860100E-02   2.03683879E-02   1.87059818E-02   1.77160507E-02   7.67438104E-03   2.99090438E-03   2.47000112E-03 
  3.76780634E-02   3.13932699E-02   2.69856867E-02   2.61411957E-02   2.36901286E-02   8.99354587E-03   3.44019774E-03   3.10914088E-03 
  3.29096136E-02   2.56198251E-02   1.79058887E-02   1.54831779E-02   1.08311706E-02   5.01370444E-03   2.53585760E-03   2.22358348E-03 
  2.62829597E-02   2.20969189E-02   1.89703166E-02   1.73145189E-02   2.05534966E-02   1.02898375E-02   3.04456045E-03   2.66991468E-03 
  4.92728107E-02   3.92117307E-02   2.86060552E-02   2.51321323E-02   1.80542794E-02   8.57257626E-03   4.50950290E-03   4.12191588E-03 
  3.62457660E-02   2.89905082E-02   2.24482939E-02   2.06446897E-02   1.63987259E-02   6.22066616E-03   2.73228637E-03   2.29638955E-03 
  3.96334964E-02   3.20684599E-02   2.39765773E-02   2.10718141E-02   1.50283327E-02   7.34801959E-03   3.77824691E-03   3.90925732E-03 
  5.38831801E-02   4.56276350E-02   3.71918985E-02   3.47307903E-02   3.07776611E-02   2.09576428E-02   1.41738242E-02   1.51334421E-02 
  4.12915117E-02   3.50393814E-02   2.77687676E-02   2.50093755E-02   1.90492747E-02   1.10631317E-02   5.85940931E-03   5.90738897E-03 
  6.73414031E-02   5.85233831E-02   4.78539752E-02   4.41051355E-02   3.73319534E-02   2.54547608E-02   1.47023049E-02   1.58704726E-02 
  4.31859476E-02   3.44518565E-02   2.53087098E-02   2.22813092E-02   1.60751298E-02   7.74647648E-03   4.29008643E-03   3.97458334E-03 
  4.50501719E-02   3.62306684E-02   2.71549452E-02   2.43375921E-02   1.85265767E-02   1.02045264E-02   6.13645550E-03   6.16489982E-03 
  3.77257196E-02   3.00918231E-02   2.27476300E-02   2.05946821E-02   1.59121891E-02   7.00279566E-03   3.52148968E-03   3.12724982E-03 
  4.34654413E-02   3.44575045E-02   2.44868100E-02   2.10551371E-02   1.44763430E-02   6.46066484E-03   3.33481125E-03   2.86551766E-03 
  3.44668380E-02   2.81499012E-02   2.34645456E-02   2.24074536E-02   1.97472295E-02   6.65895739E-03   2.52468176E-03   2.12081967E-03 
