t(412)  t(443)  t(490)  t(510)  t(555)  t(670)  t(765)  t(865)  
  8.20835751E-01   8.59599020E-01   9.01525772E-01   9.13440943E-01   9.33745368E-01   9.59201717E-01   9.70883641E-01   9.76355667E-01 
  8.48617976E-01   8.81325160E-01   9.15001707E-01   9.24620395E-01   9.42009631E-01   9.66278063E-01   9.73408372E-01   9.77943808E-01 
  7.32042911E-01   7.79958973E-01   8.36450626E-01   8.54258568E-01   8.87865436E-01   9.40666085E-01   9.63358033E-01   9.71848325E-01 
  8.16838340E-01   8.54533286E-01   8.93550157E-01   9.04279309E-01   9.22832515E-01   9.49675476E-01   9.54447375E-01   9.62170556E-01 
  7.22465040E-01   7.67062405E-01   8.16716867E-01   8.31908693E-01   8.60729438E-01   9.09250859E-01   9.29582323E-01   9.42682448E-01 
  8.66721257E-01   9.00054922E-01   9.33589906E-01   9.42713599E-01   9.58452894E-01   9.79403551E-01   9.87923178E-01   9.90935673E-01 
  7.24117809E-01   7.69831232E-01   8.23420375E-01   8.40451951E-01   8.72514020E-01   9.22471666E-01   9.45344194E-01   9.56169622E-01 
  8.45033474E-01   8.78874421E-01   9.14642186E-01   9.25208187E-01   9.43864471E-01   9.72654506E-01   9.83696857E-01   9.87699834E-01 
  8.44260413E-01   8.82250142E-01   9.21873413E-01   9.42190232E-01   9.50944515E-01   9.75094195E-01   9.85279270E-01   9.89068044E-01 
  7.70401454E-01   8.10631517E-01   8.55290749E-01   8.68856826E-01   8.93864598E-01   9.32844654E-01   9.49242203E-01   9.55789417E-01 
  6.52247821E-01   6.88874662E-01   7.34376121E-01   7.50976603E-01   7.85939642E-01   8.51009388E-01   8.84883933E-01   9.05919665E-01 
  8.72908563E-01   9.04561987E-01   9.36430526E-01   9.45205051E-01   9.60397510E-01   9.80737551E-01   9.88939199E-01   9.91835018E-01 
  8.64544063E-01   8.96767348E-01   9.29599733E-01   9.38649040E-01   9.54443996E-01   9.76891977E-01   9.84825812E-01   9.88355647E-01 
  6.04426077E-01   6.43593069E-01   6.91398496E-01   7.08209845E-01   7.42133660E-01   8.12135526E-01   8.53634699E-01   8.79128630E-01 
  8.60148827E-01   8.92915496E-01   9.26809410E-01   9.36381902E-01   9.53317403E-01   9.76020080E-01   9.85401985E-01   9.89060186E-01 
  7.25557998E-01   7.69855488E-01   8.24373906E-01   8.41505860E-01   8.69687276E-01   9.03759046E-01   9.23248716E-01   9.36547720E-01 
  8.63162297E-01   8.96496138E-01   9.30535262E-01   9.39885639E-01   9.56110167E-01   9.77420198E-01   9.86263733E-01   9.89695561E-01 
  8.84210454E-01   9.12839195E-01   9.40645620E-01   9.48249365E-01   9.61925168E-01   9.82261395E-01   9.89855249E-01   9.92461018E-01 
  8.85452899E-01   9.12133696E-01   9.38580053E-01   9.46065549E-01   9.59792912E-01   9.81326410E-01   9.89074129E-01   9.91801393E-01 
  8.51418469E-01   8.84361860E-01   9.16942010E-01   9.25806432E-01   9.40616745E-01   9.67994740E-01   9.77486107E-01   9.81518696E-01 
  8.61857340E-01   8.91227451E-01   9.21559767E-01   9.30349584E-01   9.46267073E-01   9.73039407E-01   9.84037119E-01   9.87705071E-01 
  5.99225003E-01   6.41036575E-01   6.92790759E-01   7.10148753E-01   7.44553334E-01   8.10802814E-01   8.48389069E-01   8.76418280E-01 
  7.85968927E-01   8.28548553E-01   8.76581923E-01   8.91282786E-01   9.18498259E-01   9.59418099E-01   9.75813571E-01   9.81811108E-01 
  7.12384073E-01   7.55381357E-01   8.05342957E-01   8.20523218E-01   8.48394333E-01   8.96366002E-01   9.23961505E-01   9.40300565E-01 
  8.42839884E-01   8.77148343E-01   9.13092373E-01   9.23403992E-01   9.42056048E-01   9.68997659E-01   9.79814992E-01   9.84348022E-01 
  8.21783651E-01   8.58725425E-01   8.99530321E-01   9.11737714E-01   9.34083130E-01   9.67070666E-01   9.80351386E-01   9.85144097E-01 
  8.34886097E-01   8.72813886E-01   9.12613178E-01   9.23610582E-01   9.42469513E-01   9.69101233E-01   9.80897062E-01   9.82273601E-01 
  8.61031095E-01   8.94400984E-01   9.28317764E-01   9.37735036E-01   9.54178586E-01   9.75178860E-01   9.83894831E-01   9.87690450E-01 
  8.45710877E-01   8.81855404E-01   9.19919605E-01   9.30545955E-01   9.48375993E-01   9.70669687E-01   9.80079957E-01   9.84236989E-01 
  8.06882886E-01   8.46054759E-01   8.88049376E-01   9.00510784E-01   9.23078066E-01   9.58571690E-01   9.73645352E-01   9.79504360E-01 
  7.41262014E-01   7.78372183E-01   8.21026980E-01   8.33910761E-01   8.57809189E-01   8.94175198E-01   9.12218236E-01   9.18233250E-01 
  7.69731172E-01   8.09698492E-01   8.54837671E-01   8.68837773E-01   8.95525661E-01   9.39273779E-01   9.59174411E-01   9.68260511E-01 
  8.24101721E-01   8.60675392E-01   9.00690130E-01   9.12623447E-01   9.34371791E-01   9.66926487E-01   9.80630112E-01   9.85490629E-01 
  8.66649938E-01   8.99327869E-01   9.32624361E-01   9.41805489E-01   9.57636871E-01   9.78956169E-01   9.87555266E-01   9.90582032E-01 
  6.89535276E-01   7.31251600E-01   7.77797360E-01   7.93002767E-01   8.23018554E-01   8.75223084E-01   9.03108652E-01   9.17322021E-01 
  8.73184219E-01   9.00727782E-01   9.29193677E-01   9.37458005E-01   9.52753057E-01   9.77295562E-01   9.86562630E-01   9.89744190E-01 
  7.91756347E-01   8.30769772E-01   8.72198288E-01   8.83995965E-01   9.04826278E-01   9.30084826E-01   9.38677363E-01   9.47137542E-01 
  7.63034363E-01   8.08346919E-01   8.57458249E-01   8.71888901E-01   8.97741518E-01   9.40144181E-01   9.58464812E-01   9.66934228E-01 
  8.50339894E-01   8.86624427E-01   9.24383539E-01   9.34734503E-01   9.52220406E-01   9.74714020E-01   9.84503290E-01   9.88322731E-01 
  8.41937095E-01   8.79133105E-01   9.18009689E-01   9.28708376E-01   9.46604045E-01   9.69328542E-01   9.79853001E-01   9.84565127E-01 
  8.23793959E-01   8.62391466E-01   9.03192291E-01   9.14941888E-01   9.35956630E-01   9.67061839E-01   9.79425147E-01   9.84309723E-01 
  7.61837915E-01   8.10107361E-01   8.64837001E-01   8.81295454E-01   9.11243004E-01   9.54877580E-01   9.73035941E-01   9.79761818E-01 
  7.43270838E-01   7.92673718E-01   8.49768402E-01   8.67046409E-01   8.99178576E-01   9.47155782E-01   9.68298506E-01   9.76041887E-01 
  7.86249227E-01   8.24698863E-01   8.64658888E-01   8.75752830E-01   8.93354149E-01   9.27029472E-01   9.30693194E-01   9.37069395E-01 
  8.35077823E-01   8.73987340E-01   9.14903190E-01   9.26199530E-01   9.45732166E-01   9.70702251E-01   9.81869170E-01   9.86079536E-01 
  8.50408669E-01   8.84680833E-01   9.19442742E-01   9.28956975E-01   9.45039697E-01   9.62559348E-01   9.65992368E-01   9.68525454E-01 
  8.80854038E-01   9.06254682E-01   9.32639157E-01   9.40359462E-01   9.54570001E-01   9.78336894E-01   9.87891060E-01   9.90749062E-01 
  7.72024101E-01   8.20737694E-01   8.67223117E-01   8.81711311E-01   9.08085169E-01   9.46235440E-01   9.59456591E-01   9.66968009E-01 
  8.60725300E-01   8.95300783E-01   9.30132998E-01   9.39808882E-01   9.56590088E-01   9.79437747E-01   9.88252169E-01   9.91068068E-01 
  8.54904739E-01   8.88483748E-01   9.23109652E-01   9.32864828E-01   9.50153347E-01   9.75307237E-01   9.84767248E-01   9.88491449E-01 
  7.48170292E-01   7.88151739E-01   8.31820030E-01   8.45153177E-01   8.69430775E-01   9.16360743E-01   9.37665862E-01   9.49906102E-01 
  8.29554807E-01   8.66961967E-01   9.06539490E-01   9.18084913E-01   9.39130417E-01   9.69369221E-01   9.80503600E-01   9.85156426E-01 
  8.49373383E-01   8.86590578E-01   9.25556786E-01   9.36328550E-01   9.54272730E-01   9.77722445E-01   9.87170016E-01   9.90546841E-01 
  8.39589548E-01   8.72805294E-01   9.06368886E-01   9.16131153E-01   9.34641768E-01   9.64138253E-01   9.75325057E-01   9.79767407E-01 
  8.63696316E-01   8.94240571E-01   9.25906291E-01   9.35071338E-01   9.51393372E-01   9.76544870E-01   9.85814612E-01   9.89247837E-01 
  8.45019904E-01   8.76122351E-01   9.13489327E-01   9.23915663E-01   9.42721921E-01   9.72071894E-01   9.83917280E-01   9.87900463E-01 
  8.41117316E-01   8.76863537E-01   9.14548393E-01   9.25348876E-01   9.44675149E-01   9.71798168E-01   9.82956801E-01   9.87219269E-01 
  8.50866917E-01   8.84809254E-01   9.19441952E-01   9.29043595E-01   9.45994688E-01   9.70530283E-01   9.80357291E-01   9.84533093E-01 
  8.64552647E-01   8.95220516E-01   9.26945823E-01   9.36191095E-01   9.53069889E-01   9.76779458E-01   9.85946500E-01   9.89327209E-01 
  8.06477605E-01   8.44023412E-01   8.85701931E-01   8.98336756E-01   9.21579075E-01   9.56964065E-01   9.71535298E-01   9.76953889E-01 
  8.19430825E-01   8.55769153E-01   8.94803386E-01   9.06093828E-01   9.26061726E-01   9.56952370E-01   9.70354746E-01   9.75826965E-01 
  8.29032093E-01   8.64582302E-01   9.03589142E-01   9.15378170E-01   9.37143894E-01   9.68847530E-01   9.81612398E-01   9.86172462E-01 
  8.23387703E-01   8.59388001E-01   8.97232653E-01   9.08372515E-01   9.28961856E-01   9.58977661E-01   9.72029491E-01   9.77800369E-01 
  8.57820762E-01   8.90793516E-01   9.23875743E-01   9.32898088E-01   9.48585390E-01   9.71894356E-01   9.80319924E-01   9.85553510E-01 
  7.09404666E-01   7.69726994E-01   8.37900043E-01   8.57885935E-01   8.93305075E-01   9.42624264E-01   9.64521869E-01   9.73264665E-01 
  8.53867010E-01   8.89070995E-01   9.25015700E-01   9.34900693E-01   9.51941341E-01   9.75342427E-01   9.84854424E-01   9.88422443E-01 
  7.85746261E-01   8.28205740E-01   8.75627856E-01   8.89989302E-01   9.16361116E-01   9.56074239E-01   9.73460659E-01   9.80072606E-01 
  5.85256042E-01   6.23257353E-01   6.71481432E-01   6.89069621E-01   7.25237801E-01   8.00695736E-01   8.44349532E-01   8.72585517E-01 
  8.69221241E-01   8.96855895E-01   9.25754823E-01   9.34217272E-01   9.49981648E-01   9.75804112E-01   9.85318448E-01   9.88484168E-01 
  8.61201622E-01   8.93232887E-01   9.26448370E-01   9.35774633E-01   9.51758433E-01   9.71678435E-01   9.79263166E-01   9.82631168E-01 
  6.23736274E-01   6.68696291E-01   7.22634768E-01   7.40301146E-01   7.74741584E-01   8.33093905E-01   8.60279364E-01   8.84917816E-01 
  7.46300012E-01   7.91573998E-01   8.43952945E-01   8.60145643E-01   8.89991924E-01   9.34040556E-01   9.56161751E-01   9.66026965E-01 
  8.63910081E-01   8.95610271E-01   9.27775016E-01   9.36805491E-01   9.52965832E-01   9.75043115E-01   9.83552554E-01   9.87137956E-01 
  8.67211038E-01   8.89402286E-01   9.34879979E-01   9.43978194E-01   9.59420889E-01   9.79435002E-01   9.87539688E-01   9.90645071E-01 
  7.12135300E-01   7.57030008E-01   8.08564418E-01   8.24327518E-01   8.52878070E-01   8.98675761E-01   9.22253383E-01   9.36613095E-01 
  7.99000365E-01   8.42923206E-01   8.91193669E-01   9.04899269E-01   9.27899019E-01   9.55602056E-01   9.68726667E-01   9.75386001E-01 
  7.42380835E-01   7.93711375E-01   8.51039807E-01   8.68118445E-01   8.99204118E-01   9.44586692E-01   9.64345796E-01   9.72573971E-01 
  8.20880425E-01   8.56704878E-01   8.95113716E-01   9.06220619E-01   9.25869348E-01   9.54031578E-01   9.65610848E-01   9.70516269E-01 
  7.43479331E-01   7.96690437E-01   8.57322292E-01   8.75234636E-01   9.07187921E-01   9.52332336E-01   9.71309264E-01   9.78324864E-01 
  8.72418124E-01   9.02202999E-01   9.31939628E-01   9.40157254E-01   9.54792164E-01   9.77882715E-01   9.86939280E-01   9.89960719E-01 
  8.57544395E-01   8.87808907E-01   9.19499337E-01   9.28772564E-01   9.45887635E-01   9.73125518E-01   9.83321332E-01   9.87066073E-01 
  8.15785603E-01   8.52865459E-01   8.92647084E-01   9.04508593E-01   9.26316713E-01   9.60090277E-01   9.73385030E-01   9.79289955E-01 
  8.50734385E-01   8.83998049E-01   9.19010326E-01   9.29232913E-01   9.47307937E-01   9.74293961E-01   9.84689904E-01   9.88532264E-01 
  8.65656580E-01   8.97468812E-01   9.29894409E-01   9.39111996E-01   9.55405279E-01   9.77915096E-01   9.86953840E-01   9.90215138E-01 
  8.04329711E-01   8.41759419E-01   8.81792302E-01   8.93461843E-01   9.14298234E-01   9.41168600E-01   9.51360437E-01   9.57726815E-01 
  8.08816119E-01   8.47355499E-01   8.89327396E-01   9.01843055E-01   9.24785215E-01   9.59943970E-01   9.75236993E-01   9.80919351E-01 
  8.04143727E-01   8.43034255E-01   8.87350131E-01   9.00961252E-01   9.26261952E-01   9.63959025E-01   9.78927412E-01   9.84177687E-01 
  8.47021793E-01   8.83934803E-01   9.22695596E-01   9.33469914E-01   9.51848071E-01   9.75355821E-01   9.84743853E-01   9.88495298E-01 
  8.31589052E-01   8.67529888E-01   9.05989052E-01   9.17271110E-01   9.37524620E-01   9.67507873E-01   9.79131370E-01   9.83952046E-01 
  7.22194091E-01   7.72395090E-01   8.32000942E-01   8.50645615E-01   8.85288053E-01   9.36552265E-01   9.60399472E-01   9.69999575E-01 
  6.44911253E-01   6.90318401E-01   7.45976529E-01   7.64731669E-01   8.01804181E-01   8.73819793E-01   9.03361052E-01   9.21390257E-01 
  8.34462252E-01   8.69665123E-01   9.07479982E-01   9.18592409E-01   9.38936053E-01   9.69355210E-01   9.81542021E-01   9.86003966E-01 
  8.65815811E-01   8.98570482E-01   9.31537674E-01   9.40543252E-01   9.56219950E-01   9.77682744E-01   9.85692215E-01   9.89073151E-01 
  6.34168816E-01   6.87842651E-01   7.52218629E-01   7.72414602E-01   8.09311927E-01   8.62718303E-01   8.86787890E-01   8.97985004E-01 
  4.43797516E-01   4.71711112E-01   5.10738271E-01   5.26363545E-01   5.62498631E-01   6.40375324E-01   6.99688116E-01   7.48060984E-01 
  8.33828202E-01   8.68215276E-01   9.05427045E-01   9.16501367E-01   9.36686719E-01   9.66907039E-01   9.78838550E-01   9.83102302E-01 
  8.13221783E-01   8.54062445E-01   8.96848409E-01   9.09135580E-01   9.31227020E-01   9.62745342E-01   9.74480090E-01   9.79326956E-01 
  6.66411121E-01   7.11129967E-01   7.65112867E-01   7.82641583E-01   8.17244740E-01   8.72169120E-01   9.02187477E-01   9.18468797E-01 
  8.66714364E-01   9.01149702E-01   9.34683157E-01   9.43690206E-01   9.59243384E-01   9.79570203E-01   9.87701691E-01   9.90784041E-01 
  7.40956299E-01   7.78300956E-01   8.19487318E-01   8.32516760E-01   8.57749413E-01   9.02079185E-01   9.20654650E-01   9.32214198E-01 
  7.19602438E-01   7.72588445E-01   8.33374826E-01   8.51801642E-01   8.84206824E-01   9.36571413E-01   9.59385123E-01   9.69160417E-01 
  8.29277361E-01   8.65618427E-01   9.03739080E-01   9.14585732E-01   9.33952852E-01   9.59237978E-01   9.69538970E-01   9.75516511E-01 
  7.39013984E-01   7.89269990E-01   8.46267388E-01   8.63569394E-01   8.95524870E-01   9.43561723E-01   9.64834577E-01   9.73385911E-01 
  7.66044905E-01   8.17400249E-01   8.73143396E-01   8.89243543E-01   9.17963454E-01   9.58232505E-01   9.75069720E-01   9.81309971E-01 
  8.10218384E-01   8.49691886E-01   8.93222146E-01   9.06192888E-01   9.29793045E-01   9.64281525E-01   9.78871546E-01   9.84083351E-01 
  8.44845591E-01   8.77523147E-01   9.11691692E-01   9.21677845E-01   9.40012896E-01   9.66332631E-01   9.75126567E-01   9.79728431E-01 
  8.37802490E-01   8.77942438E-01   9.20149110E-01   9.31784353E-01   9.50971472E-01   9.75163030E-01   9.85252992E-01   9.89048639E-01 
  8.54469146E-01   8.89956895E-01   9.26116422E-01   9.35992509E-01   9.53062070E-01   9.75045790E-01   9.83870974E-01   9.87700968E-01 
  8.50608925E-01   8.83197352E-01   9.17472172E-01   9.27499824E-01   9.45763754E-01   9.73475519E-01   9.84400605E-01   9.88249414E-01 
  7.85420275E-01   8.26648207E-01   8.71759198E-01   8.85276075E-01   9.10038174E-01   9.47878339E-01   9.64400409E-01   9.71428203E-01 
  8.32468823E-01   8.68708675E-01   9.07365169E-01   9.18729499E-01   9.39547916E-01   9.70797249E-01   9.82638813E-01   9.86973243E-01 
  8.51209657E-01   8.82608554E-01   9.16058583E-01   9.25939400E-01   9.44164703E-01   9.71794125E-01   9.82364481E-01   9.86417686E-01 
  7.46202502E-01   7.89626837E-01   8.38105014E-01   8.52354051E-01   8.77097975E-01   9.11421926E-01   9.30711137E-01   9.42266168E-01 
  7.26209210E-01   7.71721312E-01   8.23671595E-01   8.39855565E-01   8.70118309E-01   9.18617734E-01   9.43388504E-01   9.54536781E-01 
  8.39282287E-01   8.75984685E-01   9.14225697E-01   9.25087244E-01   9.44461422E-01   9.71978511E-01   9.82651356E-01   9.86889882E-01 
  7.59926354E-01   8.05010015E-01   8.56299776E-01   8.72034136E-01   9.01177989E-01   9.45554577E-01   9.66114587E-01   9.74245898E-01 
  7.92303035E-01   8.37235709E-01   8.85489642E-01   8.99529787E-01   9.24991364E-01   9.62977542E-01   9.78043450E-01   9.83548669E-01 
  8.01707482E-01   8.46011916E-01   8.93468870E-01   9.07015424E-01   9.31009835E-01   9.63671711E-01   9.77555250E-01   9.82988427E-01 
  8.61512793E-01   8.94790869E-01   9.28801372E-01   9.37948360E-01   9.53580744E-01   9.73737865E-01   9.80366028E-01   9.83830211E-01 
  4.77660466E-01   4.93268554E-01   5.19687888E-01   5.33023134E-01   5.66855117E-01   6.57704199E-01   7.18287026E-01   7.63307088E-01 
  8.70132010E-01   8.99531639E-01   9.28160715E-01   9.36036244E-01   9.49224986E-01   9.74356896E-01   9.82329139E-01   9.85493362E-01 
  8.82570985E-01   9.10077687E-01   9.37565439E-01   9.45435436E-01   9.59545033E-01   9.81170667E-01   9.88485425E-01   9.91301938E-01 
  6.19275421E-01   6.65733021E-01   7.16506973E-01   7.47251880E-01   7.88651879E-01   8.61007701E-01   8.99154434E-01   9.20458055E-01 
  8.29275714E-01   8.66219449E-01   9.05981621E-01   9.17655128E-01   9.38872475E-01   9.69278993E-01   9.81446352E-01   9.85977247E-01 
  7.42779218E-01   7.90335632E-01   8.42857027E-01   8.58356096E-01   8.86258798E-01   9.25157951E-01   9.45142500E-01   9.55945668E-01 
  8.66502097E-01   8.95897987E-01   9.26844360E-01   9.35849669E-01   9.52099943E-01   9.76692751E-01   9.86222019E-01   9.89450617E-01 
  8.12676548E-01   8.51786860E-01   8.90753400E-01   9.01303318E-01   9.20053330E-01   9.52379960E-01   9.62178221E-01   9.68176151E-01 
  7.70199148E-01   8.10882946E-01   8.56071800E-01   8.69896033E-01   8.95488883E-01   9.35213852E-01   9.52202960E-01   9.61146900E-01 
  8.63290458E-01   8.94044372E-01   9.25882787E-01   9.35031237E-01   9.51553194E-01   9.76356555E-01   9.85458282E-01   9.88695476E-01 
  7.79231394E-01   8.15601767E-01   8.54204693E-01   8.65755658E-01   8.85885926E-01   9.24891856E-01   9.35203454E-01   9.44348111E-01 
  7.47711690E-01   7.88752885E-01   8.34509268E-01   8.48534910E-01   8.74769869E-01   9.18376534E-01   9.39516840E-01   9.51116749E-01 
  7.95329129E-01   8.40716599E-01   8.90131879E-01   9.04386167E-01   9.29491978E-01   9.64532294E-01   9.79178327E-01   9.84471824E-01 
  7.45371208E-01   7.94769557E-01   8.49642744E-01   8.65765803E-01   8.94660274E-01   9.34705207E-01   9.52338033E-01   9.61689951E-01 
  8.25123008E-01   8.65941846E-01   9.08815187E-01   9.20794755E-01   9.41219783E-01   9.68093191E-01   9.79422437E-01   9.83842150E-01 
  7.50826917E-01   7.92068860E-01   8.37359020E-01   8.50743722E-01   8.74409650E-01   8.98353029E-01   9.09213116E-01   9.21848556E-01 
  8.30184756E-01   8.66450140E-01   9.05796638E-01   9.17438661E-01   9.38598917E-01   9.69875220E-01   9.82294549E-01   9.86676485E-01 
  8.51793236E-01   8.80230651E-01   9.09504278E-01   9.18018740E-01   9.33153225E-01   9.59576439E-01   9.74167858E-01   9.79068849E-01 
  7.30471764E-01   7.79710331E-01   8.37550583E-01   8.55704132E-01   8.90052643E-01   9.42809251E-01   9.64891544E-01   9.73190244E-01 
  7.30088877E-01   7.78898889E-01   8.37266784E-01   8.55574306E-01   8.89358058E-01   9.40770166E-01   9.63448506E-01   9.72347542E-01 
  8.09431012E-01   8.47272562E-01   8.88783447E-01   9.01238946E-01   9.24000345E-01   9.58941763E-01   9.74226444E-01   9.80251943E-01 
  7.92176351E-01   8.35759952E-01   8.83635825E-01   8.97918754E-01   9.24125756E-01   9.62774458E-01   9.78362057E-01   9.83815467E-01 
  8.06286898E-01   8.45964410E-01   8.88947989E-01   9.00927773E-01   9.20808905E-01   9.47169639E-01   9.57462908E-01   9.65263038E-01 
  8.74244809E-01   9.04376999E-01   9.34659345E-01   9.42995659E-01   9.57664228E-01   9.79426341E-01   9.87604224E-01   9.90658459E-01 
  7.84577654E-01   8.26203058E-01   8.72595634E-01   8.86206659E-01   9.10386255E-01   9.46477537E-01   9.63572167E-01   9.72001215E-01 
  8.07662508E-01   8.47166734E-01   8.89951789E-01   9.02639509E-01   9.25989888E-01   9.62117628E-01   9.77151190E-01   9.82753203E-01 
  8.54752775E-01   8.89963478E-01   9.26326737E-01   9.36272109E-01   9.53344147E-01   9.75056041E-01   9.83694734E-01   9.87544611E-01 
  8.39470291E-01   8.73389547E-01   9.09616299E-01   9.20261087E-01   9.39435511E-01   9.68386380E-01   9.80647833E-01   9.84975699E-01 
  8.23876246E-01   8.62050681E-01   9.03120045E-01   9.15135053E-01   9.36542018E-01   9.68621901E-01   9.81569191E-01   9.86192721E-01 
  7.37054860E-01   7.80288790E-01   8.27610245E-01   8.41969448E-01   8.68252770E-01   9.06050014E-01   9.24202989E-01   9.36910615E-01 
  7.95090137E-01   8.35921766E-01   8.81805348E-01   8.95741034E-01   9.21455927E-01   9.59958934E-01   9.75714882E-01   9.81514695E-01 
  6.07999532E-01   6.53631632E-01   7.11508392E-01   7.30711717E-01   7.66789842E-01   8.22851484E-01   8.57339916E-01   8.81427918E-01 
  7.66877209E-01   8.05492247E-01   8.46737145E-01   8.59162171E-01   8.82311941E-01   9.21373517E-01   9.34074048E-01   9.40883944E-01 
  4.48856183E-01   4.84296934E-01   5.33428789E-01   5.52404849E-01   5.92927705E-01   6.82626292E-01   7.42574390E-01   7.95321819E-01 
  8.64737905E-01   8.95677136E-01   9.27372583E-01   9.36396203E-01   9.52644235E-01   9.76435768E-01   9.85099965E-01   9.88436245E-01 
  7.48719818E-01   7.86127902E-01   8.27974748E-01   8.41943789E-01   8.69543541E-01   9.14554519E-01   9.35534959E-01   9.46995955E-01 
  8.00670236E-01   8.42481042E-01   8.88056497E-01   9.01602154E-01   9.26290975E-01   9.62968594E-01   9.77454382E-01   9.82959463E-01 
  8.06280717E-01   8.47147259E-01   8.91412125E-01   9.04034923E-01   9.25729045E-01   9.54122934E-01   9.67947307E-01   9.75000494E-01 
  8.03581370E-01   8.44045466E-01   8.88718816E-01   9.02076872E-01   9.26450392E-01   9.61810476E-01   9.76510256E-01   9.82267924E-01 
  8.34611221E-01   8.69638266E-01   9.07059128E-01   9.18072987E-01   9.38205633E-01   9.68131433E-01   9.80291013E-01   9.84537657E-01 
  7.83974085E-01   8.27268182E-01   8.75558917E-01   8.90105416E-01   9.16762754E-01   9.56460109E-01   9.73385362E-01   9.79789978E-01 
  8.11675096E-01   8.54941404E-01   9.00957442E-01   9.13830612E-01   9.35890366E-01   9.67237923E-01   9.78788255E-01   9.83711893E-01 
  6.82573594E-01   7.43817019E-01   8.14500282E-01   8.34885279E-01   8.72825833E-01   9.24853031E-01   9.47803958E-01   9.59056917E-01 
  4.60005090E-01   4.99072457E-01   5.54640089E-01   5.75587401E-01   6.18438405E-01   6.94036301E-01   7.56710953E-01   8.05068858E-01 
  7.72189111E-01   8.09617956E-01   8.55071258E-01   8.70516619E-01   9.00939195E-01   9.49066534E-01   9.69074494E-01   9.76507204E-01 
  8.61625123E-01   8.95691638E-01   9.30599898E-01   9.40133313E-01   9.56573021E-01   9.77756780E-01   9.86509640E-01   9.89863469E-01 
  7.30183128E-01   7.77508102E-01   8.31946628E-01   8.48842278E-01   8.80444746E-01   9.30100572E-01   9.54243094E-01   9.64671111E-01 
  8.55340241E-01   8.89696788E-01   9.24746421E-01   9.34400077E-01   9.51113645E-01   9.72816113E-01   9.82195938E-01   9.86111708E-01 
  8.42361930E-01   8.73323437E-01   9.03982232E-01   9.12638352E-01   9.28360638E-01   9.59365575E-01   9.69257263E-01   9.73958435E-01 
  8.67255924E-01   9.00318545E-01   9.33701012E-01   9.42746578E-01   9.58269529E-01   9.78784322E-01   9.86944096E-01   9.90059847E-01 
  8.36682807E-01   8.75181324E-01   9.16732876E-01   9.28448278E-01   9.47574980E-01   9.68742659E-01   9.78296468E-01   9.83056555E-01 
  7.05305298E-01   7.49192410E-01   8.00847804E-01   8.17124354E-01   8.47130889E-01   8.95932990E-01   9.23182943E-01   9.38899320E-01 
  7.52030210E-01   7.91959407E-01   8.37466012E-01   8.51811135E-01   8.79208435E-01   9.25210570E-01   9.45818208E-01   9.58018749E-01 
  8.08794229E-01   8.48051760E-01   8.91013854E-01   9.03604890E-01   9.25887040E-01   9.56659988E-01   9.69709727E-01   9.75559599E-01 
  7.52243138E-01   7.92964688E-01   8.37860216E-01   8.50978136E-01   8.74679584E-01   9.12721702E-01   9.29160128E-01   9.41255483E-01 
  8.71259121E-01   9.00777265E-01   9.29989036E-01   9.38046598E-01   9.52150242E-01   9.77044460E-01   9.86228775E-01   9.89318695E-01 
  8.24133858E-01   8.63053783E-01   9.04030527E-01   9.15507063E-01   9.35387757E-01   9.60990933E-01   9.73546100E-01   9.79350638E-01 
  8.77828553E-01   9.05066568E-01   9.32639255E-01   9.40622527E-01   9.55795647E-01   9.80525905E-01   9.88039001E-01   9.90384751E-01 
  8.33780465E-01   8.72091290E-01   9.13336518E-01   9.24994614E-01   9.44671904E-01   9.71486489E-01   9.82789470E-01   9.87098731E-01 
  7.30854739E-01   7.71052231E-01   8.16171064E-01   8.30212917E-01   8.56412162E-01   9.01565994E-01   9.23644953E-01   9.37423739E-01 
  5.14824328E-01   5.53453826E-01   6.03538712E-01   6.20618660E-01   6.54298586E-01   7.08127720E-01   7.40905811E-01   7.64906436E-01 
  7.46064837E-01   7.86331977E-01   8.34794641E-01   8.50716308E-01   8.81233419E-01   9.29558912E-01   9.50902037E-01   9.60680343E-01 
  4.95103692E-01   5.29905126E-01   5.76879826E-01   5.95370477E-01   6.32461146E-01   7.12186149E-01   7.61798174E-01   7.95546537E-01 
  7.84272743E-01   8.31741351E-01   8.82400921E-01   8.97004993E-01   9.23155911E-01   9.59677486E-01   9.74670486E-01   9.80898605E-01 
  6.13942941E-01   6.48961539E-01   6.91896108E-01   7.07034007E-01   7.39261984E-01   8.09866210E-01   8.54227606E-01   8.81419762E-01 
  7.53169518E-01   7.89970717E-01   8.26997387E-01   8.37646636E-01   8.58296106E-01   9.16522725E-01   9.42780459E-01   9.52586014E-01 
  7.31148734E-01   7.68486755E-01   8.10204047E-01   8.23496764E-01   8.48656504E-01   8.95159619E-01   9.23051939E-01   9.36283550E-01 
  5.40708922E-01   5.83063478E-01   6.37331163E-01   6.56884496E-01   6.95877490E-01   7.69873984E-01   8.15203442E-01   8.48244587E-01 
  7.93641524E-01   8.41034408E-01   8.90803655E-01   9.04839582E-01   9.29534960E-01   9.63001004E-01   9.77133023E-01   9.82791820E-01 
