t(412)  t(443)  t(490)  t(510)  t(555)  t(670)  t(765)  t(865)  
  6.89218600E-01   7.37345384E-01   7.92935384E-01   8.09786632E-01   8.46152166E-01   8.82719874E-01   9.07111629E-01   9.23691767E-01 
  8.33924274E-01   8.69667877E-01   9.08104588E-01   9.19441013E-01   9.40033000E-01   9.70734614E-01   9.82712970E-01   9.86974157E-01 
  8.45362093E-01   8.82273878E-01   9.20542084E-01   9.30983057E-01   9.48371350E-01   9.66702921E-01   9.73260971E-01   9.77187372E-01 
  8.71061003E-01   9.03571156E-01   9.35607744E-01   9.44272729E-01   9.59348608E-01   9.79586176E-01   9.87661616E-01   9.90664430E-01 
  7.86600470E-01   8.24497471E-01   8.67767543E-01   8.81398230E-01   9.07925264E-01   9.49823483E-01   9.67497127E-01   9.74726632E-01 
  7.69629891E-01   8.15095224E-01   8.66918885E-01   8.82664193E-01   9.11543673E-01   9.54643321E-01   9.72571049E-01   9.79238137E-01 
  7.13935863E-01   7.67402868E-01   8.29889834E-01   8.49206204E-01   8.85043986E-01   9.38792171E-01   9.61792714E-01   9.70544676E-01 
  8.67756557E-01   8.97806462E-01   9.27252858E-01   9.35104233E-01   9.48125066E-01   9.71741994E-01   9.82405555E-01   9.84893368E-01 
  5.40710648E-01   5.78392828E-01   6.24996477E-01   6.42538460E-01   6.80576153E-01   7.58323545E-01   8.02884002E-01   8.37072495E-01 
  8.55716526E-01   8.90039974E-01   9.25969963E-01   9.35823295E-01   9.52233597E-01   9.71964875E-01   9.80285429E-01   9.83705535E-01 
  8.18681291E-01   8.52839263E-01   8.90183301E-01   9.01607904E-01   9.23189199E-01   9.56192056E-01   9.70018634E-01   9.75975726E-01 
  7.51383175E-01   8.02963340E-01   8.59308986E-01   8.75832684E-01   9.05760325E-01   9.48847915E-01   9.65311584E-01   9.72237820E-01 
  7.85334639E-01   8.29616963E-01   8.78394359E-01   8.92962328E-01   9.19585385E-01   9.59465391E-01   9.76005832E-01   9.81914199E-01 
  8.50739616E-01   8.80889871E-01   9.10879466E-01   9.19371306E-01   9.33562821E-01   9.59570607E-01   9.69459081E-01   9.72051606E-01 
  8.31146503E-01   8.68049209E-01   9.07661900E-01   9.19133413E-01   9.39610896E-01   9.68850016E-01   9.80959358E-01   9.85595408E-01 
  8.75049447E-01   9.04198185E-01   9.32647242E-01   9.40746836E-01   9.55479382E-01   9.83460531E-01   9.88698124E-01   9.90008992E-01 
  7.43642847E-01   7.99679379E-01   8.61115225E-01   8.78670466E-01   9.09945337E-01   9.52517591E-01   9.70918533E-01   9.78165482E-01 
  6.26648873E-01   6.67459385E-01   7.16514165E-01   7.33101732E-01   7.65974374E-01   8.28567143E-01   8.61949366E-01   8.85333343E-01 
  7.58089803E-01   8.06821703E-01   8.61817786E-01   8.78416361E-01   9.08773249E-01   9.53519581E-01   9.72096177E-01   9.79046617E-01 
  8.61998934E-01   8.88000339E-01   9.14001013E-01   9.21426463E-01   9.34780983E-01   9.61578543E-01   9.79074954E-01   9.83760865E-01 
  7.71855653E-01   8.17798152E-01   8.69126106E-01   8.84516135E-01   9.12627526E-01   9.54277613E-01   9.71953606E-01   9.78952224E-01 
  8.18664366E-01   8.61700983E-01   9.06857460E-01   9.19337079E-01   9.40542047E-01   9.67914678E-01   9.79844165E-01   9.84581140E-01 
  7.76220562E-01   8.12116876E-01   8.50226515E-01   8.61626826E-01   8.82550220E-01   9.19151578E-01   9.34691186E-01   9.40388120E-01 
  8.31894394E-01   8.70292113E-01   9.11541373E-01   9.23012340E-01   9.42278621E-01   9.65605951E-01   9.76525154E-01   9.81676343E-01 
  8.14884869E-01   8.53182069E-01   8.92472286E-01   9.03389320E-01   9.22940038E-01   9.52870043E-01   9.63986099E-01   9.70210183E-01 
  6.23293841E-01   6.66169780E-01   7.16919106E-01   7.34100439E-01   7.68463126E-01   8.27774869E-01   8.60304424E-01   8.84833464E-01 
  8.15446135E-01   8.55727067E-01   8.99344346E-01   9.12070141E-01   9.34933443E-01   9.67897354E-01   9.81311614E-01   9.86077223E-01 
  8.36148225E-01   8.74895267E-01   9.14962242E-01   9.26112933E-01   9.45702352E-01   9.72011270E-01   9.82899177E-01   9.87192432E-01 
  8.42400258E-01   8.80256834E-01   9.19073276E-01   9.29688357E-01   9.47984977E-01   9.73288194E-01   9.84133887E-01   9.88164995E-01 
  7.16798862E-01   7.55970897E-01   8.03483710E-01   8.19511045E-01   8.51547777E-01   9.05945314E-01   9.32209383E-01   9.47138172E-01 
  7.44358136E-01   7.92681152E-01   8.50195343E-01   8.67813350E-01   9.01052713E-01   9.49536590E-01   9.70312851E-01   9.77699389E-01 
  5.61119637E-01   6.09096161E-01   6.72159181E-01   6.93913953E-01   7.35654943E-01   8.05047535E-01   8.47724882E-01   8.71615514E-01 
  8.22170231E-01   8.58362920E-01   8.98145094E-01   9.10107842E-01   9.32162946E-01   9.65371550E-01   9.78893561E-01   9.83891548E-01 
  8.28798420E-01   8.65799686E-01   9.04887201E-01   9.15945365E-01   9.35314372E-01   9.60491954E-01   9.71807367E-01   9.77342355E-01 
  8.62022145E-01   8.94500967E-01   9.27837396E-01   9.37231618E-01   9.53772171E-01   9.75545309E-01   9.84817063E-01   9.88584351E-01 
  7.95194660E-01   8.34097576E-01   8.75379061E-01   8.87470287E-01   9.09668631E-01   9.40585803E-01   9.55351145E-01   9.63234169E-01 
  5.83233102E-01   6.21368348E-01   6.72907333E-01   6.91421327E-01   7.28784664E-01   8.01723983E-01   8.40510522E-01   8.63776730E-01 
  7.37650395E-01   7.79665614E-01   8.27311085E-01   8.41169136E-01   8.66133416E-01   8.95795892E-01   9.04356609E-01   9.17429058E-01 
  7.27474913E-01   7.78605240E-01   8.38793838E-01   8.57501728E-01   8.92320070E-01   9.44872132E-01   9.67027005E-01   9.74933497E-01 
  7.96676601E-01   8.34122580E-01   8.76470943E-01   8.89541565E-01   9.13845966E-01   9.52032991E-01   9.69306486E-01   9.76330340E-01 
  7.37585037E-01   7.84959251E-01   8.38919127E-01   8.55493398E-01   8.86051216E-01   9.33697391E-01   9.56951650E-01   9.66093222E-01 
  8.78314349E-01   9.08469645E-01   9.37928529E-01   9.45953405E-01   9.60250178E-01   9.80803941E-01   9.88709971E-01   9.91564907E-01 
  7.95203484E-01   8.41826498E-01   8.91035425E-01   9.05017272E-01   9.29786356E-01   9.63198107E-01   9.76977339E-01   9.82602133E-01 
  8.70486007E-01   9.00969549E-01   9.30979077E-01   9.39006607E-01   9.52520925E-01   9.75809655E-01   9.83867949E-01   9.87061633E-01 
  6.76590347E-01   7.19936181E-01   7.70032439E-01   7.85759548E-01   8.14976256E-01   8.62201616E-01   8.81403996E-01   8.89363566E-01 
  5.72528972E-01   6.12012391E-01   6.60992306E-01   6.77849652E-01   7.12109024E-01   7.88971895E-01   8.35986975E-01   8.63087874E-01 
  8.34209843E-01   8.70281402E-01   9.08396026E-01   9.19365245E-01   9.39122915E-01   9.66840008E-01   9.80467851E-01   9.85062342E-01 
  8.27641462E-01   8.67052303E-01   9.08783506E-01   9.20506090E-01   9.40829629E-01   9.65907515E-01   9.73888981E-01   9.78055779E-01 
  8.11443985E-01   8.44917246E-01   8.80388554E-01   8.91326227E-01   9.10163916E-01   9.46956225E-01   9.62219625E-01   9.69211001E-01 
  7.44072769E-01   7.84828290E-01   8.31686983E-01   8.46345463E-01   8.74301911E-01   9.22378457E-01   9.45730398E-01   9.57186445E-01 
  4.94122132E-01   5.33882596E-01   5.87505166E-01   6.06669259E-01   6.45502800E-01   7.22658857E-01   7.74072849E-01   8.14301553E-01 
  7.13540179E-01   7.67025725E-01   8.05152791E-01   8.21149925E-01   8.52586460E-01   9.08597058E-01   9.36799089E-01   9.50877673E-01 
  7.95094186E-01   8.29526216E-01   8.69708090E-01   8.82593304E-01   9.08753408E-01   9.52851746E-01   9.71428988E-01   9.78344323E-01 
  8.39430709E-01   8.77359685E-01   9.15633893E-01   9.26112663E-01   9.44374920E-01   9.71846126E-01   9.80711167E-01   9.84290879E-01 
  8.69686143E-01   9.01351783E-01   9.32852235E-01   9.41421604E-01   9.56245437E-01   9.77937722E-01   9.85698280E-01   9.88948906E-01 
  8.42698151E-01   8.76248660E-01   9.11813166E-01   9.22237790E-01   9.40888745E-01   9.69884687E-01   9.81810095E-01   9.86054090E-01 
  8.65641151E-01   8.96696659E-01   9.28826126E-01   9.38003016E-01   9.54402984E-01   9.76160282E-01   9.84877091E-01   9.88604405E-01 
  5.42142546E-01   5.81861145E-01   6.33986530E-01   6.52848566E-01   6.92235134E-01   7.75693893E-01   8.30456831E-01   8.65327773E-01 
  8.88289648E-01   9.13038291E-01   9.37771042E-01   9.44947576E-01   9.57299624E-01   9.79477705E-01   9.88667967E-01   9.91435238E-01 
  8.77466107E-01   9.07838540E-01   9.38352505E-01   9.46654125E-01   9.61021935E-01   9.80555422E-01   9.87977147E-01   9.90843966E-01 
  7.91599966E-01   8.30306054E-01   8.70811553E-01   8.82306414E-01   9.03288144E-01   9.22376397E-01   9.15342568E-01   9.24790962E-01 
  8.45397085E-01   8.82093416E-01   9.19496969E-01   9.29900020E-01   9.48208105E-01   9.73061023E-01   9.83025770E-01   9.86960904E-01 
  8.68289199E-01   9.00442711E-01   9.32504484E-01   9.41288830E-01   9.56794876E-01   9.78078575E-01   9.87176395E-01   9.90451923E-01 
  7.49730345E-01   7.94908752E-01   8.43326103E-01   8.57297658E-01   8.82452310E-01   9.16636244E-01   9.31908297E-01   9.43615319E-01 
  8.44436911E-01   8.77280825E-01   9.11386808E-01   9.21060566E-01   9.38427913E-01   9.60097229E-01   9.65777281E-01   9.71639930E-01 
  8.00282674E-01   8.42135665E-01   8.87658840E-01   9.01134220E-01   9.25552876E-01   9.62421428E-01   9.77442166E-01   9.82938646E-01 
  5.72129123E-01   6.13802448E-01   6.64847807E-01   6.82097995E-01   7.18480576E-01   8.05408218E-01   8.50505872E-01   8.79042443E-01 
  6.10908452E-01   6.53951751E-01   7.05649979E-01   7.22943113E-01   7.56051387E-01   8.19095810E-01   8.48699739E-01   8.72886459E-01 
  7.42980277E-01   7.81547428E-01   8.22950049E-01   8.35259474E-01   8.57217706E-01   8.87903396E-01   8.97021250E-01   9.04848008E-01 
  8.34159139E-01   8.69742116E-01   9.06847493E-01   9.16956899E-01   9.36587803E-01   9.63037101E-01   9.73403562E-01   9.79019408E-01 
  7.27246306E-01   7.75179529E-01   8.29849622E-01   8.46503862E-01   8.77107034E-01   9.23029983E-01   9.45338080E-01   9.57671950E-01 
  6.50223687E-01   6.89410995E-01   7.36564830E-01   7.52743035E-01   7.84718295E-01   8.43812723E-01   8.73399254E-01   8.93249649E-01 
  7.60939585E-01   8.09049991E-01   8.61965285E-01   8.78000445E-01   9.07342405E-01   9.51645037E-01   9.69864905E-01   9.76955970E-01 
  7.63389370E-01   8.01383569E-01   8.43294242E-01   8.56349747E-01   8.80704792E-01   9.19191976E-01   9.36718969E-01   9.46364073E-01 
  6.76197943E-01   7.34352192E-01   8.02939597E-01   8.23950929E-01   8.64172728E-01   9.21714363E-01   9.47156088E-01   9.58301219E-01 
  8.15451551E-01   8.50537547E-01   8.88364705E-01   8.99637897E-01   9.20384461E-01   9.53302684E-01   9.66574154E-01   9.72327206E-01 
  8.29367927E-01   8.67284625E-01   9.06888498E-01   9.18215492E-01   9.38307379E-01   9.68466608E-01   9.79543588E-01   9.84146101E-01 
  7.42077852E-01   7.80953564E-01   8.25511034E-01   8.39765793E-01   8.66525646E-01   9.11419917E-01   9.33200357E-01   9.43734643E-01 
  7.24049529E-01   7.76607331E-01   8.37644739E-01   8.56533565E-01   8.91586354E-01   9.44490685E-01   9.66838384E-01   9.74260542E-01 
  6.68901551E-01   7.22864742E-01   7.88012602E-01   8.08869278E-01   8.48618688E-01   9.07121031E-01   9.34126751E-01   9.45261108E-01 
  8.00719111E-01   8.39617659E-01   8.82964441E-01   8.96186244E-01   9.20756047E-01   9.57831230E-01   9.73107020E-01   9.79244765E-01 
  8.76715312E-01   9.07891275E-01   9.39433626E-01   9.48163765E-01   9.62974278E-01   9.81950836E-01   9.89238422E-01   9.91971830E-01 
  8.50158734E-01   8.83645210E-01   9.18780716E-01   9.28936833E-01   9.47304370E-01   9.74124462E-01   9.84470357E-01   9.88356001E-01 
  8.56493999E-01   8.91588084E-01   9.27571116E-01   9.37408283E-01   9.54016512E-01   9.75445857E-01   9.84397269E-01   9.87987547E-01 
  8.26374728E-01   8.62678558E-01   9.02459158E-01   9.14328176E-01   9.36096527E-01   9.68631365E-01   9.81890755E-01   9.86476460E-01 
  7.40042337E-01   7.81634472E-01   8.30831593E-01   8.46474478E-01   8.76002887E-01   9.23901775E-01   9.44752372E-01   9.53079544E-01 
  8.54981128E-01   8.88995630E-01   9.23960219E-01   9.33760600E-01   9.51122298E-01   9.75099772E-01   9.84038471E-01   9.87900409E-01 
  7.62006719E-01   8.05494129E-01   8.53774258E-01   8.68227552E-01   8.94438911E-01   9.32692417E-01   9.50383898E-01   9.59744867E-01 
  6.62795186E-01   7.04229880E-01   7.52088707E-01   7.67272847E-01   7.95511317E-01   8.38848842E-01   8.62595074E-01   8.71944125E-01 
  7.26911482E-01   7.78927592E-01   8.39755837E-01   8.58564063E-01   8.93428578E-01   9.44907280E-01   9.67453000E-01   9.75335128E-01 
  8.69075275E-01   9.01019412E-01   9.33048029E-01   9.41764689E-01   9.56826534E-01   9.78492644E-01   9.86616643E-01   9.89741380E-01 
  7.64874628E-01   8.09068584E-01   8.62089119E-01   8.78603144E-01   9.06703455E-01   9.32443251E-01   9.44087496E-01   9.53786595E-01 
  8.20543085E-01   8.61762436E-01   9.05532226E-01   9.17838717E-01   9.38757713E-01   9.66615203E-01   9.78827300E-01   9.83730642E-01 
  7.45506551E-01   7.86320223E-01   8.29594669E-01   8.42517599E-01   8.67298797E-01   9.11338451E-01   9.27463224E-01   9.39895009E-01 
  7.11621423E-01   7.57670481E-01   8.11506401E-01   8.28557191E-01   8.61134210E-01   9.12108685E-01   9.37995339E-01   9.52144884E-01 
  7.94549833E-01   8.35145468E-01   8.80618178E-01   8.94367668E-01   9.19528663E-01   9.57301821E-01   9.73333914E-01   9.79430002E-01 
  8.63592176E-01   8.95773902E-01   9.28809394E-01   9.38099677E-01   9.54598325E-01   9.77141264E-01   9.86275053E-01   9.89736180E-01 
  8.59685136E-01   8.95620034E-01   9.31213230E-01   9.40781755E-01   9.57120776E-01   9.78463214E-01   9.87290877E-01   9.90491333E-01 
  8.07873909E-01   8.48046038E-01   8.92192019E-01   9.05376852E-01   9.29299692E-01   9.64680028E-01   9.79119996E-01   9.84120781E-01 
  8.16406742E-01   8.55409141E-01   8.97649525E-01   9.10115476E-01   9.32895842E-01   9.66780851E-01   9.80228849E-01   9.85087993E-01 
  8.03378931E-01   8.45805677E-01   8.91180749E-01   9.03973004E-01   9.26141265E-01   9.55347427E-01   9.69442581E-01   9.75796871E-01 
  7.51997441E-01   7.90360604E-01   8.33804548E-01   8.47334525E-01   8.73447912E-01   9.17790352E-01   9.39031906E-01   9.50487114E-01 
  7.22023695E-01   7.67860832E-01   8.21488320E-01   8.37481798E-01   8.64456911E-01   8.99944559E-01   9.18974361E-01   9.31584948E-01 
  6.41684057E-01   6.71447607E-01   7.09265926E-01   7.22048835E-01   7.50100463E-01   8.08371261E-01   8.38160598E-01   8.53462559E-01 
  7.62029968E-01   8.01432192E-01   8.44600381E-01   8.57404988E-01   8.80530523E-01   9.08002672E-01   9.18384366E-01   9.29009334E-01 
  7.75662593E-01   8.19359976E-01   8.68939571E-01   8.84322089E-01   9.12945569E-01   9.55288878E-01   9.72915834E-01   9.79443805E-01 
  8.44976240E-01   8.80061835E-01   9.16362673E-01   9.26721513E-01   9.45277497E-01   9.72304773E-01   9.82672588E-01   9.86721597E-01 
  8.32184840E-01   8.69121980E-01   9.08597647E-01   9.19949686E-01   9.40020771E-01   9.68299011E-01   9.79808415E-01   9.84254506E-01 
  7.68919258E-01   8.08019419E-01   8.53673720E-01   8.68071069E-01   8.95151173E-01   9.39282989E-01   9.58567761E-01   9.66826544E-01 
  7.58660483E-01   8.02034964E-01   8.50281788E-01   8.64950214E-01   8.92448469E-01   9.36774145E-01   9.56421879E-01   9.65572222E-01 
  7.16901881E-01   7.73362084E-01   8.37816686E-01   8.57189321E-01   8.92646364E-01   9.44024137E-01   9.66032034E-01   9.74130549E-01 
  6.84048193E-01   7.44279981E-01   8.15150235E-01   8.36761072E-01   8.76533332E-01   9.36297581E-01   9.61591907E-01   9.70698353E-01 
  8.22628580E-01   8.61149971E-01   9.02615380E-01   9.14750720E-01   9.36673922E-01   9.68005369E-01   9.80773972E-01   9.85511297E-01 
  8.46046569E-01   8.81978887E-01   9.19550904E-01   9.29904603E-01   9.47478643E-01   9.69285844E-01   9.78894239E-01   9.83290663E-01 
  8.47631538E-01   8.77632888E-01   9.08904262E-01   9.18087278E-01   9.35017805E-01   9.65044871E-01   9.77706864E-01   9.82061002E-01 
  7.50276349E-01   7.95967545E-01   8.47944606E-01   8.63081460E-01   8.88391503E-01   9.26215982E-01   9.41132930E-01   9.51854846E-01 
  8.75854502E-01   9.03917668E-01   9.32563496E-01   9.40795843E-01   9.55335218E-01   9.78493658E-01   9.86647015E-01   9.89813333E-01 
  7.33047202E-01   7.66452439E-01   8.03762999E-01   8.15918462E-01   8.39458523E-01   8.84525970E-01   9.05908045E-01   9.14906450E-01 
  8.60305528E-01   8.91040736E-01   9.23085481E-01   9.32347058E-01   9.49132433E-01   9.75079606E-01   9.85018817E-01   9.88527405E-01 
  8.68812830E-01   8.99210882E-01   9.30260767E-01   9.39006924E-01   9.54633163E-01   9.76569033E-01   9.84284302E-01   9.87921737E-01 
  7.85015086E-01   8.27957230E-01   8.76148013E-01   8.90761244E-01   9.17662996E-01   9.58299826E-01   9.75333149E-01   9.81344797E-01 
  8.33735360E-01   8.69066120E-01   9.06990484E-01   9.18177461E-01   9.38340372E-01   9.68858306E-01   9.81009868E-01   9.85548931E-01 
  7.78499152E-01   8.12996307E-01   8.55680343E-01   8.70452701E-01   9.00419952E-01   9.48235717E-01   9.67854038E-01   9.75270786E-01 
  8.78725197E-01   9.07275209E-01   9.35151998E-01   9.42821449E-01   9.56410047E-01   9.80280257E-01   9.87503872E-01   9.89801077E-01 
  8.51464624E-01   8.85578136E-01   9.21364459E-01   9.31605989E-01   9.49747120E-01   9.74972216E-01   9.85246383E-01   9.88996629E-01 
  7.25608743E-01   7.67922130E-01   8.16328942E-01   8.31454295E-01   8.60807608E-01   9.11277350E-01   9.35819594E-01   9.48780256E-01 
  8.07207768E-01   8.40910333E-01   8.76757317E-01   8.87892268E-01   9.07767910E-01   9.41481378E-01   9.54711628E-01   9.60034812E-01 
  8.62589171E-01   8.93231818E-01   9.24603777E-01   9.33532064E-01   9.49602102E-01   9.74194260E-01   9.84785893E-01   9.88301952E-01 
  5.98652429E-01   6.48072244E-01   7.10329127E-01   7.30729010E-01   7.69431163E-01   8.33181017E-01   8.71270630E-01   8.89099287E-01 
  7.01096561E-01   7.53057779E-01   8.14628818E-01   8.33960779E-01   8.70157423E-01   9.26540044E-01   9.52724583E-01   9.91454059E-01 
  8.64592104E-01   8.96584669E-01   9.28391325E-01   9.37099220E-01   9.52030581E-01   9.76173450E-01   9.84466269E-01   9.87601372E-01 
  6.87319560E-01   7.46357761E-01   8.15992957E-01   8.36885224E-01   8.74537914E-01   9.28552261E-01   9.52206757E-01   9.61283770E-01 
  6.74555668E-01   7.27722641E-01   7.89242530E-01   8.08136178E-01   8.42347436E-01   8.91963318E-01   9.14088923E-01   9.21828553E-01 
  8.00645927E-01   8.43706022E-01   8.90088253E-01   9.03486660E-01   9.27184743E-01   9.61769393E-01   9.75400488E-01   9.80873357E-01 
  8.62188634E-01   8.97447865E-01   9.33598537E-01   9.43413446E-01   9.59716268E-01   9.79618475E-01   9.87373576E-01   9.90495788E-01 
  7.09655489E-01   7.52578978E-01   8.01412085E-01   8.16768579E-01   8.45891700E-01   8.95961114E-01   9.20423009E-01   9.34814116E-01 
  8.04682335E-01   8.44521528E-01   8.88802995E-01   9.02216819E-01   9.26855336E-01   9.62501097E-01   9.76954458E-01   9.82376881E-01 
  8.40596300E-01   8.75728457E-01   9.12472021E-01   9.22551803E-01   9.39101634E-01   9.54031269E-01   9.59804410E-01   9.63933290E-01 
  7.83262857E-01   8.25941160E-01   8.72916139E-01   8.86843110E-01   9.12225478E-01   9.49524605E-01   9.65644658E-01   9.73445120E-01 
  7.96900407E-01   8.36384490E-01   8.80245579E-01   8.93202622E-01   9.16204034E-01   9.49425023E-01   9.64835637E-01   9.72459670E-01 
  7.28340930E-01   7.74664712E-01   8.29760623E-01   8.46072743E-01   8.73832833E-01   9.03911927E-01   9.22310301E-01   9.37194159E-01 
